設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A23] 頭部MRAのMIP像1別冊No. 2Ａ3を別に示す。矢印で示す脳動脈瘤が存在する断面1別冊No. 2Ｂア〜オ3はどれか。,ア,イ,ウ,エ,オ,3,,放射線治療技術学,第70回(2018),普通
[A24] 膝関節MRIの冠状断像を別に示す。矢印で示すのはどれか。【別冊No.3 図】,顆間隆起,外側半月板,前十字靱帯,後十字靱帯,内側半月板,3,,放射線治療技術学,第70回(2018),普通
[A25] 核医学検査に従事する診療放射線技師の対応で正しいのはどれか。,撮影時間が短いので検査にかかる時間を説明しない。,患者に検査目的を問われた際に病名を教えて説明する。,患者に不安を与えないため放射線被ばくについて説明しない。,PET用放射性医薬品をこぼしても半減期が短いので除染しない。,検査中に患者の状態が悪化した場合には検査を中断して医師の指示を受ける。,5,,放射線治療技術学,第70回(2018),普通
[A26] 放射性医薬品と評価項目の組合せで正しいのはどれか。2つ選べ。,123I-BMIPP心筋脂肪酸代謝,123I-IMP — 脳血流,123I-MIBG — ドパミントランスポータ,123I-イオフルパン甲状腺機能,123I-イオマゼニル心臓交感神経機能,"1,2",,放射線治療技術学,第70回(2018),普通
[A27] PETについて誤っているのはどれか。,3D収集が主流である。,SPECTより感度が高い。,SPECTより空間分解能が高い。,偶発同時計数は投与量に比例する。,NECR〈noise equivalent count rate〉でSN比を評価できる。123,4,,放射線治療技術学,第70回(2018),普通
[A28] Iによる甲状腺摂取率検査を行う場合のヨウ素含有食品の摂取制限期間はどれか。,6時間,24時間,3日,1週間,1か月,4,,放射線治療技術学,第70回(2018),普通
[A29] 放射性医薬品で投与後にプラナー像を撮影する頻度が最も低いのはどれか。,81mKr,99mTc-MAA,123I-イオマゼニル,123I-MIBG,131I-アドステロール,"1,3",,放射線治療技術学,第70回(2018),普通
[A30] PET画像処理で正しいのはどれか。,減弱補正にはX線CT像を用いる。,PET値から放射能濃度値への換算にはSUVを用いる。,画像再構成にはCCF〈cross calibration factor〉を用いる。,空間分解能補正にはSSS〈single scatter simulation〉法を用いる。,散乱同時計数の除去にはPSF〈point spread function〉法を用いる。,1,,放射線治療技術学,第70回(2018),普通
[A31] 脳血流SPECTで行われる画像統計解析で正しいのはどれか。2つ選べ。,投影データを用いて解析する。,全年齢で共通の正常データベースを用いる。,脳の部位ごとに正常データベースと比較する。,放射性医薬品ごとに異なる正常データベースを用いる。,Alzheimer〈アルツハイマー〉型認知症の診断では有用性が低い。,"3,4",,医用画像情報学,第70回(2018),普通
[A32] 肺血流シンチグラフィで正しいのはどれか。,99mTc-PYPを用いる。,気管支動脈血流を評価できる。,右左シャントのある患者には禁忌である。,放射性医薬品投与時に患者は息止めが必要である。,放射性医薬品投与時の体位によって集積の分布が異なる。,5,,医用画像情報学,第70回(2018),普通
[A33] 放射性医薬品を投与後、経時的に撮影された腹部前面像を別に示す。使用された放射性医薬品はどれか。【別冊No.4 図】,99mTc-スズコロイド,99mTc-フチン酸,99mTc-GSA,99mTc-PMT,99mTc-tetrofosmin,4,,医用画像情報学,第70回(2018),普通
[A34] 骨シンチグラフィで正しいのはどれか。,撮影開始の直前に排尿を行う。,健常人では肝臓に集積を認める。,放射性医薬品投与30分後に撮影を開始する。,単純X線写真で同定困難な骨折は描出できない。,全身の撮影にSPECT検査を追加する意義は乏しい。,1,,医用画像情報学,第70回(2018),普通
[A35] がんの放射線治療で予後と関連性が最も低いのはどれか。,細胞の分化度,腫瘍の大きさ,皮膚反応の程度,リンパ節転移の有無,患者のPS〈全身状態〉,3,,医用画像情報学,第70回(2018),普通
[A36] リニアックで正しいのはどれか。,加速管は鉛製である。,出力エネルギーを連続的に変えられる。,加速管内には一定量の窒素が必要である。,マイクロ波発振管にはマグネトロンが用いられる。,同一加速エネルギーの加速管は定在波型が進行波型より長い。,4,,診療画像検査学,第70回(2018),普通
[A37] 標準計測法12における電子線の線量計測で正しいのはどれか。2つ選べ。,平行平板形電離箱は電離空洞の幾何学的中心で測定する。,平行平板形電離箱の空洞補正係数は1.0と仮定されている。,平行平板形電離箱の相互校正にはR50＞4 g･cm−2が推奨される。,円筒形電離箱は電離空洞の幾何学的中心から0.5 r線源側で測定する。,円筒形電離箱の空洞補正係数は平均エネルギーが低いほど小さい値になる。,"4,5",,診療画像検査学,第70回(2018),普通
[A38] 乳房温存療法の接線照射で1回2Gyを投与するとき、1門当たりのモニタ単位［MU］に最も近いのはどれか。ただし、線量処方点のTMRは0.92、ウェッジ係数は0.80、OPFは1.02、モニタ校正値は1.02 cGy/MUとする。,104,131,136,208,260,2,,診療画像検査学,第70回(2018),普通
[A39] 全身照射〈TBI〉で誤っているのはどれか。,肺の線量を制限する。,総線量は20 Gy程度とする。,線量処方点は体厚中心で行う。,線量率5〜10 cGy/minで照射する。,アクリル板による散乱で表面線量を増加させる。,2,,診療画像検査学,第70回(2018),普通
[A40] 電子線治療で正しいのはどれか。2つ選べ。,術中照射に用いる。,全身皮膚照射に用いる。,線量補償に高原子番号物質を用いる。,照射野はX軸とY軸のコリメータで設定する。,低エネルギーの線量測定にファーマ形電離箱を用いる。,"1,2",,基礎医学大要,第70回(2018),普通
[A41] 放射線治療が適応となるのはどれか。,甲状腺眼症,子宮内膜症,関節リウマチ,強直性脊椎炎,Crohn〈クローン〉病,1,,基礎医学大要,第70回(2018),普通
[A42] 前立腺癌の放射線治療でないのはどれか。,陽子線治療,炭素イオン線治療,90Yを用いた内用療法,強度変調放射線治療,125Iを用いた密封小線源治療,3,,基礎医学大要,第70回(2018),普通
[A43] 局所進行上顎洞癌の放射線治療におけるリスク臓器はどれか。2つ選べ。,喉頭,甲状腺,耳下腺,視交叉,咽頭収縮筋,"3,4",,基礎医学大要,第70回(2018),普通
[A44] 根治的放射線治療で最も高い線量を照射するのはどれか。,喉頭癌,食道癌,前立腺癌,小細胞肺癌,Hodgkin〈ホジキン〉リンパ腫,3,,基礎医学大要,第70回(2018),普通
[A45] 情報の表現で正しいのはどれか。2つ選べ。,10進数の210は1バイトで表現できる。,10進数の255は16進数では99である。,負の数は符号ビットに安1を入れて表現する。,10進数の0.1は2進数では循環小数になる。,アスキーコードは非数値データの表現形式である。,"4,5",,基礎医学大要,第70回(2018),普通
[A46] コンピュータの機能と対応装置の組合せで正しいのはどれか。,演算 — CRT,記憶 — SSD,出力 — CPU,通信 — UPS,入力 — RAM,2,,基礎医学大要,第70回(2018),普通
[A47] 画像圧縮に用いないのはどれか。,JPEG,エッジ法,ウェーブレット変換,ランレングス法,離散コサイン変換,2,,基礎医学大要,第70回(2018),普通
[A48] 経時サブトラクションで正しいのはどれか。2つ選べ。,軟部組織を消去した骨画像が得られる。,エネルギーの異なるX線を用いた画像を処理する。,肺野形状を一致させるためにはワーピングを用いる。,1回曝射法を用いるとサブトラクション画像の粒状性が低下する。,造影剤注入前後の画像の引き算で血管を高コントラストに描出できる。,"3,5",,基礎医学大要,第70回(2018),普通
[A49] 診療録等の電子媒体による保存における真正性の確保について正しいのはどれか。2つ選べ。,内容の消去が行えること,作成の責任の所在を明確にすること,永久に復元可能な状態で保存すること,必要に応じて内容を書面に表示できること,故意または過失による虚偽入力を防止すること,"2,5",,基礎医学大要,第70回(2018),普通
[A50] 解剖構造の位置関係で正しいのはどれか。,右副腎は右腎臓の外側にある。,左膝蓋骨は左大腿骨の近位にある。,膵尾部は胃体部の背側にある。,脾彎曲部は横行結腸の近位にある。,腕頭動脈は末梢で左総頸動脈と左鎖骨下動脈に分かれる。,3,,基礎医学大要,第70回(2018),普通
[A51] 上皮が皮膚と同じ組織型であるのはどれか。,気管,小腸,食道,膀胱,卵管,3,,基礎医学大要,第70回(2018),普通
[A52] 眼窩を構成する骨はどれか。2つ選べ。,篩骨,鋤骨,鼻骨,側頭骨,蝶形骨,"1,5",,基礎医学大要,第70回(2018),普通
[A53] 左心系に還流するのはどれか。,冠静脈,奇静脈,肺静脈,下大静脈,上大静脈,3,,基礎医学大要,第70回(2018),普通
[A54] 男性生殖器について正しいのはどれか。2つ選べ。,精管は膀胱に開口する。,精囊は前立腺の尾側に位置する。,前立腺は直腸の腹側に位置する。,右精巣静脈は右腎静脈に流入する。,陰茎は陰茎海綿体と尿道海綿体からなる。,"3,5",,基礎医学大要,第70回(2018),普通
[A55] 左右一対存在する構造はどれか。,下垂体,視床,松果体,大脳鎌,脳梁,2,,放射線生物学,第70回(2018),普通
[A56] 脳神経が通過するのはどれか。2つ選べ。,棘孔,耳管,卵円孔,頸動脈管,頸静脈孔,"3,5",,放射線生物学,第70回(2018),普通
[A57] 内耳を構成するのはどれか。,蝸牛,鼓室,耳管,アブミ骨,乳突蜂巣,1,,放射線生物学,第70回(2018),普通
[A58] 好発年齢が最も高いのはどれか。,膠芽腫,骨肉腫,神経芽腫,Wilms〈ウィルムス〉腫瘍,Ewing〈ユーイング〉肉腫,1,,放射線生物学,第70回(2018),普通
[A59] 肺血栓塞栓症の危険因子はどれか。,肺炎,心不全,心房細動,アスベスト曝露,大腿骨頭置換術後,5,,放射線生物学,第70回(2018),普通
[A60] 機能低下によって貧血を生じるのはどれか。,肺,心臓,腎臓,脾臓,副腎,3,,放射線物理学,第70回(2018),普通
[A61] 外頸動脈から血流を受けることが多いのはどれか。,下垂体腺腫,神経芽腫,神経膠腫,髄芽腫,髄膜腫,5,,放射線物理学,第70回(2018),普通
[A62] ドパミン作動性神経の機能低下によって発症する疾患はどれか。,てんかん,一過性全健忘,一過性脳虚血,Parkinson〈パーキンソン〉病,Alzheimer〈アルツハイマー〉型認知症,4,,放射線物理学,第70回(2018),普通
[A63] がん患者の緩和治療について正しいのはどれか。,患者家族の意見は重要視されない。,精神的苦痛は治療の対象としない。,麻薬は習慣性があるため用いない。,がん治療を最優先の目的とはしない。,2痛緩和を目的とした放射線治療は行わない。,4,,放射線物理学,第70回(2018),普通
[A64] 予防接種法または予防接種法施行令において定期接種を受ける努力義務が定められていないのはどれか。,おたふくかぜ,ジフテリア,水痘,風しん,麻しん,1,,放射線物理学,第70回(2018),普通
[A65] 2 GyのX線照射による細胞への影響で正しいのはどれか。,細胞死では分裂死が間期死より多い。,酸素が存在すると直接作用が増強する。,G2期増殖停止は細胞死の前段階である。,フリーラジカルの生成は24時間以上持続する。,DNA損傷は間接作用より直接作用で起こることが多い。,1,,医用工学,第70回(2018),普通
[A66] 放射線治療に伴う組織の変化として最も早期に起こるのはどれか。,血管閉塞,瘢痕収縮,結合織増生,血管内膜肥厚,血管透過性亢進,5,,医用工学,第70回(2018),普通
[A67] 放射線被ばくによるヒトの死亡原因で被ばく線量が高い順に並んでいるのはどれか。,骨髄死＞腸管死＞中枢神経死,腸管死＞骨髄死＞中枢神経死,腸管死＞中枢神経死＞骨髄死,中枢神経死＞骨髄死＞腸管死,中枢神経死＞腸管死＞骨髄死,5,,医用工学,第70回(2018),普通
[A68] 放射性同位元素と体内摂取した場合に内部被ばく線量が高い臓器の組合せで正しいのはどれか。,137Cs — 筋肉,59Fe — 肺,131I — 骨,222Rn — 骨髄,90Sr — 甲状腺,1,,放射線計測学,第70回(2018),普通
[A69] 低LET放射線を高LET放射線と比較した場合に正しいのはどれか。,OERが低い。,RBEが低い。,線量率効果が低い。,PLD回復が小さい。,細胞周期依存性が低い。,2,,放射線計測学,第70回(2018),普通
[A70] 放射線の種類と性質で正しいのはどれか。,電磁波は質量を持つ。,電磁波は電荷を持つ。,マイクロ波は電離放射線である。,直接電離放射線は荷電粒子線である。,間接電離放射線は二次的に発生した荷電粒子線である。,4,,放射線計測学,第70回(2018),普通
[A71] 光子について正しいのはどれか。2つ選べ。,真空中の速度は一定である。,Fermi〈フェルミ〉粒子である。,静止エネルギーは0.511 MeVである。,運動量はde Broglie〈ド・ブロイ〉波長に比例する。,エネルギーはPlanck〈プランク〉定数と振動数の積である。,"1,5",,放射線計測学,第70回(2018),普通
[A72] 同一管電圧で得られた2つのX線エネルギースペクトルを図に示す。正しいのはどれか。,AとBは管電圧40 kVのものである。,Bはロジウム付加フィルタを使用したものである。,Aはモリブデン付加フィルタを使用したものである。,AとBはタングステンターゲットを使用したものである。,AとBにはK殻への遷移による特性X線が認められる。,5,,放射線計測学,第70回(2018),普通
[A73] 電子エネルギーに対するある物質の質量放射阻止能と質量衝突阻止能の関係を図に示す。ある物質はどれか。,13Al,29Cu,42Mo,74W,82Pb,2,,診療画像機器学,第70回(2018),普通
[A74] 光速の0.8倍に加速された電子の全エネルギーEと静止エネルギーE0との比E/E0に最も近いのはどれか。,0.20,0.80,1.00,1.67,3.34,4,,診療画像機器学,第70回(2018),普通
[A75] 電気力線について誤っているのはどれか。,電気力線の密度は電界の強さを表す。,電気力線は導体の表面に垂直に出入りする。,電気力線は正電荷から出て負電荷で終わる。,電気力線の垂直方向は電界の方向に一致する。,電気力線の総数は電荷を誘電体の誘電率で除したものである。,4,,診療画像機器学,第70回(2018),普通
[A76] 巻数が100回のコイル内部の磁束が0.01秒間に0.055 Wbから0.040 Wbに減少したときの誘導起電力［V］はどれか。,安150,安100,— 50,100,150,5,,診療画像機器学,第70回(2018),普通
[A77] 変圧器とコンデンサの回路を図に示す。変圧器の1次側に200 Vの正弦波交流電圧を加えたとき、ダイオードDにかかる逆電圧の最大値［V］はどれか。ただし、1次側と2次側の変圧器の巻数比は1：2とする。,200,200 2,400,400 2,800 2,5,,診療画像機器学,第70回(2018),普通
[A78] 衝突カーマを求める式で正しいのはどれか。ただし、フルエンスをΦ、エネルギーフルエンスをΨ、質量衝突阻止能をScol/ρ、質量エネルギー転移係数をμ tr/ρ、質量エネルギー吸収係数をμ en/ρとする。Scol,Φ ρ μ en,Φ ρ Scol,Ψ ρ μ tr,Ψ ρ μ en,Ψ ρ,5,,診療画像機器学,第70回(2018),普通
[A79] 発光現象を利用した検出器はどれか。,電離箱,OSLD,GM計数管,半導体検出器,Fricke〈フリッケ〉線量計,2,,診療画像機器学,第70回(2018),普通
[A80] ある放射性試料で同一の測定時間の計数をN回繰り返し、平均計数値はxカウントであった。この平均計数値の標準偏差はどれか。,x,xN x,N x,N,— Nx,5,,診療画像機器学,第70回(2018),普通
[A81] 照射線量について正しいのはどれか。2つ選べ。,水中で定義される。,単位はJ･kg−1である。,荷電粒子に対して定義される。,制動放射による電離を含めない。,エネルギーフルエンスに比例する。,"4,5",,診療画像機器学,第70回(2018),普通
[A82] 高エネルギー電子線における水の深さと深部量百分率の関係を図に示す。電子線のエネルギー［MeV］に最も近いのはどれか。ただし、水の質量阻止能は1.9 MeV･cm2･g−1とする。,10,12,14,16,18,4,,診療画像機器学,第70回(2018),普通
[A83] X線撮影中に患者が急に意識を消失した。患者からの反応がないことを確認した後、一次救命処置としてまず行うべきなのはどれか。,保温,応援要請,胸骨圧迫,血圧測定,AED装着,2,,X線撮影技術学,第70回(2018),普通
[A84] X線撮影におけるエアギャップ法で正しいのはどれか。,像が拡大する。,グリッドを使用する。,画像コントラストは低下する。,被写体と検出器を密着させて撮影する。,被写体で発生する散乱線量が増加する。,1,,X線撮影技術学,第70回(2018),普通
[A85] X線撮影の体位を別に示す。観察部位で正しいのはどれか。【別冊No.5 図】,小転子,大転子,顆間窩,鉤状突起,膝蓋大腿関節,3,,X線撮影技術学,第70回(2018),普通
[A86] 胸部X線撮影で高圧撮影を行う理由はどれか。,心臓陰影の拡大を抑制する。,散乱線の発生量を減少させる。,画像コントラストを向上させる。,生殖腺の被ばく線量を軽減させる。,骨と重なった病巣部を観察しやすくする。,5,,X線撮影技術学,第70回(2018),普通
[A87] 非イオン性水溶性ヨード造影剤で正しいのはどれか。,検査前にヨードテストを実施する。,アナフィラキシーは用量依存性に発生する。,投与した患者の10〜15％に副作用が発生する。,重篤な甲状腺疾患のある患者への投与は禁忌である。,モノマー型製剤の分子量はダイマー型製剤よりも大きい。,4,,X線撮影技術学,第70回(2018),普通
[A88] X線CTで正しいのはどれか。,頸部の撮影では両手を挙上させる。,骨盤部の撮影の基準点は剣状突起である。,CTコロノグラフィは骨盤高位で撮影する。,部分体積効果の低減にはスライス厚を薄くするのが効果的である。,造影検査を行う場合には検査前24時間程度の絶飲食を必要とする。,4,,X線撮影技術学,第70回(2018),普通
[A89] 骨塩定量検査法と測定部位の組合せで正しいのはどれか。,定量的CT〈QCT〉法 — 頸椎,定量的超音波〈QUS〉法 — 前腕骨,X線写真濃度測定〈RA〉法 — 中足骨,単一エネルギーX線吸収測定〈SXA〉法 — 腰椎,二重エネルギーX線吸収測定〈DXA〉法 — 大腿骨,5,,X線撮影技術学,第70回(2018),普通
[A90] 腹部の血管造影写真を別に示す。矢印で示すのはどれか。【別冊No.6 図】,門脈,総肝動脈,固有肝動脈,上腸間膜動脈,下腸間膜動脈,1,,X線撮影技術学,第70回(2018),普通
[A91] 頭部X線写真を別に示す。矢印で示すのはどれか。【別冊No.7 図】,篩骨,下顎骨,頰骨弓,蝶形骨,乳突蜂巣,3,,X線撮影技術学,第70回(2018),普通
[A92] 頭部CT像を別に示す。描出されていないのはどれか。【別冊No.8 図】,視床,内包,尾状核,第四脳室,シルビウス裂,4,,X線撮影技術学,第70回(2018),普通
[A93] デジタル特性曲線で誤っているのはどれか。,入出力の線形性を評価できる。,システムのコントラスト特性を評価できる。,入射X線量のダイナミックレンジを評価できる。,タイムスケール法による測定は相反則不軌の影響を受ける。,ブーツストラップ法による測定は散乱X線の影響を受ける。,4,,画像工学,第70回(2018),普通
[A94] ある癌診断の画像検査で、真陽性率が98％、偽陽性率が5％であった。この癌の一般的な罹患率は1％である。ある人がこの画像検査を受けて陽性と判断されたとき、実際に癌に罹患している確率に最も近いのはどれか。,10％,17％,25％,67％,95％,2,,画像工学,第70回(2018),普通
[A95] ROC解析で正しいのはどれか。,C-DダイアグラムからROC曲線を導き出せる。,観察者間の診断能力の比較に使用してはならない。,雑音画像試料のみの観察でもFROC曲線が描ける。,ROC曲線下の面積は2肢強制選択法の正答率に対応する。,連続確信度法では10等分程度の目盛りを付けたスケールを使用する。,4,,画像工学,第70回(2018),普通
[A96] 国際放射線防護委員会〈ICRP〉2007年勧告において組織加重係数が最も高い組織または臓器はどれか。,甲状腺,骨表面,生殖腺,唾液腺,乳房,5,,放射線安全管理学,第70回(2018),普通
[A97] 国際放射線防護委員会〈ICRP〉2007年勧告において公衆被ばくとみなされるのはどれか。2つ選べ。,宇宙飛行士の被ばく,ウラン鉱山従事者の被ばく,航空機を利用する乗客の被ばく,X線撮影時の患者介助者の被ばく,放射線業務従事者の胎児の被ばく,"3,5",,放射線安全管理学,第70回(2018),普通
[A98] 診療放射線技師の業務に関わる法令の規定に照らして適切な行為はどれか。2つ選べ。,放射性同位元素を患者の体内に挿入する。,エックス線撮影後に遅滞なく照射録を作成する。,眼底写真撮影のために散瞳薬を患者に投与する。,業務で知り得た患者の個人情報を診療放射線技師でなくなった後に第三者に伝える。,医師の指示を受け患者の居宅にて100万電子ボルト未満のエックス線照射を行う。,"2,5",,放射線安全管理学,第70回(2018),普通
[A99] サーベイメータによるγ線の測定に適しているのはどれか。2つ選べ。,BF3比例計数管,GM計数管,LiI:Euシンチレーション検出器,Si半導体検出器,ZnS:Agシンチレーション検出器,"2,4",,放射線安全管理学,第70回(2018),普通
[A100] 放射線事故時の対応について応急措置の4原則に含まれないのはどれか。,通報,安全教育,安全保持,拡大防止,過大評価,2,,放射線安全管理学,第70回(2018),普通
[B1] 核分裂生成物から精製される放射性核種はどれか。,60Co,111In,123I,137Cs,201Tl,4,,診療画像検査学,第70回(2018),普通
[B2] 放射性核種の分離法で正しいのはどれか。,電気泳動法はイオン化傾向の違いを利用する。,ラジオコロイド法はイオン交換樹脂を利用する。,電気化学的方法はイオン移動度の違いを利用する。,昇華・蒸留法は気体になりやすい元素や化合物の分離に適している。,溶媒抽出法は有機相に溶解している目的放射性核種を水相に抽出する。,4,,診療画像検査学,第70回(2018),普通
[B3] 標識化合物の放射性核種純度の検定に用いるのはどれか。,PIXE法,電気泳動法,γ線スペクトロメトリ,オートラジオグラフィ法,薄層クロマトグラフィ法,3,,診療画像検査学,第70回(2018),普通
[B4] オートラジオグラフィ法で正しいのはどれか。,イメージングプレート法は写真法よりも定量性が低い。,イメージングプレート法は写真法よりも高感度である。,α線放出核種はミクロオートラジオグラフィに適している。,イメージングプレート法は光刺激ルミネセンスを利用する。,イメージングプレート法は写真法よりもダイナミックレンジが狭い。,"2,4",,診療画像検査学,第70回(2018),普通
[B5] 巻線比n2/n1＝500の単相2ピーク形X線高電圧装置で、管電流500 mAを流したときの一次電流［A］に最も近いのはどれか。,250,280,310,350,430,2,,診療画像検査学,第70回(2018),普通
[B6] X線撮影において被検者の被ばく線量低減に効果がないのはどれか。,高感度増感紙を用いる。,SIDは1m以上にする。,固定式グリッドを用いる。,付加フィルタを薄くする。,可動絞りで照射野を絞り込む。,4,,診療画像検査学,第70回(2018),普通
[B7] インバータ式X線高電圧装置の特徴について正しいのはどれか。2つ選べ。,管電圧リプル百分率は13.4％である。,管電圧の立ち下がり時間が短縮される。,変圧器の大きさはインバータ周波数に比例する。,インバータ周波数が大きいほど電磁障害対策の必要性が高い。,電源位相に関係なくX線を発生および遮断することができる。,"4,5",,診療画像検査学,第70回(2018),普通
[B8] 散乱線除去グリッドの物理的特性で正しいのはどれか。2つ選べ。,管電圧が低いほど選択度は小さくなる。,グリッド密度が高いほど選択度は小さくなる。,グリッド比が大きいほど選択度は小さくなる。,グリッド密度が高いほど露出倍数は小さくなる。,グリッド比が大きいほど露出倍数は小さくなる。,"2,4",,診療画像検査学,第70回(2018),普通
