設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A31] 放射性医薬品投与時に起こる副作用で最も頻度の高いのはどれか。,下痢,筋肉痛,じん麻疹,急性放射線障害,血管迷走神経反射,5,,医用画像情報学,第74回(2022),普通
[A32] 非密封核種内用療法で使用される核種はどれか。,67Ga,99mTc,123I,125I,223Ra,5,,医用画像情報学,第74回(2022),普通
[A33] ガンマカメラのシンチレータについて正しいのはどれか。,CsI1Tl3が主流である。,厚さは7.5 cm程度である。,厚さが薄いほど感度が高い。,黄変すると感度均一性が低下する。,光電吸収検出効率は入射光子のエネルギーに依存しない。,4,,医用画像情報学,第74回(2022),普通
[A34] 心筋脂肪酸代謝SPECT検査の撮影法について正しいのはどれか。,近接軌道収集を利用する。,マトリクスを512 × 512に設定する。,ファンビームコリメータで撮影する。,エネルギーウインドウを141 keVに設定する。,心電図同期収集では1心拍を32分割して撮影する。,1,,医用画像情報学,第74回(2022),普通
[A35] 根治的放射線治療において寡分割照射が実施されるのはどれか。,膀胱癌,卵巣癌,下咽頭癌,前立腺癌,胃MALTリンパ腫,4,,医用画像情報学,第74回(2022),普通
[A36] 上咽頭癌に強度変調放射線治療〈IMRT〉を行ったとき、従来の三次元照射と比較して軽減される有害事象はどれか。,咽頭炎,皮膚炎,顔面浮腫,味覚障害,唾液腺障害,5,,診療画像検査学,第74回(2022),普通
[A37] 緊急照射の適応となるのはどれか。,大L骨転移による骨折,多発肝転移による黄疸,転移性脳腫瘍による悪心,転移腹膜播種による腸閉塞,転移性脊椎腫瘍による下肢筋力低下,5,,診療画像検査学,第74回(2022),普通
[A38] 脳転移の全脳照射について正しいのはどれか。,麻痺があると適応にならない。,髄膜播種があっても適応になる。,3か所以上の転移には無効である。,1回目の照射直後から脱毛が始まる。,週間で60 Gyの処方が標準である。125,2,,診療画像検査学,第74回(2022),普通
[A39] Iシード線源による永久挿入治療で使用されないのはどれか。,模擬線源,超音波装置,アプリケータ,治療計画装置,ステッパー装置,1,,診療画像検査学,第74回(2022),普通
[A40] リニアックについて正しいのはどれか。2つ選べ。,加速管は鉛製である。,出力エネルギーを連続的に変えられる。,加速管内には一定量の窒素が必要である。,マイクロ波発振管にはクライストロンが用いられる。,同一加速エネルギーの加速管は進行波型が定在波型より長い。,,※採点除外 ※採点除外問題,基礎医学大要,第74回(2022),普通
[A41] リニアックの始業前の点検項目はどれか。,X線深部線量,電子線出力不変性,X線出力係数の不変性,X線出力架台角度依存性,物理ウェッジ係数の不変性,2,,基礎医学大要,第74回(2022),普通
[A42] 体幹部定位放射線治療で用いる装置・機器で誤っているのはどれか。,リニアック,画像誘導装置,呼吸同期システム,セシウム線源を使用した治療装置,ロボットアームを使用した治療装置,4,,基礎医学大要,第74回(2022),普通
[A43] ウェッジフィルタを使用した対向2門照射で標的に2Gyを照射した場合のMU値に最も近いのはどれか。ただし、ビームウエイトは均等とし、組織最大線量比0.84、出力係数1.05、くさび係数0.75、モニタ校正値1.00 cGy/MUとする。,85,150,155,165,300,2,,基礎医学大要,第74回(2022),普通
[A44] 粒子線治療において拡大ブラックピーク法のピーク幅を決めるパラメータはどれか。,処方線量,アイソセンタの深さ,CTVの側方向の長さ,PTVの深部方向の長さ,ビームの入射エネルギー,4,,基礎医学大要,第74回(2022),普通
[A45] エッジ検出フィルタとして正しいのはどれか。2つ選べ。,ガウシアンフィルタ,ソーベルフィルタ,バターワースフィルタ,メディアンフィルタ,ラプラシアンフィルタ,"2,5",,基礎医学大要,第74回(2022),普通
[A46] 医用画像モニタの精度管理で、目視試験項目はどれか。,アーチファクト,輝度比,コントラスト応答,最大輝度,色度,1,,基礎医学大要,第74回(2022),普通
[A47] コンピュータの基本構成を図に示す。ａ〜ｃに入る装置の組合せで正しいのはどれか。ａｂｃ,演算装置記憶装置制御装置,記憶装置演算装置制御装置,記憶装置制御装置演算装置,制御装置演算装置記憶装置,制御装置記憶装置演算装置,4,,基礎医学大要,第74回(2022),普通
[A48] 画素値のヒストグラムから直接求められない特徴量はどれか。,分散,歪度,期待値,鮮鋭度,中央値,4,,基礎医学大要,第74回(2022),普通
[A49] ICD1疾病及び関連保健問題の国際統計分類3で正しいのはどれか。,死因分類は含まれない。,国際比較をするための統計分類である。,FDA1米国食品医薬品局3が作成した分類である。,厚生労働省が発行する人口動態統計には用いられない。,疾患が同じであれば部位が異なってもICDコードは同じである。,2,,基礎医学大要,第74回(2022),普通
[A50] 骨格筋でないのはどれか。,心筋,僧帽筋,大殿筋,胸鎖乳突筋,上腕二頭筋,1,,基礎医学大要,第74回(2022),普通
[A51] 後腹膜臓器でないのはどれか。,胃,腎臓,膵臓,上行結腸,腹部大動脈,1,,基礎医学大要,第74回(2022),普通
[A52] 脳神経でないのはどれか。,嗅神経,視神経,三叉神経,尺骨神経,舌下神経,4,,基礎医学大要,第74回(2022),普通
[A53] 視覚野が存在するのはどれか。,小脳,後頭葉,前頭葉,側頭葉,頭頂葉,2,,基礎医学大要,第74回(2022),普通
[A54] 副交感神経が興奮したときの作用はどれか。,散瞳,発汗,気管支拡張,心拍数減少,消化管運動低下,4,,基礎医学大要,第74回(2022),普通
[A55] 副腎から分泌されるのはどれか。,グルカゴン,カルシトニン,コルチゾール,バゾプレシン,トリヨードサイロニン,3,,放射線生物学,第74回(2022),普通
[A56] 視交叉に解剖学的に最も近い部位はどれか。,眼球,小脳,下垂体,松果体,脳梁膨大部,3,,放射線生物学,第74回(2022),普通
[A57] 胎児期にみられる動脈管で大動脈と直接交通するのはどれか。,右心房,肺静脈,肺動脈,内胸動脈,肋間動脈,3,,放射線生物学,第74回(2022),普通
[A58] 皮膚について正しいのはどれか。,構成成分に漿膜がある。,体温を調節する働きがある。,加齢とともに厚さが増加する。,真皮は角化平上皮からなる。,癌化する場合は腺癌の頻度が高い。,2,,放射線生物学,第74回(2022),普通
[A59] 癌性2痛に対する医療用麻薬の使用について誤っているのはどれか。,経口投与を基本とする。,2痛の強さに応じて投与する。,時間を決めて規則正しく投与する。,患者個人の特性に合わせて投与する。,使用量の増量には限度が設定されている。,5,,放射線生物学,第74回(2022),普通
[A60] 肝細胞癌で正しいのはどれか。,早期から黄疸が出現する。,肝硬変患者での発症が多い。,特異性の高い腫瘍マーカーはCEAである。,早期からリンパ節転移をきたすことが多い。,我が国ではB型肝炎ウイルスに起因するものが最も多い。,2,,放射線物理学,第74回(2022),普通
[A61] 上行結腸を栄養する血管はどれか。,腎動脈,腹腔動脈,内腸骨動脈,下腸間膜動脈,上腸間膜動脈,5,,放射線物理学,第74回(2022),普通
[A62] 厚生労働省の令和2年12020年3人口動態統計による日本人の死因の第2位はどれか。,肺炎,老衰,脳血管疾患,悪性新生物1腫瘍3,心疾患1高血圧性を除く3,5,,放射線物理学,第74回(2022),普通
[A63] MRIにおける安全性について正しいのはどれか。,人体の発熱は主に傾斜磁場により生じる。,脳動脈瘤のクリップは多くが磁性体である。,胎児や乳児に対する安全性は確立されている。,導電性ワイヤーを内在したカテーテルは、発熱の原因となる。,条件つきMRI対応ペースメーカは、撮影条件を遵守すればすべての施設で検査が可能である。,4,,放射線物理学,第74回(2022),普通
[A64] 造影剤を逆行性に投与する検査はどれか。2つ選べ。,食道造影,注腸造影,冠動脈造影,子宮卵管造影,十二指腸造影,"2,4",,放射線物理学,第74回(2022),普通
[A65] 放射線によるDNA損傷で細胞の致死作用が最も高いのはどれか。,架橋,塩基損傷,塩基の遊離,一本鎖切断,二本鎖切断,5,,医用工学,第74回(2022),普通
[A66] 骨髄に2Gy被ばくしたとき、末梢血の血球で最も早く減少するのはどれか。,血小板,好中球,赤血球,好塩基球,リンパ球,5,,医用工学,第74回(2022),普通
[A67] 放射線治療で生じる皮膚症状の時間的経過で正しいのはどれか。,脱毛或表皮剝離或発赤 — 或びらん,脱毛或発赤或表皮剝離或びらん,発赤或脱毛或表皮剝離或びらん,発赤或表皮剝離或脱毛 — 或びらん,発赤或表皮剝離或びらん — 或脱毛,3,,医用工学,第74回(2022),普通
[A68] 放射線による発がんで正しいのはどれか。,最も発生数が多いのは膵臓癌である。,最も発生率が高いのは白血病である。,年齢が高くなるほどリスクは高くなる。,固形がんの発生リスクは男性の方が高い。,固形がんは被ばく後10年以内に発生する。,2,,放射線計測学,第74回(2022),普通
[A69] LETについて正しいのはどれか。,OERに比例する。,α線は低LET放射線である。,100 keV/mm前後でRBEとの関係性が変化する。,LETを算出するための基準となる放射線はX線やγ線である。,放射線の種類やエネルギーによる生物学的影響の評価に用いられる。,,※採点除外（全員を正解として取り扱う） ※採点除外問題,放射線計測学,第74回(2022),普通
[A70] 静止していた電子を1MVの電位差で加速した。加速された電子の運動エネルギーEと電子の静止エネルギーE0の比1E/E03に最も近いのはどれか。,0.5,1.0,2.0,3.3,8.2,3,,放射線計測学,第74回(2022),普通
[A71] ニュートリノの放出を伴うのはどれか。2つ選べ。,β−壊変,β＋壊変,内部転換,核異性体転移,軌道電子捕獲,"2,5",,放射線計測学,第74回(2022),普通
[A72] 電子線のエネルギーが12 MeVのとき、アルミニウム中の飛程［cm］に最も近いのはどれか。ただし、アルミニウムの密度は2.7 g/cm3とする。,1.1,2.2,3.3,4.7,5.9,2,,放射線計測学,第74回(2022),普通
[A73] 0.025 eVの中性子の速度［m/s］に最も近いのはどれか。ただし、中性子の質量は1.67 × 10−27 kg、1eV＝1.60 × 10−19 Jとする。,2.2 × 103,2.2 × 105,2.2 × 106,2.2 × 109,2.2 × 1012,1,,診療画像機器学,第74回(2022),普通
[A74] Larmor〈ラーモア〉周波数を表す式はどれか。ただし、γは磁気回転比、B0は磁束密度である。,2πγB0 2π,γB0 2πγ,B0 B0,2πγ γB0,2π,5,,診療画像機器学,第74回(2022),普通
[A75] 図Aの回路に図Bのような波形の正弦波交流電圧v［V］を抵抗R＝10 Ωに加えたとき、流れる電流の瞬時値［A］を表す式はどれか。ただし、電流の周波数を100 Hzとする。π,10sin(200πt安 — ) 6 π,10sin(200πt＋ — ) 6 π,10 2 sin(100πt＋ — ) 6 10 — π,— sin(100πt安)  2 — 6 10 — π,— sin(200πt＋)  2 — 6,1,,診療画像機器学,第74回(2022),普通
[A76] 図の回路でa−b間の電位差［V］はどれか。,0,1,3,5,,2,,診療画像機器学,第74回(2022),普通
[A77] 二極真空管の空間電荷制限領域で、陽極電圧25 V、陽極電流100 mAのとき、陽極電圧を Vとすると陽極電流［mA］に最も近いのはどれか。,4.7,13.0,21.6,36.0,50.6,3,,診療画像機器学,第74回(2022),普通
[A78] W値の定義で正しいのはどれか。,電離箱中で生成される全電荷,断面積daの球に入射する粒子の数,質量dmの物体に付与された平均エネルギー,粒子フルエンスϕ中の物質との相互作用の確率,気体中で1イオン対を生成するときに消費される平均エネルギー,5,,診療画像機器学,第74回(2022),普通
[A79] 蛍光ガラス線量計について正しいのはどれか。,積算型の線量計である。,繰り返し読取ができない。,プレヒートで蛍光中心が消去できる。,TLDと比較してフェーディングの影響が大きい。,フィルタなしの素子はエネルギーが1MV以上のX線に対して高感度である。,1,,診療画像機器学,第74回(2022),普通
[A80] 倍数と接頭語の組合せで誤っているのはどれか。,102 c〈センチ〉,103 k〈キロ〉,106 M〈メガ〉,109 G〈ギガ〉,1012 T〈テラ〉,1,,診療画像機器学,第74回(2022),普通
[A81] 物理量と放射線の組合せで正しいのはどれか。2つ選べ。,カーマ — 中性子線,吸収線量 — 陽子線,質量減弱係数 — 電子線,照射線量 — 電子線,阻止能 — 光子線,"1,2",,診療画像機器学,第74回(2022),普通
[A82] 標準計測法12の空洞電離箱の温度気圧補正係数の式で正しいのはどれか。ただし、測定時の温度をT［℃］、気圧をP［kPa］とする。(273.2＋T) 101.33,— ･(273.2＋22.0) — P (273.2＋22.0) 1013.3,— ･(273.2＋T) — P (273.2＋T) — P,— ･(273.2＋22.0) 1013.3 (273.2＋20.0) — P,— ･(273.2＋T) — 101.33 (273.2＋T) — 1013.3,— ･(273.2＋20.0) — P,1,,診療画像機器学,第74回(2022),普通
[A83] 乳房X線撮影において被ばくの低減につながるのはどれか。,管電圧を下げる。,mAs値を上げる。,グリッドの格子比を高くする。,乳房トモシンセシスを併用する。,フィルタをモリブデンからロジウムに変更する。,5,,X線撮影技術学,第74回(2022),普通
[A84] 左肘関節側面のX線写真を別に示す。矢印で示す部位と名称の組合せで正しいのはどれか。【別冊No.8 図】,ア — 橈骨,イ — 滑車,ウ — 鈎状突起,エ — 尺骨,オ — 肘頭,5,,X線撮影技術学,第74回(2022),普通
[A85] 胸部X線写真を別に示す。認められる所見はどれか。【別冊No.9 図】,気胸,結節影,肺気腫,肺ブラ,すりガラス様陰影,1,,X線撮影技術学,第74回(2022),普通
[A86] チーム医療で正しいのはどれか。,患者情報は共有しない。,国家資格を持つ者で構成される。,平常時の役割分担は明確化しない。,メンバーで総合的に意思決定をする。,院内横断的に単一のチームを組織する。,4,,X線撮影技術学,第74回(2022),普通
[A87] 腹部の血管造影写真を別に示す。矢印で示すのはどれか。【別冊No.10 図】,脾動脈,総肝動脈,左胃動脈,腹腔動脈,右胃動脈,1,,X線撮影技術学,第74回(2022),普通
[A88] X線撮影の体位を別に示す。観察部位はどれか。【別冊No.11 図】,踵骨,舟状骨,足関節,立方骨,Lisfranc〈リスフラン〉関節,1,,X線撮影技術学,第74回(2022),普通
[A89] 腹部のダイナミックCTを別に示す。時相の順番として正しいのはどれか。【別冊No.12 図】,A−B−C−D,C−A−B−D,C−B−D−A,D−B−A−C,D−C−A−B,3,,X線撮影技術学,第74回(2022),普通
[A90] 体表基準と脊椎の位置との組合せで正しいのはどれか。,喉頭隆起 — 第2頸椎レベル,胸骨柄上縁 — 第1胸椎レベル,剣状突起 — 第12胸椎レベル,肋骨弓下縁 — 第3腰椎レベル,腸骨稜 — 第2仙椎レベル,4,,X線撮影技術学,第74回(2022),普通
[A91] X線写真を別に示す。造影されているのはどこか。【別冊No.13 図】,回腸,子宮,直腸,膀胱,前立腺,4,,X線撮影技術学,第74回(2022),普通
[A92] 頭部単純CT像を別に示す。矢印で示すのはどれか。【別冊No.14 図】,骨,梗塞,出血,腫瘍,アーチファクト,3,,X線撮影技術学,第74回(2022),普通
[A93] 血管造影検査で焦点寸法が0.3 mmのX線管を用いて焦点受像器間距離を100 cmとしてX線撮影を行った。造影目的の血管が受像器から20 cm焦点側にあるとき、この血管の幾何学的不鋭（半影）の大きさ［μm］に最も近いのはどれか。,15,25,35,50,75,5,,画像工学,第74回(2022),普通
[A94] 空間周波数2cycles/mmのMTFが0.4である画像システムがある。このシステムに空間周波数2cycles/mmで平均10、振幅3の正弦波が入力されたとき、出力される平均10の正弦波の振幅はどれか。,0.4,0.8,1.0,1.2,2.0,4,,画像工学,第74回(2022),普通
[A95] 図に検出器システムA〜EのMTFとWiener〈ウィナー〉スペクトルを示す。階調度が一定のとき、高周波領域のNEQが最も高いのはどれか。,A,B,C,D,E,4,,画像工学,第74回(2022),普通
[A96] DRLに最も関係するのはどれか。,介入,行為の正当化,線量限度,等価線量,防護の最適化,5,,放射線安全管理学,第74回(2022),普通
[A97] 公衆被ばくを低減させるのはどれか。,原子力発電従事者の個人被ばく線量計着用,航空機客室乗務員の乗務時間管理,自動露出制御1AEC3を使用した胸部CT,小児X線撮影介助者の放射線防護衣着用,放射性医薬品を投与された患者の退室制限,5,,放射線安全管理学,第74回(2022),普通
"[A98] 非密封放射性同位元素の汚染箇所に対してスミアろ紙を用いたふき取りを行いGM管式サーベイメータで測定をしたところ、総計数率が1,200,100 cpm、バックグラウンド計数率が100 cpmであった。間接法による表面汚染密度LkBq/cm2Mとして正しいのはどれか。ただし、ふき取り効率を0.1、ふき取り面積を100 cm2、検出器の計数効率を0.4、ふき取り試料の線源効率を0.2とする。",2.5,2.5 × 10,1.5 × 102,2.5 × 102,1.5 × 103,2,,放射線安全管理学,第74回(2022),普通
[A99] 放射線測定器と測定用途の組合せで正しいのはどれか。2つ選べ。252,CR-39 — Cf外部被ばく223,アルベド線量計 — Ra排水濃度90,ホールボディカウンタ — Sr内部被ばく125,電離箱式サーベイメータ — I表面汚染密度3,液体シンチレーションカウンタ — H内部被ばく1バイオアッセイ法3,"1,5",,放射線安全管理学,第74回(2022),普通
[A100] 放射性同位元素等の規制に関する法令が規定する放射性同位元素による汚染状況の測定場所について正しいのはどれか。2つ選べ。,管理区域の境界,事業所等の境界,廃棄作業室,廃棄物貯蔵施設,廃棄物詰替施設,"1,3",,放射線安全管理学,第74回(2022),普通
[B1] 物理的半減期の最も短い核種はどれか。,3H,90Sr,131I,133Xe,137Cs,4,,診療画像検査学,第74回(2022),普通
[B2] 核分裂反応について誤っているのはどれか。,252Cfは自発核分裂を起こす。,核分裂片はβ＋壊変するものが多い。,235Uは熱中性子により核分裂を起こす。,核分裂収率曲線は核分裂収率と質量数の関係を表す。,入射粒子によって誘起されるものを誘導核分裂と呼ぶ。99,2,,診療画像検査学,第74回(2022),普通
[B3] Mo-99 mTcジェネレータについて正しいのはどれか。2つ選べ。,99 mTcは生理食塩水で抽出する。,コレクティングバイアルは陽圧である。,99Moはアルミナカラムに吸着している。,99 mTcの半減期は99Moの半減期よりも長い。,ミルキング後約66時間で99 mTcの生成曲線が極大となる。,"1,3",,診療画像検査学,第74回(2022),普通
[B4] 放射性同位体を利用した同位体希釈分析法で正しいのはどれか。,逆希釈法では比放射能は低下しない。,二重希釈法は非標識化合物を加える。,直接希釈法は標識化合物の試料を分析する。,分析による放射能濃度の変化の程度を測定する。,分析試料を定量するためには目的物質をすべて回収する必要がある。,2,,診療画像検査学,第74回(2022),普通
[B5] X線管装置で誤っているのはどれか。,X線強度はターゲット角度で変化する。,管電流は電極間距離の2乗に反比例する。,管電圧波形のリプル百分率は短時間許容負荷に影響する。,実効焦点とは実焦点の基準面への垂直投影したものをいう。,ブルーミング効果とは管電圧によって焦点寸法が変化する現象をいう。,5,,診療画像検査学,第74回(2022),普通
[B6] インバータ式X線高電圧装置で正しいのはどれか。,インバータ周波数が高いほど電力変換効率は高い。,管電圧のリプルは高電圧ケーブルが長いほど小さい。,インバータ周波数が高いほど高電圧変圧器の鉄損が減少する。,共振形装置はチョッパのパルス幅を変化させて管電圧の調整を行う。,方形波形装置は共振形装置よりもスイッチング時の電力損失が小さい。,2,,診療画像検査学,第74回(2022),普通
[B7] FPDで正しいのはどれか。,均一なX線を照射してオフセット補正を行う。,直接変換方式にはホトダイオードが用いられる。,間接変換方式ではX線変換部に高圧を印加する。,画像信号の読み出しはTFTスイッチングで行う。,間接変換方式では素子間の感度補正は不要である。,4,,診療画像検査学,第74回(2022),普通
[B8] X線撮影における仮想グリッド処理で正しいのはどれか。,X線の斜入による濃度ムラを改善する。,散乱線起因の画像のコントラスト低下を改善する。,設定グリッド比が高いほど散乱線抑制効果が低い。,出力画像は原画像に散乱線推定画像を加算して作成する。,設定グリッド比を変更すると検出器への入射1到達3線量も変化する。,2,,診療画像検査学,第74回(2022),普通
[B9] デジタルトモシンセシスで正しいのはどれか。,運動撮影中はX線を連続照射する。,受像器はイメージングプレートである。,断層厚は振れ角が大きいほど厚くなる。,受像器に対して垂直の断層面が得られる。,1回の撮影で同時に複数の断層面が得られる。,5,,診療画像検査学,第74回(2022),普通
[B10] 乳房用X線装置で正しいのはどれか。,放射窓にはMoが使用される。,胸壁側に陰極が配置されている。,付加フィルタとしてBeを用いる。,圧迫板は300 Nを超えた加圧が可能である。,拡大撮影用焦点サイズは0.3 mm程度である。,2,,診療画像検査学,第74回(2022),普通
[B11] CTDI及びDLPで正しいのはどれか。,CTDIの単位はmSvである。,DLPの値は実測により得られる。,DLPの値は患者の性別によって異なる。,CTDIの値は検査部位が異なっても同一である。,いずれも患者の被ばく線量の評価に用いられる。,5,,核医学検査技術学,第74回(2022),普通
[B12] MRIの撮影中に検査室内に発生する規則的な音の原因で考えられるのはどれか。,静磁場の回転,クエンチの発生,傾斜磁場の印加,電源装置の振動,RFパルスの印加,3,,核医学検査技術学,第74回(2022),普通
