設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A31] 脳槽シンチグラフィで正しいのはどれか。,99mTc-ECDを使用する。,経時的に複数回の撮影を行う。,頸部の髄腔に放射性医薬品を投与する。,脳脊髄液減少症では放射性同位元素の側脳室への逆流を認める。,正常圧水頭症では放射性医薬品投与後早期から膀胱の描出を認める。,2,,医用画像情報学,第67回(2015),普通
[A32] 99m Tc心筋血流製剤を用いてアデノシン負荷時と安静時に撮影を行い、得られたSPECT像を別に示す。正しいのはどれか。【別冊No.5 図】,側壁の虚血,下壁の虚血,前壁中隔の虚血,側壁の心筋梗塞,前壁中隔の心筋梗塞,3,,医用画像情報学,第67回(2015),普通
[A33] センチネルリンパ節シンチグラフィの適応となるのはどれか。,乳 — 癌,白血病,慢性腎炎,転移性肝癌,再生不良性貧血,1,,医用画像情報学,第67回(2015),普通
[A34] 骨シンチグラフィで正しいのはどれか。,撮影の前に排尿が必要である。,骨髄炎の診断には使用されない。,疲労骨折の検出感度は単純X線検査より低い。,放射性医薬品の投与前に食事制限が必要である。,溶骨性骨転移では造骨性骨転移より高集積になりやすい。,1,,医用画像情報学,第67回(2015),普通
[A35] 人体に放射線を照射することを正当化できる職種はどれか。2つ選べ。,医 — 師,看護師,歯科医師,理学療法士,診療放射線技師,"1,3",,医用画像情報学,第67回(2015),普通
[A36] 根治的放射線治療の対象はどれか。,膵癌Ⅳ期,中咽頭癌Ⅰ期,多発性骨髄腫,肺癌多発脳転移,前立腺癌骨転移,2,,診療画像検査学,第67回(2015),普通
[A37] シンクロトロンを用いた粒子線治療装置と関係ないのはどれか。,D電極,イオン源,線形加速器,偏向電磁石,四重極電磁石,1,,診療画像検査学,第67回(2015),普通
[A38] 高エネルギー光子線の標準測定法で誤っているのはどれか。,SADは100 cmとする。,水中の10 cm深で測定する。,基準照射野は10 cm # 10 cmである。,ファーマ形電離箱は幾何学的中心に設置する。,電離箱にはビルドアップキャップを装着して測定する。,5,,診療画像検査学,第67回(2015),普通
[A39] 電子線の線量分布について誤っているのはどれか。,斜入では表面線量が増加する。,半影は低エネルギーで大きくなる。,エネルギーの増加とともに表面線量が低下する。,エネルギーの増加とともに制動放射が増加する。,照射野サイズが小さくなると表面線量が増加する。,3,,診療画像検査学,第67回(2015),普通
[A40] 電子線治療の適応でないのはどれか。,舌 — 癌,乳 — 癌,皮膚癌,子宮体癌,ケロイド,4,,基礎医学大要,第67回(2015),普通
[A41] 放射線感受性が最も高いのはどれか。,骨肉腫,肺腺癌,松果体胚腫,喉頭扁平上皮癌,皮膚有棘細胞癌,3,,基礎医学大要,第67回(2015),普通
[A42] 右肺腫瘍症例の治療計画CTの1断面を別に示す。矢印で示した線で囲った放射線治療計画上の体積はどれか。【別冊No.6 図】,TV,GTV,ITV,OAR,PTV,2,,基礎医学大要,第67回(2015),普通
[A43] 乳房切除後の胸壁照射として正しいのはどれか。,回転照射,接線照射,原体照射,術中照射,定位手術的照射,2,,基礎医学大要,第67回(2015),普通
[A44] 晩期反応はどれか。,悪 — 心,下 — 痢,脱 — 毛,皮膚炎,脊髄症,5,,基礎医学大要,第67回(2015),普通
[A45] 16進数A8を2進数に変換したのはどれか。,10010100,10100100,10101000,11001000,11011000,3,,基礎医学大要,第67回(2015),普通
[A46] 論理演算で1のものはどれか。,（1 + 0）$ 1,1 $ 1 + 0 $ 0,0 $ 1 + 1 $ 1,（1 + 0）$ 0,（1 $ 1 + 0 $ 0）$（1 + 0）,4,,基礎医学大要,第67回(2015),普通
[A47] 伝送速度が1 Gbpsのネットワークで1枚4 Mバイトの画像を伝送するとき、1秒間に伝送できる最大の画像枚数はどれか。,3,31,64,128,256,2,,基礎医学大要,第67回(2015),普通
[A48] 増感紙フィルムシステムで誤っているのはどれか。,オルソシステムが主流である。,フィルムのみと比較して鮮鋭度は向上する。,フィルムのみと比較してコントラストは向上する。,X線写真の粒状は、フィルムの粒状よりも増感紙モトルの影響を受ける。,蛍光体にCaWO4を用いる増感紙にはレギュラーフィルムを組合せて使用する。,2,,基礎医学大要,第67回(2015),普通
[A49] 画像Aと空間フィルタFを図に示す。画像Aに対してFの9点加重平均フィルタ処理したときの画素値a（i ij = 2，j = 3）で正しいのはどれか。画像A 空間フィルタF j=1 2 3 4 5 i=1 9 2 6 3 0 2 10 9 4 7 6 1 1 1 3 5 4 5 1 2 1/10 # 1 2 1 4 1 3 3 7 4 1 1 1,2.0,3.5,4.5,41,45,3,,基礎医学大要,第67回(2015),普通
[A50] 細胞のエネルギー産生と関連する構造はどれか。,細胞壁,小胞体,リボソーム,ミトコンドリア,Golgi〈ゴルジ〉体,4,,基礎医学大要,第67回(2015),普通
[A51] 関節内靱帯を有するのはどれか。,肩関節,肘関節,股関節,膝関節,足関節,4,,基礎医学大要,第67回(2015),普通
[A52] 腹式呼吸に用いる主な筋肉はどれか。,横隔膜,大胸筋,腹斜筋,腹直筋,肋間筋,1,,基礎医学大要,第67回(2015),普通
[A53] 右心系の構造はどれか。,三尖弁,僧帽弁,冠状動脈,洞房結節,上行大動脈,1,,基礎医学大要,第67回(2015),普通
[A54] ガストリンを分泌する細胞が主に存在するのはどれか。,噴門部,胃底部,胃体部,胃角部,幽門部,5,,基礎医学大要,第67回(2015),普通
[A55] 尿細管での再吸収率が最も高いのはどれか。,尿 — 素,ケトン体,ブドウ糖,アンモニア,ビリルビン,3,,放射線生物学,第67回(2015),普通
[A56] 2種類の静脈系を有するのはどれか。,膵 — 臓,副 — 腎,卵 — 巣,肝 — 臓,甲状腺,4,,放射線生物学,第67回(2015),普通
[A57] 眼球を外転させる筋肉はどれか。,眼輪筋,上直筋,下直筋,内側直筋,外側直筋,5,,放射線生物学,第67回(2015),普通
[A58] 細菌感染症はどれか。,ヘルペス脳炎,流行性角結膜炎,流行性耳下腺炎,レジオネラ肺炎,Creutzfeldt-Jakob〈クロイツフェルト・ヤコブ〉病,4,,放射線生物学,第67回(2015),普通
[A59] 肺の容積が増加する疾患はどれか。,じん肺,肺水腫,肺線維症,気管支肺炎,慢性閉塞性肺疾患,5,,放射線生物学,第67回(2015),普通
[A60] アミラーゼ高値で異常が疑われるのはどれか。,肺,胃,肝 — 臓,胆 — 嚢,膵 — 臓,5,,放射線物理学,第67回(2015),普通
[A61] 昇圧物質を分泌する腫瘍が発生する臓器はどれか。,下垂体後葉,膵 — 臓,精 — 巣,副甲状腺,副 — 腎,5,,放射線物理学,第67回(2015),普通
[A62] 癌の発生部位と最も頻度の高い組織型の組合せで正しいのはどれか。,上咽頭 — 腺癌,中咽頭 — 粘表皮癌,下咽頭 — 扁平上皮癌,耳下腺 — 小細胞癌,甲状腺 — 腺様嚢胞癌,3,,放射線物理学,第67回(2015),普通
[A63] 経動脈カテーテル治療の適応とならないのはどれか。,胃 — 癌,急性膵炎,肝細胞癌,外傷性骨盤出血,下肢動脈閉塞症,1,,放射線物理学,第67回(2015),普通
[A64] 高LET放射線はどれか。,a — 線,b — 線,c — 線,X — 線,陽子線,1,,放射線物理学,第67回(2015),普通
[A65] 放射線感受性が2番目に高いのはどれか。,神 — 経,筋 — 肉,大血管,小腸粘膜,精原細胞,4,,医用工学,第67回(2015),普通
[A66] 大線量全身被ばくをした際に最も早期に起きるのはどれか。,中枢神経死,骨髄死,肺臓炎,腸管死,腎障害,1,,医用工学,第67回(2015),普通
[A67] 培養細胞に4 Gy照射した場合、生存率が最も低いのはどれか。,60Co c線,10 MV X線,250 kV X線,4 MeV電子線,250 MeV炭素線,5,,医用工学,第67回(2015),普通
[A68] ヒト由来の培養細胞を用いた実験結果のグラフを図に示す。Aはどれか。3Ａ2 1 0.1 1 10 100 1000 LET［keV/nm］,Dq［Gy］,酸素効果比,染色体異常数,生物学的効果比,放射線加重係数,2,,放射線計測学,第67回(2015),普通
[A69] エネルギーが0.511 MeVに等しい光子の波長［m］はどれか。ただし、光速を3.0 # 108 m/s、素電荷を1.6 # 10－19 C、プランク定数を6.6 # 10－34 Jsとする。,9.1 # 10－31,1.7 # 10－27,1.4 # 10－23,2.4 # 10－12,1.8 # 10－10,4,,放射線計測学,第67回(2015),普通
[A70] 原子核で正しいのはどれか。,半径は質量数に比例する。,核子はクォーク2個からなる。,陽子数が魔法数では不安定となる。,原子番号が大きいと中性子過剰で安定となる。,強い相互作用に基づく核力は核子間距離に反比例する。,4,,放射線計測学,第67回(2015),普通
[A71] 制動放射線で正しいのはどれか。2つ選べ。,発生強度は管電流に比例する。,最短波長は管電圧に比例する。,最大振動数は管電流に比例する。,最大エネルギーは管電流に比例する。,発生効率はターゲットの原子番号に比例する。,"1,5",,放射線計測学,第67回(2015),普通
[A72] 電子と物質との相互作用で正しいのはどれか。,陽電子の飛程は電子より大きい。,物質中の電子の衝突阻止能は電子の質量に比例する。,電子と陽電子の対消滅により消滅放射線が放出される。,物質中の電子の衝突阻止能は物質の原子番号に反比例する。,電子のエネルギーが高いほど制動放射によるエネルギー損失の割合は小さい。,3,,放射線計測学,第67回(2015),普通
[A73] 速中性子の減速材として適しているのはどれか。2つ選べ。,鉄,鉛,パラフィン,アルミニウム,ポリエチレン,"3,5",,診療画像機器学,第67回(2015),普通
[A74] 電荷、電界および電位で正しいのはどれか。,電荷QからQ本の電気力線が出る。,電位差は電荷量当たりの仕事量で表す。,コンデンサの電荷は電位差に反比例する。,平等電界中の電位差は距離に反比例する。,点電荷によるある点の電界は距離に比例する。,2,,診療画像機器学,第67回(2015),普通
[A75] 二極真空管の特性曲線を図に示す。正しいのはどれか。陽極電流T2 Ip T1 ⑴ ⑵ ⑶ 0 陽極電圧Vp,⑴は電流が流れない領域である。3,⑵は陽極電流が陽極電圧の乗に比例する領域である。2,⑵は陰極温度に制限された電流が流れる領域である。,⑶は空間電荷に制限された電流が流れる領域である。,T1はT2に比べてフィラメント加熱電流が多い。,2,,診療画像機器学,第67回(2015),普通
[A76] R、L及びCで構成される共振回路で正しいのはどれか。2つ選べ。,直列共振では共振時に電流が最小になる。,並列共振では共振時に電流が最大になる。,直列共振では共振時にLとCの両端電圧は等しい。,並列共振では共振時にLとCに流れる電流は等しい。,直列共振では共振時のRの両端電圧は電源電圧より大きい。,"3,4",,診療画像機器学,第67回(2015),普通
[A77] 半導体ダイオードで正しいのはどれか。,ツェナーダイオードは定電流回路に用いられる。,発光ダイオードは自由電子と正孔が生成されることで発光する。,ショットキーダイオードは金属と半導体の接触により整流作用を示す。,バラクタダイオードは空乏層の幅により自己インダクタンスを変化させる。,ホトダイオードは光により自由電子と正孔が再結合することで逆電流になる。,3,,診療画像機器学,第67回(2015),普通
[A78] 光子のみに定義されるのはどれか。,W — 値,カーマ,阻止能,照射線量,吸収線量,4,,診療画像機器学,第67回(2015),普通
[A79] 熱中性子線の測定において（n，a）反応を利用するのはどれか。,BF3計数管,GM計数管,金箔検出器,Ge（Li）半導体検出器,NaI（Tl）シンチレーション検出器,1,,診療画像機器学,第67回(2015),普通
[A80] ブラッグ・グレイの空洞理論で正しいのはどれか。2つ選べ。,X線とc線のみに適用できる。,空洞内での一次線の相互作用は無視できる。,空洞内の電離量から物質の吸収線量を求める。,空洞の大きさは二次電子の飛程に比べ十分に大きい。,空気と物質の吸収線量の比はそれぞれの質量阻止能の積に等しい。,"2,3",,診療画像機器学,第67回(2015),普通
[A81] Si半導体検出器の空洞電離箱に対する感度比で最も近いのはどれか。ただし、両者の有感体積は等しいものとする。,— 20,— 200,"2,000","20,000","200,000",4,,診療画像機器学,第67回(2015),普通
[A82] 放射線計測装置の特性について正しいのはどれか。2つ選べ。,比例計数管にはPRガスが用いられる。,高純度Ge検出器は常時冷却する必要がある。,2 r型ガスフロー比例計数管の幾何学的効率はほぼ1である。,GM計数管では計数率が大きいとき分解時間に係る補正が必要となる。,NaI（Tl）シンチレーション検出器は電離箱に比べX線に対する感度が低い。,"1,4",,診療画像機器学,第67回(2015),普通
[A83] 頭部MRIを撮影するために患者を検査室に入室させ寝台に乗せたところで、患者が胸部にカイロを装着していることに気が付いた。診療放射線技師の対応として適切なのはどれか。,体に付着しており移動する恐れがないと判断していつも通りの撮影を行う。,患者へは特に説明をせず検査を進める。,MR検査室の撮影スタッフとの情報共有の必要はない。,検査を依頼した医師に対して責任を追求する。,インシデント報告を行う。,5,,X線撮影技術学,第67回(2015),普通
[A84] 同一部位の撮影で管電圧を90 kVから130 kVに上昇させたときに考えられるのはどれか。,画像の拡大率が低下する。,被検者の被ばく線量が増加する。,被写体コントラストが低下する。,X線の骨組織での透過性が減少する。,被検者から発生する散乱X線が減少する。,3,,X線撮影技術学,第67回(2015),普通
[A85] 左鎖骨の正面X線写真を別に示す。X線入射方向の組合せで正しいのはどれか。ＡＢ。【別冊No.7A 図】,前 — 後 — 後 — 前,前 — 後 — 足側から25°斜入,後 — 前 — 前 — 後,足側から25°斜入 — 前 — 後,足側から25°斜入 — 後 — 前,2,,X線撮影技術学,第67回(2015),普通
[A86] 子宮卵管造影検査で正しいのはどれか。,経時的に撮影する。,40 kV程度の管電圧で撮影する。,骨盤計測を目的とした検査である。,造影剤投与前にKUB撮影を実施する。,油性ヨード造影剤の使用は禁忌である。,1,,X線撮影技術学,第67回(2015),普通
[A87] 健常人の単純X線CT像で最も高吸収値を呈するのはどれか。,脳,肝 — 臓,筋 — 肉,乳 — 房,甲状腺,5,,X線撮影技術学,第67回(2015),普通
[A88] 腹部立位X線正面写真を別に示す。画像所見で正しいのはどれか。【別冊No.8 図】,総胆管の拡張,大腰筋の線維化,腹腔内遊離ガス,鏡面形成〈ニボー〉,腹部大動脈の石灰化,4,,X線撮影技術学,第67回(2015),普通
[A89] 頭部血管造影側面像を別に示す。描出されている血管はどれか。2つ選べ。【別冊No.9 図】,脳底動脈,前大脳動脈,後大脳動脈,上小脳動脈,中大脳動脈,"2,5",,X線撮影技術学,第67回(2015),普通
[A90] 造影後の三次元頸部CTの正面像と斜位像を別に示す。正しい組合せはどれか。【別冊No.10A・B 図】,ア — 内頸動脈,イ — 第6頸椎,ウ — 鎖骨,エ — 椎間孔,オ — 棘突起,"2,4",,X線撮影技術学,第67回(2015),普通
[A91] 胸部CT像を別に示す。矢印で示すのはどれか。【別冊No.11 図】,上大静脈,腕頭動脈,上行大動脈,下行大動脈,右総頸動脈,1,,X線撮影技術学,第67回(2015),普通
[A92] 2方向からの投影データを基に、2 # 2画素からなるCT画像を逐次近似法（ART〈algebraic reconstruction technique〉法）によって再構成する手順を図に示す。ａ〜ｄの数値の組合せで正しいのはどれか。投影データ ⑴ ⑵ 6 6 + 14 5 5 14 =5 2#2 5 5投影データ8 12 ⑶ ⑷ ⑸ 6-10 = -2 5 5 10 2 3 3 5 5 10 14-10 7 7 =2 2 ⑹ ⑺ ⑻ 8-10 3 3 = -1 2 a b 7 7 12-10 c d =1 2 10 10ａｂｃｄ,1 — 5 — 7 — 7,2 — 4 — 6 — 8,3 — 3 — 5 — 9,4 — 2 — 4 — 10,5 — 1 — 3 — 11,2,,X線撮影技術学,第67回(2015),普通
[A93] C-Dダイアグラムを作成する際に使用するのはどれか。,バーファントム,スターファントム,ラダーファントム,ワイヤファントム,バーガーファントム,5,,画像工学,第67回(2015),普通
[A94] X線CTの放射線防護体系における正当化で正しいのはどれか。,検案目的の全身CT,脳梗塞発症翌日の頭部CT,逐次近似法を応用した画像再構成,自動露出制御〈AEC〉を使用した胸部CT,高ヘリカルピッチを使用した肺がん検診でのCT,2,,画像工学,第67回(2015),普通
[A95] 放射線の確率的影響はどれか。,脱 — 毛,皮膚紅斑,永久不妊,染色体異常,白血球減少,4,,画像工学,第67回(2015),普通
[A96] 医療法施行規則における放射線診療従事者と線量限度の組合せで正しいのはどれか。2つ選べ。,妊娠可能な女子 — 実効線量5 mSv/ 4月,妊娠中の女子の内部被ばく — 効線量1 mSv/妊娠の実申し出から出産まで,妊娠中の女子の腹部表面被ばく — 価線量1 mSv/妊娠の等申し出から出産まで,妊娠する意思がない旨を申し出た女子 — 実効線量20 mSv/年,妊娠する意思がない旨を申し出た女子 — 実効線量100 mSv/ 5年,"2,5",,放射線安全管理学,第67回(2015),普通
[A97] 192 Ir線源の放射能が1/3に減衰したときに線源交換を行うこととした。交換日に最も近い日数はどれか。ただし、192Irの半減期を74日とし、loge 2 = 0.693、loge 3 = 1.099とする。,100,110,120,130,140,3,,放射線安全管理学,第67回(2015),普通
[A98] 国際放射線防護委員会〈ICRP〉2007年勧告において、放射性核種による治療を受けた患者の介助者及び介護者（若年の子どもと乳児は除く）の1事例当たりの線量拘束値はどれか。,250 nSv,1 mSv,5 mSv,20 mSv,規定なし,3,,放射線安全管理学,第67回(2015),普通
[B1] 1 201 1 2 3 4 5 2 2 3 3 4 4 5 5（例2）の正解は「3」と「4」であるから答案用紙の 3と4をマークすればよい。答案用紙①の場合、答案用紙②の場合、202 1 2 3 4 5 202 202 1 1 202 1 2 3 4 5 2 2 3 3 4 4 5 5 ⑵ア．（例1）の質問には2つ以上解答した場合は誤りとする。イ．（例2）の質問には1つ又は3つ以上解答した場合は誤りとする。1ポジトロン放出核種はどれか。2つ選べ。,14C,15O,18F,32P,35S,"2,3",,診療画像検査学,第67回(2015),普通
[B2] 99 Mo-99mTcジェネレータで正しいのはどれか。2つ選べ。,溶出にブドウ糖溶液を使用する。,溶出操作のことをカウシステムという。,親核種は陽イオン交換樹脂に吸着している。,99Moと99mTcとは過渡平衡が成立している。,一度溶出した後、約23時間で99mTcの放射能が最大となる。,"4,5",,診療画像検査学,第67回(2015),普通
[B3] 標識化合物と合成法の組合せで正しいのはどれか。2つ選べ。,3H標識化合物 — Grignard〈グルニヤール〉反応,14C標識化合物 — 生合成法,18F標識化合物 — 間接標識法,99mTc標識化合物 — クロラミンT法,125I標識化合物 — Bolton-Hunter〈ボルトン・ハンター〉法,"2,5",,診療画像検査学,第67回(2015),普通
[B4] 標識化合物の保存法で正しいのはどれか。2つ選べ。,常温で保管する。,少量ずつ保管する。,比放射能を高くする。,放射能濃度を高くする。,強い放射線源から離して置く。,"2,5",,診療画像検査学,第67回(2015),普通
[B5] X線高電圧装置で正しいのはどれか。,コンデンサ式装置では暗流X線が発生する。,2ピーク装置では2個の高電圧ダイオードで整流する。,2ピーク装置の撮影時間は電源の1周期の倍数になる。,自己整流装置は他の装置に比べて短時間での撮影ができる。,三相12ピーク装置の管電圧リプル百分率は13.4％である。,1,,診療画像検査学,第67回(2015),普通
[B6] 管電圧100 kV、管電流800 mA、撮影時間0.1 s、管電圧リプル百分率30％のインバータ式X線装置がある。この装置の公称最大電力［kW］はどれか。,46.5,59.2,65.7,70.2,89.7,2,,診療画像検査学,第67回(2015),普通
[B7] FPDで正しいのはどれか。,直接変換方式にはCsIを用いる。,間接変換方式にはa-Seを用いる。,感度を調整するためにゲイン補正を行う。,半導体スイッチには薄膜トランジスタが利用されている。,オフセット補正は均一なX線を照射して行う補正である。,4,,診療画像検査学,第67回(2015),普通
