設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A11] X線撮影装置で正しいのはどれか。,自己整流装置は直流高電圧をX線管に加える。,コンデンサ式装置のX線出力は撮影時間に比例する。,三相12ピーク整流は二次巻線をY-Δに直列接続する。,2ピーク装置の単巻変圧器は管電流の調整に使用される。,コンデンサ式装置の撮影時間は管電圧波形の最大値に対する75 %の立ち上がりと立ち下がりとの間隔である。,3,,核医学検査技術学,第65回(2013),普通
[A12] 無負荷時において一次電圧200 Vで管電圧150 kVを発生する単相2ピーク形X線高電圧装置がある。この装置で管電流200 mA通電したときの一次電流［A］はどれか。ただし、励磁電流は無視する。,106,118,150,166,212,2,,核医学検査技術学,第65回(2013),普通
[A13] X線テレビカメラのCCDで正しいのはどれか。,残像が少ない。,出画時間が遅い。,地磁気の影響を受けやすい。,消費電力が光導電形撮像管より多い。,電子ビーム走査による像のひずみがある。,1,,核医学検査技術学,第65回(2013),普通
[A14] CRの読み取りシステムに関係ないのはどれか。,DA変換器,集光ガイド,光電子増倍管,半導体レーザー,ポリゴンミラー,1,,核医学検査技術学,第65回(2013),普通
[A15] FPD装置で正しいのはどれか。,直接変換方式では動画撮影はできない。,間接変換方式ではシンチレータを用いる。,アナログシステムと比較してDQEは低い。,間接変換方式ではアモルファスセレンを用いる。,直接変換方式では地磁気の影響を受け画像ひずみが生じる。,2,,核医学検査技術学,第65回(2013),普通
[A16] 散乱X線除去用グリッドで正しいのはどれか。,管電圧が高いほど選択度は大きい。,中間物質にはアルミニウムが用いられる。,グリッド比が大きいほど露出倍数は小さい。,運動グリッドはリスホルムブレンデとも呼ばれる。,グリッド比が大きいほどコントラスト改善度は小さい。,2,,核医学検査技術学,第65回(2013),普通
[A17] 歯科用コーンビームCT装置で正しいのはどれか。,ヘリカルスキャンを用いる。,高速に回転して撮影できる。,視野サイズが変更できない。,幾何学的ひずみ補正の必要がない。,検出器にI.I.とCCDの組合せを用いる。,5,,核医学検査技術学,第65回(2013),普通
[A18] X線CT装置に関する組合せで正しいのはどれか。,DAS — DA変換,X線管 — 固定陽極,X線検出器 — フラットパネル型,走査ガントリ — チルト機構,X線高電圧発生装置 — 自己整流方式,4,,核医学検査技術学,第65回(2013),普通
[A19] 単列検出器のヘリカルCT装置で、ビームコリメーション10 mm、ヘリカルピッチ2で撮影する場合、ガントリ1回転あたりのテーブル移動距離［mm］はどれか。,0.2,5,8,12,20,5,,核医学検査技術学,第65回(2013),普通
[A20] X線CT装置の点検項目でないのはどれか。,CTDI,ノイズ,空間分解能,時間分解能,低コントラスト分解能,4,,核医学検査技術学,第65回(2013),普通
[A21] MRIでSARの低減に有効なのはどれか。,TRを短縮する。,TEを短縮する。,スライス枚数を増やす。,RFパルス幅を狭くする。,フリップ角を小さくする。,5,,放射線治療技術学,第65回(2013),普通
[A22] MRI撮影中にクエンチングが発生し、検査室のドアが開かなくなった。適切な対応はどれか。,検査室の窓ガラスを割る。,消防車の出動を要請する。,装置の緊急停止ボタンを押す。,検査室内の空調のスイッチを切る。,患者にハンカチや衣類を口にあてて呼吸するように伝える。,1,,放射線治療技術学,第65回(2013),普通
[A23] MRI装置のコイルを別に示す。これを用いて有効な検査ができるのはどれか。【別冊No.1 図】,脳梗塞,肝細胞癌,前立腺癌,腎細胞癌,月状骨壊死,5,,放射線治療技術学,第65回(2013),普通
[A24] 音響インピーダンスが最も大きいのはどれか。,骨,空気,血液,脂肪,筋肉,1,,放射線治療技術学,第65回(2013),普通
[A25] 超音波診断装置で誤っているのはどれか。,フレームレートは時間分解能を表す。,パルス幅が狭いと距離分解能が高くなる。,低周波探触子の使用により方位分解能が高くなる。,方位分解能は超音波ビームの垂直方向に並ぶものを識別する能力である。,距離分解能は超音波ビームの進行方向に並ぶものを識別する能力である。,3,,放射線治療技術学,第65回(2013),普通
[A26] 無散瞳眼底写真撮影装置で正しいのはどれか。,白黒画像である。,可視光で撮影する。,撮影画角は75度である。,照明光に紫外線を用いる。,眼球に最も近い構造はフォーカシングレンズである。,2,,放射線治療技術学,第65回(2013),普通
[A27] 乳房用X線装置のJIS規格の項目とその許容値の組合せで正しいのはどれか。2つ選べ。,管電圧の正確度 — 案5%以内,管電流の正確度 — 案5%以内,撮影用タイマの正確度 — 案5%以内,管電流時間積の正確度 — 案5%以内,X線出力の再現性1変動係数) — 0.05以下,"1,5",,放射線治療技術学,第65回(2013),普通
[A28] JIS Z 4703医用X線機械装置通則で正しいのはどれか。,135 kgの負荷質量で正常に動作しなければならない。,装置が発する3秒以上の騒音は80 dBを超えてはならない。,危害を加える恐れのある部分の制御はデッドマン形制御とする。,X線透視撮影台の圧迫筒の圧迫の強さは200 Nを超えてはならない。,経時変化による損傷の恐れがある懸垂機構の静安全率は以上である。,3,,放射線治療技術学,第65回(2013),普通
[A29] MRIがCTよりも検出感度が高いのはどれか。2つ選べ。,肺腺癌,尿路結石,子宮頸癌,くも膜下出血,前十字靱帯損傷,"3,5",,放射線治療技術学,第65回(2013),普通
[A30] 肝細胞癌患者の同一断面のMR像を別に示す。使用した造影剤はどれか。【別冊No.2 図】,塩化マンガン四水和物液,フェルカルボトラン注射液,クエン酸鉄アンモニウム散剤,ガドペンテト酸ジメグルミン&Gd-DTPA',ガドキセト酸ナトリウム&Gd-EOB-DTPA',5,,放射線治療技術学,第65回(2013),普通
[A31] MRIで熱傷の原因となるのはどれか。,静磁場,クエンチ,変動磁場,高周波パルス,コイルのひずみ,4,,医用画像情報学,第65回(2013),普通
[A32] T2強調像で最も高信号を呈するのはどれか。,脂肪,心筋,肝臓,脳白質,脳脊髄液,5,,医用画像情報学,第65回(2013),普通
[A33] 頸椎MRIのT2強調矢状断像で脳脊髄液の流れに起因するアーチファクトを軽減するのはどれか。,FOVを小さくする。,脂肪抑制法を用いる。,呼吸同期法を用いる。,ボクセルサイズを大きくする。,位相エンコード方向を頭尾方向にする。,5,,医用画像情報学,第65回(2013),普通
[A34] MRIの脂肪抑制法はどれか。,DTI,DWI,MTC,STIR,FLAIR,4,,医用画像情報学,第65回(2013),普通
[A35] MRIの安全性で正しいのはどれか。,発熱の評価にはdB/dtを使用する。,人工内耳装着者の検査は禁忌である。,小さなサイズの強磁性体は検査室に持ち込んでもよい。,3.0 T装置では第二水準管理操作モードの基準が適応される。,カラーコンタクトレンズは装着したまま検査しても問題はない。,2,,医用画像情報学,第65回(2013),普通
[A36] 超音波の走査方式のうち、振動子が探触子の中心にあり、360度の視野の画像が得られることによって、内視鏡検査に用いられるのはどれか。,ラジアル走査,電子リニア走査,電子セクタ走査,電子コンベックス走査,メカニカルセクタ走査,1,,診療画像検査学,第65回(2013),普通
[A37] 上腹部超音波検査で正しいのはどれか。,脾臓を描出するために飲水法を用いる。,脂肪の多い人ほど臓器の描出が明瞭になる。,胆囊の収縮を防止するために鎮痙剤を使用する。,頸部超音波検査よりも高い周波数のプローブを使用する。,胆石の症例では体位変換を行い隆起性病変との鑑別を行う。,5,,診療画像検査学,第65回(2013),普通
[A38] 無散瞳眼底カメラ検査で正しいのはどれか。,連続撮影に適する。,待合は暗い部屋を用意する。,緑内障患者では原則禁忌である。,高度の近視では眼底にピントが合わない。,検査終了後時間は車の運転を控えるように指示する。,2,,診療画像検査学,第65回(2013),普通
[A39] 突然左片麻痺を発症した患者のMRA像（前後投影像）とMR像（拡散強調像）（別冊No. 3）を別に示す。閉塞している動脈はどれか。,脳底動脈,椎骨動脈,内頸動脈,前大脳動脈,中大脳動脈,5,,診療画像検査学,第65回(2013),普通
[A40] 高速スピンエコー法による頭部MRI T2強調像を別に示す。中大脳動脈内が低信号に描出される理由はどれか。【別冊No.4 図】,位相分散,ブラーリング,インフロー効果,ミスレジストレーション,トランケーションアーチファクト,1,,基礎医学大要,第65回(2013),普通
[A41] 脊椎のMR像を別に示す。位置決め像の断面で得られる画像はどれか。【別冊No.5A・B 図】,ア,イ,ウ,エ,オ,4,,基礎医学大要,第65回(2013),普通
[A42] MR像1別冊No. 6Ａ、Ｂ、Ｃ、Ｄ3を別に示す。正しいのはどれか。2つ選べ。,AはFLAIR像である。,BはT1強調像である。,CはT2強調像である。,Dは拡散強調像である。,Dは造影後の像である。,"1,5",,基礎医学大要,第65回(2013),普通
[A43] 頸部のMR像を別に示す。正しいのはどれか。2つ選べ。【別冊No.7 図】,アは橋である。,イは隆椎である。,ウは頸髄である。,エは椎体静脈である。,オは髄核である。,"4,5",,基礎医学大要,第65回(2013),普通
[A44] 乳腺結節の超音波画像を別に示す。所見で正しいのはどれか。2つ選べ。【別冊No.8 図】,辺縁不整,境界明瞭,囊胞性病変,粗大石灰化病変,縦横比1D/W3＞1,"1,5",,基礎医学大要,第65回(2013),普通
[A45] 超音波検査用探触子を別に示す。最も適切な検査対象はどれか。【別冊No.9 図】,脳,甲状腺,心臓,乳腺,肝臓,5,,基礎医学大要,第65回(2013),普通
[A46] 膵臓の超音波画像を別に示す。正しいのはどれか。【別冊No.10 図】,右肋間走査である。,多量の腹水が描出されている。,胃内に多量のガスが存在している。,膵の背側に脾静脈が描出されている。,主膵管の明らかな拡張が描出されている。,4,,基礎医学大要,第65回(2013),普通
[A47] 同一腫瘍の超音波画像とMR像を別に示す。矢印の腫瘤の主成分はどれか。【別冊No.11A・B 図】,水,血液,脂肪,線維,カルシウム,3,,基礎医学大要,第65回(2013),普通
[A48] 眼底写真を別に示す。誤っているのはどれか。【別冊No.12 図】,写真は右眼である。,イは黄斑部である。,アは視神経乳頭である。,中心窩は黄斑部に存在する。,太く暗赤色に描出されているのが静脈である。,1,,基礎医学大要,第65回(2013),普通
[A49] 放射性医薬品の取扱いで正しいのはどれか。,使用済みの注射器は安全のため再度キャップする。,放射性医薬品を取り扱うための手袋は1日1回交換する。,放射性医薬品の残液を含んだ注射器はドラム缶で一時保管する。,汚染された医療廃棄物は放射線が検出されなくなるまで保管する。,PETで汚染した廃棄物は、5日間保管した後一般廃棄物として処理する。,"3,4",,基礎医学大要,第65回(2013),普通
[A50] 腎集積が少ないのはどれか。,18F-FDG,99mTc-MDP,111In-DTPA,131I-アドステロール,201Tl-塩化タリウム,4,,基礎医学大要,第65回(2013),普通
[A51] 脳からの洗い出しが最も速いのはどれか。,99mTc-ECD,99mTc-HM-PAO,123I-IMP,123I-イオマゼニル,133Xe,5,,基礎医学大要,第65回(2013),普通
[A52] 放射性医薬品を投与し、1時間後に撮影された腹部から骨盤にかけての前面像を別に示す。用いられた薬剤はどれか。【別冊No.13 図】,18F-FDG,99mTcO4−,99mTc-PMT,99mTc-MAG3,99mTc-HSA-D,2,,基礎医学大要,第65回(2013),普通
[A53] ガンマカメラの構成要素とその機能の組合せで正しいのはどれか。,コリメータ — 吸収補正,シンチレータ — 輝尽発光,光電子増倍管 — AD変換,位置演算回路 — フーリエ変換,波高分析回路 — エネルギー弁別,5,,基礎医学大要,第65回(2013),普通
[A54] SPECTの性能と性能に影響を及ぼす因子の組合せで正しいのはどれか。,検査時間 — 回転中心,空間分解能 — ウィンドウ幅,画像ひずみ — 収集角度,画像コントラスト — 散乱線,エネルギー分解能 — 回転軌道,4,,基礎医学大要,第65回(2013),普通
[A55] SPECTがPETより優れている点はどれか。2つ選べ。,定量性が良い。,空間分解能が良い。,吸収補正が容易である。,2核種同時収集が可能である。,検査室の遮へいが容易である。,"4,5",,放射線生物学,第65回(2013),普通
[A56] PET装置の性能評価項目でないのはどれか。,感度,空間分解能,計数率特性,エネルギー分解能,画像濃度の均一性,4,,放射線生物学,第65回(2013),普通
[A57] PET装置で正しいのはどれか。,偶発同時計数は放射能に比例する。,偶発同時計数は遅延同時係数により推定できる。,偶発同時計数はエネルギーウィンドウ幅に依存する。,散乱同時計数はDEW法により補正される。,散乱同時計数はタイムウィンドウ幅に依存する。,,※採点除外問題,放射線生物学,第65回(2013),普通
[A58] ウェル型シンチレーションカウンタで計数率への影響が少ないのはどれか。,液量,核種,測定時間,分解時間,試験管の材質,3,,放射線生物学,第65回(2013),普通
[A59] シンチカメラの性能評価で線線源を用いるのはどれか。,固有直線性,総合直線性,総合分解能,固有感度均一性,総合感度均一性,3,,放射線生物学,第65回(2013),普通
[A60] パラレルホールコリメータの総合空間分解能Rsの関係式で正しいのはどれか。ただし、コリメータの分解能をRg、シンチレーションカメラの固有空間分解能をRiとする。Rg,Rs＝Ri,Rs＝RgRi,Rs2＝RgRi,Rs2＝Rg2安Ri2,Rs2＝Rg2＋Ri2,5,,放射線物理学,第65回(2013),普通
[A61] 画像フィルタとその機能の組合せで正しいのはどれか。,高域通過フィルタ — 空間分解能補正,Butterworthフィルタ — 画像再構成の後処理,スムージングフィルタ — 高周波雑音の除去,Ramachandranフィルタ — 低周波雑音の除去,Shepp & Loganフィルタ — 画像再構成の前処理,3,,放射線物理学,第65回(2013),普通
[A62] 解析法と検査の組合せで誤っているのはどれか。,位相解析 — 心プールシンチグラフィ,極座標表示 — 心筋血流シンチグラフィ,平均通過時間 — 腎レノグラム,画像統計解析 — 脳血流シンチグラフィ,対投与量集積比 — 甲状腺シンチグラフィ,3,,放射線物理学,第65回(2013),普通
[A63] 早期Alzheimer型認知症の脳血流SPECTで血流低下所見がみられやすい部位はどれか。,視床,小脳,後頭葉,頭頂葉,運動感覚野99m,4,,放射線物理学,第65回(2013),普通
[A64] Tc-tetrofosminによるアデノシン負荷時と安静時の心筋血流検査を行い、得られたSPECT像を別に示す。所見で正しいのはどれか。【別冊No.14 図】,下壁の虚血,前壁中隔の虚血,下壁の梗塞,側壁の梗塞,前壁中隔の梗塞,1,,放射線物理学,第65回(2013),普通
[A65] Tc-GSAを用いた肝受容体シンチグラフィで肝機能を評価するのに用いられるのはどれか。,GFR,H/M比,LHL15,LVEF,SUVmax,3,,医用工学,第65回(2013),普通
[A66] 唾液腺シンチグラフィで正しいのはどれか。2つ選べ。,機能検査では酸による刺激を行う。,腫瘍の検査では酸による刺激を行わない。,Warthin&ワルチン'腫瘍の診断に有用である。,顎下腺癌の転移リンパ節は99mTcO4−の高集積を呈する。,耳下腺で99mTcO4−の高集積を呈した場合は粘表皮癌を疑う。,"1,3",,医用工学,第65回(2013),普通
[A67] ERPF&有効腎血漿量'の測定に適するのはどれか。,99mTc-DMSA,99mTc-DTPA,99mTc-MAG3,99mTc-MDP,99mTc-MIBI,3,,医用工学,第65回(2013),普通
[A68] 全身のびまん性骨転移と関連する骨シンチグラフィの所見はどれか。2つ選べ。,心臓の集積が高い。,肺野の集積が高い。,脊椎の集積が低い。,腎臓の集積が低い。,四肢骨末端の集積が低い。,"4,5",,放射線計測学,第65回(2013),普通
[A69] 誤照射事故防止対策として重要なのはどれか。,部署替え,自発的報告,上司の叱責,患者への謝罪,反省文の作成,2,,放射線計測学,第65回(2013),普通
[A70] 国際対がん連合&UICC'TNM分類でMはどれか。,原発巣の大きさ,遠隔転移の有無,原発巣の周囲臓器浸潤,所属リンパ節転移の数,所属リンパ節転移の大きさ,2,,放射線計測学,第65回(2013),普通
[A71] 60歳代の男性。がん検診で前立腺特異抗原&PSA'高値を指摘された。前立腺生検による病理組織診断で腺癌と診断された。放射線治療を行う場合の予後因子の組合せで正しいのはどれか。不良良好,T因子 — 1c — 3b,N因子 — 0 — 1,腫瘍マーカー — 低値 — 高値,病理組織分類 — 低分化腺癌 — 高分化腺癌,PS&全身状態' 0 — 3,4,,放射線計測学,第65回(2013),普通
[A72] リニアックで正しいのはどれか。,加速管は遮へい能力の高い鉛製である。,出力エネルギーを連続的に変えられる。,加速管内には一定量の窒素が必要である。,マイクロ波発生管にはマグネトロンが用いられる。,同一加速エネルギーであれば、加速管の長さは進行波型より定在波型が長い。,4,,放射線計測学,第65回(2013),普通
[A73] シンクロトロン加速器で正しいのはどれか。,入射器が不要である。,D電極で加速される。,偏向電磁石で加速される。,加速エネルギーは可変である。,偏向電磁石の磁場は一定である。,4,,診療画像機器学,第65回(2013),普通
[A74] 前立腺癌に密封小線源永久挿入療法を行った。この線源の光子エネルギー［keV］に最も近いのはどれか。,27.5,141,317,364,1330,1,,診療画像機器学,第65回(2013),普通
[A75] 甲状腺癌の非密封内照射療法に用いる放射性同位元素の物理的半減期はどれか。,110分,6時間,8日,51日,74日,3,,診療画像機器学,第65回(2013),普通
[A76] 放射線治療計画システムで正しいのはどれか。,標的体積の入力にはMR像を用いる。,相対電子密度はMR像から計算される。,計算した線量分布はCT像上に重ねて表示される。,計算マトリックスの間隔を大きくすると計算時間が増大する。,DVHで標的体積やリスク臓器の線量と表面積の関係を把握する。,3,,診療画像機器学,第65回(2013),普通
[A77] 放射線治療機器の品質保証と品質管理で正しいのはどれか。,引渡試験はユーザーが行う。,すべての品質管理項目は毎日行う。,品質管理は専任の職員のみが行う。,コミッショニングはメーカーが行う。,精度管理の基準はガイドラインを参考に施設ごとに決める。,5,,診療画像機器学,第65回(2013),普通
[A78] リファレンス線量計の校正で正しいのはどれか。,60Co γ線を用いる。,3年に1度行うことが望ましい。,ファントムにアクリルを用いる。,照射野5cm ×5cmで行われる。,平行平板形線量計の測定点は空洞前壁中心である。,1,,診療画像機器学,第65回(2013),普通
[A79] SADセットアップ、照射野サイズ10 cm × 10 cmで100 MUを照射したときの基準点吸収線量D1dr，10 cm × 10 cm3は101.0 cGyであった。この時、同じSADで100 MU照射した場合のビーム軸上の深さd、照射野サイズAでの吸収線量［cGy］はどれか。ただし、TMR1d，A3＝0.88、TMR1d，10 cm × 10 cm3＝0.90、OPF1dr，A3＝0.97とする。,75.5,79.0,84.5,86.0,88.0,4,,診療画像機器学,第65回(2013),普通
[A80] 高エネルギー電子線治療で正しいのはどれか。,散乱箔を厚くするとエネルギーは高くなる。,水/空気の質量阻止能比は深部ほど大きくなる。,高エネルギーになるほど表面線量は少なくなる。,線量最大深はエネルギーが高くなるほど深くなる。,14 MeV電子線の治療に有効な深さは約cmである。,2,,診療画像機器学,第65回(2013),普通
[A81] 密封小線源治療で正しいのはどれか。,前立腺癌の治療では125Iを用いる。,192Irは永久刺入に用いられている。,線量計算法として微小体積法を用いる。,125Iから出るγ線のエネルギーは192Irより高い。,子宮頸癌の治療では198Auリモートアフターローディング法が用いられる。,1,,診療画像機器学,第65回(2013),普通
[A82] 放射線感受性が最も高いのはどれか。,下垂体腺腫,舌癌,喉頭癌,肝細胞癌,Hodgkin&ホジキン'リンパ腫,5,,診療画像機器学,第65回(2013),普通
[A83] 耐容線量の最も低い臓器はどれか。,唾液腺,甲状腺,肝臓,膀胱,精巣,5,,X線撮影技術学,第65回(2013),普通
[A84] 緊急照射を行わないのはどれか。,脳転移,気道閉塞,脊髄圧迫,腹膜播種,上大静脈症候群,4,,X線撮影技術学,第65回(2013),普通
[A85] 抗悪性腫瘍薬と放射線療法の同時併用が行われるのはどれか。2つ選べ。,下垂体腺腫,上咽頭癌,食道癌,肝臓癌,セミノーマ,"2,3",,X線撮影技術学,第65回(2013),普通
[A86] 線量分布評価で誤っているのはどれか。,DVHの表示法には積分型と微分型がある。,D95とはPTVの95 %を含む吸収線量のことである。,Conformity Index値が1に近いほど吸収線量の収束性がよい。,V20とはリスク臓器で20 Gy以上の吸収線量が投与される体積の割合である。,Homogeneity IndexとはPTV内での最小線量に対する最大線量の比である。,"2,3,4,5",,X線撮影技術学,第65回(2013),普通
[A87] 全脳・全脊髄照射を行う脳腫瘍の特徴でないのはどれか。,悪性腫瘍である。,小児発生が多い。,化学療法と併用する。,放射線感受性が低い。,脳脊髄液を介する播種が多い。,4,,X線撮影技術学,第65回(2013),普通
[A88] 放射線治療の晩期障害はどれか。,口内炎,皮膚炎,食道炎,脊髄炎,肛門炎,4,,X線撮影技術学,第65回(2013),普通
[A89] 同一数値を表す2進数、16進数および10進数の組合せで正しいのはどれか。,00000101 07 7,00001010 0B 12,00001100 0C 10,00001101 13 13,00001110 0E 14,5,,X線撮影技術学,第65回(2013),普通
[A90] 正しい論理演算はどれか。,1・1＋0・0＝0,1・0＋0・0＝1,(1＋0)・1＝1,0・1＋1・1＝0,(1＋0)・0＝0,4,,X線撮影技術学,第65回(2013),普通
[A91] 画像のデジタル化で正しいのはどれか。,標本化は画像の空間分解能に影響しない。,量子化は連続的な実数値で読み取る操作である。,量子化間隔がすべて等しい時を非線形量子化という。,アナログ信号は標本化で量子化されデジタル信号になる。,量子化で得られる階調が少ないほどアナログ濃度分布に近くなる。,4,,X線撮影技術学,第65回(2013),普通
[A92] コンピュータ機能と装置の組合せで正しいのはどれか。,演算 — RAM,記憶 — CPU,出力 — LCD,制御 — SSD,入力 — HUB,3,,X線撮影技術学,第65回(2013),普通
[A93] 透過光が入射光の5%になる写真濃度はどれか。ただし、log102＝0.3とする。,0.7,1.3,1.7,2.3,2.7,2,,画像工学,第65回(2013),普通
[A94] 階調処理で正しいのはどれか。2つ選べ。,階調処理によってMTFは変化する。,LUTを用いて原画像の反転ができる。,入出力特性から出力画像のコントラストが直接判断できる。,bit階調の画像は12 bit階調の画像より濃度分解能が優れている。,画像をモニタに表示する際に用いる階調処理がウインドウ処理である。,"2,5",,画像工学,第65回(2013),普通
[A95] エッジ強調に関与しないのはどれか。,マッハ効果,位相コントラスト,LUTによる階調処理,ラプラシアンフィルタ,アンシャープマスキング処理,3,,画像工学,第65回(2013),普通
[A96] ボリュームレンダリング法で正しいのはどれか。2つ選べ。,2値化処理を行う。,データの精度が落ちない。,エリアシング誤差が生じる。,ボクセル値に合わせた不透明度と透過光を乗算し透過度を計算する。,ボリュームデータから表面を抽出し多角形図形で表面情報を表示する。,"2,3,4",,放射線安全管理学,第65回(2013),普通
[A97] 医療情報システムの安全管理で正しいのはどれか。,電子メールで他施設と患者情報の交換を行う。,利便性のために個人のソフトをインストールする。,バックアップのために個人の外部メディアに保存する。,不正アクセスを防止するために生体認証方式を用いる。,電子保存の三原則は真正性、再現性および保存性である。,4,,放射線安全管理学,第65回(2013),普通
[A98] モニタにおいて画像表示の整合性をとるためのDICOM規格はどれか。,JND,LUT,GSDF,MPPS,MWM,3,,放射線安全管理学,第65回(2013),普通
[B1] 移行上皮で覆われているのはどれか。,胸膜,血管,心膜,尿管,肺胞,4,,診療画像検査学,第65回(2013),普通
[B2] ATP合成を行うのはどれか。,小胞体,ゴルジ体,リソソーム,リボゾーム,ミトコンドリア,5,,診療画像検査学,第65回(2013),普通
[B3] 免疫担当細胞の分化に関与するのはどれか。2つ選べ。,胸腺,骨髄,副腎,下垂体,甲状腺,"1,2",,診療画像検査学,第65回(2013),普通
[B4] 胸骨体部に最も近い位置にあるのはどれか。,右心室,奇静脈,左心室,左心房,上大静脈,1,,診療画像検査学,第65回(2013),普通
[B5] 健常人の心臓の動きで正しいのはどれか。,三尖弁の閉鎖時に僧帽弁は開く。,大動脈弁の開放時に僧帽弁は閉じる。,大動脈弁の閉鎖時に肺動脈弁は開く。,左心房の収縮時に右心房は拡張する。,左心室の収縮時に右心室は拡張する。,2,,診療画像検査学,第65回(2013),普通
[B6] 体液の速度が最も遅いのはどれか。,胸管,門脈,肺静脈,肺動脈,海綿静脈洞,1,,診療画像検査学,第65回(2013),普通
[B7] 胃液の作用でないのはどれか。,食物の殺菌,脂肪の分解,胃粘膜の保護,蛋白質の分解,炭水化物の分解,5,,診療画像検査学,第65回(2013),普通
[B8] 食後の血中糖濃度が最も高いのはどれか。,門脈,肺静脈,肺動脈,脾静脈,内頸動脈,1,,診療画像検査学,第65回(2013),普通
[B9] 体表から9番目の深部にあるのはどれか。,硬膜,軟膜,くも膜,側頭動脈,硬膜静脈洞,3,,診療画像検査学,第65回(2013),普通
[B10] 生理的状態で脳細胞がエネルギー産生に主に利用するのはどれか。,乳酸,脂肪酸,アミノ酸,ブドウ糖,トリグリセリド,4,,診療画像検査学,第65回(2013),普通
[B11] 副腎皮質から分泌されるのはどれか。2つ選べ。,グルカゴン,アドレナリン,エストロゲン,コルチゾール,アルドステロン,"4,5",,核医学検査技術学,第65回(2013),普通
[B12] 外分泌機能と内分泌機能とを有するのはどれか。,肝,膵,胸腺,顎下腺,前立腺,2,,核医学検査技術学,第65回(2013),普通
[B13] 日和見感染の生じやすい基礎疾患はどれか。,髄膜腫,白血病,高尿酸血症,大動脈解離,甲状腺機能亢進症,2,,核医学検査技術学,第65回(2013),普通
[B14] 良性腫瘍はどれか。2つ選べ。,骨髄腫,脂肪腫,線維腫,神経芽腫,Hodgkin5ホジキン8リンパ腫,"2,3",,核医学検査技術学,第65回(2013),普通
[B15] 癌と腫瘍マーカーの組合せで誤っているのはどれか。,大腸癌 — CEA,絨毛癌 — hCG,卵巣癌 — CA125,肝細胞癌 — PIVKA-Ⅱ,子宮体癌 — SCC,5,,核医学検査技術学,第65回(2013),普通
[B16] 自己免疫疾患でないのはどれか。,強皮症,多発性筋炎,関節リウマチ,黄色肉芽腫性胆囊炎,Sjögren5シェーグレン8症候群,4,,核医学検査技術学,第65回(2013),普通
