設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A24] 心窩部縦走査による超音波像を別に示す。矢印で示すのはどれか。【別冊No.4 図】,門脈,脾静脈,下大静脈,腹部大動脈,上腸間膜動脈,5,,放射線治療技術学,第73回(2021),普通
[A25] PET装置で正しいのはどれか。2つ選べ。,3D装置ではセプタを使用する。,シンチレータの大きさは空間分解能に影響しない。,最大受容角の大きさは軸方向の感度分布に影響する。,PET/CT装置でCTとPETを同時に撮影できる装置がある。,Line of Response〈LOR〉を束ねることで計数を増加させる効果がある。,"3,5",,放射線治療技術学,第73回(2021),普通
[A26] PET装置の性能評価法JESRA X-0073で定められていない項目はどれか。,感度,均一性,計数率特性,計数損失補正,散乱フラクション,,※採点除外 ※採点除外問題,放射線治療技術学,第73回(2021),普通
[A27] Na123Iによる甲状腺摂取率検査を行う場合に制限を受ける食品はどれか。,豆 — 腐,パ — ン,米 — 飯,コーヒー,ワカメスープ,5,,放射線治療技術学,第73回(2021),普通
[A28] 投与2時間後の正常の腎シンチグラムを別に示す。使用された放射性医薬品で正しいのはどれか。【別冊No.5 図】,99mTc−HSA,99mTc−MAA,99mTc−MAG3,99mTc−DMSA,99mTc−DTPA,4,,放射線治療技術学,第73回(2021),普通
[A29] 骨転移を有する去勢抵抗性前立腺癌の内用療法で用いられる放射性核種はどれか。,90Y,111In,131I,137Cs,223Ra,5,,放射線治療技術学,第73回(2021),普通
[A30] 腎への集積が多いのはどれか。,67Ga−クエン酸,99mTc−PMT,Na131I,131I−アドステロール,201TlCl,5,,放射線治療技術学,第73回(2021),普通
[A31] 異所性胃粘膜シンチグラフィで用いられるのはどれか。,99mTcO4−,99mTc−DMSA,99mTc−DTPA,99mTc−HMDP,99mTc−HSA−D 18,1,,医用画像情報学,第73回(2021),普通
[A32] F−FDG PET検査で正しいのはどれか。,炎症への集積は亢進する。,投与前の運動は検査に影響がない。,検査前2時間程度の絶食が必要である。,18F−FDG投与後撮影を開始するのは約15分後である。,入院患者の場合は18F−FDGを病室で投与する場合がある。,1,,医用画像情報学,第73回(2021),普通
[A33] ガンマカメラについて誤っているのはどれか。,半導体検出器はCdZnTeが主流である。,光電子増倍管は感度の調整が必要である。,コリメータの構造は平行多孔型が主流である。,シンチレータは全面を金属容器で密封されている。,位置計算はデジタル信号処理で計算することが一般的である。,4,,医用画像情報学,第73回(2021),普通
[A34] 核医学画像処理で正しいのはどれか。2つ選べ。,サブトラクションは2画像間の乗算である。,画像フィルタの使用によって画素値は変化する。,心電図同期心筋血流SPECTで左室駆出率は測定できない。,グレースケール表示をカラー表示に変えると画素値が変化する。,バックグラウンド関心領域の形状と部位との設定で分腎機能測定値は変化する。,"2,5",,医用画像情報学,第73回(2021),普通
[A35] Performance Status〈PS〉について正しいのはどれか。,癌の分化度に影響する。,癌の病期分類に影響する。,治療法の選択に影響する。,有害事象の評価基準に用いられる。,標的病変の治療効果判定に用いられる。,3,,医用画像情報学,第73回(2021),普通
[A36] 原子炉を利用した放射線治療で用いる放射線はどれか。,α線,β線,陽子線,炭素線,中性子線,5,,診療画像検査学,第73回(2021),普通
[A37] リニアックのフラットニングフィルタについて正しいのはどれか。,ターゲットの上流側にある。,素材はアルミニウム合金である。,ビーム中心ほどフィルタ厚が薄くなる。,照射野内X線強度分布を平坦化させる。,フラットニングフィルタ通過後のビーム線質は軟化する。,4,,診療画像検査学,第73回(2021),普通
[A38] 標準計測法12における陽子線の水吸収線量計測で正しいのはどれか。,線質指標は残余飛程Rresである。,基準深zrefはSOBPの遠位端である。,線源表面間距離〈SSD〉は100 cmである。,照射野サイズは基準深zrefでの大きさである。,ファントム材質は水または固体ファントムである。,1,,診療画像検査学,第73回(2021),普通
[A39] 下図のDVHについて正しいのはどれか。,PTVのV95は53 Gyである。,PTVのD53は95％である。,OARのD20は14％である。,OARのV20は14％である。,OARのV5は30 Gyである。,4,,診療画像検査学,第73回(2021),普通
[A40] 線量計算に使用される関数でSSDに依存するのはどれか。,散乱係数,出力係数,深部量百分率,組織空中線量比,組織最大線量比,3,,基礎医学大要,第73回(2021),普通
[A41] 通常分割照射において耐容線量が最も低いのはどれか。,脊髄,脳幹,膀胱,耳下腺,水晶体,5,,基礎医学大要,第73回(2021),普通
[A42] 術中照射が有効なのはどれか。,膵癌,髄芽腫,上咽頭癌,前立腺癌,悪性リンパ腫,1,,基礎医学大要,第73回(2021),普通
[A43] 多分割照射を行うのはどれか。,舌癌,子宮頸癌,前立腺癌,小細胞肺癌,悪性リンパ腫,4,,基礎医学大要,第73回(2021),普通
[A44] 乳房温存療法における患側全乳房照射後の有害事象はどれか。,食道炎,脊髄炎,肺臓炎,甲状腺炎,唾液腺炎,3,,基礎医学大要,第73回(2021),普通
[A45] 10進法の12.4を2進法に変換した値はどれか。ただし小数点は第4位まで表示されたものとする。,1010.0011,1010.0110,1100.0110,1100.1001,1110.0011,3,,基礎医学大要,第73回(2021),普通
[A46] 画像処理前の2次元画像をf(x，y)、フィルタ関数をh(x，y)、フィルター処理後y)とし、それぞれのフーリエ変換をF(u，v)、H(u，v)、G(u，v)とすの画像をg(x，るとき、以下の重畳積分と等価なのはどれか。ただし、⨂は重畳積分とする。f(x，y)⨂h(x，y)＝g(x，y),F(u，v)＋H(u，v)＝G(u，v),F(u，v)安H(u，v)＝G(u，v),F(u，v) × H(u，v)＝G(u，v),F(u，v)按H(u，v)＝G(u，v),F(u，v)H(u，v)＝G(u，v),3,,基礎医学大要,第73回(2021),普通
[A47] 診療録におけるSOAP形式記録の項目と記載事項の組合せで正しいのはどれか。2つ選べ。,S — 患者の訴え,O — 病名,A — 検査結果,A — 治療計画,P — 処方オーダ,"1,5",,基礎医学大要,第73回(2021),普通
[A48] 特性曲線を距離法で作成したい。X線管焦点フィルム間距離360 cmを基準としたとき、log10RE〈relative exposure〉が0.6となるところのX線管焦点フィルム間距離［cm］はどれか。ただし、log102＝0.3とする。,60,90,180,270,720,3,,基礎医学大要,第73回(2021),普通
[A49] 医用画像表示用のLCDの不変性試験に関係ないのはどれか。,最大輝度,輝度均一性,幾何学的歪み,アーチファクト,コントラスト応答,3,,基礎医学大要,第73回(2021),普通
[A50] 粘膜上皮が円柱上皮であるのはどれか。,口腔,食道,腟,直腸,肛門,4,,基礎医学大要,第73回(2021),普通
[A51] 手根骨で最も母指側に位置するのはどれか。,月状骨,舟状骨,大菱形骨,有鉤骨,有頭骨,3,,基礎医学大要,第73回(2021),普通
[A52] 公衆衛生の対象でないのはどれか。,疾病予防,衛生統計学,感染症対策,地域の衛生教育,個人の疾患の治療,5,,基礎医学大要,第73回(2021),普通
[A53] 甲状腺刺激ホルモンを産生するのはどれか。,視床下部,下垂体,甲状腺,膵臓,腎臓,2,,基礎医学大要,第73回(2021),普通
[A54] X線による小児の骨年齢評価に用いられるのはどれか。,頭蓋骨,下顎骨,頸椎,手根骨,大腿骨,4,,基礎医学大要,第73回(2021),普通
[A55] 手根管を通過する神経はどれか。,副神経,尺骨神経,正中神経,橈骨神経,肋間神経,3,,放射線生物学,第73回(2021),普通
[A56] 中年男性が倒れているのを発見した。まず行うのはどれか。2つ選べ。,脈の触知,気道の確保,呼吸の確認,胸骨圧迫開始,意識状態の確認,"3,5",,放射線生物学,第73回(2021),普通
[A57] アレルギー性疾患で増加する血清指標はどれか。,IgA,IgD,IgE,IgG,IgM,3,,放射線生物学,第73回(2021),普通
[A58] 胸管が通るのはどれか。,正円孔,閉鎖孔,食道裂孔,大静脈孔,大動脈裂孔,5,,放射線生物学,第73回(2021),普通
[A59] 生殖器の腫瘍で最も脂肪を含む頻度が高いのはどれか。,陰茎腫瘍,子宮頸癌,精巣腫瘍,前立腺癌,卵巣腫瘍,5,,放射線生物学,第73回(2021),普通
[A60] 門脈系に流入する静脈でないのはどれか。,肝静脈,脾静脈,左胃静脈,上腸間膜静脈,下腸間膜静脈,1,,放射線物理学,第73回(2021),普通
[A61] 肝臓で産生されるのはどれか。,ペプシン,血液凝固因子,成長ホルモン,アルドステロン,免疫グロブリン,2,,放射線物理学,第73回(2021),普通
[A62] 平成30年の人口動態統計において、日本人の死因順位で悪性新生物に次いで死亡数の多いのはどれか。2つ選べ。,老衰,心疾患,腎不全,脳血管疾患,不慮の事故,"1,2",,放射線物理学,第73回(2021),普通
[A63] 緊急CTで造影剤の使用が必要なのはどれか。,脳出血,肺炎,肺血栓塞栓症,腰椎圧迫骨折,尿路結石,3,,放射線物理学,第73回(2021),普通
[A64] 前縦隔に存在する構造物はどれか。,気管,胸腺,食道,迷走神経,下行大動脈,2,,放射線物理学,第73回(2021),普通
[A65] 間接電離放射線はどれか。,α線,β線,γ線,電子線,炭素イオン線,3,,医用工学,第73回(2021),普通
[A66] LQモデルを用いた分割照射の評価で正しいのはどれか。,1回線量1Gy以下で有効である。,照射間隔は24時間で一定とする。,比較する時には総治療期間の差を補正する。,α/βが小さいほど1回線量の影響が小さい。,α/βが大きいほど線量分割による影響が大きい。,3,,医用工学,第73回(2021),普通
[A67] 放射線被ばくによる急性死で正しいのはどれか。,骨髄死は被ばく後1〜2日で起きる。,腸管死は骨髄死より少ない線量で起きる。,中枢神経死は10 Gyの全身被ばくで起きる。,骨髄死は白血球や血小板の減少による感染症や出血による。,中枢神経死をもたらす病態の回復には造血幹細胞移植が有効である。,4,,医用工学,第73回(2021),普通
[A68] 放射線治療における生物学的効果について正しいのどれか。,線量率は放射線感受性に影響しない。,組織内の温度は放射線感受性に影響しない。,組織内の酸素分圧が低いほど放射線感受性は高くなる。,粘膜上皮細胞の放射線感受性は細胞周期に依存しない。,低LET放射線では高LET放射線より亜致死損傷からの回復が大きい。,5,,放射線計測学,第73回(2021),普通
[A69] 5GyのX線を2回、2〜3時間の間隔をあけて照射すると、間隔をあけなかった場合よりも細胞の生存率は上昇するが、間隔を5〜時間にすると再び生存率が低下することがある。この現象を説明するのに最も適切なのはどれか。,Repair1回復3,Rebound1逆戻り3,Repopulation1再増殖3,Redistribution1再分布3,Reoxygenation1再酸素化3,4,,放射線計測学,第73回(2021),普通
[A70] 光子について正しいのはどれか。,質量を持つ。,電荷を持つ。,運動量を持つ。,静止エネルギーを持つ。,伝播速度は媒質によらず一定である。,3,,放射線計測学,第73回(2021),普通
[A71] X線管での制動X線の発生で正しいのはどれか。,発生効率は管電流に比例する。,全強度は管電流の2乗に比例する。,発生効率は管電圧の2乗に比例する。,全強度はターゲット物質の原子番号に比例する。,発生効率はターゲット物質の温度に反比例する。,4,,放射線計測学,第73回(2021),普通
[A72] 電子と物質の相互作用で正しいのはどれか。,線衝突阻止能は物質の密度によらない。,質量衝突阻止能は制動放射の寄与を含む。,質量放射阻止能は原子番号の大きい物質ほど小さくなる。,質量衝突阻止能は1MeV以下では電子のエネルギーが大きいほど大きくなる。,質量衝突阻止能に対する質量放射阻止能の比は電子のエネルギーが大きいほど大きくなる。,5,,放射線計測学,第73回(2021),普通
[A73] 中性子と物質との相互作用で正しいのはどれか。,熱中性子では相互作用は生じない。,物質の軌道電子との相互作用が主である。,減速材として高原子番号の物質が用いられる。,中性子捕獲断面積は中性子の速度に比例する。,速中性子では物質の厚さとともに指数関数的に減弱する。,5,,診療画像機器学,第73回(2021),普通
[A74] 静磁場の磁束密度が1.5 Tのとき、1H核は63.9 MHzで磁気共鳴を起こす。磁束密度が3.0 Tのときの共鳴周波数［MHz］はどれか。,32.0,63.9,95.9,127.8,191.7,4,,診療画像機器学,第73回(2021),普通
[A75] 直流チョッパ回路の基本構成図で正しいのはどれか。ただし、スイッチング素子Sのオン時の動作時間をt1、オフ時の動作時間をt2とする。,昇圧チョッパ回路である。,VOはEと極性が反対になる。E,t2＝3t1のときVOの平均値はとなる。3,VOの平均値はSのスイッチング周期に関係しない。,DはSがオフのときにRに電流を流す働きをする。,5,,診療画像機器学,第73回(2021),普通
[A76] 図Aの回路の電源に図Bの電圧波形を加えたとき、抵抗R1を流れる電流i1t3の波形に最も近いのはどれか。,①,②,③,④,⑤,3,,診療画像機器学,第73回(2021),普通
[A77] 図の回路で、二次側抵抗で生じるジュール熱が最も低いのはどれか。ただし、一次電圧、巻線比および抵抗値はすべて同一とする。,a,b,c,d,e,"2,3",,診療画像機器学,第73回(2021),普通
[A78] 微小容積V内で下図のようなコンプトン散乱が発生した。カーマと吸収線量の組合せで正しいのはどれか。ただし、制動放射線は無視する。カーマ吸収線量,E1 — T0,T0 — T0安T1,T1 — T1,E0安T1 E0安E1,E0安E1 T0安T1安E1,2,,診療画像機器学,第73回(2021),普通
[A79] 光電子増倍管について正しいのはどれか。,電離箱と組合せて使用される。,ダイノードは10〜15段で構成される。,検出器で発生した蛍光は光電陽極で光電子に変換される。,ダイノード間では印加された磁場により電子が加速・増幅される。,増幅された電子はライトガイドを通じてプリアンプへ信号が送られる。,2,,診療画像機器学,第73回(2021),普通
[A80] 光子が1m2の照射面積を2秒間に1016個通過した。このときのフルエンス率［m−2･s−1］はどれか。,1 × 1015,5 × 1015,1 × 1016,5 × 1016,1 × 1017,2,,診療画像機器学,第73回(2021),普通
[A81] 空間分解能が最も優れているのはどれか。,蛍光ガラス素子,ファーマ形電離箱,平行平板形電離箱,熱ルミネセンス素子,ラジオクロミックフィルム,5,,診療画像機器学,第73回(2021),普通
[A82] X線フィルム1ラジオグラフィックフィルム3に対するラジオクロミックフィルムの特徴で正しいのはどれか。,水中利用はできない。,反応は温度依存がない。,照射後の濃度上昇はない。,エネルギー依存性が大きい。,読み取り方向の依存性がある。,5,,診療画像機器学,第73回(2021),普通
[A83] 胃角に異常が疑われた場合の上部消化管造影検査における撮影体位で、最も適切なのはどれか。,右側臥位像,背臥位正面像,再立位第1斜位像,背臥位第1斜位像,半立位第2斜位像,2,,X線撮影技術学,第73回(2021),普通
[A84] 経皮的経路による胆道系の造影検査法はどれか。,DIC,DIP,PTC,ERCP,MRCP,3,,X線撮影技術学,第73回(2021),普通
[A85] 治療や検査の標準的な経過を説明するため、入院中の予定をスケジュール表のようにまとめた入院診療計画書はどれか。,クリニカルパス,ダブルチェック,チェックリスト,ブリーフィング,PDCAサイクル,1,,X線撮影技術学,第73回(2021),普通
[A86] 生検の対象となる病変とガイドとして使用する装置の組合せで正しいのはどれか。,肺結節 — 超音波装置,甲状腺結節 — PET/CT装置,胃粘膜下腫瘍 — MRI装置,縦隔リンパ節 — X線透視装置,乳腺微細石灰化 — マンモトーム装置,5,,X線撮影技術学,第73回(2021),普通
[A87] オルソパントモグラムを別に示す。矢印で示す部位で正しいのはどれか。【別冊No.6 図】,ア：中鼻甲介,イ：硬口蓋,ウ：篩骨洞,エ：下顎頭,オ：筋突起,4,,X線撮影技術学,第73回(2021),普通
[A88] 胸部X線写真を別に示す。左上肺野に描出されるデバイスのリード線はどの血管から挿入されているか。【別冊No.7 図】,上大静脈,内胸静脈,内頸静脈,外側胸静脈,鎖骨下静脈,5,,X線撮影技術学,第73回(2021),普通
[A89] IVRにおける患者皮膚線量の低減法で正しいのはどれか。,拡大透視を使用する。,照射角度を固定する。,焦点皮膚間距離を短くする。,検出器皮膚間距離を長くする。,透視のパルスレートを低くする。,5,,X線撮影技術学,第73回(2021),普通
[A90] X線CT検査で正しいのはどれか。,頭部の撮影では両手を挙上させる。,高分解能CTでは薄いスライス厚を使用する。,肺を観察するときのウインドウ幅は100 HU程度とする。,肝臓のダイナミックCT検査では造影剤を動脈内に投与する。,ビームハードニングの低減には管電流を大きくすることが効果的である。,2,,X線撮影技術学,第73回(2021),普通
[A91] 腰椎のX線写真を別に示す。矢印で示すのはどれか。【別冊No.8 図】,椎間腔,椎弓根,椎間関節,肋骨突起,上関節突起,2,,X線撮影技術学,第73回(2021),普通
[A92] 頸部造影CTを別に示す。病変が発生した臓器はどれか。【別冊No.9 図】,気管,胸腺,甲状腺,食道,内頸動脈,3,,X線撮影技術学,第73回(2021),普通
[A93] スリット法で測定したCRシステムのプリサンプリングMTFを図に示す。高空間周波数領域でMTFが上昇している原因として考えられるのはどれか。,階調処理が影響した。,有効露光量変換を行わなかった。,イメージングプレートが劣化していた。,量子モトルによる雑音が強く影響した。,金属スリット長軸を画素列と平行にした。,5,,画像工学,第73回(2021),普通
[A94] 検出系に全くボケがない理想的な画像システムの量子雑音n1x3を図Aに示す。図Bにこの雑音の自己相関関数Φ1τ3と振幅パワースペクトルF1u3を示す。ア〜オの組合せで正しいのはどれか。,ア,イ,ウ,エ,オ,1,,画像工学,第73回(2021),普通
[A95] 図のROC曲線について正しいのはどれか。,感度80％の時の特異度は25％である。,偽陽性率が0.1のとき真陰性率は0.6である。,両正規確率紙に転記すると傾き2の直線になる。,信号検出能が向上すると曲線は右下へシフトする。,曲線の信号ありと雑音のみの確信度正規分布の分散は等しい。,5,,画像工学,第73回(2021),普通
[A96] 1個が11.0 MBqの125I治療用密封小線源を30分の手術にて永久刺入した場合、線源から30 cmの距離で治療行為を行ったときの医師の被ばく線量［μSv］に最も近いのはどれか。ただし、患者からの被ばくは無視し、医師が取り扱う線源は常に5個で、実効線量率定数は0.0126 μSv・m2・MBq−1・h−1とする。,1.16,3.85,4.62,18.48,61.60,2,,放射線安全管理学,第73回(2021),普通
[A97] 診療放射線技師の法定業務はどれか。2つ選べ。,核医学診断装置を用いた画像検査,画像誘導放射線治療のために肛門に挿入されたカテーテルから空気を注入する行為,下部消化管造影検査のために肛門にカテーテルを挿入する行為,散瞳薬を用いた眼底写真撮影,超音波検査における静脈路の確保,"1,3",,放射線安全管理学,第73回(2021),普通
[A98] 医療事故の防止について適切でない対応はどれか。,守秘義務の徹底,他の医療職種との緊密な連携,指示内容に関する医師への疑義照会,エビデンスに基づいた医療技術の提供,懲罰モデルに基づく医療安全教育の実施,5,,放射線安全管理学,第73回(2021),普通
[A99] ICRUスラブファントムを用いて計測するのはどれか。,実効線量,個人線量当量,周辺線量当量,預託等価線量,方向性線量当量,2,,放射線安全管理学,第73回(2021),普通
[A100] 放射性廃棄物の処理について正しいのはどれか。,ガラスバイアルは難燃物として廃棄する。,液体シンチレータの廃液は無機廃液として排水する。,放射性医薬品を投与された患者のオムツは放射性廃棄物として処理する。,PET用放射性医薬品による汚染物は日間保管した後、管理区域から持ち出せる。,放射性同位元素を投与した実験動物は自施設の放射性有機廃液焼却装置で焼却する。,4,,放射線安全管理学,第73回(2021),普通
[B1] 陽電子放出核種の陽電子の最大エネルギーの大きさの順で正しいのはどれか。,11C＞15O＞13N＞18F,11C＞18F＞15O＞13N,13N＞11C＞18F＞15O,15O＞13N＞11C＞18F,15O＞13N＞18F＞11C,4,,診療画像検査学,第73回(2021),普通
[B2] 親核種と娘核種の半減期の組合せで永続平衡が成立するのはどれか。親核種の半減期娘核種の半減期,1日 — 3日,1日 — 10日,1日 — 10年,10日 — 1日,10年 — 1日,5,,診療画像検査学,第73回(2021),普通
[B3] 放射性核種の分離法のうち、反跳効果を利用したものはどれか。,遠心分離法,電気泳動法,昇華・蒸留法,ラジオコロイド法,Szilard-Chalmers〈ジラード・チャルマー〉法,5,,診療画像検査学,第73回(2021),普通
[B4] 中性子による核反応で誤っているのはどれか。,6Li(n，α)3H,23Na(n，γ)24Na,32S(n，p)32P,54Fe(n，pn)53Mn,59Co(n，2n)60Co,5,,診療画像検査学,第73回(2021),普通
[B5] X線CT検査に関連する用語の組合せで関係ないのはどれか。,心臓CT — 心電図同期,拡大再構成 — 時間分解能,ビームピッチ — 寝台速度,CT用自動露出機構 — 被ばくの最適化,ボーラストラッキング — 時間濃度曲線,2,,診療画像検査学,第73回(2021),普通
[B6] X線管のX線強度について正しいのはどれか。,X線強度は陰極方向ほど低下する。,管電圧が低いほど焦点外X線は多くなる。,X線診断領域では透過形ターゲットが主に用いられる。,X線放射口にフィルタを付加するとX線強度の均等性が向上する。,ターゲット角度を小さくするとX線撮影の利用可能な放射角度が大きくなる。,4,,診療画像検査学,第73回(2021),普通
[B7] I.I.について正しいのはどれか。,視野が狭いほど像は明るい。,大視野ほど空間周波数特性がよい。,出力像の輝度は像の拡大率の2乗に反比例する。,量子検出効率は1I.I.出力像のSN比3按1入射X線のSN比3で定義される。,変換係数は入射野中心の空気カーマ率の単位を［µGy/s］、出力像中心の輝度の単位を［cd/m2］とすると100〜300程度となる。,3,,診療画像検査学,第73回(2021),普通
[B8] 散乱線除去グリッドについて正しいのはどれか。,一次放射線透過率は選択度に反比例する。,グリッド比が高くなると露出倍数は小さくなる。,グリッド比が高くなると被ばく線量が小さくなる。,一次放射線透過率の2乗はイメージ改善係数に比例する。,一次放射線透過率の2乗はコントラスト改善比に比例する。,4,,診療画像検査学,第73回(2021),普通
[B9] 乳腺トモシンセシスについて正しいのはどれか。,甲状腺撮影にも使用できる。,空間分解能はX線CTより高い。,断層厚は再構成関数に依存しない。,患者被ばく線量はX線CTより多い。,振り角が小さいほど断層厚は薄くできる。,2,,診療画像検査学,第73回(2021),普通
[B10] CR装置の構成で必要ないのはどれか。,AD変換器,光電子増倍管,レーザー光源,蓄積コンデンサ,輝尽性蛍光プレート,4,,診療画像検査学,第73回(2021),普通
[B11] 容量0.5 μFのコンデンサ式X線装置において、充電電圧80 kVで10 mAs放出したときの波尾切断電圧［kV］はどれか。,50,60,65,70,75,2,,核医学検査技術学,第73回(2021),普通
[B12] 超音波画像診断装置について正しいのはどれか。,音響レンズにはガラスが用いられる。,パルス幅が狭いと距離分解能が低下する。,周波数が高いほど深部の観察が容易となる。,同一物質中の音速は周波数によらず一定である。,方位分解能は振動子の口径の大きさに比例する。,4,,核医学検査技術学,第73回(2021),普通
