設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A11] 一般X線撮影用可動絞り装置のJIS規格で正しいのはどれか。,外装漏れ電流は0.01 mA以下であること。,X線照射野と光照射野の誤差はSIDの5%以内であること。,最小X線照射野がSID 65 cmにおいて5cm ×5cm以下であること。,最大X線照射野がSID 100 cmにおいて35 cm × 35 cmを超えないこと。,漏れ線量は焦点から100 cmの距離において1.0 mGy/時以下であること。,5,,核医学検査技術学,第64回(2012),普通
[A12] X線装置で正しいのはどれか。,空間電荷補償回路は管電圧を一定に保つ。,X線用高電圧ケーブルには250 μF/m程度の容量がある。,2ピーク形の管電圧調整は主変圧器のタップを切り替える。,X線管フィラメント加熱変圧器の一次側と二次側とは高電圧絶縁する。,2ピーク形の撮影時間は電気角90度を超えた部分を1パルスと数える。,4,,核医学検査技術学,第64回(2012),普通
[A13] インバータ式X線装置のインバータ周波数で正しいのはどれか。,1〜50 MHzが使用されている。,周波数可変形のみ使用されている。,周波数が高いほど高電圧変圧器の損失は大きい。,周波数が低いほど管電圧の立ち下がり時間は長い。,周波数が高いほど管電圧のリプル百分率は大きい。,3,,核医学検査技術学,第64回(2012),普通
[A14] 管電圧80 kV、管電流200 mA、照射時間40 msで発生させた高電圧波形を示す。管電流を400 mAに変化させたときの高電圧波形はどれか。管電圧管電流［kV］管電圧［mA］80管電流200 0 0 0 20 40 60時間［ms］1. 2.管電圧管電流管電圧管電流［kV］［mA］［kV］［mA］80 80 200 200 0 0 0 0 0 20 40 60 0 20 40 60時間［ms］時間［ms］3. 4.管電圧管電流管電圧管電流［kV］［mA］［kV］［mA］80 80 200 200 0 0 0 0 0 20 40 60 0 20 40 60時間［ms］時間［ms］5.管電圧管電流［kV］［mA］80 200 0 0 0 20 40 60時間［ms］,1,2,3,4,5,5,,核医学検査技術学,第64回(2012),普通
[A15] I. I.で正しいのはどれか。,視野が大きいほど出力輝度は暗くなる。,出力面の蛍光体にはGd2O2Sが用いられる。,解像度は周辺部に比べて中心部で低下する。,変換係数が大きくなるほど感度は低くなる。,可変視野管は加速電極の電圧を変化させて視野を制御する。,5,,核医学検査技術学,第64回(2012),普通
[A16] CR装置で正しいのはどれか。2つ選べ。,リアルタイムに画像を見ることができる。,両面集光方式によって発光の検出効率が向上する。,発光した光を光電子増倍管でデジタル信号にする。,イメージングプレートには輝尽性蛍光体が用いられる。,イメージングプレートは白色レーザーを照射することで発光する。,"2,4",,核医学検査技術学,第64回(2012),普通
[A17] 歯科用X線装置と撮影に関する事項の組合せで正しいのはどれか。2つ選べ。,パノラマX線装置 — 2次スリット,セファロX線装置 — 規格撮影,歯科用一般X線装置 — ウエストポイント法,コーンビームCT装置 — ヘリカルスキャン,体腔管式パノラマ撮影装置 — 咬合法,"1,2",,核医学検査技術学,第64回(2012),普通
[A18] 乳房用X線装置で正しいのはどれか。,Moターゲットの特性X線は30 keVである。,被写体厚が変化しても撮影条件は一定である。,X線管の照射窓にはアルミニウムが使用される。,密着撮影では移動〈運動〉グリッドが使用される。,拡大撮影では0.5 mmの焦点サイズが使用される。,4,,核医学検査技術学,第64回(2012),普通
[A19] CT値で正しいのはどれか。,脂肪はHUである。,甲状腺よりも肝臓が高い。,空気は安1000 HUである。,骨皮質は＋1000 HUである。,被写体による線質硬化に差があっても変化しない。,3,,核医学検査技術学,第64回(2012),普通
[A20] 成人患者の胸部から骨盤部の範囲を、スライス厚5mm、スライス間隔5mmとして、総撮影時間5秒間でCT撮影したい。撮影方法で適切なのはどれか。,多検出器で寝台固定,単検出器で連続寝台移動,多検出器で連続寝台移動,単検出器で間欠寝台移動,多検出器で間欠寝台移動,3,,核医学検査技術学,第64回(2012),普通
[A21] MRI装置の安全性に関してJIS規格で上限値が定められているのはどれか。2つ選べ。,TR,SAR,加算回数,位相エンコード数,傾斜磁場出力〈dB/dt〉,"2,5",,放射線治療技術学,第64回(2012),普通
[A22] MR像のSN比を上昇させるのはどれか。,加算回数を減らす。,低磁場装置を使用する。,空間分解能を高くする。,受信周波数帯域を狭くする。,SENSE〈sensitivity encoding〉を使用する。,4,,放射線治療技術学,第64回(2012),普通
[A23] 超音波を送受信する際、集束の役割を果たすのはどれか。2つ選べ。,凹面振動子,音響整合層,音響レンズ,エコーゼリー,パッキング材,"1,3",,放射線治療技術学,第64回(2012),普通
[A24] 体外式超音波検査でセクタ式プローブを選択すべき臓器はどれか。,心臓,肝臓,腎臓,膀胱,腹部大動脈,1,,放射線治療技術学,第64回(2012),普通
[A25] 無散瞳眼底カメラの構成要素のうち、最も眼底に近い位置にあるのはどれか。,有孔ミラー,対物レンズ,変倍レンズ,リングスリット,ハロゲンランプ,2,,放射線治療技術学,第64回(2012),普通
[A26] 無散瞳眼底カメラで正しいのはどれか。,直接照明を使用する。,自然散瞳で撮影する。,眼底精密検査に用いる。,高精細モニタで読影する。,縮瞳状態でも撮影できる。,2,,放射線治療技術学,第64回(2012),普通
[A27] JIS Z 4752の｢医用画像部門における品質維持の評価及び日常試験方法｣に定められている試験項目はどれか。2つ選べ。,受入試験,定期試験,引渡試験,恒常性試験,不変性試験,"1,5",,放射線治療技術学,第64回(2012),普通
[A28] JIS規格に定められる撮影装置とX線管焦点皮膚間距離の組合せで正しいのはどれか。,移動形X線装置 — 10 cm以上,歯科用パノラマ断層撮影装置 — 15 cm以上,拡大撮影時の乳房用X線装置 — 10 cm以上,公称最高管電圧が60 kVを超える歯科用X線装置 — 15 cm以上,公称最高管電圧が60 kVを超えない歯科用X線装置 — 6 cm以上,2,,放射線治療技術学,第64回(2012),普通
[A29] MRIのアーチファクトとその抑制法の組合せで正しいのはどれか。2つ選べ。,磁化率 — TEの延長,折り返し — TRの延長,ケミカルシフト — 受信周波数帯域幅の拡大,トランケーション — マトリックス数の増加,ミスレジストレーション — 読み取り時間の延長,"3,4",,放射線治療技術学,第64回(2012),普通
[A30] MRIがX線CTよりも診断に有用なのはどれか。2つ選べ。,半月板損傷,急性虫垂炎,消化管 — 孔,椎間板ヘルニア,急性くも膜下出血,"1,4",,放射線治療技術学,第64回(2012),普通
[A31] 磁化率効果による位相分散の大きさの順序で正しいのはどれか。,EPI＞FSE＞SE＞GRE,EPI＞GRE＞SE＞FSE,EPI＞GRE＞FSE＞SE,GRE＞EPI＞SE＞FSE,GRE＞EPI＞FSE＞SE,2,,医用画像情報学,第64回(2012),普通
[A32] MR像と得られる情報の組合せで正しいのはどれか。,diffusion MRI — 組織灌流血液量,perfusion MRI — 水分子拡散,functional MRI — リン脂質代謝,磁化率強調画像 — 小出血巣,拡散テンソル画像 — 血管の三次元解剖,4,,医用画像情報学,第64回(2012),普通
[A33] 頭部MR矢状断像を別に示す。このアーチファクトを除去する方法はどれか。【別冊No.1 図】,加算回数を増やす。,位相エンコード数を増やす。,受信周波数帯域を拡大する。,被検者の体表金属を除去する。,検査室の電波シールドを修繕する。,2,,医用画像情報学,第64回(2012),普通
[A34] 経口MR造影剤はどれか。2つ選べ。,塩化マンガン四水和物,クエン酸鉄アンモニウム,超常磁性体酸化鉄コロイド〈SPIO〉,ガドペンテト酸メグルミン〈Gd-DTPA〉,ガドキセト酸ナトリウム〈Gd-EOB-DTPA〉,"1,2",,医用画像情報学,第64回(2012),普通
[A35] 脂肪が最も高信号に描出されるMR撮影法はどれか。,STIR法,水選択励起法,シングルショットFSE法,TE＜15 msのT1強調SE法,TE＞100 msのT2強調SE法,4,,医用画像情報学,第64回(2012),普通
[A36] MRI検査室でクエンチングが発生した直後の対応で正しいのはどれか。2つ選べ。,排気システムを作動させる。,二酸化炭素濃度を確認する。,患者を検査室外へ退避させる。,クライオスタットに熱湯を注入する。,超電導磁石を他の安全な場所に移動させる。,"1,3",,診療画像検査学,第64回(2012),普通
[A37] ドップラー超音波検査で発生するアーチファクトはどれか。,折り返し,位相分散,化学シフト,クロストーク,トランケーション,1,,診療画像検査学,第64回(2012),普通
[A38] 腹部超音波画像を別に示す。走査法はどれか。【別冊No.2 図】,左肋間走査,右肋間走査,右肋骨弓下走査,右季肋部1縦断3走査,心窩部1正中縦断3走査,3,,診療画像検査学,第64回(2012),普通
[A39] 超音波による骨塩定量で最もよく用いられる測定部位はどれか。,上顎骨,舌骨,胸骨,仙骨,踵骨,5,,診療画像検査学,第64回(2012),普通
[A40] 胆囊腺筋腫症で観察されやすい超音波所見はどれか。,ハンプサイン,コメットサイン,クラスターサイン,カメレオンサイン,ブルズアイサイン,2,,基礎医学大要,第64回(2012),普通
[A41] 無散瞳眼底カメラによる検査で正しいのはどれか。,撮影画角は90度である。,撮影光には赤外線を使用する。,眼底後極部の観察が可能である。,記録媒体として光電子増倍管を用いる。,アーチファクトとしてミラージュ現象がある。,3,,基礎医学大要,第64回(2012),普通
[A42] 無散瞳眼底写真撮影で正しいのはどれか。,眼瞼部をアルコール消毒する。,画像はシャウカステンで観察する。,撮影終了直後から車の運転を許可してよい。,眼底出血が疑われる場合の撮影は禁忌である。,ハードコンタクトレンズは装着したまま撮影できる。,3,,基礎医学大要,第64回(2012),普通
[A43] 発症2時間後の右基底核梗塞のMR像を別に示す。画像の種類はどれか。【別冊No.3 図】,FLAIR像,T1強調像,T2強調像,拡散強調像,プロトン密度像,4,,基礎医学大要,第64回(2012),普通
[A44] 頭部MRA像を別に示す。動脈瘤を認めるのはどれか。【別冊No.4 図】,内頸動脈,椎骨動脈,脳底動脈,中大脳動脈,前大脳動脈,4,,基礎医学大要,第64回(2012),普通
[A45] 女性骨盤のMR像を別に示す。描出されている病変はどれか。【別冊No.5 図】,腟癌,膀胱癌,直腸癌,子宮筋腫,子宮頸癌,4,,基礎医学大要,第64回(2012),普通
[A46] 上腹部超音波画像を別に示す。考えられるのはどれか。【別冊No.6 図】,水腎症,腎結石,脂肪肝,閉塞性黄疸,肝内胆管結石,3,,基礎医学大要,第64回(2012),普通
[A47] 胆囊病変の超音波画像を別に示す。考えられるのはどれか。【別冊No.7 図】,結石,胆泥,胆囊炎,腺筋腫症,コレステロールポリープ,5,,基礎医学大要,第64回(2012),普通
[A48] 上腹部超音波画像を別に示す。矢印で示す低エコー領域はどれか。【別冊No.8 図】,門脈,腹水,胆囊,下大静脈,皮下脂肪,2,,基礎医学大要,第64回(2012),普通
[A49] 核医学検査従事者の対応で正しいのはどれか。2つ選べ。,除染は汚染レベルの低い方から行う。,検査方法の説明は放射性医薬品投与前に行う。,患者を介護する家族には被ばくの説明をしない。,放射性医薬品の入ったバイアル内は陽圧にする。,SPECTの撮影開始後に撮影室に入るときは撮影を一時停止する。,"1,2",,基礎医学大要,第64回(2012),普通
[A50] PETの安全管理で正しいのはどれか。,陽電子診療室は撮影操作をする場所である。,1室に複数の陽電子断層撮影装置を設置できる。,PET用放射性医薬品の投与は陽電子準備室で行う。,陽電子待機室の設置目的は被検者以外の被ばく防止である。,診療にあたる診療放射線技師は、所定の研修を修了しなければならない。,4,,基礎医学大要,第64回(2012),普通
[A51] 投与から撮影までの時間が最も長いのはどれか。,67Ga-クエン酸ガリウム,99mTc-MDP,111In-塩化インジウム,123I-MIBG,131I-アドステロール,5,,基礎医学大要,第64回(2012),普通
[A52] 健常成人で99mTcO4−静注10分後の描出が最も弱い臓器はどれか。,胃,肺,腎臓,甲状腺,唾液腺,2,,基礎医学大要,第64回(2012),普通
[A53] 門脈内に留置したカテーテルから99mTc-MAAを注入した。最も強く描出されるのはどれか。,肺,肝臓,膵臓,脾臓,腎臓,2,,基礎医学大要,第64回(2012),普通
[A54] ガンマカメラの性能評価で正しいのはどれか。,エネルギー分解能は半価層で表す。,計数率特性は線源減弱法で求める。,固有直線性の評価には面線源を用いる。,総合均一性の評価には点線源を用いる。,固有空間分解能の評価には線状線源を用いる。,2,,基礎医学大要,第64回(2012),普通
[A55] 中エネルギー用コリメータが適しているのはどれか。2つ選べ。,67Ga,99mTc,111In,131I,201Tl,"1,3",,放射線生物学,第64回(2012),普通
[A56] SPECT画像で生じるリング状アーチファクトの原因として考えられるのはどれか。2つ選べ。,検出器の均一性が低い。,回転中心がずれている。,対象臓器が視野外である。,対象臓器の動きが大きい。,視野内に高集積部位がある。,"1,2",,放射線生物学,第64回(2012),普通
[A57] OS-EMによるSPECT再構成で誤っているのはどれか。,画素値の総和が保存される。,適切な初期値を必要とする。,線状アーチファクトが少ない。,近似回数が多いほど雑音が低減する。,サブセット数を増やすと計算時間を短縮できる。,4,,放射線生物学,第64回(2012),普通
[A58] PETで正しいのはどれか。,SPECTよりも空間分解能が低い。,投与量と偶発同時計数は逆比例する。,検出器リング径が小さいほど感度は低下する。,検出器結晶が小さいほど空間分解能は低下する。,陽電子の飛程が長いほど空間分解能は低下する。,5,,放射線生物学,第64回(2012),普通
[A59] PETの三次元収集法と二次元収集法とを比較したとき、三次元収集法の特徴で正しいのはどれか。,感度が高い。,偶発同時計数が少ない。,散乱同時計数が少ない。,水平断の空間分解能に優れる。,スライス間の感度均一性が高い。,1,,放射線生物学,第64回(2012),普通
[A60] 有効視野51 cmのガンマカメラで1.5倍拡大の撮影を行う場合、収集マトリクスを64 × 64とすると、ナイキスト周波数［cycles/cm］はどれか。,0.42,0.53,0.84,0.94,1.88,4,,放射線物理学,第64回(2012),普通
[A61] 脳血流SPECT軸位断像を別に示す。視床はどれか。【別冊No.9 図】,ア,イ,ウ,エ,オ,3,,放射線物理学,第64回(2012),普通
[A62] 脳血流シンチグラフィに用いないのはどれか。,99mTc-ECD,99mTc-HMPAO,123I-IMP,123I-イオマゼニール,133Xe,4,,放射線物理学,第64回(2012),普通
[A63] 肺換気シンチグラフィで正しいのはどれか。,81mKrはSPECTに適さない。,81mKrの方が133Xeよりも半減期が長い。,133Xeはジェネレータから溶出する。,133Xeは洗い出し検査に適している。,133Xeの方が81mKrよりも測定するγ線のエネルギーが高い。,4,,放射線物理学,第64回(2012),普通
[A64] 急性心筋梗塞巣を陽性像として描出するのはどれか。,99mTc-MIBI,99mTc-テトロホスミン,99mTc-ピロリン酸,123I-BMIPP,123I-MIBG 99m,3,,放射線物理学,第64回(2012),普通
[A65] Tc-GSA肝受容体シンチグラフィで正しいのはどれか。,肝血管腫は高集積になる。,胆道閉鎖症の診断に用いる。,肝硬変では骨髄集積が増加する。,肝臓に分布する神経受容体を反映する。,肝機能低下で心プールの描出が遷延する。99m,5,,医用工学,第64回(2012),普通
[A66] Tc-MAG4を用いた腎動態シンチグラフィで正しいのはどれか。,放射性医薬品投与前は排尿を制限する。,左右それぞれの腎臓の機能を測定できる。,腎機能の定量には動脈採血が必要である。,放射性医薬品投与前は — 時間以上絶食する。,腎血管性高血圧症の診断にはフロセミドを投与する。,2,,医用工学,第64回(2012),普通
[A67] 欠損状のアーチファクトが生じた骨シンチグラムを別に示す。最初に行うべき対応はどれか。【別冊No.10 図】,吸収補正を行う。,感度補正を行う。,患者の着衣を点検する。,シンチレータを交換する。,光電子増倍管を調整する。,3,,医用工学,第64回(2012),普通
[A68] F-FDG腫瘍PETで誤っているのはどれか。,撮影前に排尿する。,気管支喘息は禁忌である。,18F-FDG投与後は安静にする。,18F-FDG投与前に血糖値を測定する。,集積程度の定量的な評価にSUVを用いる。,2,,放射線計測学,第64回(2012),普通
[A69] 診療放射線技師の対応として適切なのはどれか。,治療台への移動の際に介助した。,患者に聞かれたので病名を告げた。,患者を安心させるため他の患者の治療経過を教えた。,外部照射期間中の患者に小児を近づけないよう指導した。,照射すべき範囲が照射野から一部外れていたが黙っていた。,1,,放射線計測学,第64回(2012),普通
[A70] 放射線治療中の患者の誤認を防ぐ方法で最も有効なのはどれか。,顔写真で確認する。,病室番号で確認する。,患者の名前をフルネームで呼ぶ。,患者に名前をフルネームで名乗ってもらう。,患者の持っている診察券で名前を確認する。,4,,放射線計測学,第64回(2012),普通
[A71] 線量分布には優れていないが生物学的効果に優れているのはどれか。,炭素線,陽子線,速中性子線,コバルトγ線,高エネルギーX線,3,,放射線計測学,第64回(2012),普通
[A72] 一定半径の円周に沿って粒子を加速するのはどれか。,リニアック,バンデグラフ,サイクロトロン,シンクロトロン,マイクロトロン,4,,放射線計測学,第64回(2012),普通
[A73] 外部放射線治療装置の保守管理プログラムの試験項目と点検頻度の組合せで誤っているのはどれか。,X線照射野の確認 — 1月ごと,X線深部線量曲線測定 — 1年ごと,治療台天板の高さ確認 — 1月ごと,線量モニタシステムの校正 — 1年ごと,リファレンス線量計の校正 — 1年ごと,4,,診療画像機器学,第64回(2012),普通
[A74] 外部放射線治療の吸収線量評価の際に用いる線質変換係数で正しいのはどれか。2つ選べ。,電離箱の壁材質に依存しない。,電子線では残余飛程の関数で表される。,コバルト60 γ線に対する値は1である。,重粒子線では深部量半価深の関数で表される。,基準線質に対する測定対象線質の水吸収線量校正定数の比として定義される。,"3,5",,診療画像機器学,第64回(2012),普通
[A75] 照射野10 cm × 10 cmの条件で下図の組織最大線量比を示す高エネルギーX線100 MUの照射に対し、校正点でリファレンス線量計により15 nCを得た。このときDMUの値［Gy/MU］として最も近いのはどれか。ただし、リファレンス線量計の水吸収線量校正定数は50 mGy/nC、測定時の温度と気圧はそれぞれ22 ℃、1013 hPaであり、イオン再結合や極性効果は無視できるものとする。1.0 0.8組織最大線量比0.6 0.4 0.2 0 0 5 10 15 20 25 30水中の深さ[cm］,0.0075,0.010,0.10,0.75,1.0,2,,診療画像機器学,第64回(2012),普通
[A76] 標準測定法01におけるX線およびγ線の吸収線量測定で正しいのはどれか。2つ選べ。,ファーマ形電離箱を用いる。,実効中心は0.5 rcyl前方である。,TMR測定には実効中心1変位法3を用いる。,校正点吸収線量測定には実効中心1変位法3を用いる。,リファレンス線量計の校正時には実効中心1変位法3を用いる。,"1,3",,診療画像機器学,第64回(2012),普通
[A77] 高エネルギーX線の照射野の大きさと出力係数との関係を示したグラフはどれか。1. 2. 1.10 1.10 1.05 1.05出力係数出力係数1.00 1.00 0.95 0.95 0.90 0.90 0 5 10 15 20 25 30 0 5 10 15 20 25 30正方形照射野の一辺の長さ［cm］正方形照射野の一辺の長さ［cm］3. 4. 1.10 1.10 1.05 1.05出力係数出力係数1.00 1.00 0.95 0.95 0.90 0.90 0 5 10 15 20 25 30 0 5 10 15 20 25 30正方形照射野の一辺の長さ［cm］正方形照射野の一辺の長さ［cm］5. 1.10 1.05出力係数1.00 0.95 0.90 0 5 10 15 20 25 30正方形照射野の一辺の長さ［cm］,1,2,3,4,5,1,,診療画像機器学,第64回(2012),普通
[A78] 高エネルギー電子線の線量測定で正しいのはどれか。2つ選べ。,校正深は10 cmである。,指頭形電離箱は使用しない。,セットアップにはSSD法を使用する。,線質指標として深部量半価深が用いられる。,深部量百分率は深部電離量百分率に等しい。,"3,4",,診療画像機器学,第64回(2012),普通
[A79] 最深部4cmの腫瘤に対し、MeV電子線を用いて照射野12 cm × 12 cmで治療する。処方線量2GyでのMU値はどれか。ただし、出力係数は1.02、DMUは1.0 cGy/MU、深度4cmのPDDは82 %、吸収線量最大深は2.0 cmとする。,196,200,239,244,249,1,,診療画像機器学,第64回(2012),普通
[A80] 標的に対し同一線量を投与した場合、皮膚線量が最も高くなるのはどれか。,MV X線で前立腺にIMRT照射を行う。,MV X線で乳房に接線対向二門照射を行う。,MV X線で転移性脳腫瘍に定位放射線照射を行う。,10 MV X線で肺門部に前後対向二門照射を行う。,10 MV X線で全骨盤リンパ節に前後対向二門照射を行う。,2,,診療画像機器学,第64回(2012),普通
[A81] 高エネルギーX線で誤っているのはどれか。,PDDはSSDによって変わる。,PDDは照射野によって変わる。,TMRはSSDによって変わる。,TMRは照射野によって変わる。,TMRはエネルギーによって変わる。,3,,診療画像機器学,第64回(2012),普通
[A82] 全骨盤照射を行う場合、耐容線量が最も低いのはどれか。,腟,小腸,卵巣,膀胱,直腸,3,,診療画像機器学,第64回(2012),普通
[A83] 放射線単独で根治的治療を行う場合、総線量が最も低いのはどれか。,肺腺癌,喉頭癌,前立腺癌,子宮頸癌,松果体胚腫,5,,X線撮影技術学,第64回(2012),普通
[A84] 放射線治療可能比を高める効果があるのはどれか。,総線量の増加,多分割照射法,1回線量の増加,照射範囲の拡大,総治療期間の延長,2,,X線撮影技術学,第64回(2012),普通
[A85] 多分割照射法が有効なのはどれか。,膠芽腫,中咽頭癌,前立腺癌,精上皮腫,胃悪性リンパ腫,2,,X線撮影技術学,第64回(2012),普通
[A86] 定位放射線照射が適応となるのはどれか。,髄芽腫,脳動脈瘤,悪性神経膠腫,多発性硬化症,転移性脳腫瘍,5,,X線撮影技術学,第64回(2012),普通
[A87] 分化型甲状腺癌の内照射療法に用いるのはどれか。,60Co,131I,137Cs,192Ir,222Rn,2,,X線撮影技術学,第64回(2012),普通
[A88] 子宮頸癌の根治的放射線治療を行った場合に生じる急性期の有害事象はどれか。2つ選べ。,下痢,下腿浮腫,食欲不振,骨盤骨折,皮膚萎縮,"1,3",,X線撮影技術学,第64回(2012),普通
[A89] 2進数1100100を10進数に変換したのはどれか。,140,142,144,146,148,3,,X線撮影技術学,第64回(2012),普通
[A90] 論理回路を図に示す。図と等価の回路はどれか。A X B,OR回路,AND回路,NOR回路,Ex-OR回路,NAND回路,4,,X線撮影技術学,第64回(2012),普通
[A91] 機能と対応装置の組合せで正しいのはどれか。,入力 — モデム,演算 — ROM,記憶 — CPU,通信 — HUB,出力 — タッチパネル,4,,X線撮影技術学,第64回(2012),普通
[A92] 増感紙-フィルム系の特性曲線で正しいのはどれか。ただし、ベース濃度をDB、カブリ濃度をDFとする。,フィルムの粒状度が分かる。,ラチチュードが狭いほどコントラストは低い。,グラディエント曲線は特性曲線全体を微分した曲線である。,相対感度は濃度1DB＋DF＋1.03の比露光量の対数の逆数を比較したものである。,平均階調度は低濃度部1DB＋DF＋0.253と高濃度部1DB＋DF＋2.253の2点間の傾きで表す。,3,,X線撮影技術学,第64回(2012),普通
[A93] 写真用薬品で誤っているのはどれか。,フェニドンは現像主薬である。,臭化カリウムは抑制剤である。,炭酸ナトリウムは保恒剤である。,現像液のpHは定着液のpHよりも高い。,チオ硫酸アンモニウムは迅速定着液に用いられる。,3,,画像工学,第64回(2012),普通
[A94] アナログ画像のデジタル化で正しいのはどれか。2つ選べ。,D/A変換を用いる。,標本化間隔が小さいほどアナログ情報に近くなる。,量子化レベル数が小さいほど量子化誤差は減少する。,ナイキスト周波数は標本化間隔の逆数の1/2で表現される。,標本化定理を満足しない間隔で標本化するとトランケーション誤差が生じる。,"2,4",,画像工学,第64回(2012),普通
[A95] スパイク状ノイズの除去に効果的なのはどれか。,Sobelフィルタ,ハイパスフィルタ,メディアンフィルタ,ガウシアンフィルタ,ラプラシアンフィルタ,3,,画像工学,第64回(2012),普通
[A96] 医療情報システムにおける個人情報保護で正しいのはどれか。2つ選べ。,生体情報認証システムの導入,アクセスログの定期的な監視,患者本人の了解がない家族への情報開示,電子メールを用いた院外者との患者情報の交換,紛失を避けるための医療従事者個人でのデータ保存,"1,2",,放射線安全管理学,第64回(2012),普通
[A97] 診療録等の電子媒体による保存の4条件として、見読性と保存性とに加えて挙げられているのはどれか。,安全性,確実性,正確性,真正性,復元性,4,,放射線安全管理学,第64回(2012),普通
[A98] 医用モニタの品質管理における試験項目で、測定器具を使用するのはどれか。,解像度,最大輝度,幾何学的歪み,アーチファクト,グレースケール,2,,放射線安全管理学,第64回(2012),普通
[B1] 細胞内でATPを産生するのはどれか。,核小体,ゴルジ体,リボゾーム,リソソーム,ミトコンドリア,5,,診療画像検査学,第64回(2012),普通
[B2] 細胞膜の層構造を形成する主成分はどれか。,糖 — 質,無機質,蛋白質,リン脂質,コラーゲン,4,,診療画像検査学,第64回(2012),普通
[B3] DNA合成期はどれか。,G0期,G1期,G2期,M期,S期,5,,診療画像検査学,第64回(2012),普通
[B4] 抗体を産生する形質細胞に分化するのはどれか。,好酸球,好中球,B細胞,T細胞,マクロファージ,3,,診療画像検査学,第64回(2012),普通
[B5] 健常成人で動脈血が流れるのはどれか。2つ選べ。,奇静脈,肺静脈,肺動脈,上大静脈,気管支動脈,"2,5",,診療画像検査学,第64回(2012),普通
[B6] 腹腔動脈から直接分岐するのはどれか。,右胃動脈,左胃動脈,短胃動脈,右胃大網動脈,左胃大網動脈,2,,診療画像検査学,第64回(2012),普通
[B7] 健常人で最も前方2腹側4に位置するのはどれか。,右心房,右心室,左心房,左心室,上行大動脈,2,,診療画像検査学,第64回(2012),普通
[B8] 機能血管と栄養血管とが異なるのはどれか。2つ選べ。,肺,肝臓,脾臓,腎臓,膵臓,"1,2",,診療画像検査学,第64回(2012),普通
[B9] 後腹膜腔に存在するのはどれか。2つ選べ。,空腸,上行結腸,横行結腸,下行結腸,S状結腸,"2,4",,診療画像検査学,第64回(2012),普通
[B10] 腎臓の機能でないのはどれか。,血圧の調節,体温の維持,老廃物の排出,体液量の調節,酸塩基平衡の調節,2,,診療画像検査学,第64回(2012),普通
[B11] 大脳基底核に含まれるのはどれか。2つ選べ。,海馬,視床,内包,淡蒼球,尾状核,"4,5",,核医学検査技術学,第64回(2012),普通
[B12] 眼球運動に関わるのはどれか。,視神経,滑車神経,顔面神経,三叉神経,迷走神経,2,,核医学検査技術学,第64回(2012),普通
