設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A11] 永久磁石のMRI装置の特徴について、超電導磁石のMRI装置と比較した場合に正しいのはどれか。,磁場強度が高い。,クエンチが発生しない。,磁場の安定性が優れる。,電波シールドが不要である。,傾斜磁場コイルが不要である。,2,,核医学検査技術学,第75回(2023),普通
[A12] 超音波検査の特徴で正しいのはどれか。,部分体積効果がない。,再現性は術者に依存しない。,任意の断層面を選択できない。,Mモードは心臓の検査に用いる。,深部の観察には高い周波数のプローブを用いる。,4,,核医学検査技術学,第75回(2023),普通
[A13] DSAで正しいのはどれか。,静脈は描出できない。,体動の影響を受けない。,撮影中に画像を確認することはできない。,リカーシブフィルタはノイズを低減する。,血管の輪郭を強調するために低周波数強調フィルタを使用する。,4,,核医学検査技術学,第75回(2023),普通
[A14] X線CTで誤っているのはどれか。,造影効果を高めるには管電圧を低くする。,管電圧が高くなるほど画像ノイズは低下する。,管電圧が高くなるほど金属アーチファクトは抑制される。,dual energy撮影により仮想的な非造影画像を作成できる。,管電流が大きくなるほど低コントラスト分解能は低下する。,5,,核医学検査技術学,第75回(2023),普通
[A15] MRIで数値を大きくするとSN比が低下するのはどれか。,加算回数,静磁場強度,受信バンド幅,ボクセルサイズ,RFコイルの感度,3,,核医学検査技術学,第75回(2023),普通
[A16] MRCP像を別に示す。正しいのはどれか。【別冊No.1 図】,T1強調像である。,胆囊管は描出されていない。,ガドリニウム造影剤を用いる。,総胆管結石は高信号に描出される。,消化管内の液体信号を消すために陰性造影剤を用いる。,5,,核医学検査技術学,第75回(2023),普通
[A17] 頸部MRA像を別に示す。矢印で示すのはどれか。【別冊No.2 図】,外頸動脈,総頸動脈,椎骨動脈,内頸動脈,脳底動脈,3,,核医学検査技術学,第75回(2023),普通
[A18] 乳房の超音波検査について正しいのはどれか。,検査前は絶食にする。,3.5〜5 MHzの周波数を用いる。,コンベックス型プローブを用いる。,プローブは皮膚面に対して直角に当てる。,マンモグラフィと比べて微小石灰化の描出に優れている。,4,,核医学検査技術学,第75回(2023),普通
[A19] 胆囊の超音波像を別に示す。考えられる疾患はどれか。【別冊No.3 図】,胆泥,胆囊結石,壁内結石,胆囊腺筋腫症,コレステロールポリープ,2,,核医学検査技術学,第75回(2023),普通
[A20] 無散瞳眼底写真について正しいのはどれか。,網膜動脈は静脈より太い。,網膜動脈は高血圧で太くなる。,中心窩は黄斑部で観察される。,網膜動脈と静脈は黄斑部に集まる。,黄斑部は視神経乳頭より鼻側に位置する。,3,,核医学検査技術学,第75回(2023),普通
[A21] MRIの磁化率アーチファクトを抑制する方法で正しいのはどれか。,TEを長くする。,スライス厚を厚くする。,受信バンド幅を狭くする。,ピクセルサイズを大きくする。,GRE法ではなくSE法を用いる。,5,,放射線治療技術学,第75回(2023),普通
[A22] 健常成人の右肋弓下走査の超音波像を別に示す。矢印で示すのはどれか。【別冊No.4 図】,門脈,総胆管,右尿管,右腎静脈,腹部大動脈,4,,放射線治療技術学,第75回(2023),普通
[A23] 超音波検査で正しいのはどれか。,胆囊の検査の基本体位は右側臥位である。,心臓の検査にはセクタ型プローブを使用する。,Bモード法では連続波の超音波ビームを用いる。,膵臓の検査は炭酸ガスで胃を膨らませてから実施する。,STCの調整により距離分解能を改善することが可能である。,2,,放射線治療技術学,第75回(2023),普通
[A24] MRIのIR法で正しいのはどれか。,IRパルスとして90度パルスを使用する。,FLAIR法は自由水の信号を抑制する目的で使用する。,STIR法は脂肪信号を特異的に抑制することが可能である。,信号を抑制したい組織の縦磁化がゼロになる時間にTRを設定する。,組織間の共鳴周波数の差を利用して特定組織の信号を抑制する手法である。,2,,放射線治療技術学,第75回(2023),普通
[A25] ポジトロン放射性薬剤で正しいのはどれか。,13N−NH3は血液量を反映する。,18F−FDGは酸素代謝を反映する。,15O−O2ガスは糖代謝を反映する。,15O−CO2ガスは血流量を反映する。,15O−COガスは酸素消費量を反映する。,4,,放射線治療技術学,第75回(2023),普通
[A26] 核医学の試料計測装置で正しいのはどれか。2つ選べ。,ウェル型シンチレーションカウンタはβ線を測定する。,ウェル型シンチレーションカウンタの表示単位はSvである。,ウェル型シンチレーションカウンタは試料の液量依存性がある。,ウェル型電離箱放射能測定装置の測定上限値は1 GBq程度である。,ウェル型電離箱放射能測定装置は測定する試料の放射能が高いほど短時間で測定できる。,"3,5",,放射線治療技術学,第75回(2023),普通
[A27] 放射性医薬品投与後に苦味感や金属臭がみられやすいのはどれか。,99mTc−MDP,99mTc−MIBI,99mTc−PYP,131I−アドステロール,201TlCl,2,,放射線治療技術学,第75回(2023),普通
[A28] 心筋血流シンチグラフィの薬剤負荷に用いるのはどれか。,アデノシン,フロセミド,サイロキシン,アセタゾラミド,デキサメサゾン,1,,放射線治療技術学,第75回(2023),普通
[A29] 骨シンチグラフィで正しいのはどれか。,気管支喘息患者は禁忌である。,放射性医薬品は大腸から排泄される。,小児では骨幹端部より骨幹部の集積が強い。,放射性医薬品投与前6時間の絶食が必要である。,成人の放射性医薬品の投与量は740 MBqである。,5,,放射線治療技術学,第75回(2023),普通
[A30] 生理的に腎臓に集積するのはどれか。,18F−FDG,99mTc−MAA,99mTc−PMT,123I−MIBG,131I−アドステロール,1,,放射線治療技術学,第75回(2023),普通
[A31] 疾患と放射性医薬品の組合せで正しいのはどれか。123,橋本病 — I−BMIPP 131,神経芽腫 — I−アドステロール,副甲状腺癌 — Na131I 99m,副甲状腺腺腫 — Tc−MIBI 99m,再生不良性貧血 — Tc−HSA−D,4,,医用画像情報学,第75回(2023),普通
[A32] PET装置の性能評価において、空間分解能に影響する因子として誤っているのはどれか。,角度揺動,収集時間,陽電子の飛程,画像再構成条件,検出器結晶サイズ,2,,医用画像情報学,第75回(2023),普通
[A33] 2核種同時収集について誤っているのはどれか。,散乱線の低減にTEW法が有用である。,99mTcと201Tlの同時収集が可能である。,異なる放射性医薬品を用いた位置ずれのないSPECT画像が得られる。,半導体式のSPECT装置はシンチレーション式に比べて光電ピークの分離精度が高い。,異なる核種のエネルギースペクトルが相互干渉する現象をクロスキャリブレーションという。,5,,医用画像情報学,第75回(2023),普通
[A34] 心電図同期心筋SPECTにおける解析で正しいのはどれか。,左室肥大の影響を受けない。,拡張期の心機能指標は得られない。,R-R間隔の分割数が多くなるとSN比が向上する。,分割収集した画像を加算することで非同期の画像が得られる。,R-R間隔の分割数が少なくなると収縮末期容量は過小評価となる。,4,,医用画像情報学,第75回(2023),普通
[A35] Performance Status〈PS〉スコア4の状態はどれか。,歩行できる。,全く動けない。,日中の50％以上はベッド外で過ごす。,自分の身の回りのことはすべてできる。,発病前と同じ日常生活が制限なく行える。,2,,医用画像情報学,第75回(2023),普通
[A36] 臨床病期Ⅰ期で放射線単独療法が行われるのはどれか。,胃癌,乳癌,胸腺腫,声門癌,膀胱癌,4,,診療画像検査学,第75回(2023),普通
[A37] 臨床標的体積〈CTV〉はどれか。,腫瘍の進展や存在が肉眼的に確認できる体積,すべての変動や不確実性をマージンとして付加した体積,予期せぬ高線量域が発生することを避けるために設定する体積,治療計画や処方線量に強く影響する可能性がある正常組織の体積,画像等で検知できないが臨床的に腫瘍の進展が疑われる部分を含む体積,5,,診療画像検査学,第75回(2023),普通
[A38] 放射線治療機器のQAプログラムで正しいのはどれか。,再現性良く実行できることが重要である。,アクセプタンステストをまとめたものである。,治療機器のメーカーによる定期メンテナンスが含まれる。,各種ガイドラインにある数値基準を採用しなければならない。,コミッショニング時に作成したQAプログラムは以後変更しない。,1,,診療画像検査学,第75回(2023),普通
[A39] 192 Ir線源を用いたRALSについて正しいのはどれか。,照射時に術者の被ばくを伴う。,5年ごとの線源交換が必要である。,出力測定はウェル型電離箱線量計を用いる。,計算アルゴリズムはSuperposition法を使用する。,子宮頸癌治療時の線源位置の取得には超音波装置を用いる。,3,,診療画像検査学,第75回(2023),普通
[A40] 次の深部線量分布を示す放射線はどれか。,光子線,炭素線,電子線,陽子線,中性子線,2,,基礎医学大要,第75回(2023),普通
[A41] 婦人科癌の治療で正しいのはどれか。,子宮頸癌に腔内照射は必要ない。,早期子宮頸癌は放射線治療の適応である。,局所進行子宮頸癌に放射線治療は行わない。,早期卵巣癌は放射線治療が第一選択である。,早期子宮体癌は放射線治療が第一選択である。,2,,基礎医学大要,第75回(2023),普通
[A42] 体幹部定位放射線治療と関係ないのはどれか。,直線加速器,ガンマナイフ,呼吸同期装置,動体追跡装置,サイバーナイフ,2,,基礎医学大要,第75回(2023),普通
[A43] 電離箱線量計の擾乱補正係数はどれか。2つ選べ。,空洞補正係数,変位補正係数,温度気圧補正係数,極性効果補正係数,イオン再結合補正係数,"1,2",,基礎医学大要,第75回(2023),普通
[A44] 多分割照射〈過分割照射〉を通常の分割照射と比較した場合に正しいのはどれか。,1回線量が多い。,総線量が等しい。,全治療期間が短い。,1日の照射回数が等しい。,晩期有害事象が抑えられる。,5,,基礎医学大要,第75回(2023),普通
"[A45] 5 × 5の画素値の分布Aに対して3 × 3の空間フィルタFを作用させた。フィルタ処理後の画素値a（i ij＝3 , j＝3）で正しいのはどれか。",1,2,3,4,5,2,,基礎医学大要,第75回(2023),普通
[A46] 1ピクセルが100 μmのFPDで撮影した胸部X線画像のデータ量［MB］に最も近いのはどれか。ただし、FPDの有効視野は43 cm × 43 cm、階調数は16 bitとする。,2,16,37,148,296,3,,基礎医学大要,第75回(2023),普通
[A47] PACSについて正しいのはどれか。,画像を検索・参照する機能を持つ。,保存した画像は永久保存する義務がある。,放射線部門内で発生した画像のみ保管が可能である。,RISとPACS間の検査オーダ情報の伝達はDICOM規格で行う。,他院から提供された画像データはPACSに保管する義務がある。,1,,基礎医学大要,第75回(2023),普通
[A48] 画像のデジタル化について正しいのはどれか。,量子化を行ったあとに標本化を行う。,ナイキスト周波数は標本化周波数の2倍である。,標本化定理により適切な量子化ビット数を決める。,量子化ビット数を増やすと量子化誤差は大きくなる。,最高周波数が10 cycles/mmのアナログ画像を0.1 mm間隔で標本化するとエリアシング誤差を生じる。,5,,基礎医学大要,第75回(2023),普通
[A49] フーリエ変換の性質で正しいのはどれか。ただし、( )、( )は空間の関数で、( )、( )はそれぞれの関数のフーリエ変換とする。,(2 )のフーリエ変換は(2 )である。1,2 ( )のフーリエ変換は — ( )である。2, ( )の面積と ( )の面積は等しい。,( )＋( )のフーリエ変換は( ) ( )である。,( )と( − 2 )のフーリエ変換の絶対値は等しい。,5,,基礎医学大要,第75回(2023),普通
[A50] 健常成人の体重で水が占める割合［％］に最も近いのはどれか。,5,20,40,60,90,4,,基礎医学大要,第75回(2023),普通
[A51] 頸部にある筋肉はどれか。,前鋸筋,腓腹筋,円回内筋,外側広筋,胸鎖乳突筋,5,,基礎医学大要,第75回(2023),普通
[A52] 呼吸について正しいのはどれか。,内呼吸は肺で行われる。,吸気時に横隔膜は弛緩する。,ガス交換は拡散によって行われる。,ガス交換は呼吸細気管支で行われる。,肺静脈より肺動脈の血中酸素分圧が高い。,3,,基礎医学大要,第75回(2023),普通
[A53] 子宮動脈が分岐する血管はどれか。,大腿動脈,外腸骨動脈,内腸骨動脈,下腸間膜動脈,上腸間膜動脈,3,,基礎医学大要,第75回(2023),普通
[A54] 生活習慣が発症に関連するのはどれか。,骨肉腫,1型糖尿病,多発性硬化症,肥大型心筋症,慢性閉塞性肺疾患,5,,基礎医学大要,第75回(2023),普通
[A55] 骨盤を構成する骨はどれか。2つ選べ。,坐骨,恥骨,腰椎,肩甲骨,大腿骨,"1,2",,放射線生物学,第75回(2023),普通
[A56] 脳幹を構成するのはどれか。2つ選べ。,橋,小脳,脊髄,大脳,中脳,"1,5",,放射線生物学,第75回(2023),普通
[A57] 胸部大動脈から直接分岐するのはどれか。,内胸動脈,右総頸動脈,右椎骨動脈,左鎖骨下動脈,右鎖骨下動脈,4,,放射線生物学,第75回(2023),普通
[A58] 肝臓の機能で正しいのはどれか。,脂肪の吸収,胆汁の貯蔵,蛋白質の分解,インスリンの分泌,グリコーゲンの貯蔵,5,,放射線生物学,第75回(2023),普通
[A59] 腫瘍について正しいのはどれか。,上皮性悪性腫瘍を肉腫という。,早期がんは遠隔転移を起こさない。,遺伝子異常のある腫瘍を遺伝性腫瘍という。,浸潤のない悪性腫瘍を非上皮性腫瘍という。,進行がんの定義は臓器やがんの種類によって異なる。,5,,放射線生物学,第75回(2023),普通
[A60] 疾病や障害に対する二次予防はどれか。2つ選べ。,がん検診,早期治療,予防接種,生活習慣の改善,リハビリテーション,"1,2",,放射線物理学,第75回(2023),普通
[A61] 舌の運動に関わる神経はどれか。,顔面神経,三叉神経,舌咽神経,舌下神経,迷走神経,4,,放射線物理学,第75回(2023),普通
[A62] 病原体の中で最も小さいのはどれか。,細菌,ウイルス,プリオン,リケッチア,スピロヘータ,"2,3",,放射線物理学,第75回(2023),普通
[A63] 感染症に対する標準予防策〈スタンダード・プリコーション〉で用いられるのはどれか。2つ選べ。,陰圧室,N95マスク,ヘパフィルタ,ガウン（エプロン）,手指消毒用アルコール,"4,5",,放射線物理学,第75回(2023),普通
[A64] 急性期の炎症で認められるのはどれか。,器質化,滲出液,線維化,瘻孔形成,肉芽腫形成,2,,放射線物理学,第75回(2023),普通
[A65] 内部被ばくが甲状腺癌の原因となるのはどれか。,90Sr,131I,226Ra,232Th,239Pu,2,,医用工学,第75回(2023),普通
[A66] 器官形成期の放射線被ばくにより胎児奇形を生じるしきい値［Gy］はどれか。,0.01,0.1,1,10,100,2,,医用工学,第75回(2023),普通
[A67] 細胞の放射線感受性について正しいのはどれか。,未分化なほど感受性が低い。,分裂頻度が高いほど感受性が高い。,分裂速度が速いほど感受性が低い。,細胞周期が短いほど感受性が低い。,核細胞質比が小さいほど感受性が高い。,2,,医用工学,第75回(2023),普通
[A68] 通常分割照射における放射線障害のしきい値が最も低いのはどれか。,肝不全,脳梗塞,白内障,小腸穿孔,間質性肺炎,3,,放射線計測学,第75回(2023),普通
[A69] X線と同程度のLETを示すのはどれか。,α — 線,炭素線,陽子線,中性子線,ネオン線,3,,放射線計測学,第75回(2023),普通
[A70] 重水素の質量欠損に等価なエネルギー［MeV］に最も近いのはどれか。ただし、中性の重水素原子、陽子、中性子、電子の質量をそれぞれ2.0141 u、1.0073 u、1.0087 u、0.0005 uとする。また、uは統一原子質量単位で、1 uと等価なエネルギーを931.5 MeVとする。,1.1,2.2,3.3,4.4,5.5,2,,放射線計測学,第75回(2023),普通
[A71] X線管から発生したエネルギースペクトルを図に示す。正しいのはどれか。,管電圧は100 kVである。,付加フィルタの吸収端が観察される。,K特性X線とL特性X線が観察される。,タングステンターゲットから発生したX線である。,連続スペクトルより線スペクトルの発生した割合が多い。,4,,放射線計測学,第75回(2023),普通
[A72] 質量衝突阻止能が最も大きいのはどれか。,1 MeVのα線,2 MeVのα線,2 MeVの陽子線,5 MeVの陽子線,10 MeVの炭素線,5,,放射線計測学,第75回(2023),普通
[A73] 運動エネルギー 0の中性子が、静止している質量［u］の原子核と反跳角θで弾性散乱したとき、原子核の反跳エネルギーを表す式はどれか。1,0 — cos2θ（＋1）2,0 — cos2θ（＋1）2 4,0 — cos2θ（＋1）2,0 — cos2θ（− 1）2 4,0 — cos2θ（− 1）2,3,,診療画像機器学,第75回(2023),普通
[A74] 核磁気共鳴現象を起こすのはどれか。,12C,16O,22Ne,23Na,40Ca,4,,診療画像機器学,第75回(2023),普通
[A75] AD変換器の回路図を示す。正しいのはどれか。ただし、Viは入力電圧、−Vrは基準電圧である。,全ビットの比較を逐次的に行う。,並列比較型のAD変換器である。,ビデオ信号の高速AD変換に適する。,スタートパルス信号を加えるとS2がオンになる。,キャリーが与えられるとカウンタはリセットされる。,5,,診療画像機器学,第75回(2023),普通
[A76] 平均値が2 mAのパルス電流を図に示す。パルスの周波数［Hz］はどれか。,10,20,30,50,100,2,,診療画像機器学,第75回(2023),普通
[A77] 下図に示す回路のR3に流れる電流［A］はどれか。ただし、R1は20 Ω、R2は10 Ω、R3は30 Ω、R4は15 Ωとする。,2,4,6,10,12,1,,診療画像機器学,第75回(2023),普通
[A78] 放射線計測で6つのカウント値{64，59，60，62，55，60}を得た。変動係数に最も近いのはどれか。,0.01,0.05,0.10,0.15,0.20,2,,診療画像機器学,第75回(2023),普通
[A79] GM計数管によるβ線の放射能測定において、試料台による後方散乱係数に影響しないのはどれか。,測定時間,試料台の厚さ,β線のエネルギー,試料台の物質の組成,GM計数管と試料台との距離,1,,診療画像機器学,第75回(2023),普通
[A80] ある放射性試料を計数装置で2分間測定して400カウントが得られた。また、バックグラウンドのみは1分間測定して100カウントであった。この試料の正味の計数率［cpm］とその標準偏差［cpm］に最も近いのはどれか。,100 ± 5,100 ± 10,100 ± 14,200 ± 20,300 ± 30,3,,診療画像機器学,第75回(2023),普通
[A81] 質量阻止能の単位はどれか。,J,J・m−1,J・m2・kg−1,m−1,m2・kg−1,3,,診療画像機器学,第75回(2023),普通
[A82] ラジオクロミックフィルムで正しいのはどれか。,温度依存はない。,感度不均一はない。,明室で使用できない。,照射後の濃度上昇はない。,線量は直接読み取れない。,5,,診療画像機器学,第75回(2023),普通
[A83] 最も低い管電圧を用いる撮影部位はどれか。,咽頭,喉頭,手指,乳房,アキレス腱,4,,X線撮影技術学,第75回(2023),普通
[A84] KUBの画像を別に示す。行われた処置はどれか。【別冊No.5 図】,人工血管置換術,尿管ステント留置術,消化管ステント留置術,イレウスチューブ挿入術,腹部大動脈ステントグラフト留置術,2,,X線撮影技術学,第75回(2023),普通
[A85] 医療安全で正しいのはどれか。,組織の対応より個人の注意が重要である。,インシデントレポートの提出には医師の承認が必要である。,医療事故はできるだけ発生部署内で解決するように心掛ける。,医療事故を減らすため、一つの原因のみに重点的な対策を行う。,事故の原因が究明できていなくても、インシデントレポートを提出する。,5,,X線撮影技術学,第75回(2023),普通
[A86] 胸部X線写真を別に示す。矢印で示す部位と名称の組合せで正しいのはどれか。【別冊No.6 図】,ア — 食道,イ — 大動脈弓,ウ — 左肺静脈,エ — 大葉間裂,オ — 心横隔膜角,2,,X線撮影技術学,第75回(2023),普通
[A87] X線撮影の体位を別に示す。第1斜位はどれか。【別冊No.7 図】,ア,イ,ウ,エ,オ,5,,X線撮影技術学,第75回(2023),普通
[A88] 頸部の単純CT像を別に示す。矢印で示すのはどれか。【別冊No.8 図】,横突起,棘突起,筋突起,歯突起,乳様突起,4,,X線撮影技術学,第75回(2023),普通
[A89] CTDIvolの単位で正しいのはどれか。,cm,mGy,mSv,mGy・cm,mGy/cm,2,,X線撮影技術学,第75回(2023),普通
[A90] 焦点−被写体間距離をa、被写体−検出器間距離をbとしたとき、拡大率はどれか。,a/b,b/a,1＋a/b,1＋b/a,1/a＋1/b,4,,X線撮影技術学,第75回(2023),普通
[A91] 胃部X線造影検査で誤っているのはどれか。,圧迫撮影法では凹凸病変の形態が観察できる。,二重造影法では陰性造影剤として炭酸ガスを使用する。,注腸造影検査に比べて低濃度の硫酸バリウムを使用する。,胃粘膜面に硫酸バリウムを付着させる目的で体位変換を行う。,背臥位二重造影第1斜位像では十二指腸球部から前庭部が描出される。,3,,X線撮影技術学,第75回(2023),普通
[A92] 子宮卵管造影検査で正しいのはどれか。,経時的に撮影する。,40 kV程度の管電圧で撮影する。,骨盤計測を目的とした検査である。,造影剤投与後にKUB撮影を実施する。,油性ヨード造影剤の使用は禁忌である。,1,,X線撮影技術学,第75回(2023),普通
[A93] X線画像の被写体コントラストを決定するのはどれか。2つ選べ。,被写体の厚さ,検出器の入出力特性,入射X線のスペクトル,被写体に入射する光子数,検出器に入射する散乱線,"1,3,5",※委員会判定により複数の組合せ（1・3／1・5／3・5）を正答として取り扱う。,画像工学,第75回(2023),普通
[A94] 図に標本化間隔0.1 mmのCRシステムを用いてエッジをわずかに傾斜させて計測したプリサンプルドMTFを示す。このCRシステムの4 cycles/mmのデジタルMTF値に最も近いのはどれか。,0.15,0.22,0.35,0.46,0.50,"2,3,4,5",※委員会判定により複数の選択肢（2・3・4・5）を正答として取り扱う。,画像工学,第75回(2023),普通
[A95] X線写真のウィナースペクトルについて正しいのはどれか。,体積の次元を持つ。,X線量が少ないほど値が小さくなる。,高空間周波数領域は量子モトルに影響される。,値が大きいほど低コントラスト信号の検出能は優れる。,濃度変動をフーリエ変換しその絶対値を2乗して求める。,5,,画像工学,第75回(2023),普通
[A96] 医療法施行規則で規定されているエックス線診療室の構造設備基準で、画壁等の外側における実効線量限度として正しいのはどれか。,250 µSv/ 3月,1 mSv/年,2 mSv/年,1.3 mSv/ 3月,1 mSv/週,5,,放射線安全管理学,第75回(2023),普通
[A97] 診療放射線技師法で正しいのはどれか。,診療放射線技師が業務を行う場所は病院又は診療所に限定される。,免許を取り消された者は、30日以内に免許証を返納しなければならない。,規定する放射線に百万電子ボルト未満のエネルギーを有する電子線が含まれる。,照射録には、その照射について指示をした医師又は歯科医師の署名を受けなければならない。,業務上知り得た人の秘密を漏らしてはならないが、診療放射線技師でなくなった後はこの限りではない。,4,,放射線安全管理学,第75回(2023),普通
[A98] 国際放射線防護委員会〈ICRP〉2007年勧告における実効線量で正しいのはどれか。,特定の個人に対する線量である。,線量計を用いて直接測定することができる。,内部被ばくの管理には預託実効線量を用いる。,個人のリスク評価のための使用が推奨されている。,被ばくによる組織反応〈確定的影響〉のリスクの程度を表す線量である。,3,,放射線安全管理学,第75回(2023),普通
[A99] 特定放射性同位元素である核種はどれか。,PET検査用18F,甲状腺癌内用療法用131I,高線量率RALS治療用192Ir,前立腺癌永久挿入治療用125I,骨転移を有する去勢抵抗性前立腺癌内用療法用223Ra,3,,放射線安全管理学,第75回(2023),普通
[A100] 内部被ばくの線量評価で正しいのはどれか。,空気中放射性物質濃度測定法は最も精度が高い。,体外計測法では残留関数を用いて摂取量を評価する。,MIRD法では排泄物中の放射性物質濃度を用いて評価する。,実効線量係数は放射性物質濃度の種類によらず一定である。,バイオアッセイ法は主にγ線を放出する放射性物質を対象とする。,2,,放射線安全管理学,第75回(2023),普通
[B1] 放射性核種の半減期で正しいのはどれか。,生物学的半減期は核種に依存しない。,3半減期後に原子数は最初の1/3になる。,半減期が長い核種ほど壊変定数が大きい。,有効半減期は内部被ばく防護の指標として用いられる。,有効半減期は物理学的半減期と生物学的半減期の和である。,4,,診療画像検査学,第75回(2023),普通
[B2] 99 Mo 99mTcジェネレータをミルキングしたときの99mTcの放射能を表すのはどれか。ただし、を99Moの放射能、λを99mTcの壊変定数、λを99Moの壊変定数、をミルキング後の経過時間とする。λ,0.877 × × — ( −λ − −λ ) λ −λ λ,0.877 × × — ( −λ − −λ ) λ −λ λ,0.877 × × — ( −λ − −λ ) λ −λ λ,0.877 × × — ( −λ − −λ ) λ −λ λ,0.877 × × — ( −λ − −λ ) λ −λ,4,,診療画像検査学,第75回(2023),普通
[B3] Wilzbach〈ウィルツバッハ〉法について正しいのはどれか。,標識位置は安定している。,合成は数分程度で完了する。,比放射能が高い標識化合物が得られる。,放射化学的純度が高い標識化合物が得られる。,トリチウムガスと水素原子の交換反応を用いる。,5,,診療画像検査学,第75回(2023),普通
[B4] 放射化分析で正しいのはどれか。2つ選べ。,検出感度が高い。,成分定量の精度が高い。,自己遮へいの影響がない。,多元素同時分析が可能である。,分析目的元素のみ放射化される。,"1,4",,診療画像検査学,第75回(2023),普通
[B5] 散乱線除去グリッドの特性評価項目と式の組合せで正しいのはどれか。ただし、散乱線を吸収する箔の間隔をD、厚さをd、高さをh、全X線透過率をTt、一次X線透過率をTp、散乱X線透過率をTsとする。,選択度 — Ts・Tt−1,露出倍数 — 1・Tt−1,グリッド比 — h・d−1,グリッド密度 — h・（D＋d）,コントラスト改善度 — Tp・Ts−1,2,,診療画像検査学,第75回(2023),普通
[B6] 成人の検査対象臓器と超音波プローブの組合せで適切なのはどれか。2つ選べ。,腎臓 — コンベックス型,乳腺 — セクタ型,甲状腺 — リニア型,腹部大動脈 — リニア型,鼠径リンパ節 — コンベックス型,"1,3",,診療画像検査学,第75回(2023),普通
[B7] X線CT検査においてDRLに用いられる指標はどれか。2つ選べ。,CTDIvol,DLP,ED,ESD,SAR,"1,2",,診療画像検査学,第75回(2023),普通
[B8] 造影剤自動注入装置で正しいのはどれか。2つ選べ。,特定保守管理医療機器である。,造影剤の注入速度を早くすると注入圧力は下がる。,MRIで使用する造影剤注入装置は磁性体材料で作られている。,可変式造影剤注入装置は造影剤注入中に注入速度を変更できる。,装置に表示される注入圧力は血管内へ直接かかる圧力を示している。,"1,4",,診療画像検査学,第75回(2023),普通
