設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A26] 超音波で誤っているのはどれか。,周波数が低いほど減衰しやすい。,媒質の密度は伝搬速度に影響する。,媒質の体積弾性率は伝搬速度に影響する。,反射波と透過波の割合は媒質の音響インピーダンスと関係する。,音響インピーダンスは媒質の密度と媒質中の伝搬速度の積である。,1,,放射線治療技術学,第66回(2014),普通
[A27] 超音波検査法で心室壁運動の評価に適するのはどれか。,Aモード,Bモード,Mモード,ドップラーモード,カラードップラーモード,3,,放射線治療技術学,第66回(2014),普通
[A28] 診断用X線装置の不変性試験について誤っているのはどれか。,使用者または代理人が行う。,担当者は診療放射線技師である。,基礎値は受入試験の値を用いる。,機器の構成要素の性能変化を早期に発見する。,機器の性能が設定基準を満足していることを確認する。,3,,放射線治療技術学,第66回(2014),普通
[A29] 頭部MRI(別冊No. 1)を別に示す。矢印で示すアーチファクトの原因はどれか。,FOV,義歯,血流,外来電波,位相エンコード数,2,,放射線治療技術学,第66回(2014),普通
[A30] スピンエコー法の撮影時間を求める式として正しいのはどれか。ただし、繰り返し時間はTR、エコー時間はTE、周波数エンコード数はNf、位相エンコード数はNp、加算回数はNEXとする。,TR × Nf × NEX,TR × Np × NEX,TR × TE × NEX,TR × Nf × Np × NEX,TR × TE × Nf × Np × NEX,2,,放射線治療技術学,第66回(2014),普通
[A31] 拡散強調画像について誤っているのはどれか。,見かけの拡散係数が得られる。,b値はMPGパルスの間隔を示す。,急性期脳梗塞の診断に用いられる。,撮影には一般的にEPI法が用いられる。,組織の水分子のブラウン運動の大きさを画像化する。,2,,医用画像情報学,第66回(2014),普通
[A32] MRI造影剤について誤っているのはどれか。,SPIOは陰性造影剤として用いられる。,塩化マンガン四水和物はMRCPに用いられる。,クエン酸鉄アンモニウムはリンパ系造影剤である。,Gd-DTPAは気管支喘息の患者には原則禁忌である。,Gd-EOB-DTPAは肝細胞に特異的に取り込まれる。,3,,医用画像情報学,第66回(2014),普通
[A33] MRCPで高信号に描出されるのはどれか。2つ選べ。,脂肪,膵液,胆石,腹水,肝実質,"2,4",,医用画像情報学,第66回(2014),普通
[A34] CHESS法による脂肪抑制MRIで誤っているのはどれか。,低磁場装置に適している。,選択的脂肪抑制パルスを付加する。,水と脂肪のケミカルシフトを利用する。,脂肪抑制効果は静磁場の均一性に依存する。,FOVが大きいと効果が不均一になりやすい。,1,,医用画像情報学,第66回(2014),普通
[A35] MRI造影剤で経口投与するのはどれか。2つ選べ。,Gd-DTPA,Gd-EOB-DTPA,塩化マンガン四水和物,クエン酸鉄アンモニウム,超常磁性酸化鉄コロイド製剤,"3,4",,医用画像情報学,第66回(2014),普通
[A36] ファンクショナルMRIで正しいのはどれか。,造影剤を使用する。,データ取得にSE法を用いる。,データ処理に最大値投影法を用いる。,運動野を描出するために光刺激を行う。,脳の活動に伴う血流変化を画像化している。,5,,診療画像検査学,第66回(2014),普通
[A37] 超音波像のアーチファクトとその原因の組合せで正しいのはどれか。,外側陰影―――――――屈折,鏡面現象―――――――エリアシング,多重反射―――――――温度効果,サイドローブ―――――干渉,後方エコー増強――――全反射,1,,診療画像検査学,第66回(2014),普通
[A38] 超音波像で境界明瞭な無エコー領域として描出されるのはどれか。,肝硬変,肝囊胞,肝膿瘍,脂肪肝,肝血管腫,2,,診療画像検査学,第66回(2014),普通
[A39] 無散瞳眼底写真撮影で正しいのはどれか。,両眼の眼底を撮影する。,撮影は前もって縮瞳させた状態で行う。,撮影開始前に眼圧の測定を必要とする。,黄斑部と視神経乳頭とを重ねて撮影する。,撮影時はまばたきをするように指示する。,1,,診療画像検査学,第66回(2014),普通
[A40] 頭部MRA正面像(別冊No. 2)を別に示す。矢印で示す脳動脈瘤が存在するのはどれか。,椎骨動脈,内頸動脈,脳底動脈,前大脳動脈,中大脳動脈,3,,基礎医学大要,第66回(2014),普通
[A41] 突然の左片麻痺患者の頭部MR像(別冊No. 3)を別に示す。病変が局在するのはどれか。,橋,視床,基底核,小脳虫部,視床下部,1,,基礎医学大要,第66回(2014),普通
[A42] 頸部痛患者のMR像(別冊No. 4)を別に示す。椎間板病変はどのレベルにあるか。,C 2/3,C 3/4,C 4/5,C 5/6,C 6/7,4,,基礎医学大要,第66回(2014),普通
[A43] 肩関節のMR像(別冊No. 5)を別に示す。矢印で示す筋肉はどれか。,棘上筋,棘下筋,大胸筋,肩甲下筋,上腕二頭筋,1,,基礎医学大要,第66回(2014),普通
[A44] 膝関節のMR像(別冊No. 6)を別に示す。矢印で示す病変はどれか。,円盤状半月損傷,内側半月板前角損傷,内側半月板後角損傷,外側半月板前角損傷,外側半月板後角損傷,3,,基礎医学大要,第66回(2014),普通
[A45] 頭部MR像(別冊No. 7)を別に示す。描出されているのはどれか。2つ選べ。,下咽頭,前頭洞,側脳室,内耳道,乳突蜂巣,"4,5",,基礎医学大要,第66回(2014),普通
[A46] 骨盤部MR像(別冊No. 8)を別に示す。正しい組合せはどれか。2つ選べ。,ア――――椎体,イ――――子宮体部,ウ――――直腸,エ―――― Douglas〈ダグラス〉窩,オ――――膀胱,"2,3",,基礎医学大要,第66回(2014),普通
[A47] 頸部MRA像(別冊No. 9)を別に示す。正しい組合せはどれか。,ア――――内頸動脈,イ――――外頸動脈,ウ――――総頸動脈,エ――――後大脳動脈,オ――――椎骨動脈,3,,基礎医学大要,第66回(2014),普通
[A48] 正常の右側腹部斜走査で得た超音波像(別冊No. 10)を別に示す。正しいのはどれか。,矢印は右腎上極を示している。,使用プローブはリニア型である。,肝が腎より背側に描出されている。,連続波の超音波ビームを用いている。,肝腎コントラストの上昇が認められる。,1,,基礎医学大要,第66回(2014),普通
[A49] 核医学検査室での診療放射線技師の行為で適切なのはどれか。,医師が確保した静脈路から放射性医薬品を投与した。,氏名確認の際に自ら名乗ってもらうように患者に促した。,放射線科医がいないため検査報告書に画像所見を記載した。,患者に不安を与えないため放射線被ばくについて説明しなかった。,医師がいなかったため自動体外式除細動器〈AED〉を使用しなかった。,2,,基礎医学大要,第66回(2014),普通
[A50] 集積した場合に腫瘍の種類を推定できるのはどれか。2つ選べ。,18F-FDG,67Ga-クエン酸ガリウム,123I-MIBG,131I-ヨウ化ナトリウム,201Tl-塩化タリウム,"3,4",,基礎医学大要,第66回(2014),普通
"[A51] 放射性医薬品の放射化学的純度の確認のため、薄層クロマトグラフィを行った結果を図に示す。Rf値と放射化学的純度[％]の組合せで正しいのはどれか。2 cm 4 cm 6 cm ↑ ↑ ↑原点測定標識化合物溶媒先端100 cpm 90,000 cpm 1,000 cpm Rf値放射化学的純度[％]",0.2 ――――― 98.8,0.2 ――――― 98.9,0.4 ――――― 99.9,0.4 ――――― 98.8,0.6 ――――― 98.8,4,,基礎医学大要,第66回(2014),普通
[A52] ポジトロン放射性薬剤と得られる情報の組合せで正しいのはどれか。2つ選べ。,11C-PIB ―――――-アミロイド沈着,18F-FLT ―――――-アミノ酸代謝,18F-DOPA ――――-受容体結合,18F-FAMT ――――-核酸代謝,18F-FMISO ――――低酸素状態,,※採点除外問題,基礎医学大要,第66回(2014),普通
[A53] 臓器への集積から排泄までの動態を評価するのはどれか。2つ選べ。,99mTc-GSA,99mTc-MAA,99mTc-PMT,99mTc-DMSA,99mTc-MAG3,"3,5",,基礎医学大要,第66回(2014),普通
[A54] コリメータと使用目的の組合せで正しいのはどれか。,ピンホール――――――大きな被写体を対象として撮影する。,ファンビーム―――――被写体を縮小して撮影する。,スラントホール――――斜め方向から撮影する。,パラレルホール――――同時2方向から撮影する。,ダイバージング――――被写体を拡大して撮影する。,3,,基礎医学大要,第66回(2014),普通
[A55] SPECTで正しいのはどれか。,ピクセルサイズが小さくなるほどSN比は高い。,ピクセルサイズが小さくなるほど空間分解能が低い。,ピクセルサイズが小さくなるほどコントラストが高い。,ピクセルサイズはシステム分解能の2倍以上とする。,検出器の軌道は円軌道よりも近接軌道の方が空間分解能は高い。,5,,放射線生物学,第66回(2014),普通
[A56] PET装置で誤っているのはどれか。,68Ge-68Gaは吸収補正用の外部線源として用いられる。,陽電子の飛程が長い核種で得られる画像の空間分解能は高い。,多数の結晶に複数の光電子増倍管を配列したブロック検出器を用いる。,同時計数には真の同時計数、偶発同時計数および散乱同時計数がある。,真の同時計数は数え落としがないとすると放射能濃度に比例して大きくなる。,2,,放射線生物学,第66回(2014),普通
[A57] シンチグラム上で数cmの円形欠損像が生じた。原因として考えられるのはどれか。,収集カウント過剰,シンチレータの破損,光電子増倍管の不良,不適当なコリメータ装着,不適当なエネルギー設定,3,,放射線生物学,第66回(2014),普通
[A58] SPECTの画質評価の項目で誤っているのはどれか。,計数損失,不均一性,位置依存性,空間分解能,スライス厚,"1,3,5",,放射線生物学,第66回(2014),普通
"[A59] 10時に200 MBqであった18F-FDGの全量を10時55分に患者に投与した。11時50分に撮影を開始し、13時40分に解析を行ったところ、病巣部の放射能測定値は12,000 Bq/cm3であった。SUV値はどれか。ただし、患者は身長150 cm、体重50 kgとし、人体の密度を1 g/cm3、18Fの物理的半減期を110分とする。",3,6,9,30,60,2,,放射線生物学,第66回(2014),普通
[A60] 心筋血流と心機能の同時評価を行うのに適する放射性医薬品と収集法の組合せで正しいのはどれか。,99mTc-PYP ―――――――動態プラナー撮影,99mTc-MIBI ―――――――心電図同期SPECT,99mTc-tetrofosmin ――――呼吸同期SPECT,123I-MIBG ―――――――心電図同期SPECT,123I-BMIPP ―――――――動態プラナー撮影99m,2,,放射線物理学,第66回(2014),普通
[A61] Tc標識脳血流シンチグラフィ製剤とPatlak plot〈パトラックプロット〉法を用いた局所脳血流の定量に必要な手技はどれか。2つ選べ。,静脈採血,１点動脈採血,持続動脈採血,SPECT,動態プラナー撮影99m,"4,5",,放射線物理学,第66回(2014),普通
[A62] TcO4-を用いた甲状腺シンチグラフィで本来甲状腺の存在する部位に甲状腺の描出が見られなかった。正しいのはどれか。,有機化障害を鑑別に考える。,亜急性甲状腺炎は否定的である。,無痛性甲状腺炎は否定的である。,頸部側面像撮影の追加を考慮する。,ヨウ素制限不足の可能性を考える。,4,,放射線物理学,第66回(2014),普通
[A63] 肺換気分布、肺容積分布および洗い出し分布の評価に適するのはどれか。,81mKr,99mTc-HSA,99mTc-MAA,99mTc-テクネガス,133Xe,5,,放射線物理学,第66回(2014),普通
[A64] 異所性胃粘膜の有無を評価するのはどれか。,99mTcO4-,99mTc-PMT,99mTc-フチン酸,123I-IMP,131I-アドステロール,1,,放射線物理学,第66回(2014),普通
[A65] 腎臓核医学検査で正しいのはどれか。,99mTc-MAG3は利尿負荷レノグラムに適する。,99mTc-DTPAは腎血漿流量〈RPF〉の算出に適する。,99mTc-DMSAは糸球体濾過率〈GFR〉の算出に適する。,T1/2が大きいほど排泄能は良好である。,Tmaxが大きいほど排泄能は良好である。,1,,医用工学,第66回(2014),普通
[A66] 悪性リンパ腫の症例で行われた18F – FDG腫瘍PETのMIP正面像(別冊No. 11)を別に示す。病変が認められるのはどれか。,口蓋扁桃,左腋窩リンパ節,縦隔リンパ節,脾臓,左鼠径リンパ節,3,,医用工学,第66回(2014),普通
[A67] 骨シンチグラフィで正しいのはどれか。,検査前に食事制限を行う。,99mTc-HM-PAOを使用する。,投与後約30分で撮影を開始する。,前面像と後面像の双方を撮影する。,活動性の骨髄炎では集積低下所見となる。,4,,医用工学,第66回(2014),普通
[A68] 放射性医薬品を投与した際のある臓器の吸収線量をMIRD法で算出したい。不要な情報はどれか。ただし、当該臓器以外の放射能からの線量寄与はないものとする。,投与放射能量,当該臓器の組織密度,投与した核種の物理的半減期,投与後の当該臓器の初期集積パーセント,投与した核種の当該臓器における生物的半減期,2,,放射線計測学,第66回(2014),普通
[A69] チーム医療を実践する際に重要なのはどれか。,略語の使用,情報の共有,階層的システム,パターナリズム,経験年数の重視,2,,放射線計測学,第66回(2014),普通
[A70] 原発性腫瘍として扁平上皮癌が多いのはどれか。,肺,筋肉,喉頭,骨髄,リンパ節,3,,放射線計測学,第66回(2014),普通
[A71] 乳房温存療法で行う術後照射法はどれか。,回転照射,接線照射,前一門照射,直交二門照射,前後対向二門照射,2,,放射線計測学,第66回(2014),普通
[A72] 患者のPS〈全身状態〉で最も良好なのはどれか。,0,1,2,3,4,1,,放射線計測学,第66回(2014),普通
[A73] リニアックで正しいのはどれか。2つ選べ。,電子の加速ができる。,クライストロンは自励発振管である。,フラットニングフィルタは電子線治療に用いる。,マイクロ波発振管にはサイラトロンが用いられる。,偏向マグネット部は電子線のエネルギーを均一化する。,"1,5",,診療画像機器学,第66回(2014),普通
[A74] 重粒子線や陽子線治療で用いる加速器について誤っているのはどれか。,陽子線治療にサイクロトロンが用いられる。,AVFサイクロトロンは強収束の原理を用いる。,シンクロトロンの偏向電磁石の磁場は一定である。,サイクロトロンの高周波電圧の周波数は一定である。,シンクロトロンの入射器として線形加速器を用いる。,3,,診療画像機器学,第66回(2014),普通
[A75] 組織内照射で永久挿入線源として用いられるのはどれか。2つ選べ。,60Co,125I,137Cs,192Ir,198Au,"2,5",,診療画像機器学,第66回(2014),普通
[A76] ウェッジフィルタを使用した直交二門照射で病巣に2 Gyを照射するとき、1門当たりのモニタ単位[MU]はどれか。ただし、線量の重み付け1：1、TMR 0.92、ウェッジ係数0.70、出力係数0.95、モニタ校正値1.02 cGy/MUとする。,110,160,210,265,320,2,,診療画像機器学,第66回(2014),普通
[A77] 高エネルギー電子線の水吸収線量計測の基準条件で誤っているのはどれか。,SSDは100 cmとする。,照射野は10 cm × 10 cm以上とする。,校正深は0.6R 50－0.1 g cm－2である。,R 50＜4 g cm－2の場合、ファーマ形電離箱を用いる。,平行平板形電離箱の基準点は電離空洞内前面の中心とする。,4,,診療画像機器学,第66回(2014),普通
[A78] 線量率定数を利用した密封小線源の線量計算で必要ないのはどれか。,放射能,非等方性関数,空気カーマ強度,線源幾何学係数,放射状線量関数,1,,診療画像機器学,第66回(2014),普通
[A79] 高エネルギーX線治療で誤っているのはどれか。,子宮頸癌での中央遮蔽は直腸障害を予防する。,食道癌での回転照射は肺の障害を減少させる。,急性白血病の全脳照射では両眼のレンズを遮蔽する。,Ⅰ期声門癌の照射には10 MVより4 MVが適している。,上顎癌でのウェッジフィルタは線量分布の均一性を改善する。,2,,診療画像機器学,第66回(2014),普通
[A80] 全身照射〈TBI〉で誤っているのはどれか。,分割照射で合併症を減らす。,総線量は50 Gyが選択される。,重大な合併症に放射線肺炎がある。,10 cGy/分程度の線量率で照射する。,腫瘍細胞の根絶と免疫制御を目的としている。,2,,診療画像機器学,第66回(2014),普通
[A81] 炭素線や陽子線の拡大ブラッグピーク〈SOBP〉で誤っているのはどれか。,リッジフィルタはSOBPの形成に用いる。,SOBPの形成はエネルギー変調の一種である。,狭いSOBPはスキャニング照射で用いられる。,炭素線のSOBPでは物理線量は深部でより大きくなる。,陽子線では物理線量が平坦になるようにSOBPを形成する。,4,,診療画像機器学,第66回(2014),普通
[A82] 臓器全体が通常分割法で照射される場合、耐容線量が最も低いのはどれか。,脳幹,網膜,顎関節,視交叉,水晶体,5,,診療画像機器学,第66回(2014),普通
[A83] 発症後速やかに放射線治療を行う必要があるのはどれか。,肺癌による胸水,骨転移による疼痛,前立腺癌による尿閉,食道癌による嚥下障害,転移による脊髄横断症状,5,,X線撮影技術学,第66回(2014),普通
[A84] ホルモン療法と外照射が同時併用される疾患はどれか。,上顎癌,喉頭癌,食道癌,肺腺癌,前立腺癌,5,,X線撮影技術学,第66回(2014),普通
[A85] 多分割照射と化学療法との同時併用が根治的治療として用いられる疾患はどれか。,骨肉腫,腎盂癌,大腸癌,小細胞肺癌,胃悪性リンパ腫,4,,X線撮影技術学,第66回(2014),普通
[A86] ある疾患に対する小線源治療1か月後の腹部単純X線写真(別冊No. 12)を別に示す。疾患名はどれか。,直腸癌,膀胱癌,卵巣癌,子宮体癌,前立腺癌,5,,X線撮影技術学,第66回(2014),普通
[A87] 放射線治療用の器具(別冊No. 13)を別に示す。この器具を用いて治療する疾患はどれか。,舌癌,食道癌,胆管癌,大腸癌,子宮頸癌,5,,X線撮影技術学,第66回(2014),普通
[A88] 放射線治療に伴う有害事象を考慮する場合の並列臓器はどれか。,食道,肺門,肝臓,大腸,脊髄,3,,X線撮影技術学,第66回(2014),普通
[A89] 2進数1001101110101101を16進数に変換したのはどれか。,137D,4DD5,4DED,9BAD,9BBD,4,,X線撮影技術学,第66回(2014),普通
[A90] 論理回路を図に示す。論理式はどれか。A C B,C＝(A・B)・(A＋B),C＝(A＋B)・(A・B),C＝(A・B)＋(A・B),C＝(A＋B)・(A＋B),C＝(A＋B)＋(A・B),2,,X線撮影技術学,第66回(2014),普通
[A91] 医用画像について正しいのはどれか。2つ選べ。,8 bitで量子化された画像の階調数は64である。,CADとはコンピュータによる自動診断システムである。,医用画像を原本としてデジタル保存する時は非可逆圧縮を用いる。,DICOMデータはオブジェクト指向モデルに基づいて構成されている。,画素間隔0.1 mmで標本化された画像のナイキスト周波数は5 cycles/mmである。,"4,5",,X線撮影技術学,第66回(2014),普通
[A92] 片面乳剤フィルムにおける現象で発生しないのはどれか。,間欠効果,ハレーション,イラジエーション,クロスオーバ効果,ソラリゼーション,4,,X線撮影技術学,第66回(2014),普通
[A93] 透過光が入射光の10％になるフィルムFAがある。別のフィルムFBを重ねたとき、透過光は入射光の5％になった。FBの写真濃度はどれか。ただし、log102＝0.30とする。,0.05,0.10,0.30,0.50,1.00,3,,画像工学,第66回(2014),普通
[A94] 3 × 3の空間フィルタを図に示す。エッジの抽出に用いるのはどれか。2つ選べ。ただし、数字は重み係数を示す。,1,2,3,4,5,"2,4",,画像工学,第66回(2014),普通
"[A95] 次式で表される画像処理法はどれか。ただし、g (x ,ｙ)は処理後の画像、f (x ,ｙ)は原画像、fa(x ,ｙ)は原画像の平滑化画像、kは強調係数とする。g (x ,ｙ)＝f (x ,ｙ)＋k [f (x ,ｙ)－fa(x ,ｙ)] 1.積分処理2.ボケマスク処理3.経時的サブトラクション処理4.ダイナミックレンジ圧縮処理5.エネルギーサブトラクション処理",1,2,3,4,5,2,,画像工学,第66回(2014),普通
[A96] 医用画像の電子保存の条件で求められるのはどれか。2つ選べ。,完全性,機密性,検索性,見読性,真正性,"4,5",,放射線安全管理学,第66回(2014),普通
[A97] モニタ精度管理で測定器を用いるのはどれか。2つ選べ。,色度,解像度,アーチファクト,グレースケール,コントラスト応答,"1,5",,放射線安全管理学,第66回(2014),普通
[A98] 病院情報システムの規格の組合せで正しいのはどれか。2つ選べ。,HIS-RIS間の患者基本情報―――――――- HL7,装置-RIS間の検査実施情報―――――――- DICOM / MWM,装置-RIS間の検査オーダ情報――――――- DICOM / MPPS,RIS-PACS間の検査オーダ情報――――――- DICOM / Storage,医療機関間のCDでの画像情報交換―――― IHE / PDI-------48,"1,5",,放射線安全管理学,第66回(2014),普通
[B1] 細胞外液より細胞内液の濃度が高いのはどれか。,Cl-,H＋,HCO3-,K＋,Na＋,4,,診療画像検査学,第66回(2014),普通
[B2] 皮質と髄質で構成されるのはどれか。2つ選べ。,甲状腺,肝 — 臓,膵 — 臓,副 — 腎,腎 — 臓,"4,5",,診療画像検査学,第66回(2014),普通
[B3] 腹腔内臓器はどれか。,副 — 腎,膵 — 臓,腎 — 臓,卵 — 巣,膀 — 胱,4,,診療画像検査学,第66回(2014),普通
[B4] 最も尾側に位置する構造はどれか。,顎下腺,甲状腺,喉頭蓋,耳下腺,軟口蓋,2,,診療画像検査学,第66回(2014),普通
[B5] 粘膜が重層扁平上皮で覆われているのはどれか。2つ選べ。,口腔,食道,胃,回腸,S状結腸,"1,2",,診療画像検査学,第66回(2014),普通
[B6] 関節を形成しないのはどれか。,ツチ骨,舌骨,胸骨,肋骨,仙骨,2,,診療画像検査学,第66回(2014),普通
[B7] Lisfranc〈リスフラン〉関節を構成するのはどれか。,脛骨,距骨,踵骨,舟状骨,立方骨,5,,診療画像検査学,第66回(2014),普通
[B8] 肩関節の運動に関与しないのはどれか。,回外筋,棘上筋,広背筋,三角筋,大円筋,1,,診療画像検査学,第66回(2014),普通
[B9] 後縦隔に存在するのはどれか。,胸腺,気管支,奇静脈,横隔神経,腕頭動脈,3,,診療画像検査学,第66回(2014),普通
[B10] 胸管が流入する血管はどれか。,門脈,上大静脈,下大静脈,左鎖骨下静脈,右鎖骨下静脈,4,,診療画像検査学,第66回(2014),普通
[B11] 赤血球を分解するのはどれか。2つ選べ。,肝臓,骨髄,腎臓,脾臓,リンパ節,"1,4",,核医学検査技術学,第66回(2014),普通
[B12] 腎臓で産生されるのはどれか。2つ選べ。,レニン,カルシトニン,バソプレシン,パラトルモン,エリスロポエチン,"1,5",,核医学検査技術学,第66回(2014),普通
[B13] 自律神経機能を調節するのはどれか。,小脳,線条体,辺縁系,連合野,視床下部,5,,核医学検査技術学,第66回(2014),普通
[B14] 味覚障害に関連するのはどれか。,亜鉛,カリウム,カルシウム,ナトリウム,アルミニウム,1,,核医学検査技術学,第66回(2014),普通
