設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A22] 頭部MR像を別に示す。描出されていないのはどれか。【別冊No.7 図】,蝸牛,延髄,半規管,下垂体,側頭葉,4,,放射線治療技術学,第69回(2017),普通
[A23] 頸部MRIのT2強調像を別に示す。矢印で示すのはどれか。【別冊No.8 図】,総頸動脈,椎骨動脈,内頸動脈,腕頭動脈,鎖骨下動脈,2,,放射線治療技術学,第69回(2017),普通
[A24] 右肋弓下走査による肝臓の超音波像を別に示す。矢印で示すのはどれか。【別冊No.9 図】,胆囊,門脈,総胆管,下大静脈,右肝静脈,5,,放射線治療技術学,第69回(2017),普通
[A25] F-FDG PET検査で正しいのはどれか。,管理区域退出直後に授乳させてよい。,検査説明は放射性医薬品投与前に行う。,放射性医薬品投与後には飲水を控えるように指導する。,遮へいには0.25〜0.35 mm鉛当量の防護衣が有効である。,妊娠を申告した診療放射線技師は実効線量5mSv/3月を限度に配置換えする。99m,2,,放射線治療技術学,第69回(2017),普通
[A26] Tcで標識する際に加熱するのはどれか。,DMSA,ECD,MAA,MAG3,MDP,4,,放射線治療技術学,第69回(2017),普通
[A27] 放射性医薬品と集積機序の組合せで正しいのはどれか。,99mTc-MAA — 化学吸着,99mTc-MDP — 貪食作用,99mTc-スズコロイド毛細血管塞栓,123I-IMP — イオン輸送,123I-イオマゼニル — レセプタ結合,5,,放射線治療技術学,第69回(2017),普通
[A28] ガンマカメラの空間分解能を半値幅で表した場合、固有分解能Ri、コリメータ幾何学的分解能Rc、システム分解能Roの間で成り立つ関係はどれか。,Rc＝Ri＋Ro,Ri＝Rc＋Ro,Ri2＝Rc2＋Ro2,Ro＝Ri＋Rc,Ro2＝Ri2＋Rc2,5,,放射線治療技術学,第69回(2017),普通
[A29] PET収集で正しいのはどれか。,3D収集ではセプタを装着する。,感度は2D収集よりも3D収集の方が高い。,3D収集のスライス数はリング数に比例する。,散乱同時計数は2D収集よりも3D収集の方が少ない。,偶発同時計数は2D収集よりも3D収集の方が少ない。,2,,放射線治療技術学,第69回(2017),普通
[A30] SPECTの2核種同時収集で使用される組合せで正しいのはどれか。,99mTc — 89 Sr,99mTc — 90 Y,123I — 111 In,123I — 201 Tl,131I — 201 Tl,4,,放射線治療技術学,第69回(2017),普通
[A31] Patlak〈パトラック〉プロット法による脳血流SPECTの定量解析で正しいのはどれか。,動脈血採血を行う。,静脈血採血を行う。,SPECT撮影が2回必要である。,99mTc-ECD SPECTで用いられる。,プラナー像で頸動脈に関心領域を設定する。,4,,医用画像情報学,第69回(2017),普通
[A32] 髄腔内投与をするのはどれか。,99mTc-ECD,99mTc-HMPAO,111In-DTPA,111In-塩化インジウム,123I-IMP 131,3,,医用画像情報学,第69回(2017),普通
[A33] I-アドステロールシンチグラフィで正しいのはどれか。,急速静注を行う。,甲状腺ブロックを行う。,投与1日後に撮影する。,褐色細胞腫の診断に使用する。,健常者では副腎は描出されない。,2,,医用画像情報学,第69回(2017),普通
[A34] 検査と放射性医薬品の組合せで誤っているのはどれか。99m,肝シンチグラフィ — Tc-スズコロイド99m,肝受容体シンチグラフィ — Tc-GSA 99m,肝・胆道シンチグラフィ — Tc-PMT 99m,唾液腺シンチグラフィ — Tc-RBC 99m,消化管出血シンチグラフィ — Tc-HSAD,4,,医用画像情報学,第69回(2017),普通
[A35] 人権保護の原則を提唱していないのはどれか。,リスボン宣言,患者の権利章典,ヘルシンキ宣言,ヒポクラテスの誓い,ニュルンベルク綱領,4,,医用画像情報学,第69回(2017),普通
[A36] 病院内で発生した事故を発見した場合に最初に行うべきなのはどれか。2つ選べ。,応援要請,救命救急処置,事故状況の記録,事故原因の究明,緊急連絡体制の整備,"1,2",,診療画像検査学,第69回(2017),普通
[A37] 一様な磁束密度Bを持つサイクロトロンの回転半径はどれか。ただし、mは加速粒子の質量、vは速さ、qは電荷である。qB,2πm 2πm,qB m,qvB mv,qB qB,mv,4,,診療画像検査学,第69回(2017),普通
[A38] 放射線治療計画の各種体積の二次元的模式図を示す。1ア3、1イ3、1ウ3に当てはまる体積で正しい組合せはどれか。1ア3 1イ3 1ウ3,計画標的体積臨床標的体積 — 体内標的体積,臨床標的体積体内標的体積 — 計画標的体積,計画標的体積体内標的体積 — 臨床標的体積,臨床標的体積計画標的体積 — 体内標的体積,体内標的体積計画標的体積 — 臨床標的体積,2,,診療画像検査学,第69回(2017),普通
[A39] 外部放射線治療における校正深の水吸収線量測定で必要ないのはどれか。,気圧,線質指標,軸外線量比,線質変換係数,水吸収線量校正定数,3,,診療画像検査学,第69回(2017),普通
[A40] 線量体積ヒストグラムで正しいのはどれか。2つ選べ。,表示方法には微分型と積算型がある。,複数の治療計画の比較に用いられる。,並列臓器の評価には用いることができない。,ターゲットや重要臓器の線量と密度の関係を示す。,V70は70％以上の体積に照射されている線量である。,"1,2",,基礎医学大要,第69回(2017),普通
[A41] 病名と照射法の組合せで正しいのはどれか。2つ選べ。,舌癌 — 組織内照射,胃癌 — 定位照射,声門癌 — 腔内照射,食道癌 — 回転照射,白血病 — 全身照射,"1,5",,基礎医学大要,第69回(2017),普通
[A42] 子宮頸癌の密封小線源を用いた腔内照射で正しいのはどれか。,線源に131Iが使用される。,線量処方点にB点が使用される。,線源停留時間は均等時間配分で行う。,外部照射と併用する場合は中央遮へいを行う。,子宮内アプリケータにオボイドが使用される。,4,,基礎医学大要,第69回(2017),普通
[A43] 定位放射線照射の適応となるのはどれか。,腎癌,大腸癌,子宮頸癌,転移性骨腫瘍,転移性肺腫瘍,5,,基礎医学大要,第69回(2017),普通
[A44] 緊急照射の適応となるのはどれか。,前立腺癌による尿閉,食道癌による通過障害,胆管癌による黄疸症状,骨転移による脊髄横断症状,膵癌の十二指腸浸潤による消化管閉塞,4,,基礎医学大要,第69回(2017),普通
[A45] 2進数10101001を16進数に変換したのはどれか。,51,93,A9,B5,C7,3,,基礎医学大要,第69回(2017),普通
[A46] コンピュータの5大機能でないのはどれか。,演算,記憶,制御,通信,入力,4,,基礎医学大要,第69回(2017),普通
[A47] X線センシトメトリで得られた特性曲線から計測できるのはどれか。2つ選べ。,解像度,階調度,寛容度,鮮鋭度,粒状度,"2,3",,基礎医学大要,第69回(2017),普通
[A48] Fourier〈フーリエ〉変換で正しいのはどれか。2つ選べ。,線形変換である。,対称性を持たない。,偶関数をFourier変換すると純虚数になる。,Parseval〈パーシバル〉の定理はパワースペクトルの性質を表している。,実空間のコンボリューション積分は周波数空間でそれぞれの関数の和となる。,"1,4",,基礎医学大要,第69回(2017),普通
[A49] 診療録等の電子保存の3原則に含まれるのはどれか。2つ選べ。,安全性,共通性,再現性,真正性,保存性,"4,5",,基礎医学大要,第69回(2017),普通
[A50] 最も腹側に位置するのはどれか。,胃,腎臓,膵臓,副腎,大動脈,1,,基礎医学大要,第69回(2017),普通
[A51] リボソームが付着する細胞内小器官はどれか。,核小体,小胞体,リソソーム,ミトコンドリア,Golgi〈ゴルジ〉体,2,,基礎医学大要,第69回(2017),普通
[A52] 喫煙と関連が少ないのはどれか。,狭心症,歯周病,肺気腫,肺腺癌,慢性気管支炎,4,,基礎医学大要,第69回(2017),普通
[A53] 頭蓋骨を構成するのはどれか。2つ選べ。,距骨,篩骨,三角骨,蝶形骨,有頭骨,"2,4",,基礎医学大要,第69回(2017),普通
[A54] 肺の栄養血管はどれか。,肺動脈,内胸動脈,肋間動脈,気管支動脈,外側胸動脈,4,,基礎医学大要,第69回(2017),普通
[A55] 膵臓から分泌されるホルモンはどれか。2つ選べ。,リパーゼ,インスリン,ガストリン,グルカゴン,アルドステロン,"2,4",,放射線生物学,第69回(2017),普通
[A56] 尿量調節と関連が最も低いのはどれか。,レニン,バソプレシン,アルドステロン,ソマトスタチン,アンジオテンシン,4,,放射線生物学,第69回(2017),普通
[A57] 眼球運動に関わるのはどれか。,視神経,滑車神経,顔面神経,三叉神経,迷走神経,2,,放射線生物学,第69回(2017),普通
[A58] 経口感染するのはどれか。,結核菌,サルモネラ菌,風疹ウイルス,梅毒トレポネーマ,インフルエンザウイルス,2,,放射線生物学,第69回(2017),普通
[A59] 高血圧を呈するのはどれか。,川崎病,慢性膵炎,褐色細胞腫,多発性骨髄腫,甲状腺機能低下症,3,,放射線生物学,第69回(2017),普通
[A60] 眼窩吹き抜け骨折の症状として誤っているのはどれか。,複視,鼻出血,眼窩気腫,眼球突出,視力障害,4,,放射線物理学,第69回(2017),普通
[A61] 小児に好発する脳腫瘍はどれか。,髄芽腫,髄膜腫,血管芽腫,下垂体腺腫,悪性リンパ腫,1,,放射線物理学,第69回(2017),普通
[A62] 白内障について誤っているのはどれか。,高齢者に多い。,水晶体の混濁を生じる。,主な症状は視力の低下である。,放射線被ばくは原因の一つである。,ほとんどの場合は薬物治療で改善する。,5,,放射線物理学,第69回(2017),普通
[A63] 染色体異常によって起こるのはどれか。2つ選べ。,Cushing〈クッシング〉症候群,Sjögren〈シェーグレン〉症候群,Turner〈ターナー〉症候群,Down〈ダウン〉症候群,ネフローゼ症候群,"3,4",,放射線物理学,第69回(2017),普通
[A64] 予防にワクチンが用いられている疾患はどれか。,麻疹,C型肝炎,HIV感染症,MRSA感染症,マイコプラズマ肺炎,1,,放射線物理学,第69回(2017),普通
[A65] アポトーシスを起こした細胞で生じる現象はどれか。2つ選べ。,核凝縮,細胞分裂,DNA複製,染色体分裂,細胞骨格の破壊,"1,5",,医用工学,第69回(2017),普通
[A66] しきい線量が最も低いのはどれか。,卵巣1不妊3,皮膚1紅斑3,脊髄1麻痺3,精巣1永久不妊3,骨髄1造血機能低下3,5,,医用工学,第69回(2017),普通
"[A67] 全身に1回1,000 Gyの大量被ばくを受けた直後に生じるのはどれか。",脳死,分裂死,腸管死,骨髄死,発がん,1,,医用工学,第69回(2017),普通
[A68] LETについて正しいのはどれか。,電子線は高LET放射線である。,酸素効果はLETの増加とともに減少する。,LETが大きくなればRBEは直線的に大きくなる。,線量率効果は低LET放射線よりも高LET放射線で大きい。,分割照射による耐容性の増加は低LET放射線よりも高LET放射線で大きい。,2,,放射線計測学,第69回(2017),普通
[A69] 温熱療法について正しいのはどれか。,低酸素細胞には効果が低い。,化学療法との併用効果は乏しい。,細胞周期のS期で感受性が高い。,連続して毎日施行するのが望ましい。,殺細胞効果は38〜40 ℃の範囲で最も高い。,3,,放射線計測学,第69回(2017),普通
[A70] 1MVの電位差で獲得する運動エネルギーが最も大きいのはどれか。,電子,陽子,α粒子,重陽子,陽電子,3,,放射線計測学,第69回(2017),普通
[A71] 半減期と放射線のエネルギーの関係がGeiger-Nuttall〈ガイガー・ヌッタル〉の法則で表されるのはどれか。,α線,β−線,β＋線,γ線,ニュートリノ,1,,放射線計測学,第69回(2017),普通
[A72] 電子対生成で生じた電子と陽電子の全運動エネルギーが5MeVのとき、入射光子のエネルギーPMeVQに最も近いのはどれか。ただし、入射光子のエネルギーは単色とする。,5,6,8,10,11,2,,放射線計測学,第69回(2017),普通
[A73] 10 MeVのα線と飛程が等しくなる陽子線のエネルギーPMeVQはどれか。,0.625,2.5,5,40,160,2,,診療画像機器学,第69回(2017),普通
[A74] 固有音速が大きい順に並んでいるのはどれか。,肝 — 臓＞脂肪＞筋肉,筋 — 肉＞肝臓＞脂肪,筋 — 肉＞脂肪＞肝臓,脂 — 肪＞肝臓＞筋肉,脂 — 肪＞筋肉＞肝臓,2,,診療画像機器学,第69回(2017),普通
[A75] 内部が真空で、単位長さ当たりの巻数100 cm−1のソレノイドに電流10 Aを流したとき、内部に生じる磁場PTQはどれか。ただし、磁気定数は4π × 10−7 T･m･A−1とする。,4π × 10−4,8π × 10−4,4π × 10−3,8π × 10−3,4π × 10−2,5,,診療画像機器学,第69回(2017),普通
[A76] 降圧形DC-DCコンバータを図に示す。図中のTrはスイッチングトランジスタ、Dはダイオード、Cはコンデンサである。インダクタンスLに流れる電流が連続的で定常状態の場合、Ton＝4Toffの関係のときのV0とV1の関係はどれか。ただし、入力電圧をV0、出力電圧をV1、スイッチングトランジスタTrがオンになっている時間をTon、Trがオフになっている時間をToffとする。,V1＝0.20 V0,V1＝0.25 V0,V1＝0.30 V0,V1＝0.35 V0,V1＝0.40 V0 n1,,※採点除外問題,診療画像機器学,第69回(2017),普通
"[A77] 容量30 kVA、巻数比暗30の変圧器で、定格負荷における2次電流PAQはどn2れか。ただし、n1は1次巻線数、n2は2次巻線数、1次電圧は6,000 Vとし、損失は無視する。",0.16,1,6,150,900,4,,診療画像機器学,第69回(2017),普通
[A78] 物理量と放射線の組合せで正しいのはどれか。2つ選べ。,W値 — 陽子線,阻止能 — γ線,カーマ — 電子線,シーマ — 中性子線,照射線量 — X線,"1,5",,診療画像機器学,第69回(2017),普通
[A79] 化学反応を利用するのはどれか。2つ選べ。,セリウム線量計,ゲルマニウム検出器,フォトダイオード検出器,Fricke〈フリッケ〉線量計,Cherenkov〈チェレンコフ〉検出器,"1,4",,診療画像機器学,第69回(2017),普通
[A80] Bragg-Gray〈ブラッグ・グレイ〉の空洞理論で誤っているのはどれか。,荷電粒子に適用できる。,電子平衡状態で成立する。,空洞内の電子フルエンスは一様である。,空洞の大きさは二次電子の最大飛程より小さい。,空気と物質の吸収線量の比は質量エネルギー吸収係数の比に等しい。,5,,診療画像機器学,第69回(2017),普通
[A81] 放射線検出器でMg2SiO4:Tbを用いるのはどれか。,半導体検出器,蛍光ガラス線量計,熱ルミネセンス線量計,シンチレーション検出器,光刺激ルミネセンス線量計,3,,診療画像機器学,第69回(2017),普通
"[A82] ゲルマニウム検出器のγ線エネルギー校正で、500 keVと1,000 keVの光電ピークのチャネルが900と1,900であった。光電ピークが1,300チャネルである未知核種のエネルギー値PkeVQはどれか。ただし、エネルギー校正曲線は直線近似できるものとする。",600,650,700,750,800,3,,診療画像機器学,第69回(2017),普通
[A83] IVRにおける診療放射線技師の対応として正しいのはどれか。,腹腔動脈を自由呼吸下で撮影した。,清潔野に素手で触れた器具を置いた。,術者の被ばく線量を面積線量計で評価した。,含鉛アクリル板をできる限りX線管に近づけて設置した。,ヨード造影剤を投与前に36 ℃程度まで加温して使用した。,5,,X線撮影技術学,第69回(2017),普通
[A84] X線撮影用グリッドの使用で正しいのはどれか。,被ばく線量が低下する。,乳房拡大撮影で使用する。,検出器に入る散乱線が増加する。,画像のコントラストが向上する。,管電流の大きさに応じてグリッド比を変える。,4,,X線撮影技術学,第69回(2017),普通
[A85] 側臥位胸部正面X線撮影が診断に最も有用なのはどれか。,胸水,胸骨骨折,鎖骨骨折,消化管穿孔,気管支異物,1,,X線撮影技術学,第69回(2017),普通
[A86] アキレス腱のX線撮影で正しいのはどれか。,拡大撮影を行う。,自重による負荷をかける。,肥厚の観察を目的とする。,水溶性ヨード造影剤を使用する。,120 kV程度の高管電圧で撮影する。,3,,X線撮影技術学,第69回(2017),普通
[A87] X線CTの部分体積効果で正しいのはどれか。,臓器の辺縁が不明瞭になる。,微小な構造物の描出に役立つ。,管電流を大きくすることで低減する。,スライス厚を厚くすることで低減する。,リング状アーチファクトの原因になる。,1,,X線撮影技術学,第69回(2017),普通
[A88] 肝臓の造影CTで正しいのはどれか。,検査前の食事制限は必要ない。,一度の息止めで多時相を撮影する。,消化管造影の直後に行っても問題ない。,造影剤を30〜60分程度かけて点滴する。,検査前に推算糸球体濾過量〈eGFR〉を確認する。,5,,X線撮影技術学,第69回(2017),普通
[A89] 右手X線撮影PA像の部分像を別に示す。舟状骨はどれか。【別冊No.10 図】,A,B,C,D,E,4,,X線撮影技術学,第69回(2017),普通
[A90] 腫瘤性病変を含む乳房のX線写真を別に示す。正しいのはどれか。【別冊No.11 図】,頭尾方向撮影である。,腫瘤濃度は高濃度である。,腫瘤辺縁は境界明瞭である。,乳房の構成は高濃度である。,腫瘤占拠部位はX領域である。,2,,X線撮影技術学,第69回(2017),普通
[A91] 骨盤部の血管造影写真を別に示す。正しい組合せはどれか。【別冊No.12 図】,ア — 総腸骨動脈,イ — 内腸骨動脈,ウ — 外腸骨動脈,エ — 浅大K動脈,オ — 膝窩動脈,3,,X線撮影技術学,第69回(2017),普通
[A92] 骨盤部のCT像を別に示す。矢印で示すのはどれか。【別冊No.13 図】,精索,直腸,膀胱,前立腺,肛門挙筋,4,,X線撮影技術学,第69回(2017),普通
[A93] X線画像特性を調べる器具の写真を別に示す。評価できるのはどれか。【別冊No.14 図】,解像特性,階調特性,感度特性,粒状特性,入出力特性,1,,画像工学,第69回(2017),普通
[A94] 関数f(x)をFourier〈フーリエ〉変換して得た関数F(u)を図に示す。f(x)を表すのはどれか。,1,2,3,4,5,2,,画像工学,第69回(2017),普通
[A95] DQEから分かるのはどれか。,解像特性,雑音特性,信号検出能,コントラスト特性,X線光子の利用効率,5,,画像工学,第69回(2017),普通
[A96] 線量限度が適用される被ばくはどれか。2つ選べ。,患者を介助する家族の被ばく,生物医学研究の志願者の被ばく,放射線施設の近隣住民の被ばく,画像誘導放射線治療の患者の被ばく,診療放射線技師の業務に伴う被ばく,"3,5",,放射線安全管理学,第69回(2017),普通
[A97] 診療放射線技師法に規定される｢診療の補助｣として用いる装置に該当しないのはどれか。,X線CT装置,核医学診断装置,超音波診断装置,眼底写真撮影装置,磁気共鳴画像診断装置,1,,放射線安全管理学,第69回(2017),普通
[A98] 電離放射線障害防止規則に規定されている健康診断で正しいのはどれか。,記録は永久保存する。,眼の検査は含まない。,検査項目は省略できない。,12月以内ごとに実施する。,電離健康診断個人票を作成する。,5,,放射線安全管理学,第69回(2017),普通
[A99] 非密封放射性同位元素使用施設の安全管理で正しいのはどれか。,管理区域内は外気より陽圧に保つ。,床材は液体が浸透しやすいものとする。,グローブボックス内は室内空気より陽圧に保つ。,汚染検査室は管理区域内の出入口付近に設置する。,すべての施設で排気設備を設けなければならない。,4,,放射線安全管理学,第69回(2017),普通
[A100] 1.2 Bq/cm3の59Feと0.9 Bq/cm3の89Srを含む放射性廃液5トンを排水するための最小の希釈倍数はどれか。ただし、排水中の濃度限度を59Feは0.4 Bq/cm3、89Srは0.3 Bq/cm3とする。,3,6,12,25,30,2,,放射線安全管理学,第69回(2017),普通
[B1] 壊変形式が同一の核種の組合せはどれか。,3H — 11 C,13N 15 O,18F 24 Na,32P 82 Rb,68Ga 40 K,2,,診療画像検査学,第69回(2017),普通
[B2] 親核種と娘核種の組合せで過渡平衡が成立するのはどれか。2つ選べ。,81Rb 81m Kr,90Sr 90 Y,99Mo 99m Tc 137 — 137m,Cs — Ba 226 — 222,Ra — Rn,"1,3",,診療画像検査学,第69回(2017),普通
[B3] ラジオコロイドで正しいのはどれか。,器壁に吸着しない。,ろ過で分離できない。,遠心分離で分離できない。,イオン交換樹脂に吸着されない。,核種の濃度は生成に関係しない。,4,,診療画像検査学,第69回(2017),普通
[B4] 放射化分析で生成される核種の放射能について正しいのはどれか。,照射時間に依存しない。,試料温度に依存しない。,生成前核種の数に依存しない。,生成核種の半減期に依存しない。,照射する粒子線束密度に依存しない。,2,,診療画像検査学,第69回(2017),普通
[B5] X線管を流れる電流について正しいのはどれか。2つ選べ。,空間電荷電流は実焦点面積の2乗に比例する。,空間電荷電流は陽極-陰極間電圧に比例する。,飽和電子流はフィラメントの原子番号に比例する。,空間電荷電流は陽極-陰極間距離の2乗に反比例する。,飽和電子流はフィラメントの絶対温度の2乗に比例する。,"4,5",,診療画像検査学,第69回(2017),普通
[B6] インバータ式X線高電圧装置で誤っているのはどれか。,インバータ周波数が高いほど電源効率は低い。,電源インピーダンスが高いほど装置の定格出力は小さい。,高電圧ケーブルが長いほど管電圧のリプル百分率は小さい。,インバータ周波数が高いほど管電圧のリプル百分率は小さい。,インバータ周波数が高いほど高周波高電圧変圧器の損失は小さい。,5,,診療画像検査学,第69回(2017),普通
[B7] FPDについて正しいのはどれか。2つ選べ。,間接変換方式には輝尽性蛍光体が用いられる。,画像読み取り部にはTFTアレイが用いられる。,X線変換層と画像読み取り部が一体化している。,直接変換方式にはフォトダイオードが用いられる。,レーザー光を照射することによって信号を取り出す。,"2,3",,診療画像検査学,第69回(2017),普通
[B8] X線の減弱係数が水の1.2倍である組織のCT値〈HU〉はどれか。,2,12,20,120,200,5,,診療画像検査学,第69回(2017),普通
[B9] 造影CT像から作成した再構成画像を別に示す。用いられている画像処理法はどれか。【別冊No.1 図】,仮想内視鏡,surface rendering法,volume rendering 4VR6法,multi-planar reconstruction 4MPR6法,maximum intensity projection 4MIP6法,3,,診療画像検査学,第69回(2017),普通
[B10] CTのアーチファクトでないのはどれか。,リング,シャワー,コーンビーム,ケミカルシフト,ビームハードニング,4,,診療画像検査学,第69回(2017),普通
[B11] MRIにおいてSN比が上昇するのはどれか。,TRを短くする。,TEを長くする。,加算回数を増やす。,スライスを薄くする。,パラレルイメージングを併用する。,3,,核医学検査技術学,第69回(2017),普通
[B12] MRIにおける傾斜磁場について正しいのはどれか。,スリューレートの単位はT･m−1である。,最大傾斜磁場の単位はT･m−1･s−1である。,傾斜磁場コイルはRFコイルと兼用することができる。,傾斜磁場コイルは静磁場コイルの外側に配置されている。,傾斜磁場コイルはx、y、zのそれぞれの方向に必要である。,5,,核医学検査技術学,第69回(2017),普通
"[B13] Doppler4ドプラ6法において、送信周波数5MHz、ドプラシフト周波数1kHz、音速1,500 m/s、超音波入射方向と血管走行方向のなす角度が60度のときの血流速度〈cm/s〉はどれか。",10,20,30,40,50,3,,核医学検査技術学,第69回(2017),普通
[B14] JISで定められた不変性試験項目のうち、X線CT装置と磁気共鳴画像診断装置の両方で行うのはどれか。2つ選べ。,スライス厚,空間分解能,信号ノイズ比,幾何学的ひずみ,患者位置決め精度,"1,2",,核医学検査技術学,第69回(2017),普通
