設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A23] 肺癌に対する放射線治療の基準点線量処方で正しいのはどれか。,平均肺線量処方,計画標的体積のD2cc処方,計画標的体積のD95％処方,計画標的体積のDmax処方,計画標的体積のV20Gy処方,,※採点除外問題,放射線治療技術学,第78回(2026),普通
[A24] 緩和的放射線治療の適応に最もなりにくいのはどれか。,胃癌による出血,腹水による食欲不振,多発性の転移性脳腫瘍,疼痛を有する転移性骨腫瘍,転移性骨腫瘍による脊髄圧迫,2,,放射線治療技術学,第78回(2026),普通
[A25] 日本国内の炭素線治療施設で稼働している加速器はどれか。,タンデトロン,ベータトロン,サイクロトロン,シンクロトロン,マイクロトロン,4,,放射線治療技術学,第78回(2026),普通
[A26] 放射線治療時の深部線量分布を図に示す。図のaからeの線量分布のうち炭素線の物理線量分布を示すのはどれか。,a,b,c,d,e,5,,放射線治療技術学,第78回(2026),普通
[A27] 直線加速器の幾何学的管理項目で正しいのはどれか。,MU値直線性,X線出力係数,物理ウェッジ係数,絶対線量の出力不変性,光照射野と放射線照射野の一致,5,,放射線治療技術学,第78回(2026),普通
[A28] 水ファントム中の深さ方向における10 MV X線の等線量曲線を別に示す。の等線量曲線はどれか。図。【別冊No.7A・B 図】,60Coγ線,4 MV X線,15 MeV電子線,250 MeV炭素線,250 MeV陽子線,3,,放射線治療技術学,第78回(2026),普通
[A29] MLCの構造とビームの通過位置を別に示す。MLCの透過線量を示す用語の組合せで正しいのはどれか。A B。【別冊No.8 図】,inter-leaf transmission — leaf end transmission,inter-leaf transmission — intra-leaf transmission,intra-leaf transmission — leaf end transmission,intra-leaf transmission — inter-leaf transmission,leaf end transmission — intra-leaf transmission,4,,放射線治療技術学,第78回(2026),普通
[A30] 密封小線源治療の対象となるのはどれか。2つ選べ。,喉頭癌,卵巣癌,子宮頸癌,前立腺癌,悪性リンパ腫,"3,4",,放射線治療技術学,第78回(2026),普通
[A31] 人工ニューラルネットワークの学習過程で各層の重みを出力層側からたどって調整する方法はどれか。,線形判別分析,ランダムフォレスト,ロジスティック回帰,サポートベクターマシン,バックプロパゲーション,5,,医用画像情報学,第78回(2026),普通
[A32] 5 × 5の画素値の分布Aを図に示す。縦方向に平行投影でMIP処理を行った後の投影数列で正しいのはどれか。画素値の分布A i\j 1 2 3 4 5 1 2 8 5 3 5 2 6 1 7 2 4 3 4 6 2 4 6 4 3 2 6 3 1 5 0 3 5 3 4,— 0 1 2 — 2 1,— 3 4 5 — 3 4,— 6 8 7 — 4 6,— 8 7 6 — 6 5,15 20 25 15 20,3,,医用画像情報学,第78回(2026),普通
[A33] Webサイトに短時間で大量のアクセスを集中させてサービスを停止させるのはどれか。,DoS攻撃,標的型攻撃,フィッシング,ランサムウェア,SQLインジェクション攻撃,1,,医用画像情報学,第78回(2026),普通
[A34] 放射線情報システムから撮影装置に対して患者の検査に必要な情報を提供するために用いられるDICOMの機能（サービスクラス）はどれか。,storage,verification,query and retrieve〈Q/R〉,modality worklist management〈MWM〉,modality performed procedure step〈MPPS〉,4,,医用画像情報学,第78回(2026),普通
[A35] 画像診断用ディスプレイの評価で階調ごとの輝度の実測値と理論値の差によって求められるのはどれか。,解像度,輝度比,最大輝度,輝度均一性,コントラスト応答,5,,医用画像情報学,第78回(2026),普通
[A36] 医療事故の防止対策で正しいのはどれか。,ヒヤリハット事例の隠匿,注意力を高めるための訓練,インシデント報告に対する処罰,過誤を起こしにくい器具の採用,性格適性検査に基づく配置転換,4,,診療画像検査学,第78回(2026),普通
[A37] ショックの原因と初期治療の組合せで正しいのはどれか。,敗血症 — 抗血小板薬,緊張性気胸 — 胸腔穿刺,急性心筋梗塞 — 副腎皮質ホルモン剤,大動脈瘤破裂 — 抗凝固薬,アナフィラキシー — 硫酸アトロピン,2,,診療画像検査学,第78回(2026),普通
[A38] ヨード造影剤の血管内投与の禁忌で正しいのはどれか。2つ選べ。,小児,妊婦,腸閉塞,重篤な甲状腺疾患,ヨード過敏症の既往歴,"4,5",,診療画像検査学,第78回(2026),普通
[A39] MRIにおける安全性で正しいのはどれか。,緊急時の救命処置は検査室内で行う。,人体の発熱は主に傾斜磁場によって生じる。,胎児や乳児に対する安全性は確立されている。,導電性ワイヤーを内在したカテーテルは、発熱の原因となる。,条件つきMRI対応ペースメーカは、撮影条件を遵守すればすべての施設で検査が可能である。,4,,診療画像検査学,第78回(2026),普通
[A40] 細胞のエネルギー産生に最も深く関わるのはどれか。,核,小胞体,リボソーム,ミトコンドリア,Golgi〈ゴルジ〉体,4,,基礎医学大要,第78回(2026),普通
[A41] 左右一対あるのはどれか。2つ選べ。,延髄,視床,脳梁,被殻,下垂体,"2,4",,基礎医学大要,第78回(2026),普通
[A42] 門脈に流入するのはどれか。,奇静脈,腎静脈,肺静脈,下大静脈,上腸間膜静脈,5,,基礎医学大要,第78回(2026),普通
[A43] 胎盤を通過する抗体はどれか。,IgA,IgD,IgE,IgG,IgM,4,,基礎医学大要,第78回(2026),普通
[A44] 我が国の新規人工透析導入の原因で最も多いのはどれか。,腎結石,多発性囊胞腎,糖尿病性腎症,ループス腎炎,慢性糸球体腎炎,3,,基礎医学大要,第78回(2026),普通
[A45] 情報機器作業に関連する自覚症状で頻度が低いのはどれか。,胸 — 痛,腰 — 痛,頸部痛,眼精疲労,手関節痛,1,,基礎医学大要,第78回(2026),普通
[A46] 肩関節の腱板を構成する構造で誤っているのはどれか。,棘上筋腱,棘下筋腱,小円筋腱,肩甲下筋腱,上腕二頭筋長頭腱,5,,基礎医学大要,第78回(2026),普通
[A47] 細菌性肺炎の患者の血液検査で異常高値となる可能性が高いのはどれか。,赤血球数,血色素量,ヘマトクリット値,白血球数,血小板数,4,,基礎医学大要,第78回(2026),普通
[A48] 若年者と比較して高齢者で発症頻度が低いのはどれか。,多発性硬化症,慢性硬膜下血腫,特発性正常圧水頭症,Parkinson〈パーキンソン〉病,Alzheimer〈アルツハイマー〉型認知症,1,,基礎医学大要,第78回(2026),普通
[A49] 食道と同じ上皮組織を持つ臓器はどれか。,胃,十二指腸,回腸,結腸,肛門,5,,基礎医学大要,第78回(2026),普通
[A50] 壊死に伴う変化はどれか。,細胞収縮,細胞分裂,細胞膜の破裂,核クロマチンの凝縮,プログラムされた死,3,,基礎医学大要,第78回(2026),普通
[A51] 播種性血管内凝固〈DIC：disseminated intravascular coagulation〉で認められるのはどれか。,血小板数増加,D-ダイマー増加,フィブリノゲン増加,プラスミノゲン増加,活性化部分トロンボプラスチン時間短縮,2,,基礎医学大要,第78回(2026),普通
[A52] 慢性放射線皮膚炎が先行病変となるのはどれか。,悪性黒色腫,カポジ肉腫,有棘細胞癌,メルケル細胞癌,成人T細胞白血病,3,,基礎医学大要,第78回(2026),普通
[A53] 内分泌器官はどれか。,汗腺,乳腺,涙腺,顎下腺,副甲状腺,5,,基礎医学大要,第78回(2026),普通
[A54] 診療放射線技師が実施できる行為はどれか。,胸部正面X線写真にて腫瘤影を認めたので、側面像を追加した。,国家試験合格を確認したので、すぐに診療放射線技師業務を開始した。,人員が不足していたため、看護師に照射スイッチを押すように依頼した。,放射線治療中に患者が体調不良を訴えたため、一時的に治療を中断した。,未告知の癌患者に放射線治療の適応について問いただされたため、告知した。,4,,基礎医学大要,第78回(2026),普通
[A55] 水の放射線分解で正しいのはどれか。,活性酸素は生じない。,電離した水分子は不対電子を持つ。,放射線照射後1〜2秒程度の時間を要する。,水分子は電子を取り込みマイナスに荷電する。,ヒドロキシラジカルと水素ラジカルが結合する。,"2,4,5",,放射線生物学,第78回(2026),普通
"[A56] ある細胞をシャーレに1,200個ずつ分注し、様々な線量のα線を照射してからしばらく培養したところ、次の表の数のコロニーができた。このデータを使って作成した生存率のグラフで正しいのはどれか。縦軸は生存率、横軸は線量［Gy］を示す。線量［Gy］コロニー数0 600 1 170 2 50 3 14 4 4",,,,,,5,,放射線生物学,第78回(2026),普通
[A57] 体重60 kgの男性がγ線の全身急性被ばくをしたときの半致死線量（LD50/60）に相当する吸収エネルギー［J］はどれか。,60,120,180,240,480,4,,放射線生物学,第78回(2026),普通
[A58] 放射線発がんで正しいのはどれか。,リスクは男性が女性の2倍とされる。,固形癌の発生は被ばく後7〜8年でピークとなる。,リスク評価には日本の原爆被爆者データが用いられている。,放射線の影響の判断には相対リスクより絶対リスクが適している。,皮膚以外に発生するものは線量効果関係においてしきい値を有する。,3,,放射線生物学,第78回(2026),普通
[A59] 放射線に対する細胞の感受性で正しいのはどれか。,細胞が大きいほど高い。,分化度が高いほど高い。,分裂能が低いほど高い。,神経細胞は高感受性である。,造血細胞は高感受性である。,5,,放射線生物学,第78回(2026),普通
[A60] エネルギーが0.025 eVの中性子の速度［m/s］に最も近いのはどれか。ただし、中性子の質量を1.7 × 10-27 kg、1 eV＝1.6 × 10-19 Jとする。,1.5 × 103,2.2 × 103,4.7 × 106,5.4 × 1012,1.4 × 1022,2,,放射線物理学,第78回(2026),普通
[A61] 同中性子体の関係にある組合せで正しいのはどれか。,12C — 16 O,13C — 14 C,14N — 14 C,15N — 16 O,16O — 16 N,4,,放射線物理学,第78回(2026),普通
[A62] 特性X線で正しいのはどれか。2つ選べ。,オージェ電子と競合して放出される。,原子番号が高いほど波長が短くなる。,エネルギー分布は連続スペクトルである。,中性子と物質との相互作用によって発生する。,電子が原子核のクーロン力によって減速する過程で発生する。,"1,2",,放射線物理学,第78回(2026),普通
[A63] 電子と物質との相互作用はどれか。2つ選べ。,制動放射,光核反応,電子対生成,コンプトン散乱,Cherenkov〈チェレンコフ〉放射,"1,5",,放射線物理学,第78回(2026),普通
[A64] 超音波の性質で正しいのはどれか。,空気中を伝播しやすい。,組織中を進むにつれて増幅される。,伝播速度は脂肪組織よりも水中の方が遅い。,音響インピーダンスの差が大きい境界面では反射が強くなる。,ドプラ効果とは超音波が骨に当たって乱反射する現象である。,4,,放射線物理学,第78回(2026),普通
[A65] 定電流源を用いた電源回路を図に示す。P点の対地電位［V］はどれか。,0,1,2,3,5,3,,医用工学,第78回(2026),普通
[A66] 正弦波交流回路の電圧波形（）と電流波形（）を図に示す。消費電力［W］に最も近いのはどれか。,0,5,10,20,40,3,,医用工学,第78回(2026),普通
[A67] 図の回路で、時刻＝0でviに20 mVの直流電圧を加えたとき、＝3 sにおける出力電圧v［V］oに最も近いのはどれか。ただし、演算増幅器は理想的な特性を有する。,− 5,− 3,0,3,5,2,,医用工学,第78回(2026),普通
[A68] 光子フルエンス当たりの相互作用係数を表しているのはどれか。,カーマ,照射線量,線阻止能,線減弱係数,線エネルギー付与,4,,放射線計測学,第78回(2026),普通
[A69] Bragg-Gray〈ブラッグ・グレイ〉の空洞理論で誤っているのはどれか。,荷電粒子に適用できる。,電子平衡状態で成立する。,空洞内の電子フルエンスは一様である。,空洞の大きさは二次電子の最大飛程より小さい。,空気と物質の吸収線量の比は質量エネルギー吸収係数の比に等しい。,5,,放射線計測学,第78回(2026),普通
[A70] 空洞電離箱線量計を用いて大気条件25.0 ℃、100.0 kPaのもとで照射線量を測定した。温度気圧補正係数に最も近いのはどれか。ただし、空洞電離箱線量計は基準大気条件22.0 ℃、101.3 kPaのもとで校正されたものとする。,0.95,0.98,1.00,1.02,1.05,4,,放射線計測学,第78回(2026),普通
[A71] 照射線量が2.0 × 10-4 C/kgのとき、空気カーマ［Gy］に最も近いのはどれか。ただし、空気のW値を34 eV、電気素量を1.6 × 10-19 C、1 eV=1.6 × 10-19 Jとする。,1.7 × 10-40,5.9 × 10-6,1.1 × 10-3,6.8 × 10-3,4.3 × 1016,4,,放射線計測学,第78回(2026),普通
[A72] GM計数管の出力電圧と時間の関係を図に示す。図の説明で正しいのはどれか。,Bは分解時間である。,Aが短いほど数え落としが多くなる。,図からβ線のエネルギーを取得できる。,出力電圧の高さは放射能の強さに比例する。,波高弁別レベルを超えたパルスの数を計数する。,5,,放射線計測学,第78回(2026),普通
[A73] X線管装置で誤っているのはどれか。,放射口はX線を通過させる開口部である。,焦点外X線は実焦点外から放射されるX線である。,ターゲット角は実焦点面と基準軸とがなす角である。,実焦点は加速粒子が当たるターゲットの表面部分である。,総ろ過はX線が透過する部分の取り外しできない物質による線質等価ろ過である。,5,,診療画像機器学,第78回(2026),普通
[A74] 管電圧100 kV、管電流800 mA、撮影時間0.1 s、管電圧リプル百分率12％のインバータ式X線装置の公称最大電力［kW］はどれか。,59.2,76.0,80.0,96.0,125.0,2,,診療画像機器学,第78回(2026),普通
[A75] イメージインテンシファイアで誤っているのはどれか。,管状の容器に収納されている。,入射したX線は可視光に変換される。,入力窓にはアルミニウムが用いられている。,X線変換部、電子パターン変換部、出力像変換部からなる。,出力像変換部では入力時の約100倍に増幅された可視光に変換される。,5,,診療画像機器学,第78回(2026),普通
[A76] FPDで正しいのはどれか。,量子検出効率はCRに比べ低い。,TFTスイッチングで信号を読み取る。,直接変換方式では輝尽性蛍光体が用いられる。,CR方式に比べ撮影してから画像表示までの時間が長い。,間接変換方式は直接変換方式に比べ常時温度管理が必要である。,2,,診療画像機器学,第78回(2026),普通
[A77] 散乱線除去グリッドの特性と計算式の組合せで正しいのはどれか。ただし、：吸収はくの高さ、：吸収はくの間隔、：吸収はくの厚さ、p：一次放射線透過率、s：散乱放射線透過率、 t：全放射線透過率とする。＋,グリッド比1,グリッド密度2 p,イメージ改善係数t 1,グリッド露出係数p s,コントラスト改善比t,3,,診療画像機器学,第78回(2026),普通
[A78] トモシンセシスで正しいのはどれか。,振り角は120度以上である。,断層厚は振り角に依存しない。,循環器用X線撮影装置で用いられる。,回転中心と回転中心から離れた画像の空間分解能は同等である。,step and shoot方式では一定の角度ごとにX線管を止めて撮影する。,5,,診療画像機器学,第78回(2026),普通
[A79] 乳房用X線装置で正しいのはどれか。,拡大撮影はできない。,自動露出機構を備える。,インバータ式低電圧装置である。,X線管長軸は撮影台と平行である。,放射窓の材料はタングステンである。,2,,診療画像機器学,第78回(2026),普通
[A80] X線CTのアーチファクトで誤っているのはどれか。,メタルアーチファクト,リングアーチファクト,ストリークアーチファクト,ケミカルシフトアーチファクト,ビームハードニングアーチファクト,4,,診療画像機器学,第78回(2026),普通
[A81] X線CT装置の不変性試験の項目で正しいのはどれか。,架台チルト,散乱線測定,z軸方向の空間分解能,低コントラスト分解能,アキシャルスキャンの再構成スライス厚,5,,診療画像機器学,第78回(2026),普通
[A82] 不変性試験で正しいのはどれか。,契約仕様を満たしているかを確認する。,特定の時点における機器の性能を確認する。,機器の構成要素の性能変化の早期発見をする。,既存の機器に大幅な改造が行われた後に実施する。,製品が必要な品質を満たしているか否かを確認する。,3,,診療画像機器学,第78回(2026),普通
[A83] X線撮影条件で正しいのはどれか。,撮影距離が長いほど画像の拡大率が大きくなる。,照射野を広くすると画像コントラストが低下する。,管電圧が高いほど被検者に対する透過性は低下する。,管電流が大きいほど入射X線のエネルギーは高くなる。,エアギャップ法では検出器に到達する散乱線が増加する。,2,,X線撮影技術学,第78回(2026),普通
[A84] 剣状突起よりも尾側に位置するのはどれか。,胸骨上窩,喉頭隆起,乳様突起,肩甲骨下縁,肋骨弓下縁,5,,X線撮影技術学,第78回(2026),普通
[A85] 頭部X線撮影法と観察目的の組合せで正しいのはどれか。,Caldwell〈コールドウェル〉法 — 大後頭孔,Rhese〈レーゼ〉法 — 三半規管,Schüller〈シュラー〉法 — 視神経管,Stenvers〈ステンバース〉法 — トルコ鞍,Waters〈ウォータース〉法 — 頰骨,5,,X線撮影技術学,第78回(2026),普通
[A86] DLPで正しいのはどれか。,撮影1回当たりの実効線量である。,CT画像の空間分解能を示す指標である。,スライス厚当たりの平均吸収線量である。,全撮影範囲のCTDIvolを積算した値である。,CT画像のコントラスト分解能を示す指標である。,4,,X線撮影技術学,第78回(2026),普通
[A87] 上部消化管造影検査で正しいのはどれか。,窒素で胃を膨らませる。,二重造影では胃小区を描出する。,硫酸バリウムの使用量は500 mL程度である。,半立位第2斜位撮影では幽門部を描出できる。,Brown〈ブラウン〉法による前処置を実施する。,2,,X線撮影技術学,第78回(2026),普通
[A88] 経静脈性尿路造影写真を別に示す。時系列が正しいのはどれか。【別冊No.9 図】,ア→イ→ウ→エ,イ→ウ→エ→ア,ウ→イ→ア→エ,エ→ア→ウ→イ,エ→ウ→イ→ア,5,,X線撮影技術学,第78回(2026),普通
[A89] 腹部CTで正しいのはどれか。,心電同期撮影を行う。,造影検査前は水分制限を行う。,位置決めの基準点は胸骨上窩とする。,体幹部に両手を下ろした状態で撮影する。,ダイナミックCT検査では非イオン性水溶性ヨード造影剤を使用する。,5,,X線撮影技術学,第78回(2026),普通
[A90] 胸部正面X線写真を別に示す。心胸郭比〈CTR〉で正しいのはどれか。【別冊No.10 図】,（A＋B）/C,（B − A）/C,（C − B）/A,C/（A＋B）,C/（B − A）,1,,X線撮影技術学,第78回(2026),普通
[A91] 腹部の血管造影写真を別に示す。正しい組合せはどれか。【別冊No.11 図】,ア — 左胃動脈,イ — 総肝動脈,ウ — 右肝動脈,エ — 固有肝動脈,オ — 腹腔動脈,4,,X線撮影技術学,第78回(2026),普通
[A92] 頭部CT像を別に示す。正しい組合せはどれか。【別冊No.12 図】,ア — 小脳,イ — 延髄,ウ — 後頭葉,エ — 第四脳室,オ — 四丘体槽,4,,X線撮影技術学,第78回(2026),普通
[A93] 信号検出理論で偽陽性率を表す式はどれか。ただし、は真陽性、は偽陽性、は偽陰性、は真陰性を示す。,＋,＋,＋,＋,＋,2,,画像工学,第78回(2026),普通
[A94] FPDの雑音特性に最も影響するのはどれか。,構造雑音,焦点寸法,検出量子数,量子化雑音,dexel〈detector element〉寸法,3,,画像工学,第78回(2026),普通
[A95] C-D〈contrast-detail〉曲線を図に示す。曲線のうち低コントラストの識別能が最も高いのはどれか。,ア,イ,ウ,エ,オ,1,,画像工学,第78回(2026),普通
[A96] 国際放射線防護委員会〈ICRP〉2007年勧告における現存被ばく状況の公衆被ばくに定められた線量制限で正しいのはどれか。,線量限度,耐容線量,介入レベル,参考レベル,線量拘束値,4,,放射線安全管理学,第78回(2026),普通
[A97] 原子力災害時の避難退域時検査として避難者に対して実施する体表面汚染の測定に適したサーベイメータで正しいのはどれか。,電離箱式,半導体式,GM計数管式,比例計数管式,ZnS（Ag）シンチレーション式,3,,放射線安全管理学,第78回(2026),普通
[A98] 診療放射線技師法で正しいのはどれか。,免許証は都道府県知事が交付する。,免許の登録事項の変更は30日以内に訂正を申請する。,免許を取り消された者は免許証を30日以内に返納する。,免許証の再交付後に発見した旧免許証は30日以内に返納する。,死亡したときは10日以内に診療放射線技師籍の登録削除を申請する。,2,,放射線安全管理学,第78回(2026),普通
[A99] 令和3年から施行された電離放射線障害防止規則において放射線業務従事者の眼の水晶体に受ける等価線量の算定・記録・保存期間で追加されたのはどれか。,1月ごと,6月ごと,3年ごと,5年ごと,10年ごと,4,,放射線安全管理学,第78回(2026),普通
[A100] 医療法施行規則では管理区域をどの実効線量を超えるおそれのある区域と定めているか。,250 μSv/ 3月,1 mSv/週,1.3 mSv/ 3月,20 mSv/年,50 mSv/年,3,,放射線安全管理学,第78回(2026),普通
[B1] スピンエコー法のパルスシーケンスを図に示す。矢印①の印加パルスに最も関係する構成機器はどれか。,受信コイル,送信コイル,スライス選択傾斜磁場コイル,位相エンコード傾斜磁場コイル,周波数エンコード傾斜磁場コイル,5,,診療画像検査学,第78回(2026),普通
[B2] MRI装置で用いられるRFコイルで正しいのはどれか。,ソレノイド型コイルは水平磁場方式で実用される。,QD型コイルはリニアコイルに比べて信号が2倍になる。,バードケージ型コイルはサドル型コイルに比べて画像の均一性は低い。,ソレノイド型コイルはサドル型コイルに比べてSN比が2倍良好である。,直径が10 cmのシングルループ型コイルであれば実用感度領域は約20 cmとなる。,2,,診療画像検査学,第78回(2026),普通
[B3] MRI撮影中に検査室の窓からクエンチによって検査室内が真っ白く曇ったのを確認した。緊急排気を行ったが動作せず、検査室のドアも開かなくなった。適切な対応はどれか。,検査室の窓ガラスを割る。,消防車の出動を要請する。,装置の緊急停止ボタンを押す。,検査室内の空調のスイッチを切る。,患者にハンカチや衣類を口にあてて呼吸するように伝える。,1,,診療画像検査学,第78回(2026),普通
[B4] 超音波画像診断装置のプローブからの音場の模式図を図に示す。図中の番号の説明で正しいのはどれか。,①は平面波として進む音場領域である。,②はフレネルゾーンと呼ばれる音場領域である。,③の音場方向は方位分解能を評価できる。,④の音場方向はスライス方向分解能を評価できる。,⑤の音場方向は距離分解能を評価できる。,1,,診療画像検査学,第78回(2026),普通
[B5] 腹部MR像を別に示す。このアーチファクトを軽減する方法で正しいのはどれか。【別冊No.1 図】,加算回数を増やす。,磁場強度を上げる。,バンド幅を広げる。,マトリクス数を増やす。,背側の脂肪信号を飽和パルスで抑制する。,3,,診療画像検査学,第78回(2026),普通
[B6] 超音波検査の対象臓器と前処置の組合せで適切なのはどれか。,腎臓 — 飲水,胆囊 — 絶食,乳腺 — 安静,膀胱 — 排尿,甲状腺 — ヨウ素制限,2,,診療画像検査学,第78回(2026),普通
[B7] 乳房MRダイナミック撮影時の時間信号曲線を図に示す。悪性腫瘍に特徴的な曲線はどれか。,A,B,C,D,E,3,,診療画像検査学,第78回(2026),普通
[B8] めまいを訴える患者の頭部MRIのFLAIR像と拡散強調像を別に示す。医師に報告すべき病変が存在するのはどれか。【別冊No.2A・B 図】,延髄,眼窩,小脳,後頭葉,側頭葉,3,,診療画像検査学,第78回(2026),普通
[B9] 頸椎椎間板ヘルニア患者の頸椎MRIのT2強調矢状断像（別冊No. 3）を別に示す。脊髄の圧迫変形が最も強いレベルはどれか。,C1/2,C2/3,C3/4,C4/5,C5/6,3,,診療画像検査学,第78回(2026),普通
