設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A14] 超音波検査のアーチファクトと関連事項の組合せで正しいのはどれか。2つ選べ。,折り返し — パワードプラ法,音響陰影 — 囊胞,鏡面効果 — 横隔膜,多重反射 — コメット様エコー,サイドローブ — 脂肪肝,"3,4",,核医学検査技術学,第76回(2024),普通
[A15] MRCPで高信号に描出されるのはどれか。,門脈,肝囊胞,膵実質,総胆管結石,腸間膜脂肪,2,,核医学検査技術学,第76回(2024),普通
[A16] MRIの脂肪抑制法で正しいのはどれか。,CHESS法はT1値の影響を受ける。,STIR法は周波数選択的に脂肪信号を抑制する。,CHESS法では最初に180度のRFパルスを印加する。,Dixon法はin-phaseにおける脂肪抑制効果を利用する。,STIR法はCHESS法より磁場の不均一性の影響を受けにくい。,5,,核医学検査技術学,第76回(2024),普通
[A17] MRIの化学シフトアーチファクトが軽減されるのはどれか。,加算回数を増やす。,脂肪信号を抑制する。,受信バンド幅を狭くする。,周波数エンコード数を増やす。,静磁場強度が高い装置を使用する。,2,,核医学検査技術学,第76回(2024),普通
[A18] 超音波検査で臓器と走査法の組合せで正しいのはどれか。2つ選べ。,膵臓 — 心窩部横走査,胆囊 — 左季肋部縦走査,脾臓 — 左肋間走査,肝臓S2 — 右肋間走査,肝臓S5 — 心窩部縦走査,"1,3",,核医学検査技術学,第76回(2024),普通
[A19] 無散瞳眼底写真撮影で正しいのはどれか。,白黒画像が得られる。,撮影は縮瞳させた状態で行う。,色覚異常の診断に有用である。,視神経乳頭は黄斑部より鼻側に位置する。,ピント合わせの照明に紫外線を使用する。,4,,核医学検査技術学,第76回(2024),普通
[A20] 心臓MRI四腔像を別に示す。矢印で示す構造と直接交通している血管はどれか。【別冊No.1 図】,肺静脈,下大静脈,肺動脈幹,腕頭静脈,上行大動脈,3,,核医学検査技術学,第76回(2024),普通
[A21] 腹部MRIのT2強調像を別に示す。多房性の腫瘤が存在する臓器はどれか。【別冊No.2 図】,肝臓,腎臓,膵臓,大腸,脾臓,3,,放射線治療技術学,第76回(2024),普通
[A22] 腹部MRIのT2強調像を別に示す。矢印で示すのはどれか。【別冊No.3 図】,脾臓,脾静脈,左副腎,腹腔動脈,左横隔膜脚,3,,放射線治療技術学,第76回(2024),普通
[A23] 頸部超音波像を別に示す。総頸動脈はどれか。【別冊No.4 図】,ア,イ,ウ,エ,オ,2,,放射線治療技術学,第76回(2024),普通
[A24] 脂肪肝の超音波像で誤っているのはどれか。,肝表面の凹凸不整,深部のエコー減衰,肝内血管の不明瞭化,肝腎コントラストの増強,肝実質のエコー輝度の上昇,1,,放射線治療技術学,第76回(2024),普通
[A25] 放射性医薬品と集積機序の組合せで誤っているのはどれか。,67Ga−クエン酸ガリウム — トランスフェリン受容体99m,— Tc−GSA — アシアロ糖タンパク受容体99m,— Tc−HMDP — ハイドロキシアパタイト,123I−イオフルパン — ドパミントランスポータ,123I−IMP — 中枢性ベンゾジアゼピン受容体,5,,放射線治療技術学,第76回(2024),普通
[A26] 放射性医薬品投与による副作用で誤っているのはどれか。,223RaCl2投与後に下痢が起こる。,99mTc−MIBI投与時に金属味がする。,主に標識化合物による薬理作用である。,131I−アドステロール投与時に顔面紅潮が起こる。,投与時に発生する副作用は血管迷走神経反射が多い。,3,,放射線治療技術学,第76回(2024),普通
[A27] ガンマカメラの平行多孔型コリメータで正しいのはどれか。,穴径が小さいほど感度が高い。,穴径が大きいほど空間分解能が高い。,コリメータの穴の長さが長いほど空間分解能が低い。,コリメータ隔壁厚が薄いほどペネトレーションを起こしやすい。,高エネルギー型では低エネルギー型よりコリメータ隔壁厚が薄い。,4,,放射線治療技術学,第76回(2024),普通
[A28] PETの空間分解能で正しいのはどれか。,陽電子の飛程が長いと高い。,ガントリ径が大きいほど高い。,3D収集では2D収集より高い。,シンチレータが小さいほど高い。,視野中心より視野辺縁の方が高い。,4,,放射線治療技術学,第76回(2024),普通
[A29] 算出にダイナミック収集が必要な指標はどれか。,18F−FDGを用いたSUV,99mTc−GSAを用いたLHL15,99mTc−MAAを用いた右左シャント率,123I−イオフルパンを用いたspecific binding ratio〈SBR〉,123I−MIBGを用いたH/M,2,,放射線治療技術学,第76回(2024),普通
[A30] SPECTによる局所脳血流定量で正しいのはどれか。,定量値は灰白質より白質が高い。,123I−IMPを用いた定量法はない。,アセタゾラミド負荷により定量値は低下する。,部分容積効果により定量値は過小評価される。,パトラックプロット法では動脈採血を必要とする。,4,,放射線治療技術学,第76回(2024),普通
[A31] 99m Tc−MAAの粒子径［µm］はどの程度か。,0.03,0.3,3,30,300,4,,医用画像情報学,第76回(2024),普通
[A32] 吸入させる放射性医薬品はどれか。,81mKr,99mTc−GSA,111In−DTPA,Na123I,131I−アドステロール,1,,医用画像情報学,第76回(2024),普通
[A33] 心臓核医学検査で正しいのはどれか。,99mTc−MIBIは急性心筋梗塞巣に集積する。,201TlClは受動拡散によって心筋に取り込まれる。,123I−MIBGは心筋の脂肪酸代謝を画像化している。,99mTc−テトロホスミンは狭心症の診断に用いられる。,123I−BMIPPは心筋の交感神経活性を画像化している。,4,,医用画像情報学,第76回(2024),普通
[A34] Basedow〈バセドウ〉病の131I核医学治療でQuimby〈クインビー〉の式による投与量決定に必要ないのはどれか。,有効半減期,24時間摂取率,甲状腺吸収線量,甲状腺推定重量,甲状腺ホルモン値,5,,医用画像情報学,第76回(2024),普通
[A35] 放射線治療で正しいのはどれか。2つ選べ。,腎臓は直列臓器である。,術後予防照射の場合、肉眼的腫瘍体積は定義できない。,計画標的体積には照射中の体内の動きは考慮されていない。,セットアップマージンはリニアック装置が同じものであれば共通である。,線量体積ヒストグラムにおけるDmaxとは、その臓器が被ばくする最大線量である。,"2,5",,医用画像情報学,第76回(2024),普通
[A36] 乳癌に対する放射線治療で正しいのはどれか。,外部放射線治療における軽症の急性期放射線皮膚炎に対して抗生剤を使用する。,乳房部分切除術後の予防的放射線治療では健側の全乳房を照射範囲に含める。,乳房全切除術後の予防的外部放射線治療における投与線量は、1回2 Gyで総線量40 Gyである。,腋窩リンパ節転移が4つ以上ある症例において術後外部放射線治療で領域リンパ節（鎖骨上）を含める。,乳房部分切除術後に対する予防的外部放射線治療における投与線量は、1回2 Gyで総線量40 Gyである。,4,,診療画像検査学,第76回(2024),普通
[A37] 粒子線治療用シンクロトロンのリング内でビームが進行方向に加速を受ける箇所の数で正しいのはどれか。,0,1,2,3,5,2,,診療画像検査学,第76回(2024),普通
[A38] 画像誘導放射線治療のコーンビームCTシステムの精度管理で最も高頻度に評価するのはどれか。,被ばく線量,CT値の不変性,幾何学的な歪み,空間分解能の定常性,照合系と照射系座標の一致,5,,診療画像検査学,第76回(2024),普通
[A39] ノンコプラナ照射で正しいのはどれか。,脳定位照射時に用いられる。,ハーフフィールドが用いられる。,治療寝台回転中に照射を行う手法である。,ガントリは患者体軸に対して同一平面上を回転する。,ターゲット周囲の正常組織への線量付与はコプラナ照射と同じである。,1,,診療画像検査学,第76回(2024),普通
[A40] CTで右肺上葉に直径2.5 cmの腫瘍が認められ読影レポートに「臓側胸膜とわずかに接している」とのコメントがあった。その後、病理検査で肺癌と診断がつき病期診断が必要となった。臓側胸膜浸潤の有無で国際対がん連合〈UICC〉のT分類が異なる（臓側胸膜浸潤なしの場合T1、ありの場合T2）。他に転移がない場合この患者のTNM分類で正しいのはどれか。,判定不能,cT1N0M0,pT1N0M0,cT2N0M0,pT2N0M0,2,,基礎医学大要,第76回(2024),普通
[A41] 日本における、ある悪性腫瘍の病期別の生存率の図を別に示す。この悪性腫瘍はどれか。【別冊No.5 図】,膵 — 癌,乳 — 癌,膠芽腫,小細胞肺癌,甲状腺未分化癌,2,,基礎医学大要,第76回(2024),普通
[A42] リニアックの構造で正しいのはどれか。2つ選べ。,クライストロンは自励発振管である。,モニタ線量計で線量率を監視することができる。,散乱箔の選択は電子線のエネルギーに依存しない。,平坦化フィルタの形状はX線エネルギーに依存する。,加速電子ビームの取り出しには90度偏向方式が用いられる。,"2,4",,基礎医学大要,第76回(2024),普通
[A43] 標準計測法12における電子線の線質指標で正しいのはどれか。,Rp,R50,Rres,zref,"TPR20,10",2,,基礎医学大要,第76回(2024),普通
[A44] 放射線治療計画システムで正しいのはどれか。2つ選べ。,相対電子濃度はMR像から計算される。,線量計算には複数のアルゴリズムが存在する。,計算マトリクスの間隔を大きくすると計算時間が増加する。,計算した線量分布はCT像やMR像上に重ねて表示される。,DVHは標的体積やリスク臓器の線量と表面積の関係を示している。,"2,4",,基礎医学大要,第76回(2024),普通
[A45] DICOM規格に関係ないのはどれか。,ICD−10,サービスクラス仕様,情報オブジェクト定義,トランスファーシンタックス,コンフォーマンスステートメント,1,,基礎医学大要,第76回(2024),普通
[A46] 16進数の「25」と2進数の「1010101」の和を2進数で表したのはどれか。,1011111,1101010,1101110,1111010,1111110,4,,基礎医学大要,第76回(2024),普通
[A47] HISにおける情報セキュリティ管理の目的で正しいのはどれか。,病院の経営改善,患者診療情報の保護,医薬品安全情報の提供,診療行為の妥当性の担保,放射性廃棄物の適切な処理∞,2,,基礎医学大要,第76回(2024),普通
[A48] フーリエ変換は、式（）＝（）e− 2πで表される。−∞この式の核関数であるe− 2πはEuler〈オイラー〉の公式を用いるとどのように書けるか。ただし、：空間周波数、：位置、（）：空間関数、（）：（）のフーリエ変換、：虚数単位とする。,cos（2π）＋sin（2π）,cos（2π）− sin（2π）,cos（2π）＋sin（2π）,cos（2π）− sin（2π）,cos（−2π）− sin（−2π — ）,4,,基礎医学大要,第76回(2024),普通
[A49] DICOMで定義されている医用画像モニタの表示関数はどれか。,GSDF,LUT,MPPS,MWM,ガンマ2.2,1,,基礎医学大要,第76回(2024),普通
[A50] 体を左右に分ける断面はどれか。,冠状断面,軸位断面,矢状断面,水平断面,前額断面,3,,基礎医学大要,第76回(2024),普通
[A51] 後腹膜臓器はどれか。,胃,回腸,空腸,S状結腸,下行結腸,5,,基礎医学大要,第76回(2024),普通
[A52] 高齢者の健康障害の特徴で正しいのはどれか。,症状が定型的に出現する。,複数の臓器に障害が生じやすい。,薬物による副作用は発生しにくい。,慢性疾患では急激な変化は起こりにくい。,環境の変化があっても症状の変化は起こりにくい。,2,,基礎医学大要,第76回(2024),普通
[A53] 人体の方向で正しいのはどれか。,手掌は前面である。,足背は後面である。,上腕伸側は前面である。,大腿伸側は後面である。,前腕は上腕より近位にある。,1,,基礎医学大要,第76回(2024),普通
[A54] ヨード造影剤によるアナフィラキシーに対しアドレナリンを筋注する場合、最も適している部位はどれか。,殿部,下腿部,上腕部,前腕部,大腿部,5,,基礎医学大要,第76回(2024),普通
[A55] 足根骨に含まれるのはどれか。,月状骨,三角骨,豆状骨,有頭骨,立方骨,5,,放射線生物学,第76回(2024),普通
[A56] 中脳に位置するのはどれか。,海馬,黒質,被殻,淡蒼球,乳頭体,2,,放射線生物学,第76回(2024),普通
[A57] 大量出血によるショックで認められる所見はどれか。,血圧の上昇,尿量の増加,心拍数の増加,心拍出量の増加,末梢血管の拡張,3,,放射線生物学,第76回(2024),普通
[A58] 減数分裂を生じる細胞が存在するのはどれか。,胸腺,小脳,精巣,脾臓,副甲状腺,3,,放射線生物学,第76回(2024),普通
[A59] 副腎皮質ステロイドの副作用で誤っているのはどれか。,糖尿病,高血圧症,骨粗鬆症,尿管結石,誘発性感染症,4,,放射線生物学,第76回(2024),普通
[A60] 横隔膜の大動脈裂孔を通るのはどれか。2つ選べ。,胸管,食道,奇静脈,下大静脈,迷走神経,"1,3",,放射線物理学,第76回(2024),普通
[A61] 縦隔に存在する構造物はどれか。,胃,肺,甲状腺,大胸筋,上大静脈,5,,放射線物理学,第76回(2024),普通
[A62] 膵臓から分泌されるのはどれか。,グルカゴン,サイロキシン,プロラクチン,アルドステロン,プロゲステロン,1,,放射線物理学,第76回(2024),普通
[A63] 両耳側半盲の原因となるのはどれか。,白内障,緑内障,下垂体腺腫,重症筋無力症,甲状腺機能亢進症,3,,放射線物理学,第76回(2024),普通
[A64] リンパ系で正しいのはどれか。,胸管の起始部を脈絡叢という。,リンパ管には血液が流入する。,胸管は右上半身のリンパ液を集める。,リンパ系は心臓の拍動により流れる。,右下半身のリンパ液は左の静脈角に注ぐ。,5,,放射線物理学,第76回(2024),普通
[A65] X線の細胞への影響で正しいのはどれか。,殺細胞効果は細胞周期S期後期で高い。,悪性腫瘍細胞のα/β値は低いものが多い。,DNAの一重鎖切断よりも二重鎖切断を主に起こす。,総線量が同じならば1回照射と比較して2分割照射では細胞生存率は低い。,低酸素状態にある悪性腫瘍では1回照射より分割照射で殺細胞効果が高い。,5,,医用工学,第76回(2024),普通
[A66] 細胞と組織の放射線感受性で正しいのはどれか。,筋肉は肝臓より放射線感受性が高い。,放射線の晩期有害事象にはしきい値が存在する。,細胞の分化度が高いほど放射線感受性は高くなる。,治療可能比とは腫瘍致死線量をα/β値で割ったものである。,肝臓では最大被ばく線量が晩期有害事象発生予測に最も強力な因子である。,2,,医用工学,第76回(2024),普通
[A67] 温熱療法で正しいのはどれか。,放射線治療期間中は毎日行う。,細胞周期のM期に効果が最も高い。,がん組織の蛋白質の変性を目的とする。,腫瘍組織と比較して正常組織の温度は上がりやすい。,腫瘍部の温度を長時間39〜42 ℃に保つことにより効果を発揮させる。,3,,医用工学,第76回(2024),普通
[A68] 放射線による細胞障害からの回復で正しいのはどれか。,PLD回復は組織の高酸素時に生じる。,がん細胞では観察されない現象である。,低LET放射線ではPLD回復がほとんど見られない。,低LET放射線では高LET放射線よりSLD回復が生じやすい。,SLD回復は低線量の分割照射と比較すると高線量の単回照射で生じやすい。,4,,放射線計測学,第76回(2024),普通
[A69] 内部被ばくによる発がんの可能性が低いのはどれか。,ウラン鉱山で働いていた鉱夫が肺癌になる。,小児がんに対し胸部に放射線治療を施行された女性が乳癌になる。,甲状腺癌の肺転移に対しNa131Iを投与された男性が膀胱癌になる。,時計の文字盤にラジウムを含む夜光塗料を塗っていた作業員が骨腫瘍になる。,チョルノービリ（チェルノブイリ）原子力発電所事故当時近隣に住んでいた小児が甲状腺癌になる。,2,,放射線計測学,第76回(2024),普通
[A70] 安定な原子核で質量数とおよそ比例関係にあるのはどれか。,体積,半径,密度,中性子過剰数,核子結合エネルギー,1,,放射線計測学,第76回(2024),普通
[A71] 運動エネルギーが1 GeVの12C原子核を1 nAのビーム強度で30秒間流した。12 C原子核によって運ばれた総エネルギー［J］に最も近いのはどれか。,1,2,5,10,30,3,,放射線計測学,第76回(2024),普通
[A72] 陽子線の水に対する質量阻止能とエネルギーとの関係を図に示す。10 MeV重陽子線の水に対する質量阻止能［MeV･cm2･g−1］に最も近いのはどれか。,20,30,50,80,100,4,,放射線計測学,第76回(2024),普通
[A73] 電磁波で正しいのはどれか。2つ選べ。,縦波である。,電荷を有する。,波長が短いほどエネルギーは大きい。,伝搬速度は波長と周波数の積に等しい。,周波数は紫外線よりマイクロ波の方が高い。,"3,4",,診療画像機器学,第76回(2024),普通
[A74] LETで正しいのはどれか。,単位はm−1である。,荷電粒子の電荷の2乗に反比例する。,荷電粒子の運動エネルギーに比例する。,カットオフエネルギーが無限大のとき線衝突阻止能と同義である。,単位質量当たりに付与する全エネルギーが同じときLETは等しい。,4,,診療画像機器学,第76回(2024),普通
[A75] 交流電源の起電力の時間的変化を図に示す。この交流電源を0.10 µFのコンデンサに接続したとき流れる電流の最大値［mA］に最も近いのはどれか。,2,3.9,7.9,16,31,5,,診療画像機器学,第76回(2024),普通
[A76] 二極管の電圧と電流の関係を図に示す。この二極管を1 kΩの抵抗に直列に接続して80 Vの電圧を加えたとき流れる電流［mA］はどれか。,20,30,40,50,60,2,,診療画像機器学,第76回(2024),普通
[A77] 演算増幅回路を図に示す。出力電圧outが−10 Vのとき負帰還抵抗［kΩ］fはどれか。,1,2,3,4,5,1,,診療画像機器学,第76回(2024),普通
[A78] 国際放射線防護委員会〈ICRP〉2007年勧告でエネルギーごとに放射線加重係数が変化するのはどれか。,α粒子,電 — 子,陽 — 子,中性子,重イオン,4,,診療画像機器学,第76回(2024),普通
[A79] 水の吸収線量をBragg-Gray〈ブラッグ・グレイ〉の空洞理論で求める式はどれか。ただし、水中に設置された空洞空気に生じた電荷量を、空洞空気の質量を、空洞空気の吸収線量を air、水の質量衝突阻止能を（col/ρ）w、空気の質量衝突阻止能を（col/ρ）airとする。（col/ρ）air,･（col/ρ）w（/ρ）,･col w（col/ρ）air（col/ρ）air,air･（col/ρ）w（col/ρ）w,air･（col/ρ）air（col/ρ）air,･ — air･（col/ρ）w,4,,診療画像機器学,第76回(2024),普通
[A80] 下図に示す放射線のエネルギーピークのFWHMはどれか。,a,b,c,d,e,4,,診療画像機器学,第76回(2024),普通
[A81] 指頭形電離箱を用いてX線の照射線量を測定するとき空気等価壁の壁厚と収集電荷量の関係で正しいのはどれか。,1,2,3,4,5,4,,診療画像機器学,第76回(2024),普通
[A82] 電子線照射で電離箱を水槽内のビーム軸上を移動させて得られる測定値のみから算出されるのはどれか。,出力係数,軸外線量比,深部線量百分率,深部電離量百分率,コリメータ散乱係数,4,,診療画像機器学,第76回(2024),普通
[A83] 頭部正面撮影で前後位と比較した後前位の利点はどれか。,顔面骨が拡大される。,入射点が観察しやすい。,位置合わせが容易である。,水晶体の被ばくが軽減される。,被検者が姿勢を維持しやすい。,4,,X線撮影技術学,第76回(2024),普通
[A84] 乳房X線写真を別に示す。この撮影法で正しいのはどれか。2つ選べ。【別冊No.6 図】,圧迫は乳房の外側から行う。,X線の入射方向は頭尾方向である。,照射野は乳房の大きさに合わせて調節する。,乳房支持台の角度を大胸筋外側と平行にする。,乳房外側上部の深部組織を描出することができる。,"4,5",,X線撮影技術学,第76回(2024),普通
[A85] 腹部造影CT像を別に示す。考えられるのはどれか。【別冊No.7 図】,腸閉塞,尿管結石,急性胆囊炎,消化管穿孔,腹部大動脈瘤破裂,5,,X線撮影技術学,第76回(2024),普通
[A86] X線撮影で画像コントラストを向上させるのはどれか。ただし、他の条件は一定とする。,mAs値を上げる。,管電圧を低くする。,照射野を広くする。,検出器を被写体に近づける。,高格子比グリッドから低格子比グリッドに変更する。,2,,X線撮影技術学,第76回(2024),普通
[A87] X線撮影体位を別に示す。撮影法で正しいのはどれか。【別冊No.8 図】,Anthonsen〈アントンセン〉法,Guthmann〈グースマン〉法,Lauenstein〈ラウエンシュタイン〉法,Rosenberg〈ローゼンバーグ〉法,Stenvers〈ステンバース〉法,3,,X線撮影技術学,第76回(2024),普通
[A88] 腹部造影CTのMIP像を別に示す。矢印で示すのはどれか。【別冊No.9 図】,腎動脈,脾動脈,腹腔動脈,総腸骨動脈,上腸間膜動脈,5,,X線撮影技術学,第76回(2024),普通
[A89] 診療放射線技師が診療の補助で実施できない行為はどれか。,下部消化管検査のために肛門にカテーテルを挿入する。,上部消化管検査のために鼻腔にカテーテルを挿入する。,造影剤を投与するために当該造影剤注入装置を操作する。,画像誘導放射線治療のために肛門にカテーテルを挿入する。,核医学検査のために静脈路に放射性医薬品を投与するための装置を接続する。,2,,X線撮影技術学,第76回(2024),普通
[A90] 焦点−被写体間距離を、被写体−検出器間距離を、焦点サイズをとしたとき半影はどれか。,— ×,— ×,（1＋ — ）×,（1 − — ）× 1 — 1,（ — ＋ — ）×,2,,X線撮影技術学,第76回(2024),普通
[A91] 骨塩定量検査で第2中手骨を測定部位とするのはどれか。,D I P法,DXA法,QCT法,Q U S法,SXA法,1,,X線撮影技術学,第76回(2024),普通
[A92] DLPの単位で正しいのはどれか。,mGy,mSv,mGy･cm,mSv･cm,mSv･cm−1,3,,X線撮影技術学,第76回(2024),普通
[A93] DRシステムにおけるMTFで正しいのはどれか。,プリサンプルドMTFの測定法はエッジ法のみである。,オーバーオールMTFは構成要素のMTFに影響を受けない。,エッジ法を用いてMTFを求めるにはESFを直接フーリエ変換する。,デジタルMTFではサンプリングに伴うエリアシングの影響を受ける。,アナログMTFとアパーチャMTFの積をオーバーオールMTFという。,4,,画像工学,第76回(2024),普通
[A94] 雑音中に信号を含む画像100枚と雑音のみの画像100枚を観察し信号検出を行い表のような刺激−反応マトリクスを得た。陽性的中率〈PPV〉に最も近いのはどれか。反応信号あり信号なし信号＋雑音 70 30刺激雑音 20 80,0.70,0.73,0.78,0.80,0.85,3,,画像工学,第76回(2024),普通
[A95] DQEで正しいのはどれか。,面積の次元を持つ。,理論的な最大値は1である。,NEQと入射光子数との積である。,出力画像のSN比の2乗に対応する。,同一の値であれば解像特性は等しい。,2,,画像工学,第76回(2024),普通
[A96] 放射線業務に常時従事し管理区域に立ち入るものに対する健康診断が規定されている法令はどれか。2つ選べ。,医療法,診療放射線技師法,医薬品医療機器等法,電離放射線障害防止規則,放射性同位元素等規制法,"4,5",,放射線安全管理学,第76回(2024),普通
[A97] 複数個の個人被ばく線量計を装着するのはどれか。2つ選べ。,全身に均等に被ばくする場合,放射線防護衣を着用する血管造影検査の業務,眼の水晶体が体幹部よりも多く被ばくする場合,放射線業務従事者の内部被ばく線量を測定する場合,妊娠中の女性が従事する不均等被ばくを生じない業務,"2,3",,放射線安全管理学,第76回(2024),普通
[A98] バイオアッセイ法で正しいのはどれか。,遮へい体を使用する。,γ線放出核種を対象とする。,微量の放射性核種は検出できない。,ホールボディカウンタを使用する。,生体試料を分析して放射性核種の摂取量を算出する。,5,,放射線安全管理学,第76回(2024),普通
[A99] 非密封放射性同位元素の貯蔵容器について医療法で定められているのはどれか。,容器は二重に施錠する。,液体の場合はろ紙を敷く。,許可なく持ち出すことを禁じる標識を付ける。,容器外の空気を汚染する恐れがある場合は貯蔵しない。,1 mの距離における実効線量率が100 µSv･h−1以下になるように遮へいする。,5,,放射線安全管理学,第76回(2024),普通
[A100] 医療安全に関する用語の説明で正しいのはどれか。,医療過誤とは医療従事者の故意によって生じた医療事故である。,エラーレジスタンスとはエラーが生じにくい仕組みにすることである。,フォールトトレランスとは故障自体が発生しないように設計することである。,WHOが定義する患者安全とは医療に関連した不必要な害を根絶する行為のことである。,フールプルーフとは誤動作等の障害が発生した際に安全側に動作するように設計することである。,2,,放射線安全管理学,第76回(2024),普通
[B1] ジェネレータの親核種に用いられているのはどれか。,64Cu,68Ge,111In,131I,201Tl,2,,診療画像検査学,第76回(2024),普通
[B2] 水相と有機相との分配比が50の放射性標識化合物があり、その放射性標識化合物を含む水溶液の放射能は100 MBqである。水相と等容積の有機相で溶媒抽出したときに水相に残る放射能［MBq］に最も近いのはどれか。,0.1,0.2,0.5,1.0,2.0,5,,診療画像検査学,第76回(2024),普通
[B3] 14 C標識化合物の合成法で正しいのはどれか。2つ選べ。,生合成法,化学合成法,スズ還元法,クロラミンT法,Wilzbach〈ウィルツバッハ〉法,"1,2",,診療画像検査学,第76回(2024),普通
[B4] 標識化合物の放射性核種純度の検定に用いるのはどれか。,電気泳動法,ホットアトム法,同位体逆希釈分析法,γ線スペクトロメトリ,高速液体クロマトグラフィ法,4,,診療画像検査学,第76回(2024),普通
[B5] 始業点検時において自動露出制御機構を用いたX線撮影でmAs値が通常よりも大きい値となった。考えられる原因はどれか。ただし、他の条件は同一とする。,管電圧を高くした。,照射野を狭くした。,焦点検出器間距離を短くした。,バックアップ時間を大きくした。,厚さの薄いファントムを使用した。,2,,診療画像検査学,第76回(2024),普通
[B6] 骨密度測定装置で正しいのはどれか。,SXA法では153Gdの特性X線を用いる。,QUS法では超音波の反射波を利用する。,QCT法では単色化されたX線を用いる。,DXA法の骨密度の単位はg･cm−3である。,DIP法ではアルミニウム厚の換算値を測定する。,"2,5",,診療画像検査学,第76回(2024),普通
[B7] 乳房用X線装置で正しいのはどれか。2つ選べ。,総ろ過には圧迫板が含まれる。,乳房厚が変化しても撮影条件は一定である。,拡大撮影で用いる患者支持器面での拡大率は2以下とする。,定位装置を用いる場合を除き焦点皮膚間距離は60 cm以上とする。,乳房用トモシンセシスは180度以上の角度範囲で撮影が可能である。,"3,4",,診療画像検査学,第76回(2024),普通
