設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A32] 手術中に用いられる核医学測定装置はどれか。,SPECT装置,ガンマプローブ,キュリーメータ,摂取率測定装置,ホールボディカウンタ,2,,医用画像情報学,第71回(2019),普通
[A33] SPECTの画像処理に関する組合せで正しいのはどれか。,TEW法 — 空間分解能補正,Rampフィルタ — 散乱線補正,Chang〈チャン〉法 — 雑音除去,Chesler〈チェスラー〉フィルタ — 画像再構成,Butterworth〈バターワース〉フィルタ鮮鋭化処理123,4,,医用画像情報学,第71回(2019),普通
[A34] I-IMPを用いた脳の核医学検査で正しいのはどれか。,緊急検査が容易である。,酸素摂取率が算出できる。,123I-IMPの投与15〜30分後から撮影する。,123I-IMPは正常な血液脳関門を通過しない。,脳循環予備能評価にブドウ糖負荷が行われる。,3,,医用画像情報学,第71回(2019),普通
[A35] 口腔癌の患者。原発腫瘍は最大径が2cmで浸潤の深さが0.8 cm、同側頸部に2 cmのリンパ節転移を1個認め、肺には0.6 cmの転移巣を2個認めた。国際対がん連合〈UICC〉病期分類での病期はどれか。,期,Ⅰ期,Ⅱ期,Ⅲ期,Ⅳ期,5,,医用画像情報学,第71回(2019),普通
[A36] 胸水を伴った肺癌患者。身の回りのことはある程度できるが、しばしば介助を要し、日中の50％以上は就床している。世界保健機構〈WHO〉によるPerformance Status〈PS〉のグレードはどれか。,グレード,グレード1,グレード2,グレード3,グレード4,4,,診療画像検査学,第71回(2019),普通
[A37] リニアックによる電子線照射について正しいのはどれか。2つ選べ。,患者体表面近くで照射野を整形する。,フラットニングフィルタが用いられる。,モニタ線量計は複数のセグメントに分割されている。,線量分布に勾配をかける場合はウェッジフィルタを挿入する。,偏向電磁石で偏向されたビーム直径は約2cmである。,"1,3",,診療画像検査学,第71回(2019),普通
[A38] 粒子線治療用シンクロトロンについて正しいのはどれか。,加速粒子はイオン源から直接シンクロトロンに入射される。,加速粒子は偏向電磁石によりビーム進行方向に加速を受ける。,AVF〈Azimuthally Varying Field〉型が診療に使用されている。,加速に用いる高周波電圧の周波数は、粒子の速度に合わせて増加させる。,陽子線では最大エネルギー400〜430 MeVのビームが診療で使用されている。,4,,診療画像検査学,第71回(2019),普通
[A39] 腔内照射に用いられる放射性核種はどれか。2つ選べ。,125I,131I,137Cs,192Ir,198Au,"3,4",,診療画像検査学,第71回(2019),普通
[A40] 放射線治療の吸収線量評価の正しさを保証するために不要なのはどれか。,線量標準の確立,第三者による線量評価,標準計測法12に基づく線量計測,線量標準による電離箱線量計校正,電離箱線量計の擾乱補正係数の実測,5,,基礎医学大要,第71回(2019),普通
[A41] 放射線治療において、高エネルギー光子線の吸収線量計測で正しいのはどれか。,電離箱の線質変換係数は電離箱の種類に依存しない。,エネルギーが4MVの場合には固体ファントムを使用する。,エネルギーが高くなるほど電離箱の線質変換係数は大きくなる。,エネルギーが高くなるほど水/空気の質量衝突阻止能比は大きくなる。,Farmer〈ファーマ〉形電離箱による相対線量測定では半径変位法を用いる。,5,,基礎医学大要,第71回(2019),普通
[A42] 通常分割12Gy/回、5回/週3で眼窩に30 Gy照射する際に、視力低下を避けるために注意するのはどれか。,網膜,外眼筋,視交叉,視神経,水晶体,5,,基礎医学大要,第71回(2019),普通
[A43] 術前照射の適応となるのはどれか。,膠芽腫,直腸癌,肝細胞癌,子宮体癌,上咽頭癌,2,,基礎医学大要,第71回(2019),普通
[A44] 接線照射が行われるのはどれか。,舌癌,乳癌,食道癌,上顎洞癌,前立腺癌,2,,基礎医学大要,第71回(2019),普通
[A45] コンピュータにおける情報の表現で正しいのはどれか。,1bitは10進数の1桁分である。,"1Gbyteは1,024 Mbyteである。",1byteは2進数の10桁分である。,10進数の0.5は2進数では循環小数になる。,進数ではからまでの数字を使って数値を表現する。,2,,基礎医学大要,第71回(2019),普通
[A46] 真理値表を示す。対応する論理演算はどれか。入力A入力B出力0 0 0 0 1 1 1 0 1 1 1 0,論理否定,否定論理積,否定論理和,排他的論理和,否定排他的論理和,4,,基礎医学大要,第71回(2019),普通
[A47] 医用画像について正しいのはどれか。,ウェーブレット変換は可逆圧縮である。,標本化は画像の空間分解能に影響しない。,10 bitで量子化された画像の階調数は256である。,アナログ画像をデジタル化してもCADを活用できない。,DICOM規格はオブジェクト指向モデルに基づいている。,5,,基礎医学大要,第71回(2019),普通
[A48] データ量が最も大きいのはどれか。,"x軸方向の画素数が1,024、y軸方向の画素数が1,024、量子化レベル数が256の二次元デジタル画像","x軸方向の画素数が1,024、y軸方向の画素数が1,024、量子化レベル数が1,024、圧縮率が1/2の二次元デジタル画像",x軸方向の画素数が256、y軸方向の画素数が256、量子化レベル数が256、フレーム数が32の二次元デジタル動画像,x軸方向の画素数が256、y軸方向の画素数が256、z軸方向の画素数が128、量子化レベル数が256の三次元デジタル画像,"x軸方向の画素数が1,024、y軸方向の画素数が1,024、量子化レベル数が赤・緑・青それぞれ256の二次元デジタルカラー画像",4,,基礎医学大要,第71回(2019),普通
[A49] 医療情報の安全管理の観点から正しいのはどれか。,個人所有のパソコンに患者情報を保存する。,他施設と電子メールで患者情報の交換を行う。,電子カルテで部署共通のアカウントを使用する。,不正アクセスを防止するため生体認証方式を用いる。,電子カルテ端末の通信には無線LANは使用してはならない。,4,,基礎医学大要,第71回(2019),普通
[A50] 細胞内でATPを産生するのはどれか。,核小体,ゴルジ体,リボソーム,リソソーム,ミトコンドリア,5,,基礎医学大要,第71回(2019),普通
[A51] 後腹膜腔に含まれるのはどれか。,肝下腔,腎周囲腔,傍結腸溝,横隔膜下腔,Douglas〈ダグラス〉窩,2,,基礎医学大要,第71回(2019),普通
[A52] 内腔の粘膜上皮が円柱上皮でないのはどれか。,胃,小腸,大腸,胆管,尿管,5,,基礎医学大要,第71回(2019),普通
[A53] リンパ球となる前駆細胞が分化・成熟するのはどれか。,下垂体,肝臓,胸腺,腎臓,副腎,3,,基礎医学大要,第71回(2019),普通
[A54] 扁平骨に分類されるのはどれか。,腸骨,上腕骨,舟状骨,大腿骨,膝蓋骨,1,,基礎医学大要,第71回(2019),普通
[A55] 構成要素として軟骨を含むのはどれか。2つ選べ。,耳介,喉頭蓋,鼠径管,回旋腱板,前十字靱帯,"1,2",,放射線生物学,第71回(2019),普通
[A56] 成人で左右に一対あるのはどれか。2つ選べ。,後頭骨,蝶形骨,側頭骨,頭頂骨,前頭骨,"3,4",,放射線生物学,第71回(2019),普通
[A57] リンパ系の構造はどれか。,胸管,心耳,くも膜,Valsalva〈バルサルバ〉洞,Purkinje〈プルキンエ〉線維,1,,放射線生物学,第71回(2019),普通
[A58] 胃において十二指腸に連続する部位はどれか。,噴門,幽門,胃角部,胃体部,胃底部,2,,放射線生物学,第71回(2019),普通
[A59] 直腸・肛門の構造について正しいのはどれか。,腸間膜を有する。,女性では腟の前方に存在する。,肛門管の長さは約10 cmである。,直腸膨大部とは直腸の口側部分を指す。,肛門管の粘膜下には静脈叢が含まれている。,5,,放射線生物学,第71回(2019),普通
[A60] 胃液中に含まれるのはどれか。,ペプシン,リパーゼ,アミラーゼ,インスリン,トリプシン,"1,2",,放射線物理学,第71回(2019),普通
[A61] 腎臓から分泌されるのはどれか。,レニン,アドレナリン,バソプレシン,ソマトスタチン,アルドステロン,1,,放射線物理学,第71回(2019),普通
[A62] 精子が通過するのはどれか。2つ選べ。,精管,精囊,尿管,精巣上体,陰茎海綿体,"1,4",,放射線物理学,第71回(2019),普通
[A63] 中枢神経系に含まれるのはどれか。2つ選べ。,橋,脊髄,脳神経,交感神経,副交感神経,"1,2",,放射線物理学,第71回(2019),普通
[A64] 内分泌器官はどれか。,汗腺,乳腺,涙腺,甲状腺,唾液腺,4,,放射線物理学,第71回(2019),普通
[A65] 生体内において主に直接作用によってDNAを損傷させる放射線はどれか。2つ選べ。,α線,β線,γ線,X線,中性子線,"1,5",,医用工学,第71回(2019),普通
[A66] Bergonié-Tribondeau〈ベルゴニエ・トリボンドー〉の法則が示す放射線感受性の高い細胞の特徴はどれか。,未分化である。,細胞周期が長い。,分裂の頻度が低い。,分裂の回数が少ない。,核/細胞質比が小さい。,1,,医用工学,第71回(2019),普通
[A67] 細胞にγ線を4Gy照射する場合、1回で照射するより、2Gyずつ12時間の間隔をおいて照射した方が細胞生存率は高くなる。この現象を説明するのはどれか。,回復,再増殖,再分布,再酸素化,線量率効果,1,,医用工学,第71回(2019),普通
[A68] 放射線による晩期反応として正しいのはどれか。2つ選べ。,食道炎,腎不全,心膜炎,皮膚炎,白血球減少,"2,3",,放射線計測学,第71回(2019),普通
[A69] 骨盤内臓器への放射線治療後に生じ得る合併症のうち確率的影響はどれか。,骨盤骨折,子宮肉腫,直腸出血,膀胱萎縮,小腸イレウス,2,,放射線計測学,第71回(2019),普通
[A70] 直接電離放射線はどれか。,γ線,δ線,中性子線,特性X線,消滅放射線,2,,放射線計測学,第71回(2019),普通
[A71] 密度11.3 g･cm−3の鉛にγ線が入射したときの質量減弱係数は8.8 × 10−2 cm2･g−1であった。このときの平均自由行程［cm］に最も近いのはどれか。,0.70,0.99,1.01,1.43,2.32,3,,放射線計測学,第71回(2019),普通
[A72] 単位体積当たりの原子の個数'cm−3)を表す式はどれか。ただし、原子番号をZ、原子量をA、アボガドロ定数をNA、密度をρ'g･cm−3)とする。NA･ρ,A NA･ρ,Z A･Z･ρ,NA NA･Z･ρ,A NA･A･ρ,Z,1,,放射線計測学,第71回(2019),普通
[A73] 電子と物質の相互作用について正しいのはどれか。,線衝突阻止能は物質の密度に比例する。,原子番号が大きくなると放射損失は小さくなる。,衝突損失は臨界エネルギーを超えると放射損失よりも大きくなる。,電子の運動エネルギーが大きくなると密度効果の影響は小さくなる。,水中でCherenkov〈チェレンコフ〉放射のしきいエネルギーは2.5 keVである。,1,,診療画像機器学,第71回(2019),普通
[A74] 放射性壊変について正しいのはどれか。2つ選べ。,β＋壊変では陽電子が放出される。,内部転換では原子番号が変化する。,核異性体転移により質量数が変化する。,β−壊変では反ニュートリノが放出される。,α粒子のエネルギースペクトルは連続分布である。,"1,4",,診療画像機器学,第71回(2019),普通
[A75] 静電容量の単位はどれか。,A･s･V−1,A･m−1,C･s−1,V･m−1,J･C−1,1,,診療画像機器学,第71回(2019),普通
[A76] 電位差Vで加速された荷電粒子が一様な磁界に、磁界の方向と垂直に入射したときに働く力Fを考える。磁界の大きさを変えずに加速電圧をV1からV2に変えたとき、この荷電粒子に働く力がF1からF2となった。V2がV1の2倍のとき、F2/F1はどれか。,0.5,1,2,2,4,3,,診療画像機器学,第71回(2019),普通
[A77] Cockcroft-Walton〈コッククロフト・ウォルトン〉加速器の原理図を示す。変圧器電圧の最大値がVのとき、コンデンサC4の両端の電位差はどれか。ただし、整流器での電圧降下はとする。,V,2 V,3 V,4 V,5 V,2,,診療画像機器学,第71回(2019),普通
[A78] 陽子線と物質の相互作用で誤っているのはどれか。,核反応,制動放射,Coulomb〈クーロン〉散乱,Compton〈コンプトン〉散乱,Rutherford〈ラザフォード〉散乱,4,,診療画像機器学,第71回(2019),普通
[A79] 非荷電粒子のみに定義される量はどれか。,断面積,吸収線量,フルエンス,質量阻止能,質量減弱係数,5,,診療画像機器学,第71回(2019),普通
[A80] 固体の電離電荷を測定する放射線検出器はどれか。,電離箱,GM計数管,半導体検出器,シンチレーション検出器,ラジオクロミックフィルム,3,,診療画像機器学,第71回(2019),普通
[A81] Bragg-Gray〈ブラッグ・グレイ〉の空洞理論で正しいのはどれか。2つ選べ。,二次電子の飛程は空洞より小さい。,δ線を除外した阻止能比を用いている。,空洞内の電離電荷から媒質の吸収線量が求められる。,質量衝突阻止能比がエネルギーで大きく変化しない。,媒質と空洞壁材の質量エネルギー吸収係数は同一である。,"3,4",,診療画像機器学,第71回(2019),普通
[A82] 蛍光ガラス線量計について正しいのはどれか。,放射線照射により蛍光中心が生成される。,TLDと比較してフェーディングの影響が大きい。,1回読み取りを行うと照射された線量情報を失う。,放射線のエネルギーに対する依存性は無視できる。,放射線照射後、紫外光を当てると青色の蛍光を発生する。,1,,診療画像機器学,第71回(2019),普通
[A83] 診療放射線技師の対応として適切なのはどれか。,病院の待合室で知人を見かけたため電子カルテで詳細を閲覧した。,研究のため患者個人情報をUSBメモリに保存して自宅に持ち帰った。,意識不明の入院患者だったのでネームバンドで本人確認をしてX線撮影を行った。,医師の撮影指示は右膝であったが、患者が左膝痛を訴えていたため自己判断で左膝を撮影した。,上部消化管X線造影中に患者を支える必要があったので、看護師に透視のスイッチを押してもらった。,3,,X線撮影技術学,第71回(2019),普通
[A84] DXA法の骨密度測定で正しいのはどれか。,Tスコアの算出はできない。,SXA法と比較して精度が劣る。,測定部位として腰椎が用いられる。,授乳中女性の骨密度は大幅に増加する。,50歳以上での骨密度の減少は男性で著しい。,3,,X線撮影技術学,第71回(2019),普通
[A85] X線管焦点サイズがFで拡大率がMの場合、半影の大きさを表すのはどれか。,F･M,F･M安1,F安1･M,F･1M安13,F安1･1M安13,4,,X線撮影技術学,第71回(2019),普通
[A86] X線撮影において被写体コントラストに関係が深いのはどれか。2つ選べ。,管電流,管電圧,照射時間,整流方式,焦点サイズ,"2,4",,X線撮影技術学,第71回(2019),普通
[A87] 体表基準と脊柱の位置との組合せで正しいのはどれか。,喉頭隆起 — 第2頸椎,肩甲骨下端 — 第5胸椎,剣状突起 — 第1腰椎,肋骨弓下縁 — 第3腰椎,恥骨結合 — 第3仙椎,4,,X線撮影技術学,第71回(2019),普通
[A88] 脊髄腔造影について誤っているのはどれか。,刺針は棘突起を避け刺入する。,イオン性ヨード造影剤を用いる。,脊髄くも膜下腔に造影剤を注入する。,検査後数時間は頭部を上げた状態を維持する。,髄液より造影剤の比重が大きいことを利用して目的部位へ造影剤を誘導する。,2,,X線撮影技術学,第71回(2019),普通
[A89] 胃噴門部に異常が疑われた場合の上部消化管X線二重造影で、適切な撮影はどれか。2つ選べ。,右側臥位像,背臥位正面像,背臥位第1斜位像,背臥位第2斜位像,半立位第2斜位像,"1,5",,X線撮影技術学,第71回(2019),普通
[A90] 血管撮影をシングルプレーンからバイプレーンにすることによって低減可能なのはどれか。,被ばく線量,X線管負荷,画像データ量,造影剤投与量,アーチファクト,4,,X線撮影技術学,第71回(2019),普通
[A91] 検査を受ける患者で確認が不要なのはどれか。,造影MRIでの腎機能,造影CTでの喘息の既往,MRIでの人工関節の材質,胸部X線撮影でのネックレスの装着,頭部CTでのカラーコンタクトレンズの装着,5,,X線撮影技術学,第71回(2019),普通
[A92] 院内感染の予防に最も重要視されるのはどれか。,手指衛生,清潔な白衣,撮影室の清掃,頻回のうがい,空調のフィルタ掃除,1,,X線撮影技術学,第71回(2019),普通
[A93] X線受像器の1画素当たりに検出される全光子数の50％が散乱光子の場合、散乱線の寄与による出力信号のSN比の損失割合に最も近いのはどれか。ただし、散乱線はPoisson〈ポアソン〉分布に従う付加雑音として検出されるものとする。,10％,25％,30％,50％,70％,3,,画像工学,第71回(2019),普通
[A94] デジタルX線画像検出器のアパーチャMTFを図に示す。検出器の開口幅［mm］はどれか。,0.25,0.5,1,2,4,2,,画像工学,第71回(2019),普通
[A95] デジタルX線画像システムの画質特性を表す指標で、値が低いほど低コントラスト分解能が高いのはどれか。,CNR,DQE,MTF,NEQ,NPS,5,,画像工学,第71回(2019),普通
[A96] 放射線防護体系における考え方で正しいのはどれか。,医療被ばくに線量限度が適用される。,線量拘束値は行為の正当化に利用される。,線量限度は線量拘束値より低値に設定される。,防護の最適化では経済的・社会的要因を考慮しなければならない。,放射線被ばくを伴う行為は防護の最適化を最初に考慮しなければならない。,4,,放射線安全管理学,第71回(2019),普通
[A97] 医療法施行規則で放射線診療従事者等に適用される水晶体の等価線量限度'mSv/年)はどれか。,1,15,50,150,500,4,,放射線安全管理学,第71回(2019),普通
[A98] 国際放射線防護委員会〈ICRP〉2007年勧告における陽子の放射線加重係数はどれか。,1,2,5,10,20,2,,放射線安全管理学,第71回(2019),普通
[A99] 放射性同位元素による表面汚染について正しいのはどれか。,α線放出核種の表面密度限度は40 Bq/cm2である。,β線放出核種の表面密度限度は4Bq/cm2である。,スミア法は遊離性汚染の測定に適する。,スミア法のふき取り面積は10 cm2である。,バックグラウンド値の高い場所では直接測定法を用いる。,3,,放射線安全管理学,第71回(2019),普通
[A100] 被ばくの分類について正しいのはどれか。,IVR術者の被ばく — 医療被ばく,航空機の客室乗務員の被ばく — 公衆被ばく,患者の介護を行う家族の被ばく — 職業被ばく,医学研究における志願者の被ばく — 職業被ばく,母体が受けた医療行為に伴う胎児の被ばく — 医療被ばく,5,,放射線安全管理学,第71回(2019),普通
[B1] 標識化合物と合成法の組合せで正しいのはどれか。,3H標識化合物 — Wilzbach〈ウイルツバッハ〉法,14C標識化合物 — クロラミン-T法,18F標識化合物 — Bolton-Hunter〈ボルトン・ハンター〉法,99 mTc標識化合物 — 生合成法,125I標識化合物 — スズ還元法,1,,診療画像検査学,第71回(2019),普通
[B2] ある放射性溶液に131I−が60 kBq、Na123Iが30 kBq、131IO2−が10 kBq含まれていた。131 Iの放射性核種純度はどれか。,50％,60％,70％,86％,100％,3,,診療画像検査学,第71回(2019),普通
[B3] 放射性標識化合物の分解で正しいのはどれか。2つ選べ。,放射線分解は比放射能に依存しない。,α線はβ線よりも放射線分解を起こしやすい。,ラジカルが生成されると放射線分解が抑制される。,小分けして保存することで放射線分解を低減できる。,低温で保存するよりも常温で保存する方が放射線分解は起こりにくい。,"2,4",,診療画像検査学,第71回(2019),普通
[B4] 放射分析法で正しいのはどれか。2つ選べ。,加速器による放射化を利用する。,放射滴定法は間接法に分類される。,短半減期核種で標識された化合物に有用である。,直接法は分析試料と標識化合物の反応で生成した沈殿物の放射能を測定する。,分析試料と標識化合物の反応によって沈殿物が生成されなくても分析可能である。,"2,4,5",,診療画像検査学,第71回(2019),普通
[B5] 共振形インバータ方式の基本原理図を示す。管電圧のフィードバック制御を行う箇所はどれか。,AC-DCコンバータ,平滑化回路,インバータ,共振回路,整流回路,3,,診療画像検査学,第71回(2019),普通
[B6] X線CTで誤っているのはどれか。,造影効果を高めるには管電圧を低くする。,短時間で撮影するにはヘリカルピッチを大きくする。,金属アーチファクトを抑制するには管電圧を高くする。,仮想的な非造影画像を作成するためにはdual energyで撮影する。,1回転当たりの投影データ数を増加させるにはX線管の回転速度を高める。,5,,診療画像検査学,第71回(2019),普通
[B7] マルチスライスCT装置で、ビーム幅40 mm、ピッチ係数〈ピッチファクタ〉0.8としたとき、ガントリ1回転当たりのテーブル移動距離［mm］はどれか。,16,24,32,40,50,3,,診療画像検査学,第71回(2019),普通
[B8] 乳房用X線装置等の規格1JIS Z 4751-2-453で定められた事項として誤っているのはどれか。,半価層測定では圧迫板を加える。,防護壁の減弱当量は0.08 mmPb以上とする。,圧迫板を除いたX線ビームの総ろ過は0.5 mmAl以上にする。,剰余放射線の空気カーマは1回の照射当たり1μGy以下とする。,X線照射野は胸壁側の患者支持器の縁から2mmを超えてはいけない。,"1,3",,診療画像検査学,第71回(2019),普通
[B9] X線CTにおいて、特定の検出器素子の感度異常によって生じるのはどれか。,部分体積効果,リングアーチファクト,モーションアーチファクト,ウィンドミルアーチファクト,ビームハードニングアーチファクト,2,,診療画像検査学,第71回(2019),普通
[B10] MRAについて正しいのはどれか。,Dixon法が用いられる。,PC法では脂肪組織が血管描出の妨げとなる。,TOF法では流速と流れの方向が測定できる。,非造影MRAは造影MRAに比べ乱流の影響を受けにくい。,造影MRAでは目的血管に合わせて撮影タイミングが決定される。,5,,診療画像検査学,第71回(2019),普通
