設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A11] 放射性核種の分離法で正しいのはどれか。,共沈法は溶解度積の法則を利用する。,電気泳動法はイオン化傾向の差を利用する。,ラジオコロイド法はイオン交換樹脂によるろ過を利用する。,電気化学的分離法はイオン交換体の分布係数の違いを利用する。,Szilard-Chalmers〈ジラード・チャルマー〉法ではRf値の違いを利用する。,1,,核医学検査技術学,第77回(2025),普通
[A12] 99 Mo−99mTcジェネレータで99mTcを溶出するのに用いられるのはどれか。,蒸留水,生理食塩水,5％ブドウ糖液,10％アミノ酸液,0.1 mol/L塩酸水溶液,2,,核医学検査技術学,第77回(2025),普通
[A13] X線CTを用いたSPECT減弱補正でCT値から線減弱係数への変換テーブル作成に関係するのはどれか。2つ選べ。,収集時間,CT管電圧,被検者の体格,放射性医薬品の投与量,放射性核種のエネルギー,"2,5",,核医学検査技術学,第77回(2025),普通
[A14] Silicon photomultiplier〈SiPM〉PET検出器で正しいのはどれか。,冷却が不要である。,磁場の影響を受ける。,光子数を求めることができない。,光電子増倍管より時間分解能が高い。,物理的サイズは光電子増倍管と同等である。,4,,核医学検査技術学,第77回(2025),普通
[A15] PETで正しいのはどれか。,エミッションスキャンは放射性医薬品の投与前に行う。,ノーマライズスキャンは減弱補正のためのデータ収集である。,トランスミッションスキャンは各検出器の感度のばらつきを補正する。,クロスキャリブレーションによって放射能濃度値からPET値（cps/pixel）に変換する。,SUVの算出にはPET装置とドーズキャリブレータとのクロスキャリブレーションが必要である。,5,,核医学検査技術学,第77回(2025),普通
[A16] 脳SPECTで正しいのはどれか。,123I−IMPは主に線条体に集積する。,123I−イオマゼニルは大脳白質に集積する。,123I−イオフルパンは投与後速やかに撮影する。,99mTc−HMPAOは標識後数時間は安定である。,99mTc−ECDは高血流域で血流量を過小評価する。,5,,核医学検査技術学,第77回(2025),普通
[A17] 呼吸器核医学検査で正しいのはどれか。2つ選べ。,99mTc−MAAは脳への生理的集積を認める。,右左シャントが疑われる場合は全身像を撮影する。,肺高血圧症では99mTc−MAAの集積が上肺野で欠損する。,肺塞栓症では81mKrと99mTc−MAAの集積ミスマッチを起こす。,99mTc−MAAの投与時は注射器内への血液の逆流があることを確認する。,"2,4",,核医学検査技術学,第77回(2025),普通
[A18] 肝受容体シンチグラフィの血中滞在率指標を示す式はどれか。ただし、心臓部の時間放射能曲線の3分と15分のカウントをそれぞれH3、H15、肝臓部の時間放射能曲線の15分のカウントをL15とする。,H3/H15,H15/H3,H3/（H3＋H15）,H15/（H15＋L15）,L15/（H15＋L15）,2,,核医学検査技術学,第77回(2025),普通
[A19] 骨シンチグラフィで正しいのはどれか。,骨折では集積が低下する。,骨代謝亢進部位に集積する。,骨肉腫では集積が欠損する。,腸管に生理的集積を認める。,多発骨転移ではbone scan index〈BSI〉が低下する。,2,,核医学検査技術学,第77回(2025),普通
[A20] 核医学治療で使われる核種で物理的半減期が最も短いのはどれか。,89Sr,90Y,131I,177Lu,223Ra,2,,核医学検査技術学,第77回(2025),普通
[A21] 我が国の2022年時点の統計で正しいのはどれか。,死因の第1位は肺炎である。,がんによる死亡数は女性の方が男性よりも多い。,胃がん年齢調整死亡率は2000年と比べて上昇している。,女性の部位別がん死亡数で最も多いのは大腸がんである。,男性の部位別がん死亡数で最も多いのは前立腺がんである。,4,,放射線治療技術学,第77回(2025),普通
[A22] 放射線治療で誤っているのはどれか。,セットアップマージンはPTVに含まれる。,ITVはCTVに内的マージンを加えたものである。,計算アルゴリズムであるconvolution法では非電子平衡を考慮している。,ホウ素中性子捕捉療法で発生する7Liや4Heの体内飛程は2〜3 mmである。,くさびフィルタのウェッジ角度は水ファントム中の10 cm深における等線量曲線と中心軸を横切る角度の余角である。,4,,放射線治療技術学,第77回(2025),普通
[A23] 骨髄移植の前処置で行われる放射線治療はどれか。,全脳照射,マントル照射,全身X線照射,全身電子線照射,全脳全脊髄照射,3,,放射線治療技術学,第77回(2025),普通
[A24] DVHで正しいのはどれか。2つ選べ。,微分型と積分型がある。,肺の障害指標でD20が用いられる。,標的体積内のhot spotやcold spotを評価することができる。,D95は目的とする標的やリスク臓器の95％体積内の最大線量を表す。,V20は目的とする標的やリスク臓器のうち20 Gy以上照射される体積の割合である。,"1,5",,放射線治療技術学,第77回(2025),普通
[A25] 永久挿入密封小線源治療で用いられる線源はどれか。2つ選べ。,60Co,125I,131I,137Cs,198Au,"2,5",,放射線治療技術学,第77回(2025),普通
[A26] 陽子線治療と炭素線治療の比較で正しいのはどれか。,陽子線治療の方がペナンブラが小さい。,炭素線治療の方が生物学的効果比が低い。,炭素線治療の方が線エネルギー付与が高い。,陽子線治療の方が酸素効果の影響が小さい。,炭素線治療の方がブラッグピークにおける核破砕が少ない。,3,,放射線治療技術学,第77回(2025),普通
[A27] 粒子線治療における深さ方向の線量分布を表す量はどれか。,平坦度,電子平衡厚,照射野サイズ,軸外線量比における100％線量,深部量百分率における100％線量,5,,放射線治療技術学,第77回(2025),普通
[A28] 電離箱線量計の特徴で正しいのはどれか。2つ選べ。,アニーリングが必要である。,電離空洞内の温度が高いと電離量は増加する。,電離空洞内の気圧が低いと電離量は増加する。,イオン再結合は電離空洞内の電離密度に依存する。,水吸収線量校正定数は60Coガンマ線を用いた校正が可能である。,"4,5",,放射線治療技術学,第77回(2025),普通
[A29] 電子線のR50で正しいのはどれか。,単位はg/mである。,校正深の計算に必要である。,PDDから直接求めることができる。,質量エネルギー吸収係数を意味する。,測定の基準条件はエネルギーに関わらず照射野サイズ10 cm × 10 cmである。,2,,放射線治療技術学,第77回(2025),普通
[A30] 放射線治療装置の受入試験で正しいのはどれか。2つ選べ。,納入業者のみで実施する。,計算値を実測値で検証する。,コミッショニング後に実施する。,仕様書を満たすことを確認する。,定期的品質管理の基本データを得る。,"4,5",,放射線治療技術学,第77回(2025),普通
[A31] 情報の数の表現で正しいのはどれか。,"1 Gbitは1,024 Mbyteである。",1 byteは10進数の8桁分である。,16進法は0から15までの整数で表す。,アスキーコードは数値データの表現形式である。,"2 byteの符号なし整数型は0から65,535の値を表現できる。",5,,医用画像情報学,第77回(2025),普通
[A32] 診療録等の電子保存の3原則に含まれるのはどれか。2つ選べ。,可用性,完全性,機密性,見読性,真正性,"4,5",,医用画像情報学,第77回(2025),普通
[A33] ファイアウォールの機能で正しいのはどれか。,ログイン時にパスワードを要求する。,通信パケットに含まれるウイルスを駆除する。,ネットワーク間で暗号化された通信だけを許可する。,脆弱性があるシステムのソフトウェアを自動更新する。,外部と内部のネットワーク間で特定の通信だけを許可する。,5,,医用画像情報学,第77回(2025),普通
[A34] 機械学習の多クラス分類モデルの評価指標でないのはどれか。,F値,再現率,正解率,適合率,比例尺度,5,,医用画像情報学,第77回(2025),普通
[A35] 病院情報システムで正しいのはどれか。,画像情報は放射線情報システムに送信される。,X線撮影の検査オーダには撮影部位の情報が含まれる。,医師が行った診察の記録はオーダリングシステムに登録される。,検査に用いる医療材料や医薬品は医事会計システムで発注される。,実施情報はオーダリングシステムから放射線情報システムに伝達される。,2,,医用画像情報学,第77回(2025),普通
[A36] スイスチーズモデルの考え方で正しいのはどれか。,個人の過ちや職場の環境と体制に潜む危険が安全対策の穴を作る。,個人の集中力や責任感を高めなければ事故を減らすことはできない。,事故の原因追求を徹底すれば単一の根本的な過誤や失策に行き着く。,不完全な安全対策を複数用意するより完全な安全対策を一つ用意する。,抜け穴のある安全対策を複数に増やしても事故を減らすことはできない。,1,,診療画像検査学,第77回(2025),普通
[A37] 検査待ち合いで患者が床に倒れており、時折いびきのような音を立てて首を動かしている。呼びかけに対する反応はあいまいである。周囲に他の人はいない。対応で正しいのはどれか。,胸骨圧迫開始の前に院内緊急コールをする。,胸骨圧迫は1分間に50〜70回のテンポで行う。,呼吸しているので直ちに心肺蘇生を開始する必要はない。,1分間以上は肩を叩いて呼びかけ反応の有無を明確にする。,胸骨圧迫で心拍が再開しない場合にAEDの持参を依頼する。,1,,診療画像検査学,第77回(2025),普通
[A38] 保守点検計画を策定すべきX線装置はどれか。,X線CT装置,移動形X線装置,透視用X線装置,乳房用X線装置,口内法用X線装置,1,,診療画像検査学,第77回(2025),普通
[A39] 診療放射線技師が検査中に認めた異常所見で直ちに医師に報告することが適切でないのはどれか。,脳の腫瘤,頭蓋内出血,腹腔内遊離ガス,肋間腔開大を伴う気胸,径3 cmの蛇行した上行大動脈,5,,診療画像検査学,第77回(2025),普通
[A40] 腸間膜を有さないのはどれか。,空腸,S状結腸,横行結腸,十二指腸,上行結腸,"4,5",,基礎医学大要,第77回(2025),普通
[A41] 骨粗鬆症性椎体骨折が多いのはどれか。,上部頸椎,下部頸椎〜上部胸椎,中部胸椎,下部胸椎〜上部腰椎,下部腰椎,4,,基礎医学大要,第77回(2025),普通
[A42] 診療放射線技師による情報の取扱いで正しいのはどれか。,守秘義務は診療放射線技師でなくなった後も続く。,患者の情報は医療機関内であれば自由に共有してよい。,診療放射線技師はカルテの情報を閲覧することができない。,個人情報保護法では患者名を画像に載せることは禁止されている。,患者本人の了解がなくても家族からの要請があれば情報開示ができる。,1,,基礎医学大要,第77回(2025),普通
[A43] 頭蓋底を構成するのはどれか。2つ選べ。,頰骨,鼻骨,下顎骨,後頭骨,蝶形骨,"4,5",,基礎医学大要,第77回(2025),普通
[A44] 灰白質はどれか。,内包,脳梁,被殻,前交連,放線冠,3,,基礎医学大要,第77回(2025),普通
[A45] 悪性腫瘍の発生数が最も少ないのはどれか。,食道,胃,小腸,結腸,直腸,3,,基礎医学大要,第77回(2025),普通
[A46] 体温の恒常性で誤っているのはどれか。,体温中枢は視床下部にある。,運動によって体温は上昇する。,寒冷の環境では代謝が低下する。,体温には概日リズムが存在する。,年齢が高くなるにつれ体温は低下する。,3,,基礎医学大要,第77回(2025),普通
[A47] Ⅰ型アレルギー反応に関連するのはどれか。2つ選べ。,補体,T細胞,IgE抗体,IgM抗体,ヒスタミン,"3,5",,基礎医学大要,第77回(2025),普通
[A48] 悪性腫瘍とその発生原因の組合せで誤っているのはどれか。,胃癌 — ヘリコバクターピロリ菌,肝臓癌 — A型肝炎ウイルス,外陰部癌 — ヒトパピローマウイルス,カポジ肉腫 — ヒトヘルペスウイルス,成人T細胞白血病 — ヒトT細胞白血病ウイルス,2,,基礎医学大要,第77回(2025),普通
[A49] 右心房と右心室の間にある弁はどれか。,三尖弁,静脈弁,僧帽弁,大動脈弁,肺動脈弁,1,,基礎医学大要,第77回(2025),普通
[A50] ヒトの感染防御機構で獲得免疫に関与するのはどれか。2つ選べ。,胸腺,口腔,骨髄,皮膚,消化管,"1,3",,基礎医学大要,第77回(2025),普通
[A51] 人体を構成する主要4大元素でないのはどれか。,塩素,酸素,水素,炭素,窒素,1,,基礎医学大要,第77回(2025),普通
[A52] 上眼窩裂を通らないのはどれか。,眼神経,視神経,外転神経,滑車神経,動眼神経,2,,基礎医学大要,第77回(2025),普通
[A53] 肺結核の主な感染経路はどれか。,空気感染,垂直感染,接触感染,飛沫感染,媒介物感染,1,,基礎医学大要,第77回(2025),普通
[A54] 手根管を通過する神経はどれか。,副神経,尺骨神経,正中神経,橈骨神経,肋間神経,3,,基礎医学大要,第77回(2025),普通
[A55] 紫外線の特徴で正しいのはどれか。,DNAを標的としない。,X線よりも波長が長い。,直接電離放射線である。,X線よりもLETが高い。,発がんを引き起こさない。,2,,放射線生物学,第77回(2025),普通
[A56] ヒトの半致死線量で正しいのはどれか。,50〜60 Gyである。,Dq線量と同義である。,生存率が50％になる線量である。,被ばく後30日の生存率で判定する。,定位放射線治療の線量計算に使用する。,3,,放射線生物学,第77回(2025),普通
[A57] 成人の正常組織で放射線感受性が最も低いのはどれか。,肝臓,小腸,心筋,皮膚,水晶体,3,,放射線生物学,第77回(2025),普通
[A58] 放射線誘発がんで正しいのはどれか。,前立腺癌の主な発がん形式である。,小児より成人の方が発がんリスクは高い。,発がんリスクは線量率によって変化しない。,放射線による肺癌の発生リスクと喫煙は関係ない。,同じ物理線量の場合、低LET放射線より高LET放射線の方が発がんリスクは高い。,5,,放射線生物学,第77回(2025),普通
[A59] 細胞に総線量12 Gyを照射した場合、細胞の生存率が最も高くなる条件はどれか。ただし、他の条件は全て同じとし、細胞のα/βは10 Gyとする。,1 Gy/回とし、週3回4週間で照射する。,1 Gy/回とし、週4回3週間で照射する。,2 Gy/回とし、連続する6日間で照射する。,1 Gy/回とし、1日2回、連続する6日間で照射する。,2 Gy/回とし、1日2回、連続する3日間で照射する。,1,,放射線生物学,第77回(2025),普通
[A60] 電離性の電磁放射線はどれか。,α線,β線,γ線,中性子線,マイクロ波,3,,放射線物理学,第77回(2025),普通
[A61] 光子と物質の相互作用で正しいのはどれか。,特性X線は連続スペクトルを持つ。,光電効果は最外殻の電子で起こることが多い。,電子対生成の生じた位置で消滅放射線が発生する。,コンプトン散乱において散乱光子の波長は入射光子の波長より長くなる。,光子エネルギーが1 MeVのとき鉛と光子の相互作用は電子対生成が主である。,4,,放射線物理学,第77回(2025),普通
[A62] 重荷電粒子の質量衝突阻止能で正しいのはどれか。,物質の密度に反比例する。,物質の原子番号に反比例する。,入射粒子の質量に反比例する。,入射粒子の電荷数に比例する。,入射粒子のエネルギーに反比例する。,5,,放射線物理学,第77回(2025),普通
[A63] 50 keV光子のAl（原子番号13、原子量27、密度2.7 g・cm−3）に対する線減弱係数が1.0 cm−1であるとき、この光子エネルギーに対するAlの電子断面積［b］（バーン）に最も近いのはどれか。ただし、アボガドロ数を6.0 × 1023、1 b＝10−24 cm2とする。,0.08,0.4,1.3,4.8,17,3,,放射線物理学,第77回(2025),普通
[A64] 核磁気共鳴の緩和現象で正しいのはどれか。,縦緩和時間は磁場均一性に依存する。,縦緩和時間は物質の温度に依存する。,横緩和時間は縦緩和時間よりも長い。,横磁化は時間とともに直線的に減少する。,縦磁化は90度RFパルス印加中に増加する。,2,,放射線物理学,第77回(2025),普通
[A65] 電流の大きさが2 A（実効値）で、位相が電圧より30度だけ進んでいる正弦波交流回路がある。この回路の電圧が0 Vの瞬間の電流の大きさ［A］はどれか。,0 2,3 2,2,2,2 2,4,,医用工学,第77回(2025),普通
[A66] 真性半導体の絶対零度におけるエネルギーバンド構造で正しいのはどれか。2つ選べ。,伝導帯は空帯となっている。,禁制帯にキャリアは存在しない。,禁制帯の幅は絶縁体より大きい。,価電子帯の電子は電流に寄与する。,フェルミ準位は価電子帯に存在する。,"1,2",,医用工学,第77回(2025),普通
[A67] MRI装置でボリューム送信コイルを使用した場合、JISで規定されている通常操作モードでの全身SAR［W/kg］の上限値はどれか。,0.1,0.5,2.0,3.2,10.0,3,,医用工学,第77回(2025),普通
[A68] エネルギーフルエンスが一様なγ線場において指頭形電離箱で電離電流を測定するとき、測定値で正しいのはどれか。,空洞の体積に反比例する。,充塡気体の密度に比例する。,充塡気体のW値に比例する。,集電極の印加電圧に反比例する。,電離箱壁からの二次電子の飛程に比例する。,2,,放射線計測学,第77回(2025),普通
[A69] 飛跡を利用した放射線検出器はどれか。,CR-39,GM計数管,比例計数管,蛍光ガラス線量計,NaI（Tl）シンチレーション検出器,1,,放射線計測学,第77回(2025),普通
[A70] 高純度Ge半導体検出器の基本構成に含まれないのはどれか。,高圧電源,線形増幅器,前置増幅器,光電子増倍管,多重波高分析器,4,,放射線計測学,第77回(2025),普通
[A71] X線の半価層測定で正しいのはどれか。,実効波長によって補正する。,管電圧によって半価層は変化しない。,線量の測定には電離箱線量計が適する。,実効エネルギーを最大エネルギーで除して算出できる。,連続エネルギー分布を持つⅩ線では第2半価層より第1半価層が大きい。,3,,放射線計測学,第77回(2025),普通
[A72] 個人被ばく線量計に用いられる検出材料で光子に対するエネルギー依存性が最も小さいのはどれか。,Si,LiF,Al2O3,CaSO4,リン酸塩ガラス,2,,放射線計測学,第77回(2025),普通
[A73] 画像診断用ディスプレイで正しいのはどれか。,不変性試験は2年ごとに行う。,輝度比は最大輝度と最小輝度の比である。,照度計を用いてコントラスト応答を求める。,"解像度2,048 × 2,560は3メガピクセルに相当する。",テストパターンを用いた目視試験は客観的評価となる。,2,,診療画像機器学,第77回(2025),普通
[A74] X線CTで正しいのはどれか。,DLPの単位はmGyである。,管電圧が低くなるほどノイズは低下する。,ピッチ係数を大きくすると撮影時間は長くなる。,管電圧が低くなるほど造影領域のCT値は低下する。,dual energy CTを用いて仮想単色X線画像を作成できる。,5,,診療画像機器学,第77回(2025),普通
[A75] X線管装置で正しいのはどれか。2つ選べ。,線質は陽極側に比べ陰極側で軟線が多い。,短時間許容負荷は焦点寸法に依存しない。,陰極エミッション特性は管電流の特性を表す。,ヒートユニットは許容負荷を表す単位である。,漏れ放射線は放射口を透過する電離放射線である。,"1,3",,診療画像機器学,第77回(2025),普通
[A76] X線高電圧装置で正しいのはどれか。,管電流はX線管の陽極に流れる電流の最大値で表す。,コンデンサ式X線装置の管電流時間積は線量に比例する。,管電圧はX線管の陽極と陰極との間の電位差の平均値で表す。,2ピーク形X線装置の管電圧調整は単巻変圧器の出力側で行う。,共振形インバータ式X線装置の管電圧リプル百分率はインバータ周波数に比例する。,4,,診療画像機器学,第77回(2025),普通
[A77] FPDで正しいのはどれか。,画像歪はI. I.と同等である。,素子間の感度補正が必要である。,ダイナミックレンジはアナログシステムと同等である。,直接変換方式ではX線をシンチレータで光に変換する。,リアルタイムでX線画像をアナログ信号として出力する。,2,,診療画像機器学,第77回(2025),普通
[A78] トモシンセシスで正しいのはどれか。,FPDを用いた断層撮影である。,乳房用X線装置のみに搭載されている。,1回の撮影で1枚の断層画像を取得する。,断層振れ角が大きいほど断層厚は厚くなる。,目的断面を幾何学的にぼかすことによって断層画像を取得する。,1,,診療画像機器学,第77回(2025),普通
[A79] X線管装置の動作特性で正しいのはどれか。,管電流は電極間距離の2乗に比例する。,ヒール効果はターゲット角度に影響しない。,実焦点の熱電子密度は正焦点、副焦点とも均等である。,ブルーミング現象は管電流条件で実効焦点寸法に影響する。,焦点近傍から発生した焦点外X線の強度は遠方に比べ強い。,4,,診療画像機器学,第77回(2025),普通
[A80] 乳房用X線装置で正しいのはどれか。,X線放射口にはRhが用いられる。,管電流の精度は±10％以内である。,焦点寸法は1〜2 mmが標準的である。,陽極のターゲットにはAlが用いられる。,ヒール効果を利用し乳房全体の線量均一化を行っている。,5,,診療画像機器学,第77回(2025),普通
[A81] 医薬品医療機器等法における医療機器とクラス分類の組合せで正しいのはどれか。,MRI装置 — クラスⅡ,血管撮影装置 — クラスⅢ,超音波診断装置 — クラスⅠ,放射線治療装置 — クラスⅣ,画像診断用ディスプレイ — クラスⅢ,1,,診療画像機器学,第77回(2025),普通
[A82] 歯科用コーンビームCT装置で正しいのはどれか。,90度回転して撮影する。,視野サイズが変更できない。,ヘリカルスキャンを用いる。,幾何学的ひずみ補正が必要である。,検出器にイメージングプレートが用いられる。,4,,診療画像機器学,第77回(2025),普通
[A83] X線撮影におけるグリッドの使用で正しいのはどれか。ただし、撮影条件は一定とする。,鮮鋭度が低下する。,粒状性が向上する。,被ばく線量が減少する。,画像コントラストが向上する。,骨組織でのX線透過性が減少する。,4,,X線撮影技術学,第77回(2025),普通
[A84] 一般撮影の診断参考レベルにおいて入射表面線量が最も低い撮影はどれか。,頭部正面,頸椎正面,胸部正面,腰椎正面,骨盤正面,3,,X線撮影技術学,第77回(2025),普通
[A85] 頭部X線写真を別に示す。撮影方法で正しいのはどれか。【別冊No.7 図】,グリッドは使用しない。,X線の射出点を鼻根とする。,40〜50 kVの管電圧で撮影する。,中心X線は検出器面に対し垂直に入射する。,ドイツ水平線は検出器面に対し60度とする。,4,,X線撮影技術学,第77回(2025),普通
[A86] 乳房MLO方向撮影で正しいのはどれか。2つ選べ。,圧迫圧は40 N程度とする。,乳房圧迫後に乳房支持台の角度を決定する。,非検側乳房が照射野内に入らないようにする。,乳房外側上部がブラインドエリアとなりやすい。,乳房支持台の角度を被検者の大胸筋と平行に合わせる。,"3,5",,X線撮影技術学,第77回(2025),普通
[A87] IVRで使用するガイドワイヤで正しいのはどれか。,滅菌して再利用できる。,造影剤の誘導に用いられる。,血管刺入部の止血に用いられる。,血管内カテーテルの誘導に用いられる。,カテーテルの長さよりも短いものが用いられる。,4,,X線撮影技術学,第77回(2025),普通
[A88] X線CTのアーチファクトと低減策の組合せで正しいのはどれか。2つ選べ。,メタルアーチファクト — 管電圧を下げる。,ストリークアーチファクト — 被検者を固定する。,パーシャルボリューム効果 — 薄いスライス厚を用いる。,ステアステップアーチファクト — ピッチ係数を小さくする。,ビームハードニングアーチファクト — 管電流を上げる。,"3,4",,X線撮影技術学,第77回(2025),普通
[A89] 骨塩定量用のファントム写真を別に示す。これを使用する測定法はどれか。【別冊No.8 図】,定量的CT〈QCT〉法,定量的超音波〈QUS〉法,X線写真濃度測定〈RA〉法,単一エネルギーX線吸収測定〈SXA〉法,二重エネルギーX線吸収測定〈DXA〉法,1,,X線撮影技術学,第77回(2025),普通
[A90] 頸椎のX線写真を別に示す。矢印で示すのはどれか。【別冊No.9 図】,棘突起,椎間腔,椎間孔,椎弓根,Luschka〈ルシュカ〉関節,4,,X線撮影技術学,第77回(2025),普通
[A91] 頭部の血管造影写真を別に示す。矢印で示すのはどれか。【別冊No.10 図】,椎骨動脈,内頸動脈,脳底動脈,浅側頭動脈,中大脳動脈,2,,X線撮影技術学,第77回(2025),普通
[A92] 頸部の造影CT像を別に示す。矢印で示すのはどれか。【別冊No.11 図】,気管,食道,甲状腺,総頸動脈,内頸静脈,4,,X線撮影技術学,第77回(2025),普通
[A93] デジタルX線画像における雑音に最も影響を及ぼす因子はどれか。,画像の輝度,画像の彩度,焦点サイズ,後方散乱係数,X線量子モトル,5,,画像工学,第77回(2025),普通
[A94] 図のような周期パターンのMichelson〈マイケルソン〉コントラストはどれか。,0.1,0.6,1.2,2.7,3.3,1,,画像工学,第77回(2025),普通
[A95] エッジ法によるプリサンプルドMTFで正しいのはどれか。,単位はmm2である。,ESFのトレンド補正をする。,LSFはESFを微分して得る。,LSFのパワースペクトルである。,金属エッジを画素列に対して15度傾けて撮影する。,3,,画像工学,第77回(2025),普通
[A96] 男性の放射線業務従事者が体幹部を覆う放射線防護衣を着衣し、頸部および防護衣の内側に1か所ずつ個人線量計を着用した。実効線量を評価する算出式で正しいのはどれか。ただし、不均等被ばくに対する実効線量の算出式は以下とする。E＝0.08 Ha＋0.44 Hb＋0.45 Hc＋0.03 Hm E：実効線量Ha：頭部又は頸部の1 cm線量当量Hb：胸部の1 cm線量当量Hc：腹部の1 cm線量当量Hm：Ha、Hb、Hcのうち最大となる1 cm線量当量,0.11 Ha,0.08 Ha＋0.92 Hb,0.11 Ha＋0.89 Hb,0.11 Ha＋0.89 Hc,0.08 Ha＋0.44 Hb＋0.48 Hc,3,,放射線安全管理学,第77回(2025),普通
[A97] 診療放射線技師法で規定されている業務範囲で正しいのはどれか。2つ選べ。,採血のための静脈路確保,造影剤副作用時のアドレナリン筋肉内投与,造影剤注入装置で造影剤を投与するための静脈路確保,造影剤注入装置で造影剤を投与するための動脈路確保,下部消化管検査のために肛門に挿入したカテーテルからの空気吸引,"3,5",,放射線安全管理学,第77回(2025),普通
[A98] 放射性同位元素等規制法で誤っているのはどれか。,原子力基本法の精神にのっとっている。,サイクロトロンは放射線発生装置に該当する。,1メガ電子ボルト未満のエネルギーを有するエックス線は放射線の定義に含まれる。,放射線障害予防規程を変更した場合、変更の日から30日以内に原子力規制委員会へ届け出なければならない。,特定放射性同位元素は、放射性同位元素であって、その放射線が発散された場合において人の健康に重大な影響を及ぼすおそれがあるものである。,3,,放射線安全管理学,第77回(2025),普通
[A99] 国際放射線防護委員会〈ICRP〉2007年勧告における組織加重係数で大きい順に並んでいるのはどれか。大きい小さい,甲状腺―生殖腺―皮膚―乳 — 房,生殖腺―乳房―甲状腺―皮膚,生殖腺―乳房―皮膚―甲状腺,乳房―甲状腺―生殖腺―皮膚,乳房―生殖腺―甲状腺―皮膚,5,,放射線安全管理学,第77回(2025),普通
[A100] 放射性同位元素等規制法で許可された廃棄業者によって廃棄される放射性汚染物で不燃物に該当するのはどれか。,注射針,ポリバイアル,HEPAフィルタ,チャコールフィルタ,プラスチックチューブ,1,,放射線安全管理学,第77回(2025),普通
[B1] MRI検査室の管理で正しいのはどれか。,撮影室内の照明は蛍光灯を使用する。,0.4 T以下の装置では電波法の申請が不要である。,永久磁石型装置では強制クエンチ用排気スイッチを設置する。,電波シールドの設置目的は漏えい電波と外来電波の影響を防ぐためである。,JIS規格では漏えい磁場が0.2 mTを超える領域に立入制限の境界線を引く。,4,,診療画像検査学,第77回(2025),普通
[B2] 脳卒中が疑われる場合のMRIの撮影順で適切なのはどれか。,MRA→拡散強調像→FLAIR像→T2強調像→T1強調像→T2＊強調像,T1強調像→T2強調像→FLAIR像→T2＊強調像→MRA→拡散強調像,T1強調像→T2強調像→T2＊強調像→拡散強調像→MRA→FLAIR像,拡散強調像→MRA→FLAIR像→T2＊強調像→T2強調像→T1強調像,拡散強調像→T1強調像→T2＊強調像→FLAIR像→T2強調像→MRA,4,,診療画像検査学,第77回(2025),普通
[B3] 成人の超音波検査で最も高い周波数のプローブを用いるのが適切なのはどれか。,門脈,脾静脈,総頸動脈,上行大動脈,腹部大動脈,3,,診療画像検査学,第77回(2025),普通
