設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A24] 心不全患者の左室流入血流速波形と計測値を別に示す。この波形の記録に用いたのはどれか。【別冊No.5 図】,組織ドプラ法,カラードプラ法,パルスドプラ法,パワードプラ法,連続波ドプラ法,3,,臨床生理学,第69回(2023),普通
[A25] 心不全患者の左室流入血流速波形と計測値を別に示す。この波形はどれか。【別冊No.5 図】,正常パターン,弛緩障害パターン,偽正常化パターン,拘束パターン,判定不可能,4,,臨床生理学,第69回(2023),普通
[A26] 頸動脈超音波検査の右総頸動脈長軸像を別に示す。内中膜複合体厚〈IMT〉の計測方法として正しいのはどれか。【別冊No.6 図】,①,②,③,④,⑤,3,,臨床生理学,第69回(2023),普通
[A27] 下腹部正中横走査と右縦走査による女性骨盤腔の超音波像を別に示す。矢印で示すのはどれか。【別冊No.7 図】,腟,子宮,直腸,膀胱,卵巣,5,,臨床生理学,第69回(2023),普通
[A28] 標準純音聴力検査の骨導聴力検査において音が直接伝わるのはどれか。,外耳道,鼓膜,耳小骨,内耳,蝸牛神経,4,,臨床生理学,第69回(2023),普通
[A29] グリコアルブミン〈GA〉について正しいのはどれか。,鉄欠乏性貧血で高値になる。,基準範囲は6.2％以下である。,約2か月間の血糖値の平均を反映する。,バリンに安定的に糖が結合したものである。,透析患者の血糖コントロールの指標に適している。,5,,臨床化学,第69回(2023),普通
[A30] 血漿血糖値が高い順に並んでいるのはどれか。,静脈＞動脈＞毛細血管,静脈＞毛細血管＞動脈,動脈＞静脈＞毛細血管,動脈＞毛細血管＞静脈,毛細血管＞静脈＞動脈,4,,臨床化学,第69回(2023),普通
[A31] アポリポ蛋白と主要機能の組合せで誤っているのはどれか。,A-Ⅰ — LCATの活性化,B-100 — VLDLの分泌,B-48 — カイロミクロンの分泌,C-Ⅲ — LPLの活性化,E — LDL受容体との結合,4,,臨床化学,第69回(2023),普通
[A32] Michaelis-Mentenの式について正しいのはどれか。2つ選べ。ただし、［S］は基質濃度、Vmaxは最大反応速度、KmはMichaelis定数とする。,Km値＜＜［S］のとき1次反応に近似する。,初速度法による［S］測定は0次反応領域で行う。,Km値が大きいほど酵素と基質の親和性は大きい。,Km値は反応速度がVmaxの1/2を示す［S］である。,終点分析法による［S］測定にはVmaxが大きい酵素を使用する。,"4,5",,臨床化学,第69回(2023),普通
[A33] 血中濃度が低下するとテタニーを生じるのはどれか。,Na＋,Ca2＋,Cl−,HCO3−,H2PO4−,2,,臨床化学,第69回(2023),普通
[A34] 誤っているのはどれか。,妊娠糖尿病ではインスリン抵抗性が低い。,HbA1cの生成にはアマドリ転移が関与する。,腎臓の糖排泄閾値は160〜180 mg/dLである。,ムタロターゼはグルコースのα型からβ型への変換を行う。,SGLT2〈Sodium-glucose co-transporter 2〉は近位尿細管に存在する。,1,,臨床化学,第69回(2023),普通
[A35] グリセロール骨格構造を含むのはどれか。2つ選べ。,レチノール,アラキドン酸,トリグリセライド,スフィンゴミエリン,ホスファチジルエタノールアミン,"3,5",,臨床化学,第69回(2023),普通
[A36] 実効線量を表す単位はどれか。,Bq,C・kg−1,eV,Gy,Sv,5,,臨床化学,第69回(2023),普通
[A37] 塩基性アミノ酸はどれか。2つ選べ。,プロリン,アルギニン,ヒスチジン,メチオニン,トリプトファン,"2,3",,臨床化学,第69回(2023),普通
"[A38] 溶液Aを30倍希釈して吸光度を測定したとき、0.300であった。この物質の測定波長におけるモル吸光係数を6,000 L・mol−1・cm−1とすると、溶液Aの濃度は何mmol/Lか。ただし、使用した光路長は1.0 cmとする。",0.15,1.5,15,150,"1,500",2,,臨床化学,第69回(2023),普通
[A39] MALDI-TOF-MSによる物質測定で正しいのはどれか。,分子量の大きい物質ほど早く飛行する。,飛行速度は物質の電荷の影響を受けない。,測定対象物質は大気圧の空気中を飛行する。,イオン化はレーザーのパルス照射により行う。,タンデム質量分析装置は2台の質量分析部を並列に接続する。,4,,臨床化学,第69回(2023),普通
[A40] ALPアイソザイムについて誤っているのはどれか。,胎盤型は耐熱性である。,骨型は成人よりも小児で高い。,小腸型は高脂肪食で上昇する。,高分子肝型は閉塞性黄疸で上昇する。,免疫グロブリン結合型は電気泳動で最も陽極側に検出される。,5,,臨床化学,第69回(2023),普通
[A41] 二重の膜構造を有するのはどれか。2つ選べ。,核,ゴルジ体,リソソーム,ミトコンドリア,ペルオキシソーム,"1,4",,臨床化学,第69回(2023),普通
[A42] 血中LD/AST比が1のとき、最も考えられるのはどれか。,白血病,急性肝炎,心筋梗塞,多発性筋炎,溶血性貧血,2,,臨床化学,第69回(2023),普通
[A43] 欠乏すると巨赤芽球性貧血を引き起こすのはどれか。2つ選べ。,葉酸,ビタミンB6,ビタミンB12,ビタミンC,ビタミンK,"1,3",,臨床化学,第69回(2023),普通
[A44] ビタミンB6の誘導体を補酵素とするのはどれか。,ALP,AMY,AST,LD,γ-GT,3,,臨床化学,第69回(2023),普通
[A45] 子宮頸部擦過細胞診のPapanicolaou染色標本を別に示す。Bethesdaシステムによる判定はどれか。【別冊No.8 図】,NILM,LSIL,HSIL,Squamous cell carcinoma,Adenocarcinoma,3,,病理組織細胞学,第69回(2023),普通
[A46] 病理解剖の目的として正しいのはどれか。2つ選べ。,人体の正常な構造を明らかにすること。,犯罪との関係が疑われる死体を調べること。,災害で亡くなった人の死因を明らかにすること。,生前に行われた治療の効果を明らかにすること。,病気で亡くなった人の死因を明らかにすること。,"4,5",,病理組織細胞学,第69回(2023),普通
[A47] H-E染色標本とパラフィンブロックの肉眼写真を別に示す。H-E染色標本にみられる問題の原因はどれか。【別冊No.9A・B 図】,ホルマリン固定不足,パラフィン浸透不足,薄切の面出し不足,切片の伸展不足,染色時の切片剝離,3,,病理組織細胞学,第69回(2023),普通
[A48] 気管支の特殊染色標本を別に示す。染色法はどれか。【別冊No.10 図】,Nile blue染色,Berlin blue染色,Alcian blue染色,Victoria blue染色,toluidine blue染色,3,,病理組織細胞学,第69回(2023),普通
[A49] 甲状腺濾胞細胞で産生されるのはどれか。,カルシトニン,パラトルモン,ソマトスタチン,サイログロブリン,甲状腺刺激ホルモン,4,,病理組織細胞学,第69回(2023),普通
[A50] 平滑筋で構成されるのはどれか。,心筋,舌筋,横隔膜,表情筋,子宮筋層,5,,病理組織細胞学,第69回(2023),普通
[A51] 血栓の誘因となりにくいのはどれか。,喫煙,悪性腫瘍,心房細動,脂質異常症,ビタミンK欠乏,5,,病理組織細胞学,第69回(2023),普通
[A52] 我が国における肺の悪性腫瘍のうち最も頻度が高いのはどれか。,腺癌,小細胞癌,大細胞癌,扁平上皮癌,悪性中皮腫,1,,病理組織細胞学,第69回(2023),普通
[A53] 遺伝子解析の際に推奨される脱灰液はどれか。,3％塩酸水溶液,5％硝酸水溶液,5％トリクロロ酢酸水溶液,エチレンジアミン四酢酸〈EDTA〉液,プランク・リクロ〈Plank-Rychlo〉液,4,,病理組織細胞学,第69回(2023),普通
[A54] 細胞診検査材料のうち、最も低速遠心で集細胞法を行うのはどれか。,尿,胸水,膵液,髄液,胆汁,4,,病理組織細胞学,第69回(2023),普通
[A55] 急性炎症で特徴的にみられる現象はどれか。2つ選べ。,好中球浸潤,リンパ球浸潤,血漿成分の滲出,組織構築の改変,線維芽細胞の増殖,"1,3",,病理組織細胞学,第69回(2023),普通
[A56] 静脈血が流れているのはどれか。2つ選べ。,大動脈,肺動脈,臍帯動脈,気管支動脈,総腸骨動脈,"2,3",,病理組織細胞学,第69回(2023),普通
[A57] H-E染色のエオジン液に加えるのはどれか。,塩酸,酢酸,硫酸,アンモニア,炭酸リチウム,2,,病理組織細胞学,第69回(2023),普通
[A58] 縦隔に含まれない臓器はどれか。,肺,気管,胸腺,食道,心臓,1,,病理組織細胞学,第69回(2023),普通
[A59] 正しいのはどれか。,Bリンパ球は胸腺で成熟する。,髄外造血は胎生期に認められる。,免疫グロブリンは肝臓で合成される。,エリスロポエチンは骨髄で産生される。,トロンボポエチンは脾臓で産生される。,2,,臨床血液学,第69回(2023),普通
[A60] 血液塗抹標本の染色法について誤っているのはどれか。,正常赤芽球はPAS染色で陰性となる。,鉄染色は鉄芽球性貧血の診断に有用である。,May-Giemsa染色は細胞形態の観察に適する。,成熟好中球はペルオキシダーゼ染色で陽性となる。,特異的エステラーゼ染色はフッ化ナトリウムで阻害される。,5,,臨床血液学,第69回(2023),普通
[A61] 赤血球沈降速度が遅延するのはどれか。2つ選べ。,関節リウマチ,真性赤血球増加症,ネフローゼ症候群,原発性マクログロブリン血症,先天性無フィブリノゲン血症,"2,5",,臨床血液学,第69回(2023),普通
[A62] 自動血球計数測定値の誤差要因とその影響の組合せで正しいのはどれか。2つ選べ。,寒冷凝集素 — 赤血球数偽低値,巨大血小板 — 血小板数偽高値,破砕赤血球 — 血小板数偽低値,有核赤血球 — 白血球数偽低値,クリオグロブリン — 白血球数偽高値,"1,5",,臨床血液学,第69回(2023),普通
[A63] 引きガラス（ウェッジ）法での末梢血液塗抹標本の作製について誤っているのはどれか。,大型細胞は引き終わりに分布しやすい。,塗抹後は速やかに温風で十分に乾燥させる。,塗抹の厚さは引きガラスの角度に影響される。,塗抹スピードが速いと塗抹面の長さは短くなる。,血球形態への影響を避けるため採血後速やかに作製する。,2,,臨床血液学,第69回(2023),普通
[A64] 末梢血細胞のMay-Giemsa染色標本とフローサイトメトリの所見を別に示す。考えられるのはどれか。【別冊No.11A・B 図】,急性単球性白血病,急性リンパ性白血病,成人T細胞白血病,慢性骨髄単球性白血病,慢性リンパ性白血病,5,,臨床血液学,第69回(2023),普通
[A65] 骨髄芽球に当てはまるのはどれか。2つ選べ。,核小体を認める。,N/C比が小さい。,二次顆粒を認める。,細胞質は好塩基性が強い。,核クロマチン構造が粗剛である。,"1,4",,臨床血液学,第69回(2023),普通
[A66] フィブリノゲンについて正しいのはどれか。2つ選べ。,急性炎症で上昇する。,血中で最も高濃度な蛋白質である。,トロンビン時間法により測定される。,3種類のペプチド鎖が3量体になった構造である。,プラスミンで分解されるとDダイマーが遊離する。,"1,3",,臨床血液学,第69回(2023),普通
[A67] 正しいのはどれか。,ヘムには3価の鉄原子が含まれる。,鉄は血漿中でトランスフェリンに結合している。,赤血球におけるATP供給はクエン酸回路による。,ヘモグロビンの酸素飽和性はpHが上昇すると減少する。,健常成人のヘモグロビンの約50％をヘモグロビンA2が占める。,2,,臨床血液学,第69回(2023),普通
[A68] 世代時間が最も長いのはどれか。,Bacillus cereus,Escherichia coli,Mycobacterium tuberculosis,Staphylococcus aureus,Vibrio parahaemolyticus,3,,臨床微生物学,第69回(2023),普通
[A69] 多剤耐性結核菌の判定に用いないのはどれか。,アミカシン,イソニアジド,リファンピシン,レボフロキサシン,ストレプトマイシン,5,,臨床微生物学,第69回(2023),普通
[A70] 腸管感染症患者の下痢便のGram染色標本を別に示す。矢印で示すのはどれか。【別冊No.12 図】,,,,,,2,,臨床微生物学,第69回(2023),普通
[A71] カルバペネム系抗菌薬が有効なのはどれか。,メチシリン耐性黄色ブドウ球菌〈MRSA〉,バンコマイシン耐性腸球菌〈VRE〉,多剤耐性緑膿菌〈MDRP〉,多剤耐性アシネトバクター〈MDRA〉,基質拡張型β-ラクタマーゼ〈ESBL〉産生大腸菌,5,,臨床微生物学,第69回(2023),普通
[A72] 真菌に分類されるのはどれか。2つ選べ。,Chlamydia trachomatis,Cryptococcus neoformans,Nocardia asteroides,Pneumocystis jirovecii,Treponema pallidum,"2,4",,臨床微生物学,第69回(2023),普通
[A73] 培地と使用目的の組合せで正しいのはどれか。2つ選べ。,Bordet-Gengou培地 — 選択分離,Cary-Blair培地 — 性状確認,King A培地 — 検体輸送,LIM培地 — 選択増菌,Mueller-Hinton寒天培地 — 薬剤感受性検査,"1,5",,臨床微生物学,第69回(2023),普通
[A74] WHOが提唱している手指衛生のタイミングに含まれないのはどれか。,無菌操作の前,患者に触れる前,患者に触れた後,患者周辺の物品に触れる前,体液に曝露された可能性のある場合,4,,臨床微生物学,第69回(2023),普通
[A75] 細菌と毒素の組合せで誤っているのはどれか。,Clostridium tetani — 神経毒素,Enterohemorrhagic Escherichia coli〈EHEC〉 — ベロ毒素,Staphylococcus aureus — エンテロトキシン,Streptococcus pyogenes — 毒素性ショック症候群毒素,Vibrio parahaemolyticus — 耐熱性溶血毒,4,,臨床微生物学,第69回(2023),普通
[A76] ハートインフュージョンブイヨンで培養した菌の染色標本を別に示す。染色法はどれか。【別冊No.13 図】,Giménez染色,Hiss法,Leifson法,Neisser法,Wirtz法,3,,臨床微生物学,第69回(2023),普通
[A77] 血中薬物濃度測定による治療薬物モニタリング〈TDM〉の対象となるのはどれか。,アンピシリン,イミペネム,エリスロマイシン,ゲンタマイシン,セファゾリン,4,,臨床微生物学,第69回(2023),普通
[A78] ウイルスと疾患の組合せで正しいのはどれか。,コクサッキーウイルス — 尿道炎,サイトメガロウイルス — 手足口病,デングウイルス — 肺炎,ヒトパルボウイルス — 伝染性紅斑,ヒトRSウイルス — 脳炎,4,,臨床微生物学,第69回(2023),普通
[A79] 主要組織適合性遺伝子複合体〈MHC〉について正しいのはどれか。,第9染色体短腕上に存在する。,ヘルパーT細胞はクラスⅠ分子と反応する。,CD4分子の結合部位はβ2ドメインに存在する。,クラスⅠ分子の発現は抗原提示細胞に限局される。,β2-ミクログロブリン遺伝子は多型性に富んでいる。,3,,臨床免疫学,第69回(2023),普通
[A80] B細胞はどれか。,CD3陽性細胞,CD4陽性細胞,CD8陽性細胞,CD19陽性細胞,CD56陽性細胞,4,,臨床免疫学,第69回(2023),普通
[A81] 間接（受身）凝集反応で検出できないのはどれか。,HBs抗体,HCV抗体,HTLV-1抗体,マイコプラズマ抗体,Donath-Landsteiner抗体,5,,臨床免疫学,第69回(2023),普通
[A82] 間接蛍光抗体法による抗核抗体検査所見を別に示す。この所見から考えられるのはどれか。【別冊No.14 図】,CREST症候群,Sjögren症候群,薬剤誘発性ループス,混合性結合組織病〈MCTD〉,全身性エリテマトーデス〈SLE〉,1,,臨床免疫学,第69回(2023),普通
[A83] 抗ミトコンドリア抗体が検出されるのはどれか。,重症筋無力症,慢性甲状腺炎,Goodpasture症候群,原発性胆汁性胆管炎,特発性血小板減少性紫斑病,4,,臨床免疫学,第69回(2023),普通
[A84] 抗体を精製する方法でないのはどれか。,塩析,ゲル濾過,イオン交換クロマトグラフィ,塩化セシウム密度勾配遠心分離法,アフィニティカラムクロマトグラフィ,4,,臨床免疫学,第69回(2023),普通
[A85] 受血者と供血者の血液型を以下に示す。〔受血者：ABO=A型、Rh=DccEE、Kidd=Jk（a＋b−）、Duffy=Fy（a＋b−）、Diego=Di（a−b＋）／供血者：ABO=A型、Rh=DCCEE、Kidd=Jk（a−b＋）、Duffy=Fy（a＋b＋）、Diego=Di（a＋b＋）〕輸血を行った場合、受血者が産生する可能性のある不規則抗体はどれか。,抗c、抗Jkb、抗Fyb、抗Dib,抗C、抗Jka、抗Fya、抗Dia,抗C、抗Jkb、抗Fyb、抗Dia,抗D、抗Jka、抗Fya、抗Dia,抗E、抗Jkb、抗Fya、抗Dia,3,,臨床免疫学,第69回(2023),普通
[A86] 緊急輸血が必要な患者が搬送された。血液型の確定ができない状況下で使用する輸血用血液製剤と血液型の組合せで正しいのはどれか。,赤血球製剤 — A型RhD陽性,赤血球製剤 — O型RhD陽性,赤血球製剤 — AB型RhD陽性,血漿製剤 — B型RhD陰性,血漿製剤 — O型RhD陰性,2,,臨床免疫学,第69回(2023),普通
[A87] 輸血検査の内部精度管理で、確認する必要性が低い項目はどれか。,検査室気圧,検査室室温,検査室湿度,恒温槽の温度,判定用遠心機の回転数,1,,臨床免疫学,第69回(2023),普通
[A88] ABO血液型について誤っているのはどれか。,ABO血液型はLandsteinerの法則に従う。,ABO遺伝子は第9染色体長腕に存在する。,新生児や乳児のABO血液型抗原量は少ない。,抗Aおよび抗B抗体の産生は胎児期に始まる。,獲得性BはA抗原が後天的に変化したものである。,4,,臨床免疫学,第69回(2023),普通
[A89] Th2細胞が産生するサイトカインはどれか。2つ選べ。,インターロイキン2,インターロイキン4,インターロイキン10,インターロイキン12,インターフェロンγ,"2,3",,臨床免疫学,第69回(2023),普通
[A90] 特定原材料として食品への表示が義務付けられているのはどれか。2つ選べ。,米,卵,小麦,さば,大豆,"2,3",,公衆衛生学,第69回(2023),普通
[A91] 統合失調症で入院が必要と診断されたが、本人が入院を拒んだため、父親の同意によって入院させた。この場合の入院形態はどれか。,応急入院,措置入院,任意入院,医療保護入院,緊急措置入院,4,,公衆衛生学,第69回(2023),普通
[A92] 保健所の業務はどれか。2つ選べ。,医療計画の策定,乳幼児健康診査,障害者手帳の交付,医療機関への立入検査,食中毒発生時の原因調査,"4,5",,公衆衛生学,第69回(2023),普通
[A93] 公的医療保険の給付対象に含まれないのはどれか。,禁煙治療,人工透析,帝王切開,訪問看護,予防接種,5,,公衆衛生学,第69回(2023),普通
[A94] 水道水質基準において、人の健康の保護のため「検出されないこと」と規定されているのはどれか。,ヒ素,フッ素,大腸菌,アルキル水銀,シアン化合物,3,,公衆衛生学,第69回(2023),普通
[A95] 100 Ωの負荷につながれた装置の消費電力が100 Wであった。この装置の負荷を200 Ωに変えたときの消費電力［W］はどれか。,25,50,100,200,400,2,,医用工学概論,第69回(2023),普通
[A96] 医用電気機器のクラス別分類で正しいのはどれか。,クラスⅠ機器の追加保護手段は補強絶縁である。,クラスⅠ機器とはB型装着部を持つ機器のことである。,クラスⅡ機器には保護接地線が必要である。,クラスⅡ機器は2 Pプラグで使用することができる。,内部電源機器は外部電源と接続できない。,4,,医用工学概論,第69回(2023),普通
[A97] 静止画の標準的なファイル拡張子はどれか。2つ選べ。,CSV,FLV,JPEG,MP3,TIFF,"3,5",,医用工学概論,第69回(2023),普通
[A98] 医療情報システムで保健医療情報交換の標準規格はどれか。,DICOM,HL7,ICD11,JLAC10/11,PACS,2,,医用工学概論,第69回(2023),普通
[A99] 37 ℃の媒質中における音速［m/s］として誤っているのはどれか。,空気：350,脂肪：900,"水： 1,480","血液：1,570","頭蓋骨：4,080",2,,医用工学概論,第69回(2023),普通
[A100] 物理量の変化が電気抵抗の変化として現れるトランスデューサはどれか。2つ選べ。,サーミスタ,ストレインゲージ,熱電対,フォトダイオード,ホール素子,"1,2",,医用工学概論,第69回(2023),普通
[B1] 尿沈渣の無染色標本を別に示す。矢印が示す構造物はどれか。【別冊No.1 図】,尿酸,シスチン,ビリルビン,リン酸カルシウム,シュウ酸カルシウム,2,,臨床検査総論,第69回(2023),普通
[B2] 結核性髄膜炎において、髄液の測定値が低値となるのはどれか。2つ選べ。,圧,糖,蛋白,クロール,アデノシンデアミナーゼ,"2,4",,臨床検査総論,第69回(2023),普通
[B3] PCR法の原理で正しいのはどれか。,熱変性は60 ℃前後で行う。,2種類のプライマーを用いる。,増幅反応は50サイクル前後で行う。,伸長反応は3ʼ或5ʼ方向に相補鎖を合成する。,定量PCR法では標的DNA量が多いほどCt値が大きい。,2,,臨床検査総論,第69回(2023),普通
[B4] 出生児における染色体異常のうち最も発生数が多いのはどれか。,13トリソミー,18トリソミー,21トリソミー,"45,X","47,XXY",3,,臨床検査総論,第69回(2023),普通
[B5] 囊虫症をきたすのはどれか。,小形条虫,無鉤条虫,有鉤条虫,日本海裂頭条虫,クジラ複殖門条虫〈大複殖門条虫〉,3,,臨床検査総論,第69回(2023),普通
[B6] 77歳の男性。西日本在住。農作業で虫に刺されたため診療所を受診し、マダニ咬症と診断された。3日後に39 ℃の発熱があり再診した。考えられる疾患はどれか。,日本脳炎,発疹チフス,ツツガムシ病,デング出血熱,重症熱性血小板減少症候群〈SFTS〉,5,,臨床検査総論,第69回(2023),普通
[B7] 滲出性胸水の所見はどれか。,無色透明,比重1.010,細胞数50/μL,LD比（胸水/血清）0.8,蛋白比（胸水/血清）0.2,4,,臨床検査総論,第69回(2023),普通
[B8] 真核生物におけるmRNAの開始コドンはどれか。,AUG,CUG,GUC,UAC,UAG,1,,臨床検査総論,第69回(2023),普通
[B9] 尿定性試験紙法でアスコルビン酸による影響がないのはどれか。,潜血,蛋白,亜硝酸塩,ブドウ糖,ビリルビン,2,,臨床検査総論,第69回(2023),普通
[B10] 発現蛋白の機能亢進により発がん性を発揮するのはどれか。,APC,BRCA1,MYC,RB1,TP53,3,,臨床検査総論,第69回(2023),普通
[B11] ペルオキシダーゼに対する抗好中球細胞質抗体〈MPO-ANCA〉が陽性となるのはどれか。,Behçet病,全身性強皮症,結節性多発動脈炎,顕微鏡的多発血管炎,多発性筋炎・皮膚筋炎,4,,臨床検査医学総論,第69回(2023),普通
[B12] 急性期の過換気症候群で低下するのはどれか。,HCO3−,PaCO2,動脈血pH,血清カリウム,血清ナトリウム,2,,臨床検査医学総論,第69回(2023),普通
[B13] 深夜に血中濃度が高値を示すのはどれか。,カテコールアミン,成長ホルモン〈GH〉,副甲状腺ホルモン〈PTH〉,卵胞刺激ホルモン〈FSH〉,副腎皮質刺激ホルモン〈ACTH〉,2,,臨床検査医学総論,第69回(2023),普通
[B14] 伝音性難聴を呈するのはどれか。2つ選べ。,中耳炎,耳垢塞栓,聴神経腫瘍,突発性難聴,メニエール〈Ménière〉病,"1,2",,臨床検査医学総論,第69回(2023),普通
[B15] 自己免疫疾患はどれか。,Alzheimer病,重症筋無力症,Creutzfeldt-Jakob病,進行性多巣性白質脳症,筋萎縮性側索硬化症〈ALS〉,2,,臨床検査医学総論,第69回(2023),普通
[B16] 冠動脈の左前下行枝が灌流する左室壁はどれか。2つ選べ。,下壁,後壁,側壁,心尖部,前壁中隔,"4,5",,臨床生理学,第69回(2023),普通
[B17] 標準12誘導心電図を別に示す。認められる所見はどれか。2つ選べ。【別冊No.2 図】,右脚ブロック,左脚ブロック,前壁中隔梗塞,房室ブロック,心室性期外収縮,"2,4",,臨床生理学,第69回(2023),普通
[B18] 右足の足関節上腕血圧比〈ABI〉の算出に用いるのはどれか。,左上腕収縮期血圧,右上腕収縮期血圧,左右の上腕収縮期血圧の平均,左右の上腕収縮期血圧のうち高い方,左右の上腕収縮期血圧のうち低い方,4,,臨床生理学,第69回(2023),普通
[B19] パルスオキシメータで測定できるのはどれか。2つ選べ。,体温,呼吸数,脈拍数,動脈血酸素飽和度,動脈血二酸化炭素分圧,"3,4",,臨床生理学,第69回(2023),普通
[B20] 1回呼吸法による肺拡散能力測定のスパイログラムを別に示す。ガスを採取する部分はどれか。【別冊No.3 図】,①,②,③,④,⑤,5,,臨床生理学,第69回(2023),普通
