設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A19] 血流依存性血管拡張反応EFMDMで血管内皮から放出されるのはどれか。,CO,CO2,N2,NO,O2,4,,臨床生理学,第63回(2017),普通
[A20] スパイログラムを別に示す。Aが示すのはどれか。【別冊No.4 図】,残気量,一回換気量,最大吸気量,予備呼気量,機能的残気量,4,,臨床生理学,第63回(2017),普通
[A21] フローボリューム曲線を別に示す。考えられるのはどれか。【別冊No.5 図】,肺線維症,気管支腫瘍,気管支喘息,慢性閉塞性肺疾患,びまん性汎細気管支炎,1,,臨床生理学,第63回(2017),普通
[A22] 顔面神経の起始部はどれか。,大脳,中脳,橋,延髄,小脳,3,,臨床生理学,第63回(2017),普通
[A23] 脳波賦活法として誤っているのはどれか。,睡眠,開閉眼,過呼吸,光刺激,磁気刺激,5,,臨床生理学,第63回(2017),普通
[A24] 病態と脳波所見の組合せで誤っているのはどれか。,橋出血 — α昏睡,精神運動発作 — 側頭部棘波,ミオクローヌス発作 — 多棘徐波複合,うつ病 — 周期性同期性放電,自律神経発作 — 6Hzと14Hzとの陽性棘波,4,,臨床生理学,第63回(2017),普通
[A25] 軸索変性時の複合筋活動電位の変化として特徴的なのはどれか。,多相化,振幅の低下,持続時間の延長,伝導速度の低下,被刺激閾値の上昇,2,,臨床生理学,第63回(2017),普通
[A26] 心臓の胸骨左縁長軸像におけるカラードプラ像を別に示す。矢印に認められる所見はどれか。【別冊No.6 図】,三尖弁閉鎖不全,心房中隔欠損,僧帽弁閉鎖不全,心室中隔欠損,大動脈弁閉鎖不全,3,,臨床生理学,第63回(2017),普通
[A27] 頸動脈の超音波検査において動脈硬化症の患者でみられやすいのはどれか。2つ選べ。,#通枝,プラーク,ポリープ,デブリエコー,内中膜複合体肥厚,"2,5",,臨床生理学,第63回(2017),普通
[A28] 下腹部正中横走査による男性の骨盤腔の超音波像を別に示す。矢印で示すのはどれか。【別冊No.7 図】,精囊,前立腺,直腸,尿道,膀胱,2,,臨床生理学,第63回(2017),普通
[A29] 生体の微量成分元素はどれか。2つ選べ。,銅,リン,セレン,カルシウム,マグネシウム,"1,3",,臨床化学,第63回(2017),普通
[A30] 2ポイント法で第2試薬反応後の吸光度0.100を検体盲検補正すると0.095であった。この検体の第1試薬反応後の吸光度はどれか。ただし、検体量は10 μL、第1試薬量は240 μL、第2試薬量は50 μLとする。,0.005,0.006,0.024,0.030,0.150,2,,臨床化学,第63回(2017),普通
[A31] Michaelis-Menten式の初速度分析法で測定可能なのはどれか。,ウリカーゼを用いる尿酸の測定,ウレアーゼを用いる尿素窒素の測定,ヘキソキナーゼを用いるグルコースの測定,アシルCoAシンセターゼを用いる遊離脂肪酸の測定,コレステロールオキシダーゼを用いる総コレステロールの測定,2,,臨床化学,第63回(2017),普通
[A32] アニオンギャップの計算に用いるイオンはどれか。2つ選べ。,重炭酸,無機リン,カルシウム,ナトリウム,マグネシウム,"1,4",,臨床化学,第63回(2017),普通
[A33] サルコイドーシス患者の血清で高値を示すのはどれか。,カリウム,クロール,カルシウム,ナトリウム,マグネシウム,3,,臨床化学,第63回(2017),普通
[A34] 糖新生を行うのはどれか。,脳,心臓,肝臓,骨格筋,脂肪組織,3,,臨床化学,第63回(2017),普通
[A35] リポ蛋白の主要な構成成分でないのはどれか。,リン脂質,遊離脂肪酸,トリグリセライド,遊離型コレステロール,エステル型コレステロール,2,,臨床化学,第63回(2017),普通
[A36] アポA1を含有するリポ蛋白はどれか。2つ選べ。,カイロミクロン,VLDL,IDL,LDL,HDL,"1,5",,臨床化学,第63回(2017),普通
[A37] 血清蛋白電気泳動でα2分画の蛋白質はどれか。2つ選べ。,CRP,ヘモペキシン,ハプトグロビン,トランスフェリン,セルロプラスミン,"3,5",,臨床化学,第63回(2017),普通
[A38] 血清にウレアーゼを反応させたところ17 mg/dLのアンモニアが生じた。この血清中の尿素窒素濃度［mg/dL］はどれか。ただし、アンモニアENH3Mの分子量を17、尿素E(NH2)2 COMの分子量を60とする。,7,14,21,28,35,2,,臨床化学,第63回(2017),普通
[A39] 直接ビリルビンが上昇するのはどれか。,胆汁うっ滞,溶血性貧血,新生児黄疸,Gilbert症候群,Crigler-Najjar症候群,1,,臨床化学,第63回(2017),普通
[A40] LDアイソザイムで1、2型優位なのはどれか。2つ選べ。,赤血球,肝細胞,心筋細胞,リンパ球,肺胞上皮細胞,"1,3",,臨床化学,第63回(2017),普通
[A41] 骨芽細胞の増殖で血中濃度が上昇するのはどれか。,オステオカルシン,デオキシピリジノリン,Ⅰ型コラーゲン架橋C-テロペプチド,Ⅰ型コラーゲン架橋N-テロペプチド,酒石酸抵抗性酸性ホスファターゼ活性,1,,臨床化学,第63回(2017),普通
[A42] Addison病で高値を示すのはどれか。2つ選べ。,ACTH,血清リン,血清カリウム,血清ナトリウム,血清コルチゾール,"1,3",,臨床化学,第63回(2017),普通
[A43] 間質性肺炎のマーカーはどれか。,KL-6,トロポニン,シスタチンC,プロカルシトニン,心臓型脂肪酸結合蛋白EH-FABPM,1,,臨床化学,第63回(2017),普通
[A44] ミトコンドリア分画にアイソザイムが存在するのはどれか。,LD,AST,アミラーゼ,コリンエステラーゼ,アルカリホスファターゼ,2,,臨床化学,第63回(2017),普通
[A45] H-E染色標本を別に示す。臓器はどれか。【別冊No.8 図】,気管,食道,大腸,尿管,甲状腺,4,,病理組織細胞学,第63回(2017),普通
[A46] 萎縮するのはどれか。,授乳期の乳腺,高齢者の前立腺,思春期以降の胸腺,腎摘出後の残存腎,スポーツ選手の心臓,3,,病理組織細胞学,第63回(2017),普通
[A47] 膵癌で正しいのはどれか。,予後良好である。,早期発見が難しい。,女性に多く発生する。,内分泌細胞由来が多い。,骨への血行性転移が多い。,2,,病理組織細胞学,第63回(2017),普通
[A48] 大腸癌で正しいのはどれか。,低分化腺癌が多い。,上行結腸に好発する。,大腸腺腫症で好発する。,小腸癌より発生頻度が低い。,早期癌にはBorrmann分類を用いる。,3,,病理組織細胞学,第63回(2017),普通
[A49] 中和操作を要する脱灰法・脱灰液はどれか。2つ選べ。,ギ酸,EDTA法,電気脱灰法,トリクロロ酢酸,プランク・リクロEPlank-RychloM法,"3,5",,病理組織細胞学,第63回(2017),普通
[A50] ミクロトームの刀台で行う操作はどれか。2つ選べ。,逃げ角の設定,引き角の設定,切片厚の設定,カセットクランプの固定,パラフィンブロック表面の角度調節,"1,2",,病理組織細胞学,第63回(2017),普通
[A51] 術中迅速組織標本作製法で正しいのはどれか。,急速に凍結する。,包埋剤は使用しない。,脂肪組織は薄切しやすい。,Papanicolaou染色を行う。,クリオスタットの庫内温度は$℃である。,1,,病理組織細胞学,第63回(2017),普通
[A52] 大腸癌の特殊染色標本を別に示す。この染色法が目的とする対象はどれか。【別冊No.9 図】,筋線維,弾性線維,細網線維,膠原線維,神経線維,2,,病理組織細胞学,第63回(2017),普通
[A53] 腎臓の特殊染色標本を別に示す。染色法はどれか。【別冊No.10 図】,PAS反応,azan染色,PAM染色,Masson trichrome染色,elastica van Gieson染色,3,,病理組織細胞学,第63回(2017),普通
[A54] 免疫組織化学的マーカーと疾患の組合せで正しいのはどれか。,AFP — 膵癌,CA125 — 胆囊癌,CEA — 骨肉腫,c-kit — 髄芽腫,S100蛋白 — 悪性黒色腫,5,,病理組織細胞学,第63回(2017),普通
[A55] 膵臓の透過型電子顕微鏡写真を別に示す。矢印で示すのはどれか。【別冊No.11 図】,核,核小体,滑面小胞体,ミトコンドリア,ゴルジEGolgiM装置,4,,病理組織細胞学,第63回(2017),普通
[A56] 悪性腫瘍細胞の特徴はどれか。,核の円形化,核小体不明瞭,細胞質空胞化,核クロマチン増量,核と細胞質の面積比EN/C比Mの低下,4,,病理組織細胞学,第63回(2017),普通
[A57] Papanicolaou染色標本における%扁平上皮癌の細胞学的特徴はどれか。,粘液産生,腺腔様構造,光輝性の黄色細胞質,立体的な重積性集塊,細顆粒状のクロマチン,3,,病理組織細胞学,第63回(2017),普通
[A58] 病理解剖時に摘出された臓器の肉眼写真を別に示す。臓器はどれか。【別冊No.12 図】,肺,心臓,肝臓,脾臓,腎臓,4,,病理組織細胞学,第63回(2017),普通
[A59] 腎臓で産生されるのはどれか。,インターロイキン-3,エリスロポエチン,顆粒球コロニー刺激因子,単球マクロファージコロニー刺激因子,トロンボポエチン,2,,臨床血液学,第63回(2017),普通
[A60] 活性化プロテインCが失活させるのはどれか。,第Ⅴ因子,第Ⅶ因子,第Ⅸ因子,第Ⅹ因子,第Ⅺ因子,1,,臨床血液学,第63回(2017),普通
[A61] 末梢血のフローサイトメトリでリンパ球ゲートを行い、抗CD19-PE標識抗体と抗CD3-FITC標識抗体で二重染色解析を行った。プロット図を別に示す。T細胞が現れる領域はどれか。【別冊No.13 図】,①,②,③,④,①と③,4,,臨床血液学,第63回(2017),普通
[A62] ビタミンK欠乏症でみられるのはどれか。,PT延長,血小板数減少,出血時間延長,Dダイマー上昇,フィブリノゲン低下,1,,臨床血液学,第63回(2017),普通
[A63] 溶血性貧血で低下または減少するのはどれか。,血清LD,網赤血球数,血清ハプトグロビン,血清間接ビリルビン,尿中ウロビリノゲン,3,,臨床血液学,第63回(2017),普通
[A64] Pappenheimer小体の構成成分はどれか。,核の残存物,非ヘム鉄顆粒,紡錘糸の残存物,リボソームの集合,ヘモグロビンの酸化変性物,2,,臨床血液学,第63回(2017),普通
[A65] 末梢血のWright-Giemsa染色標本を別に示す。所見はどれか。【別冊No.14 図】,Döhle小体,中毒性顆粒,Russell小体,Pelger-Huët異常,Chédiak-Higashi異常,4,,臨床血液学,第63回(2017),普通
[A66] DICを合併しやすいのはどれか。,肺結核,薬剤性肝障害,大腿骨頸部骨折,急性前骨髄球性白血病,自己免疫性溶血性貧血,4,,臨床血液学,第63回(2017),普通
[A67] 末梢血塗抹標本で好中球の核の過分葉がみられた貧血患者に検査すべき項目はどれか。,鉄,亜鉛,フェリチン,ビタミンB12,エリスロポエチン,4,,臨床血液学,第63回(2017),普通
[A68] ウイルスで正しいのはどれか。,核膜がある。,単細胞である。,有糸分裂する。,プラスミドを有する。,偏性細胞内寄生体である。,5,,臨床微生物学,第63回(2017),普通
[A69] 消毒用エタノールに対して抵抗性を示すのはどれか。2つ選べ。,ノロウイルス,ロタウイルス,C型肝炎ウイルス,ヒト免疫不全ウイルス,インフルエンザウイルス,"1,2",,臨床微生物学,第63回(2017),普通
[A70] 細菌と選択培地の組合せで正しいのはどれか。2つ選べ。,Bacteroides fragilis — CW寒天培地,Clostridium difficile — CCFA寒天培地,Enterococcus faecalis — Thayer-Martin培地,Pseudomonas aeruginosa — NAC寒天培地,Salmonella Enteritidis — CIN寒天培地,"2,4",,臨床微生物学,第63回(2017),普通
[A71] Pseudomonas aeruginosaに対して抗菌力を有するのはどれか。,アンピシリン,イミペネム,セファゾリン,セフォタキシム,セフメタゾール,2,,臨床微生物学,第63回(2017),普通
[A72] 作用機序と抗菌薬の組合せで正しいのはどれか。,細胞質膜障害 — アミノグリコシド系,核酸合成阻害 — グリコペプチド系,蛋白合成阻害 — テトラサイクリン系,葉酸合成阻害 — β-ラクタム系,細胞壁合成阻害 — キノロン系,3,,臨床微生物学,第63回(2017),普通
[A73] 日和見感染症はどれか。,梅毒,オウム病,腸チフス,感染性心内膜炎,ニューモシスチス肺炎,5,,臨床微生物学,第63回(2017),普通
[A74] 急性咽頭炎患者の咽頭粘液を5％ヒツジ血液寒天培地（左）とチョコレート寒天培地（右）の分画培地に接種し、35 ℃で24時間炭酸ガス培養を行った培地を別に示す。分離菌は、グラム陽性球菌、カタラーゼテスト陰性、LancefieldのA群抗原陽性であった。推定される菌種はどれか。【別冊No.15 図】,Streptococcus agalactiae,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus pyogenes,Streptococcus sanguinis,4,,臨床微生物学,第63回(2017),普通
[A75] Legionella pneumophilaで正しいのはどれか。2つ選べ。,偏性嫌気性菌である。,グラム陽性桿菌である。,尿中抗原検査で検出できる。,β-ラクタマーゼを産生する。,5％ヒツジ血液寒天培地に発育する。,"3,4",,臨床微生物学,第63回(2017),普通
[A76] Candida属で仮性菌糸を形成しないのはどれか。,C. albicans,C. glabrata,C. krusei,C. parapsilosis,C. tropicalis,2,,臨床微生物学,第63回(2017),普通
[A77] プリオン蛋白が病原因子となる疾患はどれか。2つ選べ。,急性灰白髄炎,ウシ海綿状脳症,Burkittリンパ腫,亜急性硬化性全脳炎,Creutzfeldt-Jakob病,"2,5",,臨床微生物学,第63回(2017),普通
[A78] Aspergillus fumigatusの模式図を別に示す。矢印で示すのはどれか。【別冊No.16 図】,頂囊,分生子,メツラ,分生子柄,フィアライド,1,,臨床微生物学,第63回(2017),普通
[A79] 免疫寛容の破綻が発症原因となる疾患はどれか。,花粉症,関節リウマチ,接触性皮膚炎,移植片対宿主病,血液型不適合妊娠,2,,臨床免疫学,第63回(2017),普通
[A80] 免疫応答で正しいのはどれか。,一次反応でIgMはIgGに遅れて出現する。,二次反応でIgMは出現しない。,二次反応で記憶B細胞が生じる。,二次反応は初回と異なる抗原を2回目に投与したとき起きる。,一次反応より二次反応の方が多くの抗体が産生される。,5,,臨床免疫学,第63回(2017),普通
[A81] 補体で正しいのはどれか。,血中濃度はC4が最も高値である。,レクチン経路は獲得免疫に関与する。,C3bはアナフィラトキシンとして作用する。,B因子は古典的経路と副経路の両方に関与する。,C1複合体形成にカルシウムイオンを必要とする。,5,,臨床免疫学,第63回(2017),普通
[A82] 生ワクチンはどれか。,麻疹,A型肝炎,B型肝炎,肺炎球菌,破傷風トキソイド,1,,臨床免疫学,第63回(2017),普通
[A83] 腫瘍細胞で特異的に産生されるのはどれか。,NSE,hCG,SCC,CA15-3,BCR-ABL融合蛋白,5,,臨床免疫学,第63回(2017),普通
[A84] Ⅲ型アレルギー性疾患はどれか。,膜性腎症,Basedow病,アトピー性皮膚炎,自己免疫性溶血性貧血,特発性血小板減少性紫斑病EITPM,1,,臨床免疫学,第63回(2017),普通
[A85] フローサイトメトリで正しいのはどれか。,核内DNA量を測定できる。,酵素標識モノクローナル抗体を用いる。,測定器の光源に重水素ランプを用いる。,ラテックスビーズなどの人工粒子は測定できない。,前方散乱光から細胞の内部構造に関する情報が得られる。,1,,臨床免疫学,第63回(2017),普通
[A86] ABO式血液型判定で正しいのはどれか。2つ選べ。,ウラ検査は血球濃度10％で行う。,オモテ検査とウラ検査を両方行う。,カラム法では部分凝集が判定できない。,部分凝集がみられるときは亜型の可能性がある。,スライド法では判定用抗体滴下後5秒以内に判定する。,"2,4",,臨床免疫学,第63回(2017),普通
[A87] 患者と供血者の血液型の組合せで赤血球製剤の輸血によって急性溶血反応が起こるのはどれか。,患者A型 — 供血者O型,患者B型 — 供血者O型,患者O型 — 供血者A型,患者AB型 — 供血者A型,患者RhD陰性 — 供血者RhD陽性,3,,臨床免疫学,第63回(2017),普通
[A88] 血液製剤とその使用目的で正しいのはどれか。,アルブミン製剤は栄養補給を目的とする。,新鮮凍結血漿は創傷治癒促進を目的とする。,赤血球液は末梢循環系への酸素供給を目的とする。,赤血球液と血小板濃厚液の併用は全血の代用を目的とする。,血小板濃厚液は手術前患者の血小板数を10万/μL以上にすることを目的とする。,3,,臨床免疫学,第63回(2017),普通
[A89] 直接抗グロブリン試験の目的はどれか。2つ選べ。,不規則抗体の検査,赤血球感作タンパクの検査,自己免疫性溶血性貧血の検査,抗体解離試験の抗体特異性の検査,新生児溶血性疾患の母親血清の検査,"2,3",,臨床免疫学,第63回(2017),普通
[A90] 三次予防はどれか。2つ選べ。,がん検診,健康教育,予防接種,精神科デイケア,リハビリテーション,"4,5",,公衆衛生学,第63回(2017),普通
[A91] 平成25年02013年2国民生活基礎調査において65歳以上男性の要介護者等で介護が必要となった主な原因のうち最も多いのはどれか。,心疾患,認知症,脳血管疾患,骨折・転倒,高齢による衰弱,3,,公衆衛生学,第63回(2017),普通
[A92] 疾患あり100人、疾患なし100人の合計200人の集団に対し、スクリーニング検査を実施したところ、感度は90％、特異度は40％であった。2×2表で正しいのはどれか。,疾患あり疾患なし検査陽性90 60検査陰性10 40 0人2,疾患あり疾患なし検査陽性90 40検査陰性10 60 0人2,疾患あり疾患なし検査陽性60 90検査陰性40 10 0人2,疾患あり疾患なし検査陽性60 10検査陰性40 90 0人2,疾患あり疾患なし検査陽性10 60検査陰性90 40 0人2,1,,公衆衛生学,第63回(2017),普通
[A93] 虚血性心疾患のリスクファクターでないのはどれか。,喫煙,高血圧,糖尿病,高身体活動,脂質異常症,4,,公衆衛生学,第63回(2017),普通
[A94] 国直轄の衛生行政機関はどれか。,保健所,教育委員会,福祉事務所,保健センター,労働基準監督署,5,,公衆衛生学,第63回(2017),普通
[A95] 100 kΩの抵抗器にもう1つの抵抗器を並列に接続し、それらの合成抵抗を50 kΩとしたい。接続すべき抵抗器の抵抗値［kΩ］はどれか。,0.5,1,50,100,500,4,,医用工学概論,第63回(2017),普通
[午前96] 図の回路で正しいのはどれか。,低域通過回路として機能する。,回路の時定数はCとRの和で表される。,矩形波を入力すると積分波形が出力される。,Cの容量が大きいほど遮断周波数は高くなる。,遮断周波数では出力電圧は入力電圧の1/√2となる。,5,,医用工学概論,第63回(2017),普通
[A97] サーマルアレイ式記録器で誤っているのはどれか。,記録に感光紙を使用する。,信号をデジタル変換している。,波形と同時に目盛りも記録できる。,数kHz程度までリアルタイム記録できる。,サーマル素子の密度は/個/mm程度である。,1,,医用工学概論,第63回(2017),普通
[A98] 文字コードはどれか。,ASCII,JLAC10,JPEG,MEDLINE,UNIX,1,,医用工学概論,第63回(2017),普通
[A99] 個人情報に該当しないのはどれか。,検体番号,診察カード,検査依頼書,検査報告書,検査済みの血液,1,,医用工学概論,第63回(2017),普通
[A100] エチレンオキサイドガス滅菌の特徴はどれか。,薬液の滅菌ができる。,紙製の包材は使用できない。,160 ℃で60分間の加熱をする。,絶対気圧2kg/cm2以上に加圧する。,滅菌後に充分なエアレーションが必要である。,5,,医用工学概論,第63回(2017),普通
[B1] 医療用ガスとして容器に緑色のボンベが用いられるのはどれか。,酸素,窒素,混合ガス,二酸化炭素,亜酸化窒素,4,,臨床検査総論,第63回(2017),普通
[B2] 管理限界内での微妙な偏りの発見に最も適している精度管理図法はどれか。,x安R,x安Rs,累積和,x安Rs安R,Westgardのマルチルール,3,,臨床検査総論,第63回(2017),普通
[B3] 尿潜血試験紙法で偽陰性の原因となるのはどれか。2つ選べ。,亜硝酸塩,サラシ粉,過酸化水素,次亜塩素酸塩,アスコルビン酸,"1,5",,臨床検査総論,第63回(2017),普通
[午後4] 髄液検査所見を示す。〔外観：無色透明、液圧：上昇、細胞数：増加（主な細胞は単核球）、糖：低下、トリプトファン反応：陽性〕考えられる疾患はどれか。,日本脳炎,くも膜下出血,結核性髄膜炎,細菌性髄膜炎,ウイルス性髄膜炎,3,,臨床検査総論,第63回(2017),普通
[B5] 胆石の主要な成分はどれか。2つ選べ。,コレステロール,尿酸アンモニウム,シュウ酸カルシウム,ビリルビンカルシウム,リン酸マグネシウムアンモニウム,"1,4",,臨床検査総論,第63回(2017),普通
[B6] 海外から帰国後、発熱を主訴として外来を受診した患者の末梢血Giemsa染色薄層塗抹標本を別に示す。診断として正しいのはどれか。【別冊No.1 図】,住血吸虫症,フィラリア症,熱帯熱マラリア,四日熱マラリア,トリパノソーマ症,4,,臨床検査総論,第63回(2017),普通
[B7] 寄生虫と宿主の組合せで正しいのはどれか。,鉤虫 — アフリカマイマイ,顎口虫 — ミヤイリガイ,多包条虫 — エゾヤチネズミ,横川吸虫 — マメタニシ,Manson裂頭条虫 — サクラマス,3,,臨床検査総論,第63回(2017),普通
[B8] 傷害DNAの除去修復機構に関与する4種類の酵素、0A2エキソヌクレアーゼ、0B2エンドヌクレアーゼ、0C2DNAポリメラーゼ及び0D2リガーゼが作用する順番として正しいのはどれか。,A或B或C或D,A或C或D或B,B或A或D或C,B或C或A或D,C或B或D或A,4,,臨床検査総論,第63回(2017),普通
[B9] PCR法で使用しないのはどれか。,制限酵素,プライマー,マグネシウムイオン,耐熱性DNAポリメラーゼ,デオキシリボヌクレオシド三リン酸,1,,臨床検査総論,第63回(2017),普通
[B10] 体細胞の有糸分裂が起こるのはどれか。,G0期,G1期,G2期,M期,S期,4,,臨床検査総論,第63回(2017),普通
[B11] 脂肪便が認められるのはどれか。,肝硬変,大腸癌,食道潰瘍,慢性膵炎,胃粘膜下腫瘍,4,,臨床検査医学総論,第63回(2017),普通
[B12] ネフローゼ症候群で正しいのはどれか。,2型糖尿病は原因とならない。,微小変化群によるものは成人に多い。,紫斑病性腎炎によるものは小児に多い。,尿蛋白の診断基準は1 .5 g /日以上である。,診断基準に高トリグリセライド血症がある。,3,,臨床検査医学総論,第63回(2017),普通
[B13] 血清と比較した血漿検体の特徴で正しいのはどれか。,溶血が多い。,LD活性の偽高値が少ない。,凝固因子が含まれていない。,蛋白分画への影響が少ない。,採血から測定までに時間がかかる。,2,,臨床検査医学総論,第63回(2017),普通
[B14] 血中濃度が朝方から午前中に高く、午後から夜間にかけて低くなるホルモンはどれか。,コルチゾール,アドレナリン,アルドステロン,抗利尿ホルモン,甲状腺刺激ホルモン,1,,臨床検査医学総論,第63回(2017),普通
[B15] 慢性閉塞性肺疾患の病態を示すのはどれか。2つ選べ。,肺気腫,肺腺癌,間質性肺炎,慢性気管支炎,サルコイドーシス,"1,4",,臨床検査医学総論,第63回(2017),普通
[B16] 心電図を別に示す。アーチファクトを除去するための適切な方法はどれか。【別冊No.2 図】,枕を高くする。,息止めを行う。,両手首の汗を拭き取る。,リラックスするよう促す。,付近の電気機器のプラグを抜く。,5,,臨床生理学,第63回(2017),普通
[B17] 疾患と心電図所見の組合せで正しいのはどれか。2つ選べ。,心筋梗塞 — 異常Q波,第1度房室ブロック — QRS幅延長,完全右脚ブロック — PR時間短縮,WPW症候群 — QT時間短縮,心房細動 — RR間隔不整,"1,5",,臨床生理学,第63回(2017),普通
[B18] トレッドミル運動負荷心電図検査で直ちに負荷を中止しなければならないのはどれか。2つ選べ。,QRS幅が0.08秒となった。,多源性心室性期外収縮が出現した。,0.5 mVの水平型ST低下を認めた。,心拍数が80/分から130/分に増加した。,PR時間が0.16秒から0.12秒に短縮した。,"2,3",,臨床生理学,第63回(2017),普通
[B19] 機能的残気量を決定する因子はどれか。2つ選べ。,気道抵抗,吸気筋力,呼気筋力,胸郭の拡張力,肺の弾性収縮力,"4,5",,臨床生理学,第63回(2017),普通
[B20] クロージングボリューム測定における単一窒素呼出曲線を別に示す。クロージングボリュームはどれか。【別冊No.3 図】,①,②,③,④,⑤,5,,臨床生理学,第63回(2017),普通
[B21] 動脈血ガス分析の所見を示す。pH 7.33 PaCO2 60 Torr HCO3⁻ 31 mEq/L酸塩基平衡異常はどれか。,呼吸性アシドーシス,混合性アシドーシス,代謝性アシドーシス,呼吸性アルカローシス,代謝性アルカローシス,1,,臨床生理学,第63回(2017),普通
[B22] 肺線維症患者の肺機能検査結果で認められないのはどれか。,1秒率の低下,全肺気量の減少,機能的残気量の減少,肺拡散能〈DLCO〉の低下,静肺コンプライアンスの低下,1,,臨床生理学,第63回(2017),普通
[B23] 脳波で1.5〜2.5 Hzの鋭徐波複合がみられる疾患はどれか。,肝性脳症,欠神発作,West症候群,Creutzfeldt-Jakob病,Lennox-Gastaut症候群,5,,臨床生理学,第63回(2017),普通
