設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A11] 一次救命処置〈BLS〉でないのはどれか。,応援を呼ぶ。,意識を確認する。,胸骨圧迫を行う。,心肺停止の原因を検索する。,自動体外式除細動器〈AED〉を用いる。,4,,臨床検査医学総論,第64回(2018),普通
[A12] 骨髄において赤芽球の過形成を呈するのはどれか。,腎性貧血,骨髄線維症,多発性骨髄腫,慢性骨髄性白血病,自己免疫性溶血性貧血,5,,臨床検査医学総論,第64回(2018),普通
[A13] 偽性高カリウム血症の原因になるのはどれか。,肝硬変,腎不全,再生不良性貧血,本態性血小板増加症,自己免疫性溶血性貧血,4,,臨床検査医学総論,第64回(2018),普通
[A14] 動脈血ガス分析の所見を示す。pH 7.32 Na+ 142 mEq/L Cl⁻ 106 mEq/L安HCO3 24 mEq/L考えられる病態はどれか。,尿毒症,乳酸アシドーシス,尿細管性アシドーシス,原発性アルドステロン症,糖尿病性ケトアシドーシス,3,,臨床検査医学総論,第64回(2018),普通
[A15] 肺癌の腫瘍マーカーとして使用されないのはどれか。,CA15-3,CEA,CYFRA21-1,NSE,ProGRP,1,,臨床検査医学総論,第64回(2018),普通
[A16] 心周期における左室圧-容積曲線の模式図を別に示す。Aが示す時相はどれか。【別冊No.2 図】,駆出期,急速充満期,緩速充満期,心房収縮期,変容期,1,,臨床生理学,第64回(2018),普通
[A17] 頻回の動悸を主訴に来院した患者の心電図を別に示す。動悸の原因で最も考えられるのはどれか。【別冊No.3 図】,心室細動,洞性不整脈,洞不全症候群,洞房ブロック,発作性上室頻拍,5,,臨床生理学,第64回(2018),普通
[A18] 運動負荷試験が実施可能なのはどれか。,急性肺塞栓症,不安定狭心症,急性大動脈解離,持続性心室頻拍,第1度房室ブロック,5,,臨床生理学,第64回(2018),普通
[A19] フローボリューム曲線から得られる指標はどれか。2つ選べ。,1秒率,残気量,全肺気量,努力肺活量,ピークフロー,"4,5",,臨床生理学,第64回(2018),普通
[A20] 肺胞気-動脈血酸素分圧較差〈A-aDO2〉が増加しない低酸素血症を呈する病態はどれか。2つ選べ。,拡散障害,シャント,肺胞低換気,大気圧の低下,換気血流不均等分布の増悪,"3,4",,臨床生理学,第64回(2018),普通
[A21] 簡易型終夜睡眠ポリグラフィで測定できないのはどれか。,脈拍,気道音,胸郭運動,睡眠段階,経皮的動脈血酸素飽和度〈SpO2〉,4,,臨床生理学,第64回(2018),普通
[A22] 気管支喘息発作時の肺機能検査結果で増加するのはどれか。・,V25,1秒量,残気量,努力肺活量,ピークフロー,3,,臨床生理学,第64回(2018),普通
[A23] 健常成人の脳波でみられるα波について正しいのはどれか。,振幅は一定である。,閉眼で抑制される。,後頭部に優位である。,精神的負荷で増強する。,加齢で周波数が高くなる。,3,,臨床生理学,第64回(2018),普通
[A24] 光トポグラフィ検査と関係があるのはどれか。,遠赤外線,近赤外線,可視光線,紫外線,エックス線,2,,臨床生理学,第64回(2018),普通
[A25] 超音波検査に用いる超音波の性質について正しいのはどれか。2つ選べ。,周波数が高いほど減衰しやすい。,周波数が高いほど透過性が良い。,周波数が高いほど分解能が低い。,音速は臓器・組織によらず一定である。,媒質間の音響インピーダンスの差が大きいほど反射が強い。,"1,5",,臨床生理学,第64回(2018),普通
[A26] 心房中隔欠損症の超音波検査においてみられやすいのはどれか。,非対称性中隔肥厚,拡張期の右室平化,左室前壁の逆方向運動,心室中隔の奇異性運動,僧帽弁の収縮期前方運動,4,,臨床生理学,第64回(2018),普通
[A27] 健常者の腎臓の超音波Bモード像において、中心部エコーに含まれるのはどれか。,腎盂,髄質,皮質,被膜,後腹膜,1,,臨床生理学,第64回(2018),普通
[A28] 熱画像検査〈サーモグラフィ〉で低温相を示すことが多い病態はどれか。,乳癌,静脈炎,動脈瘤,静脈うっ滞,レイノー病,5,,臨床生理学,第64回(2018),普通
[A29] 膜構造でないのはどれか。,小胞体,リボソーム,エンドソーム,ミトコンドリア,ゴルジ〈Golgi〉装置,2,,臨床化学,第64回(2018),普通
[A30] 電気泳動法を用いる検査と健常成人の血清中に最も多く含まれる分画の組合せで正しいのはどれか。,蛋白分画 — γ-グロブリン,リポ蛋白分画 — VLDL,LDアイソザイム — LD3,CKアイソザイム — CK-MM,ALPアイソザイム — ALP5,4,,臨床化学,第64回(2018),普通
[A31] 2ポイントエンド法の反応タイムコースを別に示す。患者血清のタイムコースから考えられるのはどれか。ただし、測光ポイントは5分と10分の2ポイントとする。【別冊No.4 図】,測定値はマイナス値になる。,攪拌機構の不具合が疑われる。,光源ランプの劣化が疑われる。,第2試薬の分注量が少なかった。,第1試薬と内因性物質との反応が生じた。,5,,臨床化学,第64回(2018),普通
[A32] 血中イオン化カルシウムが低下するのはどれか。,クレンチング,全血室温放置,長時間の駆血,立位での採血,ヘパリンの混入,2,,臨床化学,第64回(2018),普通
[A33] 血糖測定用採血管に入っているNaFが阻害する酵素はどれか。,エノラーゼ,ヘキソキナーゼ,ピルビン酸キナーゼ,乳酸デヒドロゲナーゼ,グルコース-6-ホスファターゼ,1,,臨床化学,第64回(2018),普通
[A34] 血糖コントロールの指標で正しいのはどれか。,HbA1cは貧血の影響を受けない。,HbA1cは2週間の平均血糖値を反映する。,グリコアルブミンは肝硬変の影響を受けない。,アルブミンはヘモグロビンより糖化速度が速い。,"1, 5-アンヒドログルシトールは高血糖で高値になる。",4,,臨床化学,第64回(2018),普通
[A35] 遊離グリセロール濃度が5mg/dLの血清を試料として、グリセロール非消去法でトリグリセライドを測定したところ200 mg/dLであった。この血清をグリセロール消去法で測定した場合のトリグリセライド値〈mg/dL〉に最も近いのはどれか。ただし、オレイン酸とグリセロールの分子量をそれぞれ282、92とする。,149,182,185,195,198,1,,臨床化学,第64回(2018),普通
[A36] 脂質異常症のWHO分類と増加するリポ蛋白の組合せで正しいのはどれか。2つ選べ。,Ⅰ — カイロミクロン,Ⅱa — VLDL,Ⅲ — IDL,Ⅳ — LDL,Ⅴ — HDL,"1,3",,臨床化学,第64回(2018),普通
[A37] A/G比が増加するのはどれか。,肝硬変,慢性感染症,多発性骨髄腫,原発性免疫不全症候群,全身性エリテマトーデス〈SLE〉,4,,臨床化学,第64回(2018),普通
[A38] 推算糸球体濾過量〈eGFR〉算出式で用いるのはどれか。2つ選べ。,BMI,尿量,年齢,血中クレアチニン濃度,尿中クレアチニン濃度,"3,4",,臨床化学,第64回(2018),普通
[A39] LDアイソザイムについて正しいのはどれか。,2量体である。,LD4は℃で安定である。,LD5は溶血によって上昇する。,LD1の半減期は約8時間である。,2種類のサブユニットからなる。,5,,臨床化学,第64回(2018),普通
[A40] 日本臨床化学会〈JSCC〉勧告法の試薬中にN-アセチルシステインを含むのはどれか。,CK,LD,ALP,ALT,アミラーゼ,1,,臨床化学,第64回(2018),普通
[A41] 血球への移行率が高い薬物はどれか。,ジゴキシン,バルプロ酸,タクロリムス,テオフィリン,バンコマイシン,3,,臨床化学,第64回(2018),普通
[A42] 骨形成マーカーはどれか。,ペントシジン,デオキシピリジノリン,プロコラーゲンⅢペプチド,骨型アルカリホスファターゼ,Ⅰ型コラーゲン架橋C-テロペプチド,4,,臨床化学,第64回(2018),普通
[A43] 低血糖によって上昇するホルモンはどれか。2つ選べ。,アドレナリン,インスリン,グルカゴン,テストステロン,バソプレッシン,"1,3",,臨床化学,第64回(2018),普通
[A44] 急性心筋梗塞の診断に有用なマーカーはどれか。2つ選べ。,アデノシンデアミナーゼ〈ADA〉,心臓型脂肪酸結合蛋白〈H-FABP〉,トロポニンT,脳性ナトリウム利尿ペプチド〈BNP〉,プロカルシトニン,"2,3",,臨床化学,第64回(2018),普通
[A45] 分泌物形成を行うのはどれか。,中心小体,滑面小胞体,リソソーム,ミトコンドリア,ゴルジ〈Golgi〉装置,5,,病理組織細胞学,第64回(2018),普通
[A46] 癌抑制遺伝子はどれか。,ras,p53,myc,erb-B2,β-catenin,2,,病理組織細胞学,第64回(2018),普通
[A47] 動脈のH-E染色標本を別に示す。矢印で示すのはどれか。【別冊No.5 図】,石灰,ムコイド,類線維素,アミロイド,硝子様物質,1,,病理組織細胞学,第64回(2018),普通
[A48] 小葉構造を持つのはどれか。,大脳,肝臓,脾臓,副腎,膀胱,2,,病理組織細胞学,第64回(2018),普通
[A49] 健常成人の臓器と重量の組合せで誤っているのはどれか。,"脳 — 1,200 g",心臓 — 300 g,肝臓 — 300 g,脾臓 — 120 g,左腎臓 — 120 g,3,,病理組織細胞学,第64回(2018),普通
[A50] 脱灰法の中和に用いる試薬はどれか。,アンモニア,エタノール,炭酸リチウム,硫酸ナトリウム,硫酸アルミニウム,4,,病理組織細胞学,第64回(2018),普通
[A51] 腎臓の特殊染色標本を別に示す。染色法はどれか。【別冊No.6 図】,PAS反応,PAM染色,PTAH染色,toluidine blue染色,Masson trichrome染色,5,,病理組織細胞学,第64回(2018),普通
[A52] 軟骨組織の特殊染色標本を別に示す。染色法はどれか。【別冊No.7 図】,azan染色,Berlin blue染色,Alcian blue染色,mucicarmine染色,toluidine blue染色,3,,病理組織細胞学,第64回(2018),普通
[A53] FISH法について正しいのはどれか。2つ選べ。,標本は永久標本となる。,染色体転座の検出に用いる。,観察には偏光顕微鏡を用いる。,キメラ遺伝子の検出に用いる。,核はフルオレセインイソチオシアネート〈FITC〉で染色する。,"2,4",,病理組織細胞学,第64回(2018),普通
[A54] 透過型電子顕微鏡標本の作製法について正しいのはどれか。2つ選べ。,電子染色を行う。,包埋にはパラフィンを用いる。,前固定にはエタノールを用いる。,後固定にはオスミウム酸を用いる。,置換にはイソプロパノールを用いる。,"1,4",,病理組織細胞学,第64回(2018),普通
[A55] 子宮頸部擦過細胞診のPapanicolaou染色標本を別に示す。矢印で示すのはどれか。【別冊No.8 図】,カンジダ,クラミジア,トリコモナス,クリプトコッカス,サイトメガロウイルス,3,,病理組織細胞学,第64回(2018),普通
[A56] 子宮頸部細胞診でコイロサイトに関係する微生物はどれか。,カンジダ,トリコモナス,ヘルペスウイルス,デーデルライン桿菌,ヒトパピローマウイルス,5,,病理組織細胞学,第64回(2018),普通
[A57] 悪性細胞で頻度の高い所見はどれか。2つ選べ。,核形不整,核小体明瞭化,細胞質内顆粒,細胞質内粘液,核と細胞質の面積比〈N/C比〉の減少,"1,2",,病理組織細胞学,第64回(2018),普通
[A58] 病理解剖について正しいのはどれか。,医師以外の者でも実施できる。,遺族への解剖結果説明は臨床検査技師が行う。,遺体の引き取り人がいない場合は実施できない。,原則として死後48時間以内に行わなくてはならない。,生前の本人の意思が明確であれば遺族が反対しても実施できる。,1,,病理組織細胞学,第64回(2018),普通
[A59] 肝細胞が産生するのはどれか。,エリスロポエチン,トロンボポエチン,顆粒球コロニー刺激因子,インターロイキン-2〈IL-2〉,マクロファージコロニー刺激因子,2,,臨床血液学,第64回(2018),普通
[A60] 濃染顆粒に含まれるのはどれか。2つ選べ。,ADP,セロトニン,グリコーゲン,フィブリノゲン,von Willebrand因子,"1,2",,臨床血液学,第64回(2018),普通
[A61] 血小板から放出されるのはどれか。,コラーゲン,エピネフリン,リストセチン,トロンボキサンA2,トロンボモジュリン,4,,臨床血液学,第64回(2018),普通
[A62] 播種性血管内凝固〈DIC〉の診断に用いられないのはどれか。,可溶性フィブリンモノマー複合体,プロトロンビンフラグメント1+2〈PF 1+2〉,トロンビン・アンチトロンビン複合体,抗ヘパリン・血小板第4因子複合体抗体,プラスミン・プラスミンインヒビター複合体,4,,臨床血液学,第64回(2018),普通
[A63] リンパ球と単球との鑑別に有用な染色法はどれか。,鉄染色,PAS染色,特異的エステラーゼ染色,非特異的エステラーゼ染色,アルカリホスファターゼ染色,4,,臨床血液学,第64回(2018),普通
[A64] 赤血球の封入体はどれか。2つ選べ。,デーレ〈Döhle〉小体,アウエル〈Auer〉小体,ハインツ〈Heinz〉小体,ラッセル〈Russell〉小体,パッペンハイマー〈Pappenheimer〉小体,"3,5",,臨床血液学,第64回(2018),普通
[A65] 末梢血のWright-Giemsa染色標本を別に示す。考えられるのはどれか。【別冊No.9 図】,急性骨髄性白血病,急性リンパ性白血病,成人T細胞白血病,慢性骨髄性白血病,慢性リンパ性白血病,4,,臨床血液学,第64回(2018),普通
[A66] 骨髄穿刺液のWright-Giemsa染色標本を別に示す。考えられるのはどれか。【別冊No.10 図】,赤白血病,骨髄線維症,多発性骨髄腫,血球貪食症候群,ホジキン〈Hodgkin〉リンパ腫,3,,臨床血液学,第64回(2018),普通
[A67] プロトロンビン時間が正常で活性化部分トロンボプラスチン時間が延長しているときに考えられるのはどれか。2つ選べ。,血友病B,劇症肝炎,第Ⅶ因子欠乏症,ビタミンK欠乏症,抗リン脂質抗体症候群,"1,5",,臨床血液学,第64回(2018),普通
[A68] 原核生物はどれか。2つ選べ。,Aspergillus fumigatus,Candida albicans,Chlamydia psittaci,Entamoeba histolytica,Escherichia coli,"3,5",,臨床微生物学,第64回(2018),普通
[A69] 細菌の構造について正しいのはどれか。,核膜が存在する。,ミトコンドリアが存在する。,外膜はグラム陽性菌の菌体外側に存在する。,タイコ酸はグラム陰性菌の細胞壁に存在する。,ペプチドグリカンは細胞壁の構成成分である。,5,,臨床微生物学,第64回(2018),普通
[A70] 加温が必要な染色法はどれか。2つ選べ。,墨汁法,Wirtz法,Neisser染色,Ziehl-Neelsen染色,Gram染色〈Huckerの変法〉,"2,4",,臨床微生物学,第64回(2018),普通
[A71] 人体に使用できない消毒薬はどれか。,ポビドンヨード,消毒用エタノール,グルタルアルデヒド,塩化ベンザルコニウム,クロルヘキシジングルコン酸塩,3,,臨床微生物学,第64回(2018),普通
[A72] 基質拡張型β-ラクタマーゼ〈ESBL〉産生菌の薬剤感受性検査で感性を示す抗菌薬はどれか。,イミペネム,セファゾリン,アズトレオナム,セフォタキシム,ベンジルペニシリン〈ペニシリンG〉,1,,臨床微生物学,第64回(2018),普通
[A73] Streptococcus属について正しいのはどれか。2つ選べ。,S. mitisは胆汁溶解テスト陽性である。,S. pyogenesはLancefieldのG群抗原を有する。,S. agalactiaeは馬尿酸加水分解テスト陽性である。,S. pneumoniaeはオプトヒン感受性テスト陽性である。,S. dysgalactiae subsp. equisimilisはCAMPテスト陽性である。,"3,4",,臨床微生物学,第64回(2018),普通
[A74] Vibrio属でTCBS寒天培地に青緑色コロニーを形成するのはどれか。2つ選べ。,V. alginolyticus,V. cholerae,V. fluvialis,V. mimicus,V. parahaemolyticus,"4,5",,臨床微生物学,第64回(2018),普通
[A75] 大分生子を形成しないのはどれか。,Aspergillus fumigatus,Epidermophyton floccosum,Fusarium solani,Microsporum canis,Trichophyton rubrum,1,,臨床微生物学,第64回(2018),普通
[A76] 異常プリオン蛋白によって起こるのはどれか。,Alzheimer病,Creutzfeldt-Jakob病,進行性多巣性白質脳症,筋萎縮性側索硬化症〈ALS〉,ギラン・バレー〈Guillain-Barré〉症候群,2,,臨床微生物学,第64回(2018),普通
[A77] 膀胱炎患者の中間尿を、5％ヒツジ血液寒天培地（左）とBTB乳糖寒天培地（右）の分画培地で35 ℃、24時間好気培養した写真を別に示す。推定される菌種はどれか。【別冊No.11 図】,Enterobacter cloacae,Escherichia coli,Klebsiella pneumoniae,Proteus mirabilis,Pseudomonas aeruginosa,4,,臨床微生物学,第64回(2018),普通
[A78] イムノクロマト法による尿中抗原検査が行われるのはどれか。2つ選べ。,Haemophilus influenzae,Legionella pneumophila,Neisseria meningitidis,Streptococcus agalactiae,Streptococcus pneumoniae,"2,5",,臨床微生物学,第64回(2018),普通
[A79] MHCクラスⅡ分子を発現している細胞はどれか。,赤血球,血小板,好中球,T細胞,B細胞,5,,臨床免疫学,第64回(2018),普通
[A80] 抗原抗体反応について正しいのはどれか。,不可逆的反応である。,共有結合が関与する。,水素結合が関与する。,pH3で抗原抗体複合体は安定である。,56 ℃で抗原抗体複合体は安定である。,3,,臨床免疫学,第64回(2018),普通
[午前81] 試験管内で37℃で行った反応のうち、溶血が観察されるのはどれか。2つ選べ。ただし、〈　〉は反応後、カルシウムとマグネシウムを添加した生理食塩液で3回洗浄したことを示す。,ヒツジ赤血球+モルモット補体,〈ヒツジ赤血球+抗ヒツジ赤血球抗体〉+モルモット補体,〈ヒツジ赤血球+モルモット補体〉+抗ヒツジ赤血球抗体,ヒツジ赤血球+抗ヒツジ赤血球抗体（56℃、30分処理済）+モルモット補体,ヒツジ赤血球+モルモット補体（56℃、30分処理済）+抗ヒツジ赤血球抗体,"2,4",,臨床免疫学,第64回(2018),普通
[A82] フローサイトメトリで誤っているのはどれか。,細胞内抗原を測定できる。,リンパ球サブセット検査に使用する。,測定器の光源としてレーザー光を使用する。,側方散乱光からは細胞の大きさに関わる情報が得られる。,細胞がシース液の流れによって一列になって搬送される。,4,,臨床免疫学,第64回(2018),普通
[午前83] 30歳の女性。出産後に発熱が続き、蝶形紅斑および蛋白尿を認めたため入院した。腎生検を行い、蛍光抗体法によってC1qを染色した結果（別冊No.12）を別に示す。血液検査で認められる可能性が高い所見はどれか。2つ選べ。,大球性貧血,好中球増多,リンパ球減少,γ-グロブリン低下,補体活性低下,"3,5",,臨床免疫学,第64回(2018),普通
[午前84] 30歳の女性。出産後に発熱が続き、蝶形紅斑および蛋白尿を認めたため入院した。腎生検を行い、蛍光抗体法によってC1qを染色した結果（別冊No.12）を別に示す。この患者に認められる可能性の高い自己抗体はどれか。2つ選べ。,抗核抗体,抗Jo-1抗体,抗DNA抗体,抗平滑筋抗体,抗セントロメア抗体,"1,3",,臨床免疫学,第64回(2018),普通
[A85] 血液型がA型0遺伝子型AO2とB型0遺伝子型BO2の両親から生まれた子がO型である確率はどれか。,5％,12.5％,25％,33.3％,50％,3,,臨床免疫学,第64回(2018),普通
[A86] 交差適合試験の主試験において、生理食塩液法陰性、間接抗グロブリン試験陽性となる原因として最も考えられるのはどれか。,抗Jka,Rh不適合,ABO不適合,冷式自己抗体,汎血球凝集反応,1,,臨床免疫学,第64回(2018),普通
[A87] 不規則抗体について正しいのはどれか。,輸血歴がない場合は検査不要である。,IgGクラスの抗体が臨床的に重要である。,酵素法はMNSs血液型に対する抗体を検出する。,生理食塩液法は主にIgGクラスの抗体を検出する。,D以外のRh血液型抗原に対する抗体は検出されない。,2,,臨床免疫学,第64回(2018),普通
[A88] 輸血副作用と原因の組合せで正しいのはどれか。,肝炎 — 輸血製剤のリンパ球,血管内溶血 — 輸血製剤の補体,輸血後GVHD — 不規則抗体,循環過負荷〈TACO〉 — 抗内皮細胞抗体,輸血関連急性肺障害〈TRALI〉 — 抗白血球抗体,5,,臨床免疫学,第64回(2018),普通
[A89] 移植について正しいのはどれか。,造血幹細胞は末梢血から採取できない。,ヒトからヒトヘの移植を同系移植という。,急性拒絶反応は細胞傷害性T細胞が関与する。,移植後GVHDはレシピエント由来のリンパ球が関与する。,肝臓移植では他の臓器移植より高いHLA適合性が求められる。,3,,臨床免疫学,第64回(2018),普通
[A90] 平成25年の我が国の統計指標で大小関係が誤っているのはどれか。,合計特殊出生率＞総再生産率,粗死亡率＞年齢調整死亡率,平均寿命＞0歳平均余命,死産率＞周産期死亡率,死亡率＞出生率,3,,公衆衛生学,第64回(2018),普通
[A91] 温室効果ガスはどれか。2つ選べ。,酸素,窒素,フロン,アルゴン,二酸化炭素,"3,5",,公衆衛生学,第64回(2018),普通
[A92] 電離放射線でないのはどれか。,α線,β線,γ線,紫外線,中性子線,4,,公衆衛生学,第64回(2018),普通
[A93] 我が国のメタボリックシンドロームの診断基準項目に含まれるのはどれか。2つ選べ。,血圧,体重,尿糖,心電図,中性脂肪,"1,5",,公衆衛生学,第64回(2018),普通
[A94] 介護保険制度について正しいのはどれか。2つ選べ。,住宅改修には利用できない。,被保険者は65歳以上である。,介護保険料は全国一律である。,要支援者の割合が近年増加している。,認知機能の障害は介護保険の対象となる。,"4,5",,公衆衛生学,第64回(2018),普通
[A95] 放射線に対する組織・臓器の相対的な感受性0組織加重係数2が最も小さいのはどれか。,胃,脳,骨髄,乳房,甲状腺,2,,医用工学概論,第64回(2018),普通
[A96] 図の入出力関係となる回路はどれか。,R直列・C並列,C直列・R並列,R1直列・R2並列,L直列・R並列,L直列・C並列,2,,医用工学概論,第64回(2018),普通
[A97] コンピュータのCPUはどれか。,演算装置,記憶装置,出力装置,通信装置,入力装置,1,,医用工学概論,第64回(2018),普通
[A98] 8bitのAD変換器で〜2.5 Vの電圧を変換するとき、電圧の分解能に最も近いのはどれか。,1 mV,5 mV,10 mV,16 mV,20 mV,3,,医用工学概論,第64回(2018),普通
[A99] 医療に関わる個人情報について正しいのはどれか。2つ選べ。,検体検査の結果は個人情報に含まれない。,患者は自身の診療録の開示請求ができる。,臨床検査技師には法による守秘義務は課されていない。,個人情報はあらかじめ定めた利用目的の範囲に限り利用できる。,患者の同意がなくても検査依頼医は検査後の血液を研究に利用できる。,"2,4",,医用工学概論,第64回(2018),普通
[A100] 分光光度計で真の吸光度よりも小さい値となるのはどれか。,セルが汚れている。,光路長が増加する。,試料が混濁している。,測定光に迷光が含まれる。,光源ランプの照度が低下している。,4,,医用工学概論,第64回(2018),普通
[B1] 臨床試験業務で誤っているのはどれか。,新薬開発のために行う。,薬の安全性を調べるために行う。,既存医薬品の効果の追跡調査を行う。,二重盲検試験に関わる臨床検査技師は偽薬投与患者を事前に把握する。,臨床試験実施医療機関は外部評価による認定を取得することが望ましい。,4,,臨床検査総論,第64回(2018),普通
[B2] 抗凝固剤を含む採血管を用いる必要があるのはどれか。,HbA1c,インスリン,C-ペプチド,グリコアルブミン,抗グルタミン酸デカルボキシラーゼ抗体,1,,臨床検査総論,第64回(2018),普通
[B3] 精度保証のために検査前過程で行うのはどれか。,外部精度管理,検査値の解釈,検査値の点検,採血法の指導,内部精度管理,4,,臨床検査総論,第64回(2018),普通
[B4] 中間尿に比べ初尿で陽性になりやすいのはどれか。,糖,潜血,白血球,ケトン体,ビリルビン,3,,臨床検査総論,第64回(2018),普通
[B5] 髄液検査を行う前に測定すべき血液検査項目はどれか。,血糖,赤血球数,アミラーゼ,ビリルビン,マグネシウム,1,,臨床検査総論,第64回(2018),普通
[B6] 肺化膿症でみられる喀痰検査所見はどれか。2つ選べ。,三層痰,好酸球増多,ディットリッヒ〈Dittrich〉栓子,クルシュマン〈Curschmann〉らせん体,シャルコー・ライデン〈Charcot-Leyden〉結晶,"1,3",,臨床検査総論,第64回(2018),普通
[B7] 寄生虫と終宿主の組合せで正しいのはどれか。,肝吸虫 — フナ,アニサキス — イカ,エキノコックス — ネズミ,トキソプラズマ — ネコ,熱帯熱マラリア原虫 — ヒト,4,,臨床検査総論,第64回(2018),普通
[B8] 40歳の男性。胸部の発赤と腫脹を主訴に来院した。発赤は次第に腹側正中部に向かって伸び、帯状や線状になった。腹部の写真を別に示す。食物摂取歴として、1か月前にドジョウを生食した。診断として正しいのはどれか。【別冊No.1 図】,疥癬,顎口虫症,旋毛虫症,オンコセルカ症,日本住血吸虫症,2,,臨床検査総論,第64回(2018),普通
[B9] 最も小さい虫卵はどれか。,回虫卵,蟯虫卵,鞭虫卵,横川吸虫卵,ウエステルマン〈Westerman〉肺吸虫卵,4,,臨床検査総論,第64回(2018),普通
[B10] 細胞分裂の度に短くなり細胞の寿命に関係するのはどれか。,テロメア,ヒストン,セントロメア,ヌクレオソーム,ヘテロクロマチン,1,,臨床検査総論,第64回(2018),普通
[B11] 肝硬変に伴う門脈圧の亢進と関連がないのはどれか。,痔核,脾腫,食道静脈瘤,下肢静脈瘤,腹壁静脈怒張,4,,臨床検査医学総論,第64回(2018),普通
[B12] 脂質異常症のWHO分類のうち、LDL-コレステロールとトリグリセライドがともに高いのはどれか。,Ⅰ,Ⅱ b,Ⅲ,Ⅳ,Ⅴ,2,,臨床検査医学総論,第64回(2018),普通
[B13] 心筋梗塞の診断におけるトロポニンTについて誤っているのはどれか。,感度が高い。,腎不全の影響を受ける。,発症早期から上昇する。,発症後約1週間で正常化する。,急性心筋炎の鑑別が必要である。,"2,4",,臨床検査医学総論,第64回(2018),普通
[B14] 成人の腰椎刺による脳脊髄液検査所見で正常なのはどれか。,外観淡黄色,細胞数11/μL,蛋白質65 mg/dL,クロール 123 mEq/L,グルコース 30 mg/dL,4,,臨床検査医学総論,第64回(2018),普通
[B15] 染色体検査で異常がみられるのはどれか。,血友病A,囊胞性線維症,Turner症候群,Huntington病,フェニルケトン尿症,3,,臨床検査医学総論,第64回(2018),普通
[B16] 心電図を別に示す。正しいのはどれか。【別冊No.2 図】,QT時間 0.25秒,QRS幅 0.20秒,PR時間 0.22秒,電気軸 ⁻30度,心拍数 40回/分,5,,臨床生理学,第64回(2018),普通
[B17] 心房細動でみられる心電図所見として正しいのはどれか。2つ選べ。,P波消失,QRS波消失,RR間隔不整,鋸歯状波出現,異常Q波出現,"1,3",,臨床生理学,第64回(2018),普通
[B18] 直ちに緊急対応が必要な心電図所見はどれか。,心室細動,心房細動,PR時間短縮,心室期外収縮,洞不全症候群,1,,臨床生理学,第64回(2018),普通
