設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A54] 脱灰処理について正しいのはどれか。,脱脂操作前に行う。,中性脱灰液では炭酸ガスが発生する。,EDTA脱灰法は抗原性の保持が悪い。,振盪器を用いると脱灰時間が短縮される。,プランク・リクロ〈Plank-Rychlo〉法は40 ℃で行う。,4,,病理組織細胞学,第67回(2021),普通
[A55] 喀痰細胞診のPapanicolaou染色標本を別に示す。出現している細胞はどれか。【別冊No.8 図】,肺胞組織球,気管支上皮細胞,腺癌細胞,小細胞癌細胞,扁平上皮癌細胞,4,,病理組織細胞学,第67回(2021),普通
[A56] 炎症の四主徴に含まれないのはどれか。,潰瘍,腫脹,2痛,発熱,発赤,1,,病理組織細胞学,第67回(2021),普通
[A57] 我が国において最も頻度の高い悪性リンパ腫はどれか。,濾胞性リンパ腫,Burkittリンパ腫,Hodgkinリンパ腫,マントル細胞リンパ腫,びまん性大細胞型B細胞リンパ腫,5,,病理組織細胞学,第67回(2021),普通
[A58] 神経組織の染色に用いないのはどれか。,Bodian染色,Klüver-Barrera染色,Nissl染色,orcein染色,PTAH染色,4,,病理組織細胞学,第67回(2021),普通
[A59] 基準範囲に性差を認める血算項目はどれか。2つ選べ。,赤血球数〈RBC〉,網赤血球比率〈Ret〉,平均赤血球容積〈MCV〉,ヘモグロビン濃度〈Hb〉,平均赤血球ヘモグロビン濃度〈MCHC〉,"1,4",,臨床血液学,第67回(2021),普通
[A60] 発作性夜間ヘモグロビン尿症〈PNH〉の診断に用いられる抗体はどれか。,抗CD4,抗CD19,抗CD34,抗CD45,抗CD59,5,,臨床血液学,第67回(2021),普通
[A61] 血漿鉄消失時間の測定結果を別に示す。考えられるのはどれか。【別冊No.9 図】,鉄欠乏性貧血,巨赤芽球性貧血,再生不良性貧血,二次性赤血球増加症,自己免疫性溶血性貧血,3,,臨床血液学,第67回(2021),普通
[A62] 透過光を用いた血小板凝集能測定の方法について誤っているのはどれか。,空腹時に採血する。,EDTA加血漿を使用する。,多血小板血漿の血小板数を確認する。,血小板が凝集すると光透過度が増加する。,凝集惹起物質にアデノシン二リン酸〈ADP〉を用いる。,2,,臨床血液学,第67回(2021),普通
[A63] 表面抗原と細胞の組合せで誤っているのはどれか。,CD2 — 形質細胞,CD3 — T細胞,CD13 — 好中球,CD34 — 造血幹細胞,CD61 — 血小板,1,,臨床血液学,第67回(2021),普通
[A64] 血球とその形態の特徴との組合せで誤っているのはどれか。,単球 — 核小体,好中球 — drumstick〈太鼓のばち〉,好酸球 — ペルオキシダーゼ反応陽性,形質細胞 — 核周明庭,骨髄芽球 — 核と細胞質の面積比〈N/C比〉が高い,1,,臨床血液学,第67回(2021),普通
[A65] 自己免疫性溶血性貧血で高値を示すのはどれか。2つ選べ。,フェリチン,網赤血球数,間接ビリルビン,ハプトグロビン,総鉄結合能〈TIBC〉,"2,3",,臨床血液学,第67回(2021),普通
[午前66] 広範な皮下出血とAPTT延長が認められたのでAPTTの交差混合試験を実施した。結果を表に示す。〔患者血漿：正常血漿＝10：0／8：2／5：5／2：8／0：10、混和直後（秒）＝92／83／71／50／31、37℃・2時間後（秒）＝94／93／86／72／32〕考えられるのはどれか。,後天性血友病A,ビタミンK欠乏症,von Willebrand病,アレルギー性紫斑病,播種性血管内凝固〈DIC〉,1,,臨床血液学,第67回(2021),普通
[A67] 末梢血のWright-Giemsa染色標本とエステラーゼ二重染色標本を別に示す。最も考えられるのはどれか。【別冊No.10A・B 図】,急性赤白血病,急性単球性白血病,急性巨核芽球性白血病,急性前骨髄球性白血病,急性リンパ芽球性白血病,2,,臨床血液学,第67回(2021),普通
[A68] 原核生物の特徴で正しいのはどれか。,核膜を有する。,有糸分裂する。,環状の染色体を有する。,ミトコンドリアを有する。,細胞壁はセルロースからなる。,3,,臨床微生物学,第67回(2021),普通
[A69] 選択物質として胆汁酸塩を含む培地はどれか。2つ選べ。,SS寒天培地,CCFA寒天培地,TCBS寒天培地,セレナイト培地,Skirrow寒天培地,"1,3",,臨床微生物学,第67回(2021),普通
[A70] 細胞壁合成阻害薬はどれか。,コリスチン,ゲンタマイシン,バンコマイシン,レボフロキサシン,クロラムフェニコール,3,,臨床微生物学,第67回(2021),普通
[A71] 芽胞を有するのはどれか。,Acinetobacter baumannii,Clostridioides difficile,Escherichia coli,Haemophilus influenzae,Klebsiella pneumoniae,2,,臨床微生物学,第67回(2021),普通
[A72] 血中濃度モニタリングが必要な抗菌薬はどれか。,ペニシリンG,バンコマイシン,エリスロマイシン,テトラサイクリン,レボフロキサシン,2,,臨床微生物学,第67回(2021),普通
[A73] 消毒用エタノールに抵抗性を示すのはどれか。2つ選べ。,ノロウイルス,Candida albicans,Clostridioides difficile,Pseudomonas aeruginosa,Staphylococcus aureus,"1,3",,臨床微生物学,第67回(2021),普通
[A74] ワクチンが開発されていないウイルスはどれか。,風疹ウイルス,麻疹ウイルス,C型肝炎ウイルス,水痘・帯状疱疹ウイルス,インフルエンザウイルス,3,,臨床微生物学,第67回(2021),普通
[A75] 目的菌と染色法の組合せで正しいのはどれか。,Bacillus属 — Hiss法,Cryptococcus属 — Leifson法,Klebsiella属 — Wirtz法,Nocardia属 — Kinyoun法,Trichophyton属 — Neisser法,4,,臨床微生物学,第67回(2021),普通
[A76] 多剤耐性結核菌の判定に使用される抗菌薬はどれか。2つ選べ。,イソニアジド,エタンブトール,ストレプトマイシン,ピラジナミド,リファンピシン,"1,5",,臨床微生物学,第67回(2021),普通
[A77] 腸内細菌科の細菌をTSI培地（左）とSIM培地（右）へ接種し、35 ℃で好気培養した結果を別に示す。SIM培地にはインドール試薬を滴下済みである。考えられる細菌はどれか。【別冊No.11 図】,Citrobacter freundii,Escherichia coli,Klebsiella pneumoniae,Proteus vulgaris,Shigella sonnei,2,,臨床微生物学,第67回(2021),普通
[A78] プラスミドについて誤っているのはどれか。,環状のDNAである。,接合によって伝達する。,耐性因子の1つである。,染色体から独立した遺伝体である。,細菌に感染するウイルスの総称である。,5,,臨床微生物学,第67回(2021),普通
[A79] ABO血液型抗原について正しいのはどれか。,O型ではH抗原がない。,赤血球のみに発現している。,亜型は後天的な抗原変異である。,特異性を決定するのは糖鎖である。,新生児の発現量は成人と同じである。,4,,臨床免疫学,第67回(2021),普通
[A80] ABO血液型検査を行ったところ、オモテ検査B型、ウラ検査O型で判定保留となった。最も考えられるのはどれか。,B亜型,cisAB型,後天性B,白血病,不規則抗体,5,,臨床免疫学,第67回(2021),普通
[A81] HEp-2細胞を核材に用いた抗核抗体の蛍光抗体法による染色写真を別に示す。最も考えられる疾患はどれか。【別冊No.12 図】,関節リウマチ,CREST症候群,Sjögren症候群,混合性結合組織病,全身性エリテマトーデス,2,,臨床免疫学,第67回(2021),普通
[A82] ハプテンに対する抗体の作製で誤っているのはどれか。,動脈注射する。,複数回接種する。,アジュバントを用いる。,キャリア蛋白に結合させる。,ポリクローナル抗体が作られる。,1,,臨床免疫学,第67回(2021),普通
[A83] 末梢血のフローサイトメトリのドットプロット図を別に示す。矢印で示すのはどれか。【別冊No.13 図】,単球,顆粒球,血小板,リンパ球,壊れた細胞の破片,2,,臨床免疫学,第67回(2021),普通
[A84] ABO血液型のオモテ検査で部分凝集を呈する原因はどれか。2つ選べ。,亜型,連銭形成,異型輸血後,寒冷凝集素,ABO不適合腎移植後,"1,3",,臨床免疫学,第67回(2021),普通
[A85] 新鮮凍結血漿を輸血する適応となる検査データとして正しいのはどれか。,PTが40％以下,PT-INRが1.5以上,APTTが基準値の1.5倍以上,血清アルブミン値が2.0 g/dL以下,血漿フィブリノゲン値が150 mg/dL以下,5,,臨床免疫学,第67回(2021),普通
[A86] Donath-Landsteiner抗体の特徴として正しいのはどれか。,異好抗体,温式抗体,自然抗体,CD35特異性,P血液型特異性,5,,臨床免疫学,第67回(2021),普通
[A87] 遺伝性血管神経性浮腫の原因はどれか。,C3欠損,CD59欠損,補体の寒冷活性化,C1インヒビター欠損,アデノシンデアミナーゼ〈ADA〉欠損,4,,臨床免疫学,第67回(2021),普通
[A88] 免疫担当細胞で正しいのはどれか。2つ選べ。,B細胞は抗原提示能を持たない。,マスト細胞はFcγ受容体を発現している。,NK細胞はウイルスに感染した自己細胞を攻撃する。,マクロファージはオプソニン化した細菌を貪食する。,CD8陽性キラーT細胞はMHCクラスⅡ抗原と反応する。,"2,3,4",採点上、選択肢2・3・4のうち2つを選べば正答（複数の組合せを正答とする）。,臨床免疫学,第67回(2021),普通
[A89] 造血幹細胞移植の提供者に行うべき検査はどれか。2つ選べ。,HLA検査,HIV抗体検査,不規則抗体検査,単球貪食能試験,リンパ球サブセット検査,"1,2",,臨床免疫学,第67回(2021),普通
[A90] 医療計画の5疾病5事業でないのはどれか。,高血圧,糖尿病,災害医療,精神疾患,周産期医療,1,,公衆衛生学,第67回(2021),普通
[A91] 正しい組合せはどれか。,禁煙教室 — 一次予防,健康相談 — 二次予防,服薬指導 — 三次予防,作業環境測定 — 二次予防,精神科デイケア — 一次予防,1,,公衆衛生学,第67回(2021),普通
[A92] 健康日本210第二次2に含まれないのはどれか。,健康格差の縮小,健康寿命の延伸,生活習慣病の予防,高齢者の社会参加の促進,児童の虐待防止対策の強化,5,,公衆衛生学,第67回(2021),普通
[A93] ダイオキシン類について誤っているのはどれか。,催奇形性がある。,神経毒性がある。,生物濃縮を起こす。,DNA障害作用がある。,内分泌攪乱作用がある。,4,,公衆衛生学,第67回(2021),普通
[A94] 原因物質と職業がんの組合せで誤っているのはどれか。,石綿 — 肺癌,ヒ素 — 皮膚癌,ベンゼン — 白血病,β-ナフチルアミン — 胆管癌,塩化ビニルモノマー — 肝血管肉腫,4,,公衆衛生学,第67回(2021),普通
[A95] 生体物質の光学的特性について正しいのはどれか。,水は赤外線の吸収が小さい。,硝子体は可視光をよく吸収する。,ヘモグロビンは近赤外線をよく吸収する。,生体の高分子物質は紫外線をよく吸収する。,メラニンは波長が長い可視光をよく吸収する。,4,,医用工学概論,第67回(2021),普通
[A96] 電圧利得20倍の増幅器A1と200倍のA2を直列に接続したときの増幅度として最も近い値edBfはどれか。,30,46,60,66,72,5,,医用工学概論,第67回(2021),普通
[A97] 測定対象の物理量変化に対応した起電力を利用したセンサはどれか。2つ選べ。,圧電素子,CdSセル,サーミスタ,ホール素子,ストレインゲージ,"1,4",,医用工学概論,第67回(2021),普通
[A98] 病院電気設備の安全基準〈JIS T 1022〉において非接地配線方式を設けなければならない医用室はどれか。,集中治療室,検体検査室,病理検査室,生理検査室,一般病室,1,,医用工学概論,第67回(2021),普通
[A99] コンピュータデータベースの操作言語はどれか。,SQL,HTML,SMTP,UNIX,TELNET,1,,医用工学概論,第67回(2021),普通
[A100] 光学顕微鏡の説明で誤っているのはどれか。,コンデンサレンズは絞りを通過した光を集光するためにある。,実体顕微鏡では観察対象が動くと同じ方向に像が動いて見える。,双眼実体顕微鏡で両眼観察すると、観察対象が立体的に見える。,高倍率対物レンズの方が低倍率対物レンズに比べ焦点距離が長い。,対物レンズの倍率は標本に対する中間像0倒立の実像2の倍率である。,4,,医用工学概論,第67回(2021),普通
[B1] イムノクロマト法による便潜血検査について正しいのはどれか。,検体は冷凍で輸送する。,食事制限が必要である。,IgG感作赤血球を用いる。,プロゾーン現象がみられる。,上部消化管出血と下部消化管出血の検出感度は同等である。,4,,臨床検査総論,第67回(2021),普通
[B2] 網膜芽細胞腫の原因遺伝子はどれか。,ABL1,BRCA1,EGFR,KRAS,RB1,5,,臨床検査総論,第67回(2021),普通
[B3] 細胞周期の段階のうち、G染色法において染色体を観察するのに適しているのはどれか。,間期,前期,中期,後期,終期,3,,臨床検査総論,第67回(2021),普通
[B4] 夕食にしめ鯖を摂取後、深夜に激烈な腹痛を訴えた。上部消化管の内視鏡像を別に示す。この寄生虫について正しいのはどれか。【別冊No.1 図】,病変は胃に限局する。,生の牛肉でも感染する。,ヒトを終宿主としている。,⁻20 ℃保存で虫体は死滅する。,有効な抗寄生虫薬が存在する。,4,,臨床検査総論,第67回(2021),普通
[B5] 検便で診断できるのはどれか。,無鉤条虫症,剛棘顎口虫症,Manson孤虫症,広東住血線虫症,多包条虫〈エキノコックス〉症,1,,臨床検査総論,第67回(2021),普通
[B6] 漏出性腹水に合致する所見はどれか。,混濁,pH 7.20,比重1.026,LD 480 U/L,蛋白1.8 g/dL,5,,臨床検査総論,第67回(2021),普通
[B7] 塩基置換により終止コドンが生じる遺伝子変異の種類はどれか。,サイレント変異,ナンセンス変異,ミスセンス変異,フレームシフト変異,ミススプライシング変異,2,,臨床検査総論,第67回(2021),普通
[B8] ヒトのテロメアについて誤っているのはどれか。,染色体を安定化する。,染色体両腕の末端領域を指す。,テロメラーゼにより短縮する。,体細胞では分裂ごとに短縮する。,6塩基の繰り返しDNA配列からなる。,3,,臨床検査総論,第67回(2021),普通
[B9] 健常成人の脳脊髄液について正しいのはどれか。,色調は黄色である。,糖濃度は血漿の約10％である。,蛋白濃度は血清の約10％である。,細胞成分はリンパ球が主体である。,クロール濃度は血清より低値である。,4,,臨床検査総論,第67回(2021),普通
[B10] x-R管理図法で管理するのはどれか。2つ選べ。,施設間差,標準液の劣化,検体採取の過誤,分析機器の異常,パニック値の検出,"2,4",,臨床検査総論,第67回(2021),普通
[B11] 肝硬変の症候に含まれないのはどれか。,脾腫,下肢静脈瘤,血小板減少,ICG 15分停滞率上昇,コリンエステラーゼ低値,2,,臨床検査医学総論,第67回(2021),普通
[B12] M蛋白が検出されるのはどれか。2つ選べ。,骨髄線維症,多発性骨髄腫,Hodgkinリンパ腫,急性リンパ性白血病,原発性マクログロブリン血症,"2,5",,臨床検査医学総論,第67回(2021),普通
[B13] Down症候群で認められるのはどれか。,t08；142,t09；222,13トリソミー,21トリソミー,Xモノソミー,4,,臨床検査医学総論,第67回(2021),普通
[B14] 乳癌の腫瘍マーカーはどれか。,AFP,CA15-3,DU-PAN-2,PSA,SCC,2,,臨床検査医学総論,第67回(2021),普通
[B15] 血清コリンエステラーゼ活性が低下するのはどれか。,鉛中毒,水銀中毒,青酸中毒,有機リン中毒,一酸化炭素中毒,4,,臨床検査医学総論,第67回(2021),普通
[B16] 心電図を別に示す。正しいのはどれか。【別冊No.2 図】,右脚ブロック,左脚ブロック,急性前壁中隔梗塞,A型WPW症候群,B型WPW症候群,4,,臨床生理学,第67回(2021),普通
[B17] 血流依存性血管拡張反応〈FMD〉の測定で誤っているのはどれか。,測定する腕とは対側の上腕で血圧を測定する。,安静時の上腕動脈の血管径を測定する。,前腕部または上腕部を駆血する。,駆血圧は収縮期血圧とする。,駆血解除後、最大拡張時の血管径を測定する。,4,,臨床生理学,第67回(2021),普通
[B18] 左室流入血流速波形のE/Aを計測するのはどれか。,Bモード法,Mモード法,カラードプラ法,パルスドプラ法,連続波ドプラ法,4,,臨床生理学,第67回(2021),普通
[B19] 連続波ドプラ法で三尖弁逆流の最大流速が3.0 m/sであった。推定される収縮期肺動脈圧［mmHg］はどれか。ただし、右房圧を5mmHgとする。,27,31,36,41,45,4,,臨床生理学,第67回(2021),普通
[B20] 酸素解離曲線のシフトに関与しないのはどれか。,pH,温度,二酸化炭素分圧,ヘモグロビン濃度,"2,3-ジホスホグリセリン酸〈2,3-DPG〉",4,,臨床生理学,第67回(2021),普通
[B21] 安静呼気位から最大吸気位までの肺気量はどれか。,肺活量,全肺気量,1回換気量,最大吸気量,予備吸気量,4,,臨床生理学,第67回(2021),普通
[B22] フローボリューム曲線を別に示す。この症例で低下するのはどれか。【別冊No.3 図】,1秒率,残気量,全肺気量,機能的残気量,静肺コンプライアンス,1,,臨床生理学,第67回(2021),普通
[B23] 単一呼吸法によるクロージングボリューム測定で使用するガスはどれか。,酸素単独,酸素および窒素,酸素およびヘリウム,酸素および一酸化炭素,酸素および二酸化炭素,1,,臨床生理学,第67回(2021),普通
[B24] 右肋骨弓下横走査による超音波像を別に示す。矢印が示すのはどれか。【別冊No.4 図】,音響陰影,鏡面現象,多重反射,サイドローブ,後方エコー増強,1,,臨床生理学,第67回(2021),普通
[B25] 前頸部横走査による超音波像を別に示す。食道はどれか。【別冊No.5 図】,①,②,③,④,⑤,4,,臨床生理学,第67回(2021),普通
[B26] 脳波で1.5〜2.5 Hz鋭徐波複合を認めるのはどれか。,欠神発作,West症候群,覚醒時大発作てんかん,Lennox-Gastaut症候群,若年性ミオクロニーてんかん,4,,臨床生理学,第67回(2021),普通
[B27] 運動神経線維はどれか。,Aα,Aβ,Aδ,B,C,1,,臨床生理学,第67回(2021),普通
[B28] 神経伝導検査で、感覚線維機能のみ評価可能なのはどれか。,脛骨神経,尺骨神経,正中神経,橈骨神経,腓腹神経,5,,臨床生理学,第67回(2021),普通
