設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A24] 肝硬変の超音波所見はどれか。,肝表面の不整,カメレオンサイン,ブルズアイサイン,肝深部エコーの減衰,肝腎コントラストの増強,1,,臨床生理学,第66回(2020),普通
[A25] 乳腺の単純性囊胞の超音波所見はどれか。,側方陰影を伴う。,後方に音響陰影を伴う。,辺縁が境界明瞭である。,境界部に低エコー帯を伴う。,内部に点状高エコーを認める。,3,,臨床生理学,第66回(2020),普通
[A26] 概日リズムの中枢はどれか。2つ選べ。,海馬,松果体,網様体,下垂体後葉,視交叉上核,"2,5",,臨床生理学,第66回(2020),普通
[A27] 電気味覚検査の対象となる鼓索神経を分岐する脳神経はどれか。,三叉神経,顔面神経,舌咽神経,迷走神経,舌下神経,2,,臨床生理学,第66回(2020),普通
[A28] 血流依存性血管拡張反応〈FMD〉に影響を与えない因子はどれか。,飲水,喫煙,月経周期,カフェイン,ビタミンC,1,,臨床生理学,第66回(2020),普通
[A29] 生体で正しいのはどれか。,血漿蛋白は酸として緩衝作用を示す。,赤血球を高張液にさらすと膨張する。,成人男性の体重の約80％は水である。,間質液が異常に蓄積した状態を充血という。,膠質浸透圧は血中アルブミン濃度に依存する。,5,,臨床化学,第66回(2020),普通
"[A30] β-1,2グリコシド結合をもつのはどれか。",イヌリン,ヘパリン,アガロース,グリコーゲン,コンドロイチン硫酸,1,,臨床化学,第66回(2020),普通
[A31] 基質と酵素の組合せでアンモニアが関係するのはどれか。2つ選べ。,尿酸 — ウリカーゼ,尿素 — ウレアーゼ,クレアチン — クレアチンキナーゼ〈CK〉,グルタミン酸 — グルタミン酸デヒドロゲナーゼ,アスパラギン酸 — アスパラギン酸アミノトランスフェラーゼ〈AST〉,"2,4",,臨床化学,第66回(2020),普通
[A32] 糖尿病精査のため来院した患者の検査結果で糖尿病型を示すのはどれか。2つ選べ。,HbA1c 6.8％,随時血糖値170 mg/dL,グリコアルブミン14.8％,75 g経口ブドウ糖負荷試験1時間血糖値220 mg/dL,75 g経口ブドウ糖負荷試験2時間血糖値210 mg/dL,"1,5",,臨床化学,第66回(2020),普通
[A33] 過去約2か月の平均血糖値から想定されるHbA1c値より測定値が高値になるのはどれか。,輸血後,腎性貧血,大量出血後,溶血性貧血,鉄欠乏性貧血,5,,臨床化学,第66回(2020),普通
[A34] 血糖調節機構の組合せで誤っているのはどれか。,インスリン — 解糖系促進,肝臓 — グリコーゲン合成,グルカゴン — グリコーゲン分解抑制,脂肪組織 — トリグリセライド合成,腎臓 — 糖新生,3,,臨床化学,第66回(2020),普通
[A35] クロールについて正しいのはどれか。2つ選べ。,約90％が細胞内に存在する。,蛋白質との結合型が存在する。,嘔吐により血中濃度が低下する。,α-アミラーゼの活性中心に含まれる。,アニオンギャップ値の算出に必要である。,"3,5",,臨床化学,第66回(2020),普通
[A36] 血清蛋白泳動分画を別に示す。この患者の血清中に増加が考えられるのはどれか。【別冊No.5 図】,アルブミン,α1-アンチトリプシン,リポ蛋白,トランスフェリン,IgG,5,,臨床化学,第66回(2020),普通
[A37] グルクロン酸抱合の不良により間接ビリルビンが増加するのはどれか。,閉塞性黄疸,溶血性貧血,Gilbert症候群,急性ウイルス性肝炎,Dubin-Johnson症候群,3,,臨床化学,第66回(2020),普通
[A38] 過酸化水素・ペルオキシダーゼ系呈色反応で正しいのはどれか。,脱水素酵素を使用する。,測定波長は340 nmである。,吸光度の減少量を測定する。,共存物質の影響を受けにくい。,分析感度を変化させることができる。,5,,臨床化学,第66回(2020),普通
[A39] 自動分析装置を用いる二波長法で誤っているのはどれか。,光量補正が可能となる。,2つの波長の吸光度差を測定する。,試料の濁りの影響を軽減することができる。,1試薬系の検査試薬に適用することができる。,主波長は極大吸収波長より短波長側に設定する。,5,,臨床化学,第66回(2020),普通
[A40] リポ蛋白について誤っているのはどれか。,HDLはLDLよりも蛋白質含量が高い。,IDLはLDLとVLDLの中間の比重をもつ。,カイロミクロンはVLDLよりも粒子サイズが大きい。,VLDLはカイロミクロンよりもトリグリセライド含量が低い。,LDLはアガロースゲル電気泳動法でVLDLよりも陽極側に移動する。,5,,臨床化学,第66回(2020),普通
[A41] レシチンコレステロールアシルトランスフェラーゼ〈LCAT〉反応の生成物はどれか。2つ選べ。,遊離脂肪酸,リゾレシチン,トリグリセライド,スフィンゴミエリン,エステル型コレステロール,"2,5",,臨床化学,第66回(2020),普通
[A42] 蛋白質合成の場として重要なのはどれか。,Golgi装置,滑面小胞体,リボソーム,ミトコンドリア,ペルオキシソーム,3,,臨床化学,第66回(2020),普通
[A43] 血中薬物濃度測定〈TDM〉の対象とならない薬物はどれか。,抗凝固薬,抗不整脈薬,免疫抑制薬,抗てんかん薬,アミノ配糖体抗菌薬,1,,臨床化学,第66回(2020),普通
[A44] 尿中デオキシピリジノリン〈DPD〉について正しいのはどれか。2つ選べ。,骨粗鬆症で低値を示す。,男性は女性よりも高値を示す。,悪性腫瘍の骨転移で低値を示す。,健常者では成長期に高値を示す。,原発性副甲状腺機能亢進症で高値を示す。,"4,5",,臨床化学,第66回(2020),普通
[A45] 弾性線維の染色法はどれか。2つ選べ。,orcein染色,Berlin blue染色,toluidine blue染色,Masson trichrome染色,elastica van Gieson染色,"1,5",,病理組織細胞学,第66回(2020),普通
[A46] 小脳のKlüver-Barrera染色標本を別に示す。矢印で示すのはどれか。【別冊No.6 図】,砂粒体,Nissl小体,Russell小体,Mallory小体,アミロイド小体,2,,病理組織細胞学,第66回(2020),普通
[A47] 透過型電子顕微鏡標本作製に使用しないのはどれか。,ガラスナイフ,グリッドメッシュ,ダイヤモンドナイフ,toluidine blue染色液,テトランダー〈Tetrander〉型ミクロトーム,5,,病理組織細胞学,第66回(2020),普通
[A48] Papanicolaou染色に用いられる色素はどれか。2つ選べ。,エオジンY,クリスタル紫,アゾカルミンG,メチルグリーン,ビスマルクブラウン,"1,5",,病理組織細胞学,第66回(2020),普通
[A49] 萎縮を示す心臓のH-E染色標本を別に示す。矢印で示すのはどれか。【別冊No.7 図】,メラニン,アミロイド,グリコーゲン,リポフスチン,ホルマリン色素,4,,病理組織細胞学,第66回(2020),普通
[A50] 融解壊死が主体となるのはどれか。,腎梗塞,脳梗塞,肺梗塞,脾梗塞,小腸梗塞,2,,病理組織細胞学,第66回(2020),普通
[A51] 陳旧性心筋梗塞のH-E染色標本を別に示す。病変の広がりを確認するために最も適している染色法はどれか。【別冊No.8 図】,Alcian blue染色,azan染色,Masson-Fontana染色,mucicarmine染色,Sudan Ⅲ染色,2,,病理組織細胞学,第66回(2020),普通
[A52] ATPを産生するのはどれか。,Golgi装置,滑面小胞体,粗面小胞体,リボソーム,ミトコンドリア,5,,病理組織細胞学,第66回(2020),普通
[A53] 器官または組織と胚葉との組合せで正しいのはどれか。,心臓 — 内胚葉,皮膚 — 中胚葉,膵臓 — 中胚葉,腸管 — 外胚葉,中枢神経 — 外胚葉,5,,病理組織細胞学,第66回(2020),普通
[A54] 病理組織標本で粘液の染色法はどれか。,Alcian blue染色,elastica van Gieson染色,Giemsa染色,Masson trichrome染色,PAM染色,1,,病理組織細胞学,第66回(2020),普通
[A55] 固定について正しいのはどれか。,アルコール系固定液は組織収縮率が低い。,アルデヒド系固定液は凝固型固定剤である。,オスミウム酸固定液は金属容器に保管する。,ブアン〈Bouin〉固定液は内分泌細胞の染色に有用である。,グルタールアルデヒド固定では組織片を10 mm角に分割する。,4,,病理組織細胞学,第66回(2020),普通
[A56] 薄切について正しいのはどれか。,ミクロトームは回転式と滑走式に大別される。,ミクロトーム刃の先端の角度を逃げ角という。,引き角が大きいほど薄切切片のゆがみが強くなる。,滑走速度が遅いと薄切切片にチャターが生じる。,薄切切片の乾燥は20 ℃前後で行う。,1,,病理組織細胞学,第66回(2020),普通
[A57] H-E染色標本とPAS染色標本を別に示す。病原微生物はどれか。【別冊No.9A・B 図】,赤痢アメーバ,トリコモナス,アスペルギルス,クリプトコッカス,ヘリコバクター・ピロリ,1,,病理組織細胞学,第66回(2020),普通
[A58] 病理解剖において臨床検査技師が行える業務はどれか。,承諾取得,遺体の縫合,遺族への説明,単独での執刀,病理解剖報告書の作成,2,,病理組織細胞学,第66回(2020),普通
[A59] 末梢血のMay-Giemsa染色標本を別に示す。この疾患で認められる検査所見はどれか。【別冊No.10 図】,赤血球CD59欠損,ADAMTS13活性著減,赤血球浸透圧抵抗減弱,血清βリポタンパク低値,ヘモグロビンS〈HbS〉陽性,3,,臨床血液学,第66回(2020),普通
[A60] トロンボモジュリンに結合したトロンビンの作用はどれか。,血小板活性化,フィブリン形成,第Ⅴ因子活性化,第Ⅷ因子活性化,プロテインC活性化,5,,臨床血液学,第66回(2020),普通
[A61] 白血病細胞の細胞表面マーカーでCD5、CD20及びCD23が陽性であった。考えられるのはどれか。,成人T細胞白血病,ヘアリー細胞白血病,慢性リンパ性白血病,急性巨核芽球性白血病,Bリンパ芽球性白血病,3,,臨床血液学,第66回(2020),普通
[A62] プロトロンビン時間〈PT〉及び活性化部分トロンボプラスチン時間〈APTT〉に異常を示さない血液凝固因子欠乏症はどれか。,第Ⅶ因子,第Ⅷ因子,第Ⅹ因子,第Ⅻ因子,第因子,5,,臨床血液学,第66回(2020),普通
[A63] 二次線溶を反映する検査はどれか。,Dダイマー,フィブリノゲン,プラスミノゲン,アンチトロンビン,プラスミンインヒビター,1,,臨床血液学,第66回(2020),普通
[A64] セリンプロテアーゼインヒビターはどれか。,ヘパリン,プロテインC,プロテインS,アンチトロンビン,トロンボモジュリン,4,,臨床血液学,第66回(2020),普通
[A65] 血漿鉄消失時間が延長するのはどれか。,溶血性貧血,鉄欠乏性貧血,巨赤芽球性貧血,再生不良性貧血,真性赤血球増加症,4,,臨床血液学,第66回(2020),普通
[A66] 骨髄刺液のMay-Giemsa染色標本を別に示す。矢印の封入体のもととなる細胞内成分はどれか。【別冊No.11 図】,DNA,RNA,鉄顆粒,紡錘体,アズール顆粒,5,,臨床血液学,第66回(2020),普通
[A67] 真性赤血球増加症でみられるのはどれか。,JAK2変異,破砕赤血球出現,ハプトグロビン低値,エリスロポエチン高値,平均赤血球容積〈MCV〉高値,1,,臨床血液学,第66回(2020),普通
[A68] Mycobacterium属で低温030 ℃2での培養が必要なのはどれか。,M. avium,M. intracellulare,M. kansasii,M. marinum,M. tuberculosis complex,4,,臨床微生物学,第66回(2020),普通
[A69] ヒト免疫不全ウイルス〈HIV〉について正しいのはどれか。2つ選べ。,逆転写酵素をもつ。,主な標的細胞はCD8陽性リンパ球である。,イムノクロマト法が確認検査として用いられる。,医療従事者における感染経路には針刺しがある。,治療にはノイラミニダーゼ阻害薬が有効である。,"1,4",,臨床微生物学,第66回(2020),普通
[A70] 膿のGram染色標本を別に示す。分離菌はヒツジ血液寒天培地およびBTB乳糖寒天培地に発育し、カタラーゼ試験は陽性でマンニトールを分解した。推定される菌種はどれか。【別冊No.12 図】,Enterococcus faecalis,Staphylococcus aureus,Staphylococcus epidermidis,Streptococcus agalactiae,Streptococcus pyogenes,2,,臨床微生物学,第66回(2020),普通
[A71] 血液培養から分離された場合、汚染菌の可能性が高いのはどれか。2つ選べ。,Bacillus subtilis,Escherichia coli,Staphylococcus aureus,Propionibacterium acnes,Pseudomonas aeruginosa,"1,4",,臨床微生物学,第66回(2020),普通
[A72] Helicobacter pyloriについて誤っているのはどれか。,大腸癌と関連がある。,らせん状の形態を示す。,微好気培養が必要である。,強いウレアーゼ活性を有する。,糞便中抗原検査が診断に有用である。,1,,臨床微生物学,第66回(2020),普通
[A73] 手足口病の原因となるのはどれか。,RSウイルス,アデノウイルス,コクサッキーウイルス,コロナウイルス,パルボウイルス,3,,臨床微生物学,第66回(2020),普通
[A74] オキシダーゼテスト陽性でグルコースを発酵的に分解するのはどれか。2つ選べ。,Acinetobacter baumannii,Aeromonas hydrophila,Klebsiella pneumoniae,Plesiomonas shigelloides,Pseudomonas aeruginosa,"2,4",,臨床微生物学,第66回(2020),普通
[A75] Shigella sonneiが陽性を示すのはどれか。,IPAテスト,ONPGテスト,インドールテスト,オキシダーゼテスト,リジン脱炭酸テスト,2,,臨床微生物学,第66回(2020),普通
[A76] GAM半流動培地での菌の発育を別に示す。考えられるのはどれか。【別冊No.13 図】,Bacteroides fragilis,Candida albicans,Pasteurella multocida,Proteus mirabilis,Pseudomonas aeruginosa,1,,臨床微生物学,第66回(2020),普通
[A77] 直ちに医師への連絡が必要なのはどれか。2つ選べ。,尿からEscherichia coliを検出,糞便からKlebsiella pneumoniaeを検出,髄液からCryptococcus neoformansを検出,皮膚からStaphylococcus epidermidisを検出,喀痰からMycobacterium tuberculosisを検出,"3,5",,臨床微生物学,第66回(2020),普通
[A78] リジン脱炭酸試験および硫化水素産生が陽性を示すのはどれか。,Citrobacter freundii,Escherichia coli,Proteus mirabilis,Salmonella Typhi,Serratia marcescens,4,,臨床微生物学,第66回(2020),普通
[A79] 血液型について正しいのはどれか。,ABO血液型は1950年に発見された。,ABO血液型抗原は蛋白抗原系である。,RhD陰性の頻度は日本人では約0.5％である。,Rh血液型ではLandsteinerの法則が成り立つ。,Rh系抗原の中でE抗原が最も強い免疫原性をもつ。,3,,臨床免疫学,第66回(2020),普通
[A80] RhD陰性の妊産婦への抗D免疫グロブリンの投与時期として正しいのはどれか。,妊娠.週,妊娠16週,妊娠24週,妊娠32週,分娩後72時間以内,5,,臨床免疫学,第66回(2020),普通
[午前81] 血液型検査の結果を以下に示す。〔オモテ試験＝抗A：4＋、抗B：／　ウラ試験＝A1血球：／、B血球：／〕最も考えられるのはどれか。,A亜型,キメラ,後天性B,A型新生児,汎血球凝集反応,4,,臨床免疫学,第66回(2020),普通
[A82] HLAクラスⅡ抗原をもつ細胞はどれか。,血小板,好中球,赤血球,NK細胞,マクロファージ,5,,臨床免疫学,第66回(2020),普通
[A83] Th1細胞が産生するサイトカインはどれか。2つ選べ。,インターフェロンγ〈IFN-γ〉,インターロイキン2〈IL-2〉,インターロイキン4〈IL-4〉,インターロイキン5〈IL-5〉,インターロイキン10〈IL-10〉,"1,2",,臨床免疫学,第66回(2020),普通
[A84] 交差適合試験において間接抗グロブリン試験の主試験が陽性になる原因はどれか。2つ選べ。,連銭形成,洗浄回数の不足,低頻度抗原に対する抗体,患者の直接抗グロブリン試験陽性,提供者の直接抗グロブリン試験陽性,"3,5",,臨床免疫学,第66回(2020),普通
[A85] 蛍光顕微鏡の観察に適しているのはどれか。,金コロイド,ルミノール,ローダミン,ルシフェリン,ルテニウム錯体,3,,臨床免疫学,第66回(2020),普通
[A86] 検査材料の取扱いで正しいのはどれか。,寒冷凝集反応用の血液を4℃で血清分離した。,免疫電気泳動用の血清を56 ℃で30分処理した。,クリオグロブリン検査用の血液を4℃で血清分離した。,直接Coombs試験用の血液を検査直前まで4℃で保存した。,寒冷活性化のある検体の補体価〈CH50〉測定にEDTA加血漿を用いた。,5,,臨床免疫学,第66回(2020),普通
[A87] 健常成人の血清免疫電気泳動像を別に示す。矢印が示す沈降線に相当するのはどれか。ただし、泳動像上部は写真、下部はその一部の模式図を示す。【別冊No.14 図】,IgA,IgG,IgM,補体C3,トランスフェリン,3,,臨床免疫学,第66回(2020),普通
[A88] 抗核抗体の染色パターンと疾患の組合せで誤っているのはどれか。,セントロメア型 — CREST症候群,核小体型 — Sjögren症候群,均質型 — 薬剤誘発性ループス,斑紋型 — 混合性結合組織病〈MCTD〉,辺縁型 — 全身性エリテマトーデス〈SLE〉,2,,臨床免疫学,第66回(2020),普通
[A89] 肝炎ウイルスについて正しいのはどれか。2つ選べ。,A型肝炎ウイルスはDNAウイルスである。,B型肝炎ウイルスはRNAウイルスである。,C型肝炎ウイルス抗体は中和抗体である。,D型肝炎ウイルスはB型肝炎ウイルスと重複感染する。,E型肝炎ウイルスは経口感染が主体である。,"4,5",,臨床免疫学,第66回(2020),普通
[A90] 公共用水域の水質汚濁に係る環境基準において、人の健康の保護のため｢検出されないこと｣と規定されているのはどれか。,鉛,ヒ素,フッ素,大腸菌,アルキル水銀,5,,公衆衛生学,第66回(2020),普通
[A91] 我が国の平成30年02018年2の食中毒統計で患者数が最も多いのはどれか。,病原大腸菌,ウェルシュ菌,ノロウイルス,サルモネラ属菌,カンピロバクター,3,,公衆衛生学,第66回(2020),普通
[A92] 新生児マス・スクリーニングの対象疾患のうち、タンデムマス法が導入されて追加されたのはどれか。2つ選べ。,クレチン症,ガラクトース血症,プロピオン酸血症,ホモシスチン尿症,メチルマロン酸血症,"3,5",,公衆衛生学,第66回(2020),普通
[A93] 世界保健機関〈WHO〉が行っているのはどれか。,環境の保全,識字率の向上,食糧の安定供給,医薬品の安全性管理,労働者の作業環境改善,4,,公衆衛生学,第66回(2020),普通
[A94] 患者調査について正しいのはどれか。2つ選べ。,受療率が分かる。,5年ごとに実施される。,平均在院日数が分かる。,世帯を対象として調査する。,医療費に関する調査項目が含まれる。,"1,3",,公衆衛生学,第66回(2020),普通
[A95] 超音波01MHz2の吸収係数が最も小さいのはどれか。,筋肉,空気,血液,脂肪,水,5,,医用工学概論,第66回(2020),普通
[A96] 図の回路でA-B間の合成抵抗`kΩbはどれか。,15,20,30,40,60,2,,医用工学概論,第66回(2020),普通
[A97] 理想的な演算増幅器の特徴として誤っているのはどれか。,電圧増幅度が大きい。,差動増幅器として働く。,出力インピーダンスが大きい。,入力インピーダンスが大きい。,供給電源電圧の範囲内で動作する。,3,,医用工学概論,第66回(2020),普通
[A98] カプノメータに用いられるのはどれか。,赤外線,赤色光,青色光,紫外線,エックス線,1,,医用工学概論,第66回(2020),普通
[A99] AとBの論理演算を模式化した図を示す。網掛け部分を示すのはどれか。,OR,AND,NOR,NOT,NAND,3,,医用工学概論,第66回(2020),普通
[A100] 分子の大きさを分離分画の原理とするのはどれか。2つ選べ。,逆相クロマトグラフィ,ゲル濾過クロマトグラフィ,アフィニティクロマトグラフィ,SDS-ポリアクリルアミド電気泳動,セルロース・アセテート膜電気泳動,"2,4",,医用工学概論,第66回(2020),普通
[B1] RT-PCR法が診断に有用なのはどれか。,Turner症候群,DiGeorge症候群,真性赤血球増加症,慢性骨髄性白血病,Prader-Willi症候群,4,,臨床検査総論,第66回(2020),普通
[B2] 核酸の純度を判定する際に用いられる吸光度の波長［nm］はどれか。2つ選べ。,240,250,260,270,280,"3,5",,臨床検査総論,第66回(2020),普通
[B3] セントロメアにあるヘテロクロマチンを特異的に染色するのはどれか。,C染色法,G染色法,NOR染色法,Q染色法,R染色法,1,,臨床検査総論,第66回(2020),普通
[B4] 幼稚園で肛囲検査法0セロファンテープ法2による虫卵検査を行い、1人の園児から虫卵が検出された。虫卵の写真を別に示す。とるべき対応はどれか。2つ選べ。【別冊No.1 図】,園児全員の抗体検査,陽性者への抗蠕虫薬投与,園児全員へのワクチン接種,陽性者居住地周辺の蚊の駆除,陽性者家族の寝具の日光消毒,"2,5",,臨床検査総論,第66回(2020),普通
[B5] トキソプラズマについて誤っているのはどれか。,ネコが終宿主である。,細胞外寄生原虫である。,大部分は不顕性感染である。,妊娠中の初感染により経胎盤感染が起こる。,トキソプラズマIgM抗体が高ければ初感染を疑う。,2,,臨床検査総論,第66回(2020),普通
[B6] ダニ類が媒介する感染症はどれか。,デング熱,マラリア,日本紅斑熱,レプトスピラ症,皮膚リーシュマニア症,3,,臨床検査総論,第66回(2020),普通
[B7] X染色体連鎖性遺伝病はどれか。,血友病B,鎌状赤血球症,β-サラセミア,Huntington病,フェニルケトン尿症,1,,臨床検査総論,第66回(2020),普通
[B8] コルセミド処理が細胞周期を停止させる時期はどれか。,間期,分裂前期,分裂中期,分裂後期,分裂終期,3,,臨床検査総論,第66回(2020),普通
[B9] 尿沈渣の無染色標本を別に示す。この構造物が生成されるのはどれか。【別冊No.2 図】,痛風,胆管癌,シスチン尿症,発作性夜間ヘモグロビン尿症,アデニンホスホリボシルトランスフェラーゼ欠損症,2,,臨床検査総論,第66回(2020),普通
[B10] 糖尿病性腎症の早期発見に有用な尿検査項目はどれか。,ケトン体,アルブミン,ヘモグロビン,ウロビリノゲン,トランスフェリン,2,,臨床検査総論,第66回(2020),普通
[B11] 細胞内液において最も多い陽イオンはどれか。,K+,Na+,Ca2+,Mg2+,Zn2+,1,,臨床検査医学総論,第66回(2020),普通
[B12] 染色体検査の結果で診断が可能なのはどれか。,Alzheimer型認知症,Gaucher病,Huntington病,Klinefelter症候群,Lesch-Nyhan症候群,4,,臨床検査医学総論,第66回(2020),普通
[B13] Basedow病について正しいのはどれか。2つ選べ。,男性に多い。,徐脈を認める。,TSHが低値である。,びまん性甲状腺腫を認める。,総コレステロールが高値である。,"3,4",,臨床検査医学総論,第66回(2020),普通
[B14] IgA腎症について正しいのはどれか。2つ選べ。,男性に多い。,血圧が低下する。,血尿が認められる。,補体C3が遠位尿細管に沈着する。,急速進行性の経過をとることが多い。,"1,3",,臨床検査医学総論,第66回(2020),普通
[B15] Holter心電図が診断に有用でないのはどれか。,異型狭心症,Brugada症候群,発作性心房細動,発作性上室頻拍,大動脈弁閉鎖不全,5,,臨床検査医学総論,第66回(2020),普通
[B16] 心臓超音波検査で肺動脈弁が観察されるのはどれか。,心尖部四腔像,傍胸骨長軸像,心窩部矢状断面像,乳頭筋レベル短軸像,大動脈弁レベル短軸像,5,,臨床生理学,第66回(2020),普通
[B17] 胸部誘導心電図を別に示す。所見として正しいのはどれか。【別冊No.3 図】,洞房ブロック,Ⅰ度房室ブロック,Wenckebach型房室ブロック,Mobitz Ⅱ型房室ブロック,Ⅲ度房室ブロック,5,,臨床生理学,第66回(2020),普通
[B18] 1気圧の大気を吸入した時、PaO2 88 Torr、PaCO2 40 Torrであった。肺胞気動脈血酸素分圧較差［Torr］はどれか。ただし、呼吸商は0.8とする。,2,12,22,32,42,2,,臨床生理学,第66回(2020),普通
[B19] 簡易型終夜睡眠ポリグラフィで記録されないのはどれか。,SpO2,眼電図,鼻気流,脈拍数,胸郭運動,2,,臨床生理学,第66回(2020),普通
[B20] 特発性肺線維症の肺機能検査値として典型的でないのはどれか。,%VC 60％,%FVC 60％,%FRC 70％,%TLC 70％,FEV1% 50％,5,,臨床生理学,第66回(2020),普通
[B21] 健常成人で加齢とともに増加するのはどれか。,1秒率,1秒量,残気量,肺活量,努力肺活量,3,,臨床生理学,第66回(2020),普通
[B22] 健常成人の超音波検査で得られた腹部のBモード像を別に示す。矢印で示すのはどれか。【別冊No.4 図】,胃,肝臓,膵臓,胆囊,脾臓,3,,臨床生理学,第66回(2020),普通
[B23] 体表からの超音波検査において観察に用いる周波数が最も低い臓器はどれか。,甲状腺,心臓,脾臓,膵臓,前立腺,2,,臨床生理学,第66回(2020),普通
