設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A40] グルカゴンによって促進するのはどれか。,糖新生,乳酸産生,糖の取り込み,グリコーゲン合成,遊離脂肪酸の取り込み,1,,臨床化学,第65回(2019),普通
[A41] グルコースをグリコーゲンとして蓄える臓器はどれか。2つ選べ。,脳,肝臓,心臓,腎臓,骨格筋,"2,5",,臨床化学,第65回(2019),普通
[A42] アルブミンによって運ばれるのはどれか。,脂肪酸,リン脂質,グリセロール,コレステロール,トリグリセライド,1,,臨床化学,第65回(2019),普通
[A43] 血糖コントロール不良の糖尿病で低下する血中成分はどれか。,乳酸,HbA1c,グリコアルブミン,βヒドロキシ酪酸,"1,5-アンヒドログルシトール〈1,5-AG〉",5,,臨床化学,第65回(2019),普通
[A44] 血中薬物濃度測定が有用とされる薬物の特徴はどれか。2つ選べ。,至適投与量の範囲が広い。,薬物アレルギーを起こす。,至適投与量の個人差が小さい。,薬理作用が血中濃度と相関する。,過剰投与が重篤な有害作用を起こす。,"4,5",,臨床化学,第65回(2019),普通
[A45] 脱灰後の中和に用いるのはどれか。2つ選べ。,ミョウバン,リン酸緩衝液,塩酸アルコール,水酸化カリウム,硫酸ナトリウム,"1,5",,病理組織細胞学,第65回(2019),普通
[A46] 凍結切片作製法で正しいのはどれか。,パラフィンに包埋する。,凍結前にアルコールで固定する。,脂肪組織は固定後に脱脂を行う。,ブロックに息をかけて薄切する。,薄切温度は⁻20 ℃前後が適している。,5,,病理組織細胞学,第65回(2019),普通
[A47] 皮膚のH-E染色標本を別に示す。矢印に示す褐色顆粒を染色する染色法はどれか。2つ選べ。【別冊No.6 図】,Kossa反応,Sudan Ⅲ染色,Schmorl反応,Berlin blue染色,Masson-Fontana染色,"3,5",,病理組織細胞学,第65回(2019),普通
[A48] 免疫組織化学で内因性ペルオキシダーゼの失活に用いるのはどれか。2つ選べ。,トリプシン,過ヨウ素酸,過酸化水素,正常動物血清,プロテイナーゼ,"2,3",,病理組織細胞学,第65回(2019),普通
[A49] 喀痰細胞診のPapanicolaou染色標本を別に示す。考えられるのはどれか。【別冊No.7 図】,腺癌,小細胞癌,扁平上皮癌,悪性リンパ腫,カルチノイド,1,,病理組織細胞学,第65回(2019),普通
[A50] 内胚葉から発生するのはどれか。,口腔,肝臓,腎臓,卵管,肛門,2,,病理組織細胞学,第65回(2019),普通
[A51] 病因のうち内因はどれか。2つ選べ。,遺伝的因子,化学的因子,加齢的因子,感染性因子,物理的因子,"1,3",,病理組織細胞学,第65回(2019),普通
[A52] Down症候群について正しいのはどれか。,短頭を呈する。,性染色体異常を示す。,染色体数は45本である。,精神発達遅滞は稀である。,出生約万人に人の頻度で発生する。,1,,病理組織細胞学,第65回(2019),普通
[A53] 充血について正しいのはどれか。,動脈血栓が原因となる。,病変部は暗紫色を示す。,病変部の温度は低下する。,局所の動脈の拡張による。,長期に及ぶと線維性結合組織の増生を示す。,4,,病理組織細胞学,第65回(2019),普通
[A54] 大腸癌について正しいのはどれか。,扁平上皮癌が多い。,血行性転移は肝臓に多い。,上行結腸に最も多く発生する。,肉眼分類の型は潰瘍形成を示す。,早期大腸癌は粘膜固有層に浸潤が限局するものと定義される。,2,,病理組織細胞学,第65回(2019),普通
[A55] 乾酪壊死を伴う肉芽腫を形成するのはどれか。,結核症,放線菌症,Hansen病,カンジダ症,トキソプラズマ症,1,,病理組織細胞学,第65回(2019),普通
[A56] 臓器と被覆上皮の組合せで正しいのはどれか。,胃 — 重層扁平上皮,腟 — 線毛円柱上皮,気管 — 多列線毛上皮,食道 — 多列線毛上皮,卵管 — 重層扁平上皮,3,,病理組織細胞学,第65回(2019),普通
[A57] Ⅱ型アレルギー反応による疾患はどれか。,気管支喘息,関節リウマチ,アレルギー性鼻炎,Goodpasture症候群,全身性エリテマトーデス〈SLE〉,4,,病理組織細胞学,第65回(2019),普通
[A58] 後腹膜臓器はどれか。,胃,肝臓,結腸,小腸,膵臓,5,,病理組織細胞学,第65回(2019),普通
[A59] 血球の分化とそれを誘導するサイトカインの組合せで正しいのはどれか。,好塩基球 — IL-5,好酸球 — IL-4,好中球 — G-CSF,単球 — IL-2,リンパ球 — M-CSF,3,,臨床血液学,第65回(2019),普通
[A60] 血液検体のフローサイトメトリで、ゲーティングした細胞集団の所見を別に示す。この細胞集団はどれか。【別冊No.8 図】,成熟Bリンパ球性腫瘍細胞,成熟Tリンパ球性腫瘍細胞,急性リンパ性白血病細胞,正常Bリンパ球,正常Tリンパ球,1,,臨床血液学,第65回(2019),普通
[A61] 悪性貧血の原因となるのはどれか。,胃癌病変からの出血,胃の全摘手術,エリスロポエチンの産生低下,鉄の利用障害,内因子に対する自己抗体,5,,臨床血液学,第65回(2019),普通
[A62] 血小板に含まれるのはどれか。,von Willebrand因子,アンチトロンビン,キモトリプシン,第Ⅻ因子,第Ⅶ因子,1,,臨床血液学,第65回(2019),普通
[A63] 健常成人における鉄の体内分布比率が最も高いのはどれか。,血清鉄,組織鉄,貯蔵鉄,ヘモグロビン鉄,ミオグロビン鉄,4,,臨床血液学,第65回(2019),普通
[A64] 赤血球浸透圧抵抗検査で抵抗性が減弱するのはどれか。,肝硬変症,サラセミア,鉄欠乏性貧血,甲状腺機能亢進症,遺伝性球状赤血球症,5,,臨床血液学,第65回(2019),普通
[A65] 末梢血液のMay-Giemsa染色標本を別に示す。考えられるのはどれか。【別冊No.9 図】,血球貪食症候群〈HPS〉,Hodgkinリンパ腫〈HL〉,成人T細胞白血病〈ATL〉,ヘアリー細胞白血病〈HCL〉,慢性リンパ性白血病〈CLL〉,3,,臨床血液学,第65回(2019),普通
[A66] JAK2遺伝子変異が高頻度でみられるのはどれか。,多発性骨髄腫,真性赤血球増加症〈PV〉,Hodgkinリンパ腫〈HL〉,急性骨髄性白血病〈AML〉,原発性マクログロブリン血症,2,,臨床血液学,第65回(2019),普通
[A67] 血小板減少とPT延長をともに認めるのはどれか。2つ選べ。,肝硬変,血友病A,播種性血管内凝固〈DIC〉,von Willebrand病〈VWD〉,特発性血小板減少性紫斑病〈ITP〉,"1,3",,臨床血液学,第65回(2019),普通
[A68] 微好気性菌はどれか。,Campylobacter jejuni,Fusobacterium nucleatum,Neisseria gonorrhoeae,Pseudomonas aeruginosa,Streptococcus pyogenes,1,,臨床微生物学,第65回(2019),普通
[A69] 高水準消毒薬はどれか。,ポビドンヨード,消毒用エタノール,グルタルアルデヒド,塩化ベンザルコニウム,次亜塩素酸ナトリウム,3,,臨床微生物学,第65回(2019),普通
[A70] 髄膜炎が疑われる患者の髄液を％ヒツジ血液寒天培地（左）とチョコレート寒天培地（右）の分画培地で35 ℃、24時間、炭酸ガス培養した写真を別に示す。髄液のGram染色では、多数の好中球と共にGram陽性球菌が認められた。分離菌はBTB乳糖寒天培地に発育せず、カタラーゼ試験陰性、オプトヒンに感性を示した。推定される菌種はどれか。【別冊No.10 図】,Listeria monocytogenes,Neisseria meningitidis,Staphylococcus aureus,Streptococcus agalactiae,Streptococcus pneumoniae,5,,臨床微生物学,第65回(2019),普通
[A71] リジン脱炭酸反応陽性を示すのはどれか。,Citrobacter freundii,Proteus mirabilis,Salmonella Typhi,Shigella sonnei,Yersinia enterocolitica,3,,臨床微生物学,第65回(2019),普通
[A72] 血液培養検査で培養陽性になった好気ボトル内容液のGram染色標本を別に示す。嫌気ボトルは培養陰性であった。分離菌はオキシダーゼテスト陽性であった。推定されるのはどれか。【別冊No.11 図】,Acinetobacter baumannii,Escherichia coli,Haemophilus influenzae,Klebsiella pneumoniae,Pseudomonas aeruginosa,5,,臨床微生物学,第65回(2019),普通
[A73] 培地の滅菌に用いられる方法はどれか。2つ選べ。,ガス滅菌,乾熱滅菌,濾過滅菌,放射線滅菌,高圧蒸気滅菌,"3,5",,臨床微生物学,第65回(2019),普通
[A74] 輸入真菌症の原因菌はどれか。,Coccidioides immitis,Exophiala dermatitidis,Malassezia furfur,Rhizopus arrhizus〈R. oryzae〉,Sporothrix schenckii,1,,臨床微生物学,第65回(2019),普通
[A75] ウイルスとマイコプラズマに共通する特徴はどれか。,細胞壁をもたない。,二分裂で増殖する。,抗生物質に感受性がない。,偏性細胞内寄生性である。,DNAとRNAのいずれか一方をもつ。,1,,臨床微生物学,第65回(2019),普通
[A76] 目的菌と分離培地の組合せで正しいのはどれか。,Salmonella enterica subsp. enterica — BBE寒天培地,Mycobacterium tuberculosis — Skirrow寒天培地,Legionella pneumophila — 5％ヒツジ血液寒天培地,Bordetella pertussis — GC寒天培地,Clostridium difficile〈Clostridioides difficile〉 — CCFA寒天培地,5,,臨床微生物学,第65回(2019),普通
[A77] Staphylococcus aureusのメチシリン耐性の判定に用いるのはどれか。,ペニシリンG,オキサシリン,セファゾリン,バンコマイシン,テイコプラニン,2,,臨床微生物学,第65回(2019),普通
[A78] TCBS寒天培地で黄色コロニーを形成するVibrio属菌はどれか。2つ選べ。,V. cholerae,V. fluvialis,V. mimicus,V. parahaemolyticus,V. vulnificus,"1,2",,臨床微生物学,第65回(2019),普通
[A79] 受動免疫による感染防止対策が行われているのはどれか。,結核,B型肝炎,インフルエンザ,肺炎球菌感染症,ヒト免疫不全ウイルス感染症,2,,臨床免疫学,第65回(2019),普通
[午前80] 健常成人の末梢血白血球で2番目に数が多いのはどれか。,単球,好酸球,好中球,B細胞,T細胞,5,,臨床免疫学,第65回(2019),普通
[A81] MHC分子について正しいのはどれか。2つ選べ。,クラスⅠ分子はヘルパーT細胞と結合する。,クラスⅠ分子は外から入ってきた蛋白抗原を提示する。,クラスⅡ分子にはHLA-DR、DQ、DPがある。,クラスⅡ分子はマクロファージに発現している。,クラスⅡ分子にはβ2-ミクログロブリンが結合している。,"3,4",,臨床免疫学,第65回(2019),普通
[A82] 化学発光酵素免疫測定法〈CLEIA〉に用いられるのはどれか。,金コロイド,ルテニウム,ルミノール,ルシフェリン,フルオレセインイソチオシアネート〈FITC〉,3,,臨床免疫学,第65回(2019),普通
[A83] 次の不規則抗体のうち、臨床的意義がないのはどれか。,抗E,抗Fya,抗Jkb,抗Lea,抗P1,5,,臨床免疫学,第65回(2019),普通
[午前84] カラム法による血液型検査の結果（別冊No.12）を別に示す。判定として正しいのはどれか。,オモテ検査O型、ウラ検査A型、Rh陽性,オモテ検査O型、ウラ検査B型、Rh陽性,オモテ検査AB型、ウラ検査A型、Rh陽性,オモテ検査AB型、ウラ検査A型、Rh陰性,オモテ検査AB型、ウラ検査B型、Rh陽性,2,,臨床免疫学,第65回(2019),普通
[午前85] カラム法による血液型検査の結果（別冊No.12）を別に示す。このような判定結果となった原因として考えられるのはどれか。2つ選べ。,亜型,連銭形成,免疫不全患者,過去の骨髄移植,不規則抗体保有患者,"1,4",,臨床免疫学,第65回(2019),普通
[A86] 赤血球浮遊液の濃度を最も高く調整するのはどれか。,ABO血液型検査0試験管法2,ABO血液型検査0スライド法2,不規則抗体検査0試験管法2,不規則抗体検査0カラム法2,交差適合試験0生理食塩液法2,2,,臨床免疫学,第65回(2019),普通
[A87] 37 ℃の加温が必要な検査はどれか。,ABO血液型検査0スライド法2,Rh血液型検査0カラム法2,交差適合試験0生理食塩液法2,直接抗グロブリン試験0カラム法2,間接抗グロブリン試験0試験管法2,5,,臨床免疫学,第65回(2019),普通
[A88] 貯血式自己血輸血の実施に必要とされる条件はどれか。2つ選べ。,16歳以上,体重30 kg以上,全身状態が良好な患者,緊急を要しない待機手術,血中ヘモグロビン濃度が10.0 g/dL以上,"3,4",,臨床免疫学,第65回(2019),普通
[A89] 免疫学的機序による輸血副作用はどれか。2つ選べ。,鉄過剰症,輸血後GVHD,高カリウム血症,輸血関連循環過負荷〈TACO〉,輸血関連急性肺障害〈TRALI〉,"2,5",,臨床免疫学,第65回(2019),普通
[A90] 虚血性心疾患の三次予防はどれか。,職場の分煙,特定保健指導,ストレスチェック,食事バランスガイド,職場復帰後の適正配置,5,,公衆衛生学,第65回(2019),普通
[A91] 検査の考え方について正しいのはどれか。,カットオフ値は量反応曲線で決める。,感度を低くすると特異度が低くなる。,検査前確率が低いと偽陽性が少なくなる。,特異度が高い検査は確定診断に有用である。,陽性尤度比が高い検査は除外診断に有用である。,4,,公衆衛生学,第65回(2019),普通
[A92] 予防接種法に基づく定期の予防接種の対象でないのはどれか。,百日咳,A型肝炎,ジフテリア,Hib感染症,急性灰白髄炎,2,,公衆衛生学,第65回(2019),普通
[A93] 保健所の業務でないのはどれか。,食品衛生,精神保健,人口動態統計,下水道の衛生,母子健康手帳の交付,5,,公衆衛生学,第65回(2019),普通
[A94] 我が国の介護保険制度について正しいのはどれか。2つ選べ。,保険者は都道府県である。,被保険者は20歳以上である。,要支援者に対して介護給付が行われる。,ケアプランは利用者本人が作ることができる。,最近年間で要支援認定者数が増加している。,"4,5",,公衆衛生学,第65回(2019),普通
[A95] 生体組織の電気的特性について正しいのはどれか。,結合組織の透磁率は鉄とほぼ等しい。,細胞膜は細胞質よりも抵抗率が低い。,測定する方向により物性値が異なる。,比誘電率は電流の大きさに依存する。,脂肪組織は筋組織よりも導電率が高い。,3,,医用工学概論,第65回(2019),普通
[A96] 商用交流100 Vの瞬時値で最大電圧［V］に近いのはどれか。,100,120,140,170,200,3,,医用工学概論,第65回(2019),普通
[A97] 信号の大きさの違いをパルスの幅の違いに変換する変調はどれか。,PAM,PCM,PFM,PPM,PWM,5,,医用工学概論,第65回(2019),普通
[A98] 体表から商用交流100 Vが加わって生じる電撃で、心室細動を発生させる電流閾値はどれか。,100 μA,1 mA,10 mA,100 mA,1 A,4,,医用工学概論,第65回(2019),普通
[A99] 情報システムのセキュリティ対策として適切でないのはどれか。,OSのアップデート,USBポートの無効化,ユーザーパスワードの共有化,接続機器のMACアドレス認証,パケットフィルタリングの実施,3,,医用工学概論,第65回(2019),普通
[A100] 上皿天秤の測定誤差の原因とならないのはどれか。,天秤が傾いている。,分銅が錆びている。,空調設備の風が当たる。,設置台が振動している。,校正した場所と測定した場所が違う。,5,,医用工学概論,第65回(2019),普通
[B1] 全血を室温で放置した場合、時間とともに低下するのはどれか。,LD,AST,血清鉄,カリウム,グルコース,5,,臨床検査総論,第65回(2019),普通
[B2] 試験紙法で尿蛋白が陽性のとき原因として誤っているのはどれか。,妊娠,発熱,強酸性尿,激しい運動後,起立性腎うっ血,3,,臨床検査総論,第65回(2019),普通
[B3] 昆虫で媒介されないのはどれか。,マラリア,フィラリア症,トリコモナス症,トリパノソーマ症,リーシュマニア症,3,,臨床検査総論,第65回(2019),普通
[B4] 真核生物のrRNAでないのはどれか。,5S rRNA,5.8S rRNA,16S rRNA,18S rRNA,28S rRNA,3,,臨床検査総論,第65回(2019),普通
[B5] ベッドのシーツに付着していた虫体0体長0.4 mm2の写真を別に示す。この虫が引き起こすのはどれか。【別冊No.1 図】,疥癬,ペスト,発疹チフス,ツツガムシ病,重症熱性血小板減少症候群,1,,臨床検査総論,第65回(2019),普通
[B6] 健常者の脳脊髄液中の値が新生児で成人より高いのはどれか。,糖,IgG,蛋白,細胞数,クロール,"3,4",,臨床検査総論,第65回(2019),普通
[B7] 腹水検査で滲出液を示唆する所見はどれか。,LD 140 U/L,比重1.014,細胞数 15個/μL,蛋白濃度 4.5 g/dL,細胞成分中皮細胞主体,4,,臨床検査総論,第65回(2019),普通
[B8] 蛋白漏出性胃腸症の診断に有用な糞便検査はどれか。,pH,ヘモグロビン,カルプロテクチン,トランスフェリン,α1-アンチトリプシン,5,,臨床検査総論,第65回(2019),普通
[B9] PCR産物のアガロースゲル電気泳動で非特異的なバンドが見られた場合、対応法として試みるべきなのはどれか。,サイクル数を増やす。,Mg2+の濃度を上げる。,サンプルの量を増やす。,プライマーの量を増やす。,アニーリング温度を上げる。,5,,臨床検査総論,第65回(2019),普通
[B10] ヒトの減数分裂の接合期に生じる染色体の変化で正しいのはどれか。,染色体数が半減する。,相同染色体が対合する。,凝縮し長い糸状に変化する。,相同染色体間の交差が生じる。,キアズマが明瞭に観察される。,2,,臨床検査総論,第65回(2019),普通
[B11] 高尿酸血症について正しいのはどれか。,偽痛風と関連する。,尿管結石の原因となる。,男性に比べて女性に多い。,診断基準はmg/dL以上である。,尿酸排泄低下型に比べて尿酸産生過剰型が多い。,2,,臨床検査医学総論,第65回(2019),普通
[B12] 急性心筋梗塞の診断に用いられないのはどれか。,CK-MB,ミオグロビン,心筋トロポニンT〈cTnT〉,心臓型脂肪酸結合蛋白〈H-FABP〉,脳性ナトリウム利尿ペプチド〈BNP〉,5,,臨床検査医学総論,第65回(2019),普通
[B13] 疾患と検査所見の組合せで正しいのはどれか。,腎性貧血 — 赤血球浸透圧抵抗性減弱,サラセミア — 直接Coombs試験陽性,遺伝性球状赤血球症 — HbF高値,自己免疫性溶血性貧血 — 血清エリスロポエチン低下,発作性夜間ヘモグロビン尿症 — 末梢血球細胞表面CD55欠損,5,,臨床検査医学総論,第65回(2019),普通
[B14] 性染色体異常を伴うのはどれか。2つ選べ。,Angelman症候群,DiGeorge症候群,Down症候群,Klinefelter症候群,Turner症候群,"4,5",,臨床検査医学総論,第65回(2019),普通
[B15] 自己免疫疾患でないのはどれか。,悪性貧血,皮膚筋炎,重症筋無力症,慢性肉芽腫症,慢性甲状腺炎〈橋本病〉,4,,臨床検査医学総論,第65回(2019),普通
[B16] 心電図の波形とその成り立ちの組合せで正しいのはどれか。,P波 — 心房の再分極,QRS波 — 心房の脱分極,T波 — 心室の再分極,PR時間 — 洞房伝導時間,QT時間 — 電気的拡張時間,3,,臨床生理学,第65回(2019),普通
[B17] 心電図を別に示す。梗塞部位はどれか。【別冊No.2 図】,前壁,前壁中隔,側壁,下壁,後壁,3,,臨床生理学,第65回(2019),普通
[B18] Holter心電図検査で正しいのはどれか。2つ選べ。,胸骨上への電極装着は避ける。,単極誘導が用いられる。,NASA誘導ではCM5誘導よりP波がみやすい。,記録中のSTは体位により変化しない。,狭心症の診断に有用である。,"3,5",,臨床生理学,第65回(2019),普通
[B19] 脈波伝播速度〈PWV〉で正しいのはどれか。,加齢により減少する。,血圧の影響は受けない。,男性と比べ女性が高値を示す。,上下肢にカフを巻いて行う検査法がある。,低値のとき心血管疾患発症リスクが高まる。,4,,臨床生理学,第65回(2019),普通
