設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[午前A27] 心筋梗塞の心電図を別に示す。推定される梗塞領域はどれか。【別冊No.6 図】,下壁と後壁,下壁と側壁,後壁と側壁,前壁中隔と下壁,前壁中隔と側壁,4,,臨床生理学,第72回(2026),普通
[午前A28] 心電図を別に示す。心電図所見はどれか。2つ選べ。【別冊No.7 図】,洞停止,心室頻拍,心房細動,洞不整脈,完全右脚ブロック,"3,5",,臨床生理学,第72回(2026),普通
[午前A29] 2ポイント法で第1試薬反応後の吸光度は0.005、第2試薬反応後の吸光度は0.200であった。検体盲検補正後の吸光度はどれか。ただし、検体量は10μL、第1試薬量は230μL、第2試薬量は60μLとする。,0.192,0.196,0.200,0.204,0.208,2,,臨床化学,第72回(2026),普通
[午前A30] ビリルビンで誤っているのはどれか。,遊離型ビリルビンは水に不溶性である。,非抱合型ビリルビンは細胞毒性を有する。,ビリルビンは抗酸化物質として機能する。,間接ビリルビンはジアゾ反応に反応促進剤を必要とする。,抱合型ビリルビンはアルブミンと結合してシャントビリルビンとなる。,5,,臨床化学,第72回(2026),普通
[午前A31] 日本臨床化学会〈JSCC〉勧告法で試薬に脱水素酵素が含まれるのはどれか。,ALP,AMY,CK,LD,γ-GT,3,,臨床化学,第72回(2026),普通
[午前A32] 血清総蛋白の検査で誤っているのはどれか。,脱水状態で上昇する。,蛋白質は280nmに極大吸収を持つ。,座位の基準範囲は6.6〜8.1g/dLである。,血清の屈折率は総蛋白濃度に反比例する。,ビウレット反応はトリペプチドで起こる。,4,,臨床化学,第72回(2026),普通
[午前A33] レシチンコレステロールアシルトランスフェラーゼ〈LCAT〉を活性化するのはどれか。2つ選べ。,アポAI,アポB48,アポCI,アポCII,アポE,"1,3",,臨床化学,第72回(2026),普通
[午前A34] 酵素法でクレアチニンを測定する際に用いられるのはどれか。2つ選べ。,ウリカーゼ,乳酸脱水素酵素,クレアチニナーゼ,リンゴ酸脱水素酵素,ザルコシンオキシダーゼ,"3,5",,臨床化学,第72回(2026),普通
[午前A35] レチノール結合蛋白〈RBP〉と結合するビタミンはどれか。,A,C,D,E,K,1,,臨床化学,第72回(2026),普通
[午前A36] 敗血症マーカーはどれか。,KL-6,シスタチンC,トロポニンT,カルプロテクチン,プロカルシトニン,5,,臨床化学,第72回(2026),普通
[午前A37] アニオンギャップが上昇するのはどれか。,嘔吐,下痢,乳酸アシドーシス,尿細管性アシドーシス,副甲状腺機能亢進症,3,,臨床化学,第72回(2026),普通
[午前A38] グルコース測定におけるヘキソキナーゼ・グルコース-6-リン酸デヒドロゲナーゼ法で正しいのはどれか。,酵素電極法で使用される。,NAD+の吸光度を測定する。,アスコルビン酸の影響を受ける。,試薬にはムタロターゼが必要である。,日本臨床化学会〈JSCC〉勧告法である。,5,,臨床化学,第72回(2026),普通
[午前A39] ペプチドホルモンはどれか。,アドレナリン,コルチゾール,テストステロン,トリヨードサイロニン,ヒト絨毛性ゴナドトロピン〈hCG〉,5,,臨床化学,第72回(2026),普通
[午前A40] クレアチニンで正しいのはどれか。,肝臓で合成される。,尿細管で再吸収される。,血漿濃度は脱水症で低値を示す。,血漿濃度の基準範囲には男女差がある。,血漿濃度はDuchenne型筋ジストロフィで高値を示す。,4,,臨床化学,第72回(2026),普通
[午前A41] アミラーゼで誤っているのはどれか。,Cl-で活性化される。,加水分解酵素である。,"α-1,6-グリコシド結合を切断する。",唾液腺型は膵型より高分子量である。,腎不全では血清アミラーゼ値が上昇する。,3,,臨床化学,第72回(2026),普通
[午前A42] インドシアニングリーン〈ICG〉試験で正しいのはどれか。,早朝空腹時に行う。,ICGを経口投与する。,ICGは光に安定である。,肝合成能の評価に用いられる。,ICG投与から1時間後に採血を行う。,1,,臨床化学,第72回(2026),普通
[午前A43] 放射線感受性が最も高いのはどれか。,肝細胞,脂肪細胞,心筋細胞,神経細胞,造血器細胞,5,,臨床化学,第72回(2026),普通
[午前A44] 空腹時血清中総コレステロール250mg/dL、トリグリセライド150mg/dL、HDL-コレステロール50mg/dLのとき、Friedewaldの計算式から求めたLDL-コレステロール値[mg/dL]はどれか。,50,100,170,200,230,3,,臨床化学,第72回(2026),普通
[午前A45] 組織標本作製用固定液で正しいのはどれか。,10%ホルマリンは中性脂肪を溶解する。,グルタルアルデヒドは組織への浸透力が強い。,4%パラホルムアルデヒドにはギ酸が含まれる。,10%中性緩衝ホルマリンは網羅的遺伝子解析に適する。,10%中性ホルマリンの作製には塩化ナトリウムを用いる。,4,,病理組織細胞学,第72回(2026),普通
[午前A46] ミクロトームで正しいのはどれか。2つ選べ。,刃の先端角度〈刃角〉は2°である。,ユング型ミクロトームの逃げ角は90°である。,クリオスタットはミノー型ミクロトームである。,ミノー型ミクロトームの逃げ角は2〜10°である。,クロスローラーベアリング方式のミクロトームは回転式である。,"3,4",,病理組織細胞学,第72回(2026),普通
[午前A47] 染色結果で正しいのはどれか。,azan染色で膠原線維は赤色に染まる。,渡辺の鍍銀法で細網線維は赤褐色に染まる。,Congo red染色でアミロイドは灰色に染まる。,PAM染色でメサンギウム基質は青色に染まる。,elastica van Gieson染色で弾性線維は紫黒色に染まる。,5,,病理組織細胞学,第72回(2026),普通
[午前A48] 健常成人で肝臓に接していないのはどれか。,腎臓,胆囊,横隔膜,横行結腸,腹部大動脈,5,,病理組織細胞学,第72回(2026),普通
[午前A49] H-E染色標本を別に示す。この組織はどれか。【別冊No.8 図】,汗腺,胸腺,乳腺,甲状腺,唾液腺,4,,病理組織細胞学,第72回(2026),普通
[午前A50] 組織と胚葉の組合せで正しいのはどれか。,筋肉・外胚葉,血管・外胚葉,脊髄・中胚葉,肺胞・中胚葉,甲状腺・内胚葉,5,,病理組織細胞学,第72回(2026),普通
[午前A51] 糖尿病で正しいのはどれか。,解糖系が促進する。,糖新生は抑制される。,早期から尿量が減少する。,ケトン体の産生が亢進する。,2型糖尿病は膵島β細胞の破壊に起因する。,4,,病理組織細胞学,第72回(2026),普通
[午前A52] 潰瘍性大腸炎で正しいのはどれか。,回盲部に多い。,胃がんの合併が多い。,陰部潰瘍を合併する。,高齢者での発症が多い。,組織学的には陰窩膿瘍を特徴とする。,5,,病理組織細胞学,第72回(2026),普通
[午前A53] ピクリン酸を含む固定液はどれか。,ブアン液,カルノア液,20%ホルマリン,2%オスミウム酸液,Periodate-lysine-paraformaldehyde〈PLP〉液,1,,病理組織細胞学,第72回(2026),普通
[午前A54] 心筋の特殊染色標本を別に示す。染色法はどれか。【別冊No.9 図】,azan染色,PTAH染色,Berlin blue染色,Victoria blue染色,Klüver-Barrera染色,2,,病理組織細胞学,第72回(2026),普通
[午前A55] 炎症性肉芽組織に出現しない細胞はどれか。,好中球,リンパ球,線維芽細胞,平滑筋細胞,血管内皮細胞,4,,病理組織細胞学,第72回(2026),普通
[午前A56] 遺伝性腫瘍とその原因遺伝子の組合せで正しいのはどれか。,遺伝性乳癌卵巣癌症候群・RB,家族性大腸腺腫症・APC,網膜芽細胞腫・RET,Cowden病・BRCA1,Li-Fraumeni症候群・PTEN,2,,病理組織細胞学,第72回(2026),普通
[午前A57] 膀胱癌で誤っているのはどれか。,腺癌が多い。,男性に多い。,高齢者に多い。,多発発生する。,初発症状は血尿が多い。,1,,病理組織細胞学,第72回(2026),普通
[午前A58] 子宮頸部細胞診のPapanicolaou染色標本を別に示す。Bethesdaシステムによる判定はどれか。【別冊No.10 図】,NILM,ASC-US,LSIL,HSIL,Adenocarcinoma,4,,病理組織細胞学,第72回(2026),普通
[午前A59] 赤血球で正しいのはどれか。,ヘムには3価の鉄原子が含まれる。,老朽化した赤血球は変形しやすい。,網赤血球は成熟赤血球よりも小さい。,ヘムは代謝によりピリミジンと鉄に分解される。,酸素分圧が低下するとヘモグロビンの酸素飽和度は低下する。,5,,臨床血液学,第72回(2026),普通
[午前A60] 急性骨髄性白血病と慢性骨髄性白血病で異なるのはどれか。,CD13陽性,白血病裂孔,骨髄芽球の出現,特定遺伝子の転座,ペルオキシダーゼ染色陽性,2,,臨床血液学,第72回(2026),普通
[午前A61] 線溶因子はどれか。,FDP,フィブリノゲン,プラスミノゲン,プロトロンビン,アンチトロンビン,3,,臨床血液学,第72回(2026),普通
[午前A62] 骨髄塗抹標本の鉄染色像を別に示す。考えられる疾患はどれか。【別冊No.11 図】,真性多血症,悪性リンパ腫,多発性骨髄腫,巨赤芽球性貧血,骨髄異形成症候群,5,,臨床血液学,第72回(2026),普通
"[午前A63] 3.14%クエン酸ナトリウム溶液を用いて抗凝固した血液の遠心分離(1,500G、15分間)後の状態を別に示す。血小板が存在するのは図中矢印のどの位置か。【別冊No.12 図】",a,b,c,d,e,2,,臨床血液学,第72回(2026),普通
[午前A64] 第XIII因子で正しいのはどれか。,創傷治癒に関係する。,欠損症でAPTTが延長する。,蛋白分解酵素の前駆体である。,活性化第X因子により活性化される。,フィブリンβ鎖間に架橋結合をもたらす。,1,,臨床血液学,第72回(2026),普通
[午前A65] APTTが延長しない薬剤はどれか。,ヘパリン,アスピリン,直接抗Xa薬,ワルファリン,直接抗トロンビン薬,2,,臨床血液学,第72回(2026),普通
[午前A66] 血小板凝集能検査所見を別に示す(図中矢印は各アゴニスト添加を表す)。考えられるのはどれか。【別冊No.13 図】,血小板無力症,抗血小板薬服用,Storage pool病,von Willebrand病,Bernard-Soulier症候群,1,,臨床血液学,第72回(2026),普通
[午前A67] 染色体異常とそれに伴う融合遺伝子との組合せで正しいのはどれか。,t(8;21)(q22;q22)・CBFB::MYH11,t(9;11)(p21.3;q23.3)・BCR::ABL1,t(9;22)(q34;q11.2)・MLLT3::KMT2A,t(15;17)(q22;q12)・PML::RARA,inv(16)(p13.1;q22)・RUNX1::RUNX1T1,4,,臨床血液学,第72回(2026),普通
[午前A68] Cryptococcus neoformansの莢膜の観察に適するのはどれか。,墨汁法,Hiss法,Wirtz法,Neisser法,Hucker変法,1,,臨床微生物学,第72回(2026),普通
[午前A69] 喀痰のGram染色標本を別に示す。考えられるのはどれか。【別冊No.14 図】,Bacillus cereus,Corynebacterium diphtheriae,Staphylococcus aureus,Streptococcus pyogenes,Streptococcus pneumoniae,5,,臨床微生物学,第72回(2026),普通
[午前A70] RNAウイルスはどれか。2つ選べ。,コロナウイルス,B型肝炎ウイルス,サイトメガロウイルス,インフルエンザウイルス,ヒトパピローマウイルス,"1,4",,臨床微生物学,第72回(2026),普通
[午前A71] 蛋白合成阻害作用を有する抗菌薬はどれか。,キノロン系,ペニシリン系,マクロライド系,グリコペプチド系,ホスホマイシン系,3,,臨床微生物学,第72回(2026),普通
[午前A72] らせん菌はどれか。,Actinomyces israelii,Bordetella pertussis,Helicobacter pylori,Listeria monocytogenes,Mycoplasma pneumoniae,3,,臨床微生物学,第72回(2026),普通
[午前A73] Hucker変法に用いるのはどれか。,サフラニン,メチレン青,ビクトリア青,石炭酸フクシン,アセトン・エタノール,1,,臨床微生物学,第72回(2026),普通
[午前A74] プラスミドで正しいのはどれか。,ウイルスが保有する。,一本鎖のRNAである。,接合によって伝達する。,染色体内に含まれる遺伝因子である。,ゲノム上を転移できる塩基配列である。,3,,臨床微生物学,第72回(2026),普通
[午前A75] Streptococcus pyogenesで正しいのはどれか。,バシトラシン耐性である。,カタラーゼ試験陽性である。,α溶血のコロニーを形成する。,Lancefield分類A群に属する。,pyrrolidonyl arylamidase〈PYR〉試験陰性である。,4,,臨床微生物学,第72回(2026),普通
[午前A76] ヒトの粘膜の消毒に用いるのはどれか。,逆性石鹸,クレゾール石鹸,グルタルアルデヒド,消毒用エタノール,次亜塩素酸ナトリウム,1,,臨床微生物学,第72回(2026),普通
[午前A77] 二形性真菌はどれか。,Aspergillus fumigatus,Candida albicans,Exophiala dermatitidis,Microsporum canis,Sporothrix schenckii,5,,臨床微生物学,第72回(2026),普通
[午前A78] Escherichia coliを対象に実施した薬剤耐性の確認試験を別に示す。検出目的のβ-ラクタマーゼはどれか。【別冊No.15 図】,オキサシリナーゼ,基質拡張型β-ラクタマーゼ,セファロスポリナーゼ,ペニシリナーゼ,メタロ-β-ラクタマーゼ,2,,臨床微生物学,第72回(2026),普通
[午前A79] 抗原提示細胞はどれか。,好酸球,NK細胞,樹状細胞,肥満細胞,ヘルパーT細胞,3,,臨床免疫学,第72回(2026),普通
[午前A80] 標識免疫測定法で正しいのはどれか。,化学発光免疫測定法は散乱光を測定する。,不均一測定法はB/F分離を必要としない。,均一測定法はハプテンの定量に用いられる。,蛍光免疫測定法は励起光の強度を測定する。,生物発光免疫測定法にはルテニウム錯体が用いられる。,3,,臨床免疫学,第72回(2026),普通
[午前A81] 食細胞機能が障害されるのはどれか。,慢性肉芽腫症,DiGeorge症候群,重症複合免疫不全症,無γ-グロブリン血症,Wiskott-Aldrich症候群,1,,臨床免疫学,第72回(2026),普通
[午前A82] 抗体のがん抗原結合部分とT細胞刺激伝達分子を融合させたキメラ抗原受容体でがん細胞を攻撃する治療法はどれか。,減感作療法,CAR-T療法,中和抗体療法,分子標的療法,ステロイドパルス療法,2,,臨床免疫学,第72回(2026),普通
[午前A83] 溶解反応を原理とする検査はどれか。2つ選べ。,寒冷凝集反応,RPRカードテスト,直接抗グロブリン試験,血清補体価〈CH50〉測定,Donath-Landsteiner試験,"4,5",,臨床免疫学,第72回(2026),普通
[午前A84] 急性B型肝炎の自然経過における各マーカー相対量の推移を別に示す。HBs抗体はどれか。【別冊No.16 図】,a,b,c,d,e,5,,臨床免疫学,第72回(2026),普通
[午前A85] ABO血液型抗原で正しいのはどれか。,発現は赤血球膜上に限局している。,遺伝子は第9染色体の長腕に存在する。,A1型の抗原発現量は成人より新生児の方が多い。,A遺伝子はB遺伝子に対して潜性〈劣性〉である。,B型はN-アセチルガラクトサミンと結合している。,2,,臨床免疫学,第72回(2026),普通
[午前A86] 間接抗グロブリン試験による不規則抗体スクリーニングのカラム凝集像を別に示す。考えられるのはどれか。【別冊No.17 図】,連銭形成,寒冷凝集反応,不規則抗体を保有,フィブリンの析出,抗血小板抗体を保有,3,,臨床免疫学,第72回(2026),普通
[午前A87] ABO血液型検査で正しいのはどれか。,ウラ検査はスライド法で行う。,ウラ検査は37℃で反応させる。,オモテ検査の試薬は2滴滴下する。,ウラ検査は血漿(血清)を2滴滴下する。,オモテ検査の試験管法は10%赤血球浮遊液を作製する。,4,,臨床免疫学,第72回(2026),普通
[午前A88] 血液製剤と外観検査項目との関係で誤っているのはどれか。,血小板製剤・凝固物,血小板製剤・色調,赤血球製剤・溶血,新鮮凍結血漿・スワーリング,新鮮凍結血漿・融解時の異物,4,,臨床免疫学,第72回(2026),普通
[午前A89] 抗HLA抗体が関与する疾患または病態はどれか。,輸血後紫斑病〈PTP〉,血小板輸血不応〈PTR〉,自己免疫性溶血性貧血〈AIHA〉,特発性血小板減少性紫斑病〈ITP〉,血栓性血小板減少性紫斑病〈TTP〉,2,,臨床免疫学,第72回(2026),普通
[午前A90] 2022年(令和4年)の国民生活基礎調査で、有訴者率が男女とも第1位だった症状はどれか。,頭痛,頻尿,腰痛,鼻づまり,目のかすみ,3,,公衆衛生学,第72回(2026),普通
[午前A91] 食事バランスガイド(厚生労働省・農林水産省決定)における主菜はどれか。,ごはん,チーズ,みかん,焼き魚,野菜サラダ,4,,公衆衛生学,第72回(2026),普通
[午前A92] 労災保険〈労働者災害補償保険〉で正しいのはどれか。,保険料は労働者が負担する。,通勤中の負傷は対象外である。,パート職員は給付対象外である。,治療費の自己負担割合は3割である。,業務上の事由による障害は対象である。,5,,公衆衛生学,第72回(2026),普通
[午前A93] 予防接種で不活化ワクチンが使用されているのはどれか。,黄熱,風疹,麻疹,日本脳炎,流行性耳下腺炎,4,,公衆衛生学,第72回(2026),普通
[午前A94] 国勢調査で分かるのはどれか。,粗死亡率,平均寿命,総再生産率,老年化指数,合計特殊出生率,4,,公衆衛生学,第72回(2026),普通
[午前A95] バイポーラトランジスタで正しいのはどれか。,MOS型が存在する。,端子名にゲートがある。,pn接合面は一つである。,電圧制御型の素子である。,動作には自由電子と正孔〈ホール〉の両方が関与する。,5,,医用工学概論,第72回(2026),普通
[午前A96] 臨床検査システム〈LIS〉で扱われる大量の検査データを効率的に取り扱う仕組みはどれか。,ウェブブラウザ,オフィススイート,オペレーティングシステム,データベース管理システム,プログラミング言語,4,,医用工学概論,第72回(2026),普通
[午前A97] 入力された信号を1000倍にする増幅器がある。この増幅器の利得[dB]はどれか。,10,20,40,60,80,4,,医用工学概論,第72回(2026),普通
[午前A98] ME機器の耐除細動形CF形装着部を表す図記号はどれか。【別冊 図記号】,図記号1,図記号2,図記号3,図記号4,図記号5,5,,医用工学概論,第72回(2026),普通
[午前A99] 超音波検査における吸収〈減衰〉係数が最も大きいのはどれか。,筋肉,空気,血液,脂肪,水,2,,医用工学概論,第72回(2026),普通
[午前A100] 商用交流による皮膚表面での最小感知電流とされる電流[mA]はどれか。,0.1,1,10,100,"1,000",2,,医用工学概論,第72回(2026),普通
[午後B1] 採血時のパンピング(何度も手を握ったり開いたりを繰り返す動作)で偽高値になるのはどれか。,リン,カリウム,クロール,カルシウム,ナトリウム,2,,臨床検査総論,第72回(2026),普通
[午後B2] 尿試験紙法で酵素法を原理とするのはどれか。,蛋白,亜硝酸塩,ケトン体,グルコース,ビリルビン,4,,臨床検査総論,第72回(2026),普通
[午後B3] 経口摂取した薬剤と便の色調の組合せで正しいのはどれか。,鉄剤・赤色,蒼鉛・白色,葉緑素製剤・黒色,硫酸バリウム・白色,ケイ酸アルミニウム・黒色,4,,臨床検査総論,第72回(2026),普通
[午後B4] 染色体検査における細胞培養または標本作製の過程でコルセミドを添加する理由はどれか。,赤血球の溶解,細菌の増殖抑制,有核細胞の固定,有核細胞の膨化,紡錘糸の形成阻害,5,,臨床検査総論,第72回(2026),普通
[午後B5] PCR法でアニーリングの至適温度に影響を与えるのはどれか。,pH,dNTP濃度,プライマーの塩基数,DNAポリメラーゼ濃度,マグネシウムイオン濃度,3,,臨床検査総論,第72回(2026),普通
[午後B6] 健常成人の髄液所見はどれか。ただし、同時測定の血漿中グルコース濃度は100mg/dLであった。,色調 黄色透明,細胞数 20個/μL,蛋白質 100mg/dL,クロール 160mmol/L,グルコース 70mg/dL,5,,臨床検査総論,第72回(2026),普通
[午後B7] ISO 15189で誤っているのはどれか。,国内規格である。,リスクマネジメントについて記載している。,検査の質の継続的な改善を進める規格である。,品質マネジメントについての要求事項が含まれる。,臨床検査室の品質管理能力に関する要求事項が含まれる。,1,,臨床検査総論,第72回(2026),普通
[午後B8] 体細胞分裂中期の核の模式図を別に示す。矢印で示すのはどれか。【別冊No.1 図】,核小体,中心体,紡錘体,テロメア,セントロメア,2,,臨床検査総論,第72回(2026),普通
[午後B9] 尿沈渣の無染色標本を別に示す。矢印で示す結晶はどれか。【別冊No.2 図】,尿酸,シスチン,ビリルビン,コレステロール,リン酸アンモニウムマグネシウム,4,,臨床検査総論,第72回(2026),普通
[午後B10] x-R管理図法で管理するのはどれか。2つ選べ。,施設間差,標準液の劣化,検体採取の過誤,分析機器の異常,パニック値の検出,"2,4",,臨床検査総論,第72回(2026),普通
[午後B11] ウイルス感染が発症原因の血液疾患はどれか。,急性骨髄性白血病,骨髄異形成症候群,成人T細胞性白血病/リンパ腫〈ATLL〉,多発性骨髄腫,慢性リンパ性白血病,3,,臨床検査医学総論,第72回(2026),普通
[午後B12] 慢性骨髄性白血病にみられる染色体異常はどれか。,t(8;14)(q24;q32),t(8;21)(q22;q22),t(9;22)(q34;q11.2),t(14;18)(q32;q21),t(15;17)(q22;q12),3,,臨床検査医学総論,第72回(2026),普通
[午後B13] 一過性に脳全体が虚血状態になって起こる意識障害はどれか。,傾眠,昏睡,昏迷,失神,せん妄,4,,臨床検査医学総論,第72回(2026),普通
[午後B14] 呼気延長を呈するのはどれか。,胸膜炎,間質性肺炎,気管支喘息,細菌性肺炎,過換気症候群,3,,臨床検査医学総論,第72回(2026),普通
[午後B15] 腎前性急性腎不全の原因になるのはどれか。,敗血症,尿管結石,前立腺肥大,急速進行性糸球体腎炎,全身性エリテマトーデス〈SLE〉,1,,臨床検査医学総論,第72回(2026),普通
[午後B16] 疾患と超音波所見の組合せで誤っているのはどれか。,高血圧性心疾患・左室の求心性肥大,心房中隔欠損症・右房の拡大,僧帽弁狭窄症・僧帽弁のドーミング,大動脈弁狭窄症・左室壁の菲薄化,肺高血圧症・右室の拡大,4,,臨床生理学,第72回(2026),普通
[午後B17] 心尖部長軸像を別に示す。パルスドプラ法によるE/Aの計測部位はどれか。【別冊No.3 図】,①,②,③,④,⑤,2,,臨床生理学,第72回(2026),普通
[午後B18] 心窩部縦走査の超音波像を別に示す。矢印で示すのはどれか。【別冊No.4 図】,胃,肝臓,膵臓,胆囊,横行結腸,1,,臨床生理学,第72回(2026),普通
[午後B19] 下肢静脈の超音波検査で誤っているのはどれか。,主にリニア型プローブを使用する。,圧迫法では静脈の虚脱の有無を確認する。,バルサルバ法は吸気後に息ごらえをする。,カラードプラ法では流速レンジを上げて血流を確認する。,ミルキング法はプローブより末梢側を握って放し血流を誘発させる。,4,,臨床生理学,第72回(2026),普通
[午後B20] 機能からみた場合の脳幹に含まれないのはどれか。,橋,延髄,間脳,小脳,中脳,4,,臨床生理学,第72回(2026),普通
[午後B21] 健常者の尺骨神経で行った逆行性記録法による感覚神経伝導検査の記録波形を別に示す。感覚神経活動電位〈SNAP〉の振幅が刺激部位によって図示するように低下する機序はどれか。2つ選べ。【別冊No.5 図】,不応期,位相相殺,逆行性伝導,伝導ブロック,生理的な時間的分散,"2,5",,臨床生理学,第72回(2026),普通
[午後B22] MRI検査で脳脊髄液が高信号となる撮像法はどれか。,FLAIR,T1強調画像,T2強調画像,拡散強調画像,プロトン密度強調画像,3,,臨床生理学,第72回(2026),普通
[午後B23] 肢誘導心電図を別に示す。心電図所見はどれか。【別冊No.6 図】,心房細動,心房粗動,上室期外収縮,III度房室ブロック,心室期外収縮,5,,臨床生理学,第72回(2026),普通
