設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[A12] 子宮頸癌の原因はどれか。,EBウイルス,単純ヘルペスウイルス,ヒトT細胞白血病ウイルスI型,ヒトパピローマウイルス,ヒト免疫不全ウイルス,4,,臨床検査医学総論,第71回(2025),普通
[A13] Basedow病で認められるのはどれか。,頻脈,便秘,皮膚乾燥,フレイル,記銘力低下,1,,臨床検査医学総論,第71回(2025),普通
[A14] ネフローゼ症候群で誤っているのはどれか。,浮腫,乏尿,蛋白尿,血清アルブミン低下,LDL-コレステロール低下,5,,臨床検査医学総論,第71回(2025),普通
[A15] バイタルサインでないのはどれか。,血圧,呼吸,体温,体重,脈拍,4,,臨床検査医学総論,第71回(2025),普通
[A16] 標準12誘導心電図でV4誘導の電極位置はどれか。,第4肋間胸骨右縁,第4肋間胸骨左縁,第5肋間と左鎖骨中線の交点,第5肋間と左前腋窩線の交点,第5肋間と左中腋窩線の交点,3,,臨床生理学,第71回(2025),普通
[A17] 標準12誘導心電図を別に示す。所見はどれか。【別冊No.2 図】,心房細動,心房粗動,上室頻拍,心室細動,心室頻拍,2,,臨床生理学,第71回(2025),普通
[A18] スパイログラムを別に示す。Aが示すのはどれか。【別冊No.3 図】,肺活量,一回換気量,最大吸気量,予備吸気量,予備呼気量,3,,臨床生理学,第71回(2025),普通
[A19] 肺拡散能〈DLco〉が低下しないのはどれか。,肺気腫,肺切除後,間質性肺炎,気管支喘息,肺血栓塞栓症,4,,臨床生理学,第71回(2025),普通
[A20] 室内気吸入時の動脈血ガス分析で基準範囲内にあるのはどれか。,pH 7.00,PaO2 70 mmHg,PaCO2 40 mmHg,HCO3⁻ 30 mmol/L,BE ＋5 mmol/L,3,,臨床生理学,第71回(2025),普通
[A21] ニューロンの活動電位の始まりを担うイオンはどれか。,Ca2＋,Cl−,K＋,Mg2＋,Na＋,5,,臨床生理学,第71回(2025),普通
[A22] 反復神経刺激検査で検出できる機能障害の部位はどれか。,大脳運動野,脊髄,末梢神経,神経筋接合部,骨格筋,4,,臨床生理学,第71回(2025),普通
[A23] 健常成人の脳波を別に示す。睡眠段階はどれか。【別冊No.4 図】,Stage W,Stage N1,Stage N2,Stage N3,Stage R,3,,臨床生理学,第71回(2025),普通
[A24] 脳波を別に示す。最も考えられるのはどれか。【別冊No.5 図】,West症候群,欠神てんかん,Creutzfeldt-Jakob病,ミオクロニーてんかん,Lennox-Gastaut症候群,3,,臨床生理学,第71回(2025),普通
[A25] 体表からの超音波検査で使用する探触子の周波数が最も低いのはどれか。,肝臓,心臓,膵臓,乳腺,頸動脈,2,,臨床生理学,第71回(2025),普通
[A26] 心エコーで連続波ドプラ法を使用するのはどれか。,e′,E/A,左室駆出率,肺体血流比,右室収縮期圧,5,,臨床生理学,第71回(2025),普通
[A27] 健常者の右肋間走査の超音波像を別に示す。矢印で示すのはどれか。【別冊No.6 図】,門脈,肝動脈,左肝静脈,中肝静脈,右肝静脈,1,,臨床生理学,第71回(2025),普通
[A28] 乳房の超音波像を別に示す。乳腺実質はどれか。【別冊No.7 図】,①,②,③,④,⑤,2,,臨床生理学,第71回(2025),普通
[A29] 無機質の動態で誤っているのはどれか。,腎不全により高マグネシウム血症をきたす。,副甲状腺機能低下症により高無機リン血症をきたす。,代謝性アルカローシスにより高カリウム血症をきたす。,異所性PTH産生腫瘍により高カルシウム血症をきたす。,原発性アルドステロン症により高ナトリウム血症をきたす。,3,,臨床化学,第71回(2025),普通
[A30] 蛋白で誤っているのはどれか。,セルロプラスミンは銅を運搬する。,フェリチンは肝臓に多く分布している。,トランスサイレチンはビタミンAの代謝に関与する。,レチノール結合蛋白の血中半減期は約12時間である。,"トランスフェリンは1分子に約3,000個の鉄原子を含有する。",5,,臨床化学,第71回(2025),普通
[A31] ホルモンで正しいのはどれか。,TSHはBasedow病で高値を示す。,ACTHはCushing病で低値を示す。,C-ペプチドはインスリノーマで低値を示す。,ガストリンはZollinger-Ellison症候群で高値を示す。,ADHは抗利尿ホルモン不適合分泌症候群〈SIADH〉で低値を示す。,4,,臨床化学,第71回(2025),普通
[A32] コレステロールから生成されるのはどれか。,黄体ホルモン,成長ホルモン,副甲状腺ホルモン,卵胞刺激ホルモン,ヒト絨毛性ゴナドトロピン,1,,臨床化学,第71回(2025),普通
[A33] 蛋白質に糖鎖の付加が行われるのはどれか。,核,細胞膜,ゴルジ装置,リソソーム,リボソーム,3,,臨床化学,第71回(2025),普通
[A34] 血漿中でアルブミンと結合しているのはどれか。,ケトン体,リン脂質,遊離脂肪酸,コレステロール,トリグリセライド,3,,臨床化学,第71回(2025),普通
[A35] 血清クレアチニンが低下するのはどれか。,脱水,妊娠,腎不全,先端巨大症,うっ血性心不全,2,,臨床化学,第71回(2025),普通
[A36] 血清量0.05 mL、試薬量3.1 mL、光路長1.0 cmの条件でLD活性を測定したところ、1分間当たりの吸光度変化量が0.020であった。NADHのモル吸光係数を6.3 × 103 L・mol-1・cm-1とすると、活性値（U/L）はどれか。,20,50,100,200,500,4,,臨床化学,第71回(2025),普通
[A37] 肝細胞癌に対して特異性が高いのはどれか。2つ選べ。,AFP,CA15-3,PIVKA-Ⅱ,PSA,SLX,"1,3",,臨床化学,第71回(2025),普通
[A38] 血漿カルシウムで正しいのはどれか。2つ選べ。,イオン型は電極法で測定する。,アルカレミアではイオン型が上昇する。,生理活性として作用するのはイオン型である。,総カルシウム量の30％がイオン型として存在する。,蛋白結合型の多くはα1-グロブリンと結合している。,"1,3",,臨床化学,第71回(2025),普通
[A39] 血清アルブミンで正しいのはどれか。,劇症肝炎で上昇する。,半減期は約7日である。,座位よりも臥位での採血で低い。,総カルシウム濃度と負の相関がある。,健常人では1日1 g程度が尿中に排出される。,3,,臨床化学,第71回(2025),普通
[A40] 酵素のKm値が10 mmol/Lの場合、最大反応速度の95％で反応させるための基質濃度（mmol/L）はどれか。ただし、酵素反応速度はMichaelis-Mentenの式に従うものとする。,70,95,110,145,190,5,,臨床化学,第71回(2025),普通
[A41] ビタミンと欠乏症の組合せで正しいのはどれか。,ビタミンA — 新生児メレナ,ビタミンC — 夜盲症,ビタミンD — 巨赤芽球性貧血,ビタミンE — 新生児溶血性貧血,ビタミンK — 脚気,4,,臨床化学,第71回(2025),普通
[A42] 脂肪細胞から分泌されるのはどれか。2つ選べ。,レプチン,インスリン,ガストリン,インクレチン,アディポネクチン,"1,5",,臨床化学,第71回(2025),普通
[A43] 経口ブドウ糖負荷試験で正しいのはどれか。,検体は血清を用いる。,妊娠糖尿病の診断に用いられる。,試験2時間前まで飲食が可能である。,糖尿病と診断された患者に実施する。,病型診断に負荷後1時間値が用いられる。,2,,臨床化学,第71回(2025),普通
[A44] 短期の栄養指標として用いられる血漿蛋白はどれか。2つ選べ。,アルブミン,ハプトグロビン,セルロプラスミン,トランスフェリン,レチノール結合蛋白,"4,5",,臨床化学,第71回(2025),普通
[A45] 組織標本作製において脱灰の適温が最も高いのはどれか。,塩酸法,硝酸法,トリクロロ酢酸法,エチレンジアミン四酢酸〈EDTA〉法,プランク・リクロ〈Plank-Rychlo〉法,4,,病理組織細胞学,第71回(2025),普通
[A46] ヘマトキシリンの色出しに使用するのはどれか。2つ選べ。,酢酸,クエン酸,アンモニア水,炭酸リチウム,塩酸アルコール,"3,4",,病理組織細胞学,第71回(2025),普通
[A47] 喀痰のPapanicolaou染色標本を別に示す。この細胞で判定するのはどれか。【別冊No.8 図】,感染の有無,腫瘍の組織型,病変の進行度,検査材料の適性,炭粉沈着の程度,4,,病理組織細胞学,第71回(2025),普通
[A48] 完成した染色標本とパラフィンブロックの照合で確認できるのはどれか。,切片の厚さ,染色の状態,切片の取り違え,切片の折れ曲がり,脱パラフィン不足,3,,病理組織細胞学,第71回(2025),普通
[A49] 肝前性黄疸の原因はどれか。,胆管癌,溶血性貧血,薬剤性肝障害,アルコール性肝障害,Dubin-Johnson症候群,2,,病理組織細胞学,第71回(2025),普通
[A50] PAS反応標本を別に示す。この臓器はどれか。【別冊No.9 図】,肝臓,食道,腎臓,大脳,脾臓,3,,病理組織細胞学,第71回(2025),普通
[A51] FISH法による乳癌HER2検査の模式図を別に示す。HER2とCEP17のシグナル比（HER2/CEP17）で最も近いのはどれか。【別冊No.10 図】,0.5,1.0,3.0,10.0,50.0,3,,病理組織細胞学,第71回(2025),普通
[A52] 子宮頸部細胞診のPapanicoloau染色標本の弱拡大写真と強拡大写真を別に示す。適切な判定はどれか。【別冊No.11A・B 図】,NILM〈陰性〉,LSIL〈軽度扁平上皮内病変〉,HSIL〈高度扁平上皮内病変〉,SCC〈扁平上皮癌〉,Adenocarcinoma〈腺癌〉,4,,病理組織細胞学,第71回(2025),普通
[A53] 自動固定包埋装置における標本作製工程にないのはどれか。,乾燥,脱脂,脱水,脱アルコール,パラフィン浸透,1,,病理組織細胞学,第71回(2025),普通
[A54] Grocott染色に用いるのはどれか。2つ選べ。,クロム酸,シュウ酸,過ヨウ素酸,アンモニア銀,メセナミン銀,"1,5",,病理組織細胞学,第71回(2025),普通
[A55] 発がん性が指摘されているのはどれか。,キシレン,メタノール,パラフィン,ホルムアルデヒド,エチレンジアミン四酢酸〈EDTA〉,4,,病理組織細胞学,第71回(2025),普通
[A56] 疾病の内因となるのはどれか。,遺伝,温度,感染,紫外線,放射線,1,,病理組織細胞学,第71回(2025),普通
[A57] アミロイドの染色法はどれか。,Congo red染色,Alcian blue染色,Ziehl-Neelsen染色,Sudan black B染色,Masson trichrome染色,1,,病理組織細胞学,第71回(2025),普通
[A58] 病理解剖時に摘出された臓器のホルマリン固定後の肉眼写真を別に示す。臓器はどれか。【別冊No.12 図】,肺,肝臓,腎臓,膵臓,脾臓,1,,病理組織細胞学,第71回(2025),普通
[A59] 血栓形成を抑制するのはどれか。,ADP,セロトニン,エピネフリン,トロンボキサンA2,プロスタサイクリン,5,,臨床血液学,第71回(2025),普通
[A60] 骨髄塗抹標本の染色法と対象細胞の組合せで陽性とならないのはどれか。,鉄染色 — 環状鉄芽球,PAS染色 — 正常赤芽球,ペルオキシダーゼ染色 — 好酸球,特異的エステラーゼ染色 — 好中球,非特異的エステラーゼ染色 — 巨核球,2,,臨床血液学,第71回(2025),普通
[A61] 変異の検出が診断に有用なのはどれか。,骨髄異形成症候群,真性赤血球増加症,慢性骨髄性白血病,慢性リンパ性白血病,原発性マクログロブリン血症,2,,臨床血液学,第71回(2025),普通
[A62] 巨核球で誤っているのはどれか。,正常成熟巨核球は多倍体となる。,巨核球の平均直径は200 μmである。,トロンボポエチンは巨核球を分化成熟させる。,"1つの巨核球は2,000個程度の血小板を産生する。",巨核球は血小板糖蛋白質〈GP〉Ⅱb/Ⅲaを発現する。,2,,臨床血液学,第71回(2025),普通
[A63] 血液細胞数測定の模式図を別に示す。この測定で正しいのはどれか。2つ選べ。【別冊No.13 図】,交流電流を用いる。,破砕赤血球と血小板を区別できる。,パルス電圧は細胞の重量に比例する。,溶血処理した後に白血球を計測する。,細孔を通過するときの電気抵抗の変化を測定する。,"4,5",,臨床血液学,第71回(2025),普通
[A64] 赤血球の封入体でないのはどれか。,Cabot環,Heinz小体,Russell小体,好塩基性斑点,Howell-Jolly小体,3,,臨床血液学,第71回(2025),普通
[A65] 胎生中期において主要な造血組織はどれか。,肝臓,脾臓,卵黄囊,骨髄（脊椎骨）,骨髄（大腿骨）,1,,臨床血液学,第71回(2025),普通
[A66] 血中半減期が最も短いのはどれか。,プロトロンビン,第Ⅴ因子,第Ⅶ因子,第Ⅸ因子,第Ⅹ因子,3,,臨床血液学,第71回(2025),普通
"[A67] 血小板数をBrecher-Cronkite法にて目視した。用いた計算板（Burker-Turk）の区画を別に示す。100倍に希釈した血液を用いた図中オレンジ色枠内の任意の5つの中区画のカウントは（14,16,13,12,15）であった。血液1 μL中の血小板数で正しいのはどれか。【別冊No.14 図】","3,500","7,000","70,000","350,000","700,000",4,,臨床血液学,第71回(2025),普通
[A68] 原核生物はどれか。,Aspergillus fumigatus,Cryptococcus neoformans,Microsporum canis,Mycoplasma pneumoniae,Pneumocystis jirovecii,4,,臨床微生物学,第71回(2025),普通
[A69] オキシダーゼ試験陰性を示すのはどれか。2つ選べ。,Acinetobacter baumannii,Bordetella pertussis,Burkholderia cepacia,Pseudomonas aeruginosa,Stenotrophomonas maltophilia,"1,5",,臨床微生物学,第71回(2025),普通
[A70] Geckler分類を行う場合の顕微鏡倍率はどれか。,40倍,100倍,200倍,400倍,"1,000倍",2,,臨床微生物学,第71回(2025),普通
[A71] 有芽胞菌はどれか。,Bacillus anthracis,Bordetella pertussis,Cutibacterium acnes,Klebsiella pneumoniae,Moraxella catarrhalis,1,,臨床微生物学,第71回(2025),普通
[A72] 細菌と分離培地の組合せで正しいのはどれか。2つ選べ。,Aeromonas hydrophila — TCBS寒天培地,Bacteroides fragilis — BBE寒天培地,Campylobacter jejuni — NAC寒天培地,Clostridioides difficile — CCFA培地,Neisseria meningitidis — PPLO寒天培地,"2,4",,臨床微生物学,第71回(2025),普通
[A73] 抗真菌薬はどれか。,アシクロビル,イソニアジド,フルコナゾール,ミノサイクリン,リファンピシン,3,,臨床微生物学,第71回(2025),普通
[A74] 血液培養にて検出された菌のGram染色所見とヒツジ血液寒天培地の集落を別に示す。本菌はCAMPテストおよび馬尿酸塩加水分解試験が陽性であった。考えられるのはどれか。【別冊No.15A・B 図】,Bacillus cereus,Clostridium perfringens,Enterococcus faecalis,Listeria monocytogenes,Streptococcus agalactiae,4,,臨床微生物学,第71回(2025),普通
[A75] 感染症と原因微生物の組合せで正しいのはどれか。,類鼻疽 — Burkholderia pseudomallei,オウム病 — Bacillus anthracis,放線菌症 — Bartonella henselae,ライム病 — Chlamydia psittaci,ネコひっかき病 — Rickettsia japonica,1,,臨床微生物学,第71回(2025),普通
[A76] 治療薬物モニタリング〈TDM〉が必要なのはどれか。,アンピシリン,エリスロマイシン,セファゾリン,バンコマイシン,メロペネム,4,,臨床微生物学,第71回(2025),普通
[A77] インターフェロンγ遊離試験〈IGRA〉が診断に有用なのはどれか。,結核,B型肝炎,ネコひっかき病,成人T細胞白血病,後天性免疫不全症候群,1,,臨床微生物学,第71回(2025),普通
[A78] 偏性細胞内寄生性を有するのはどれか。,Bacteroides fragilis,Cryptococcus neoformans,Mycobacterium tuberculosis,Mycoplasma pneumoniae,Orientia tsutsugamushi,5,,臨床微生物学,第71回(2025),普通
[A79] 抗体で正しいのはどれか。,IgAは分子量が最も大きい。,IgGには2つのサブクラスがある。,補体の結合部位はFab部分にある。,H鎖には5種類のアイソタイプがある。,2本のH鎖と1本のL鎖で形成される。,4,,臨床免疫学,第71回(2025),普通
[A80] 免疫比濁法で誤っているのはどれか。,透過光の強度を測定する。,Lambert-Beerの法則に従う。,サイトカインの測定に適している。,地帯現象による偽低値が見られる。,化学発光分析法より測定感度が低い。,3,,臨床免疫学,第71回(2025),普通
[A81] EBウイルスで正しいのはどれか。2つ選べ。,ヘルペスウイルス科に属する。,ウイルスはB細胞に潜伏する。,EBNA抗体は初感染で陽性となる。,再活性化により伝染性単核球症を発症する。,抗体検査はラテックス凝集反応が用いられる。,"1,2",,臨床免疫学,第71回(2025),普通
[A82] 免疫電気泳動法で正しいのはどれか。,電気浸透現象の影響を受けない。,分子量が大きいほど拡散速度が速い。,検査の所要時間はおよそ2時間である。,トランスフェリンはβ領域に泳動される。,免疫固定法よりM蛋白の検出感度が高い。,4,,臨床免疫学,第71回(2025),普通
[A83] ヒトT細胞白血病ウイルス1型〈HTLV-1〉感染症の確認検査はどれか。,PA法,EIA法,HPLC法,MAST法,LIA〈line immunoassay〉法,5,,臨床免疫学,第71回(2025),普通
[A84] Lewis血液型がLe（a-b-）の場合、産生されないのはどれか。,AFP,CEA,PSA,CA19-9,ProGRP,4,,臨床免疫学,第71回(2025),普通
[A85] ABO血液型検査の結果に示す。血液型はどれか。【別冊No.16 図】,A型RhD陰性,A型RhD陽性,B型RhD陰性,B型RhD陽性,ABO・RhD判定保留,4,,臨床免疫学,第71回(2025),普通
[A86] 緊急輸血あるいは患者と同じABO血液型の赤血球液が不足した場合、患者と輸血する赤血球液のABO血液型で輸血可能な組合せはどれか。2つ選べ。,A型の患者 — B型,B型の患者 — A型,O型の患者 — AB型,AB型の患者 — B型,血液型不明の患者 — O型,"4,5",,臨床免疫学,第71回(2025),普通
[A87] 末梢血幹細胞採取で臨床検査技師が行うことができないのはどれか。,静脈路確保,成分採血装置の操作,採取中の静注薬投与,採取後の抜針,採取細胞の保存処理,3,,臨床免疫学,第71回(2025),普通
[A88] 新鮮凍結血漿投与の目的で正しいのはどれか。,貧血の改善,血小板の補充,凝固因子の補充,アルブミンの補充,血漿浸透圧の維持,3,,臨床免疫学,第71回(2025),普通
[A89] 能動免疫はどれか。2つ選べ。,感染による抗体獲得,生ワクチン接種による抗体獲得,免疫グロブリン製剤による抗体獲得,胎盤を介したIgG抗体の胎児への移行,母乳に含まれるIgA抗体の児への移行,"1,2",,臨床免疫学,第71回(2025),普通
[A90] 以下は日本国憲法第25条の条文である。「すべて国民は、健康で文化的な最低限度の生活を営む権利を有する。国は、すべての生活部面について、社会福祉、社会保障及び（）の向上及び増進に努めなければならない。」（）に入るのはどれか。,健康力,公衆衛生,国民衛生,公共の福祉,社会経済状況,2,,公衆衛生学,第71回(2025),普通
[A91] 環境基本法に基づいて環境基準が設定されているのはどれか。,悪臭,振動,酸性雨,地盤沈下,水質汚濁,5,,公衆衛生学,第71回(2025),普通
[A92] 食中毒予防の原則である「中心温度75℃以上1分以上の加熱」が有効なのはどれか。,フグ毒,ボツリヌス菌,黄色ブドウ球菌,サルモネラ属菌,ツキヨタケ（毒キノコ）,4,,公衆衛生学,第71回(2025),普通
[A93] プライマリヘルスケアの理念が採択されたのはどれか。,オタワ憲章,バンコク憲章,リスボン宣言,ヘルシンキ宣言,アルマ・アタ宣言,5,,公衆衛生学,第71回(2025),普通
[A94] 世界保健機関〈WHO〉の活動はどれか。,二国間協力を行う。,識字率を向上させる。,難民の帰還支援を行う。,国際疾病分類〈ICD〉を作成する。,労働者の健康保護について勧告する。,4,,公衆衛生学,第71回(2025),普通
[A95] 図の回路で12Ωの抵抗に流れる電流I［A］はどれか。,0.1,0.2,0.4,0.6,0.8,2,,医用工学概論,第71回(2025),普通
[A96] 酸化エチレンガスで正しいのはどれか。,毒性はない。,引火性はない。,機材を腐食させる。,高温滅菌法である。,微生物を死滅させる。,5,,医用工学概論,第71回(2025),普通
[A97] 通信プロトコルの階層のうち、アプリケーション層の規格はどれか。,Ethernet,HTTPS,IP,TCP,Wi-Fi,2,,医用工学概論,第71回(2025),普通
[A98] 測定対象の物理量変化に対応して電気抵抗が変化するセンサはどれか。2つ選べ。,圧電素子,サーミスタ,ストレンゲージ,熱電対,ホール素子,"2,3",,医用工学概論,第71回(2025),普通
[A99] 64種類の項目をコード化する場合、必要最低限の記憶容量［bit］はどれか。,4,5,6,8,16,3,,医用工学概論,第71回(2025),普通
[A100] 生体組織の電気的性質で誤っているのはどれか。,血液は脂肪に比べ導電率が低い。,体液の導電率には温度依存性がある。,骨格筋組織では導電率の異方性が強い。,細胞外液は細胞膜に比べ導電率が高い。,電流の周波数が高いほど導電率が高い。,1,,医用工学概論,第71回(2025),普通
[B1] 尿沈渣無染色標本とSternheimer染色標本を別に示す。この構造物はどれか。【別冊No.1A・B 図】,硝子円柱,脂肪円柱,赤血球円柱,ろう様円柱,フィブリン円柱,1,,臨床検査総論,第71回(2025),普通
[B2] 滲出液と比較して漏出液で高値を示すのはどれか。,LD,蛋白,比重,細胞数,グルコース,5,,臨床検査総論,第71回(2025),普通
[B3] X連鎖潜性〈劣性〉遺伝形式をとる疾患はどれか。,血友病A,糖原病Ⅰ型,Marfan症候群,遺伝性球状赤血球症,フェニルケトン尿症,1,,臨床検査総論,第71回(2025),普通
[B4] 血尿をきたすのはどれか。,広東住血線虫,東洋毛様線虫,日本住血吸虫,Manson〈マンソン〉住血吸虫,Bilharz〈ビルハルツ〉住血吸虫,5,,臨床検査総論,第71回(2025),普通
[B5] 衛生動物と疾患の組合せで誤っているのはどれか。,ノミ — ペスト,ブユ — 疥癬,キチマダニ — 野兎病,コロモジラミ — 回帰熱,コナヒョウダニ — アトピー性皮膚炎,2,,臨床検査総論,第71回(2025),普通
[B6] Kinyoun〈キニヨン〉抗酸染色が用いられるのはどれか。,マラリア,トリパノソーマ,リーシュマニア,ミクロフィラリア,クリプトスポリジウム,5,,臨床検査総論,第71回(2025),普通
[B7] 臨床検査の一次分類とそれに含まれる二次分類の組合せで正しいのはどれか。,生化学的検査 — 細胞性免疫検査,尿・糞便等一般検査 — 寄生虫検査,微生物学的検査 — 病原体核酸検査,病理学的検査 — 体細胞遺伝子検査,免疫学的検査 — 免疫組織化学検査,2,,臨床検査総論,第71回(2025),普通
[B8] 疾患と予防策の組合せで適切なのはどれか。,疥癬 — 患者の陰圧個室隔離,水痘 — 医療従事者のN95マスク着用,梅毒 — 医療従事者のフェイスシールド着用,肺結核 — 患者のカーテン隔離,マイコプラズマ肺炎 — 医療従事者のワクチン接種,2,,臨床検査総論,第71回(2025),普通
[B9] 染色法と濃染する部位の組合せで正しいのはどれか。,C分染法 — ユークロマチン,G分染法 — GC塩基,NOR分染法 — テロメア,Q分染法 — AT塩基,姉妹染色体分染法 — ヘテロクロマチン,4,,臨床検査総論,第71回(2025),普通
[B10] 標準予防策で感染性を考慮しないのはどれか。,汗,尿,髄液,精液,唾液,1,,臨床検査総論,第71回(2025),普通
[B11] ヘリコバクター・ピロリ菌の除菌判定に用いられるのはどれか。,血液培養検査,消化管造影,尿素呼気試験,尿培養検査,便培養検査,3,,臨床検査医学総論,第71回(2025),普通
[B12] 睡眠時無呼吸症候群で誤っているのはどれか。,肥満に合併することが多い。,高血圧を合併することが多い。,無呼吸は仰臥位で起こりやすい。,終夜睡眠ポリグラフィはスクリーニングに有用である。,睡眠1時間あたりの無呼吸・低呼吸指数〈AHI〉が5未満を示す。,"4,5",,臨床検査医学総論,第71回(2025),普通
[B13] 肝硬変において血中で増加するのはどれか。,血小板数,アルブミン,γ-グロブリン,総コレステロール,コリンエステラーゼ,3,,臨床検査医学総論,第71回(2025),普通
[B14] 子宮筋腫で正しいのはどれか。,悪性腫瘍である。,月経過多をきたす。,子宮内膜が増殖する。,擦過細胞診で診断する。,エストロゲンにより縮小する。,2,,臨床検査医学総論,第71回(2025),普通
[B15] 遺伝性乳癌卵巣癌症候群〈HBOC〉の原因遺伝子はどれか。,APC,BRCA1,MEN1,MLH1,VHL,2,,臨床検査医学総論,第71回(2025),普通
[B16] 臨床検査技師が行うことができないのはどれか。,磁気共鳴画像検査,経胸壁心臓超音波検査,運動誘発電位検査の針電極装着,前庭性眼振検査のための冷水注入,直腸肛門機能検査のバルーンへの空気注入,4,,臨床生理学,第71回(2025),普通
[B17] 心周期現象の圧曲線模式図を別に示す。肺動脈圧曲線はどれか。【別冊No.2 図】,①,②,③,④,⑤,4,,臨床生理学,第71回(2025),普通
[B18] 肢誘導心電図を別に示す。所見はどれか。【別冊No.3 図】,洞房ブロック,Ⅰ度房室ブロック,Wenckebach型Ⅱ度房室ブロック,MobitzⅡ型Ⅱ度房室ブロック,Ⅲ度房室ブロック,2,,臨床生理学,第71回(2025),普通
[B19] 吸気および呼気ともに最大努力で得られたフローボリューム曲線を別に示す。・V25〈FEF25〉はどれか。【別冊No.4 図】,①,②,③,④,⑤,"2,4",,臨床生理学,第71回(2025),普通
[B20] 測定に100％酸素を使用するのはどれか。2つ選べ。,最大酸素摂取量測定,呼気一酸化窒素濃度測定,1回呼吸法による肺拡散能測定,開放回路法による機能的残気量測定,1回呼吸法によるクロージングボリューム測定,"4,5",,臨床生理学,第71回(2025),普通
[B21] 神経筋接合部の伝達物質はどれか。,アセチルコリン,アドレナリン,グルタミン酸,セロトニン,ドパミン,1,,臨床生理学,第71回(2025),普通
[B22] 正中神経における運動神経伝導検査の記録波形を別に示す。最も考えられるのはどれか。【別冊No.5 図】,重症筋無力症,手根管症候群,筋萎縮性側索硬化症〈ALS〉,糖尿病性多発ニューロパチー,慢性炎症性脱髄性多発根神経炎,5,,臨床生理学,第71回(2025),普通
[B23] 脳波を別に示す。所見はどれか。【別冊No.6 図】,三相波,徐派群発,棘徐波複合,ヒプスアリスミア,トラセアルテルナン,4,,臨床生理学,第71回(2025),普通
[B24] 折り返し現象がみられたパルスドプラ波形の調整法で正しいのはどれか。,ゼロシフトを行う。,ドプラゲインを上げる。,パワードプラ法を使用する。,パルス繰り返し周波数を下げる。,サンプルボリュームを大きくする。,1,,臨床生理学,第71回(2025),普通
[B25] 疾患と超音波所見の組合せで正しいのはどれか。,肝血管腫 — コメット様エコー,肝硬変 — 肝深部エコーの減衰,肝細胞癌 — モザイクパターン,脂肪肝 — 肝静脈の拡張,転移性肝癌 — カメレオンサイン,3,,臨床生理学,第71回(2025),普通
[B26] 心エコーの傍胸骨長軸像を別に示す。矢印で示すのはどれか。【別冊No.7 図】,右室,右房,左室,左房,肺動脈,1,,臨床生理学,第71回(2025),普通
